team,def_rus_att_rat,def_rus_yds_rat,def_rus_tds_rat,def_pas_att_rat,def_cmp_rat,def_pas_yds_rat,def_pas_tds_rat,def_int_rat
LAR,29.678170227336313,138.74518172589893,1.0262222320491976,32.79874391879099,21.475506120092756,232.3096338832516,1.529605660014595,1.2056128413326528
PHI,25.520971127103714,129.1930990866177,0.8505886294623031,37.01754818935196,23.600511879129993,250.14263277114114,1.684493390508544,1.013231726514871
LV,28.449332665881816,136.7213362467261,0.9339504321092554,33.56395303906364,22.436116667414932,209.22423284367073,1.4343560294263735,0.4195779132731896
MIA,27.44189908021274,119.23789205315785,1.0196539309578054,30.6316605599826,20.097717049740474,204.61794525175003,1.4272635503096267,0.7388035600802109
LAC,26.13928407853448,109.04859527824544,0.7937645642530198,35.631962421840825,24.861056137531296,249.4367250580916,1.4270658022878584,0.9681988249962625
HOU,26.975807328697186,109.44311105784644,1.1206864562991186,32.62872811926684,21.418816931193728,234.6370224426884,1.4355705371191916,1.3089166958632956
KC,28.119008260921706,126.89242055039654,0.8212426011932266,38.21799595617267,24.379915856470873,235.45114738980723,1.4635603611803243,0.6632036553334089
JAC,27.156647076920628,107.53428680850534,0.9181538315802054,37.47234062821466,25.172936652328715,261.8171900385736,1.3840808945457417,0.8603241978103137
NO,25.416146243662524,101.3862282049991,0.8344096679790772,36.407156893677225,21.7764495676434,226.443581164897,1.2933145560789658,1.4341099411058338
PIT,25.9484873689836,108.76148925984961,0.7210695377661536,34.27375330731008,21.816633846394648,229.7831319797707,1.3901636514337818,1.480727825164636
TB,27.445902789136195,119.22651405130168,1.105348683206931,37.007734356802466,25.083740231581665,244.86212211643095,1.251205746320177,1.1814744365335939
IND,35.937009811105966,161.90396292951436,0.9356454926462329,33.37781916894826,23.576450172885824,227.90876550128803,1.5543483916994676,0.970852691923766
CHI,26.752209277827497,114.05529353825561,0.8581817787688631,35.986857673909654,23.62130723635369,219.0050982614428,1.4943410635240983,1.0913568975959604
GB,29.954869016218293,132.15755505370615,0.9719102232427341,36.12712801078213,22.883789434849298,241.11194131292322,1.520274400959225,1.4005263140498954
CLE,25.79414905988727,113.76369756720624,0.9227879953348425,34.0440592989059,19.550804791156608,191.55737100456776,1.3088177386316984,0.792477187922371
CIN,31.841365283896362,141.47591611661645,0.8730105746193508,32.49258626123652,21.464810997397755,206.6681288817453,1.377111701265245,1.0174928670174461
CAR,33.34675542823152,149.6104603199645,1.1300392687011378,30.236092136598895,20.374282386959393,191.04242086580885,1.6770777005015343,0.5376522047772013
ARI,28.763286682991478,117.96272018853102,1.0681843857707256,31.83135395933228,22.399099800332692,230.63411582419243,1.5226703528552958,0.6981425607565802
BAL,24.30628396351405,95.85588203103688,0.9836893502496247,36.13529949939814,25.002665021455865,249.7692475892637,1.3698253596056713,1.0056435369092327
BUF,27.466878462320096,122.7154085125617,0.8365822695583075,35.280343246595685,23.174938594452513,201.7080998929647,1.3709553682883024,1.7890040681965913
SF,23.936604862665384,104.74688486075776,0.8357264415173613,35.21454866218242,23.864220121075206,235.6606219541338,1.5769353316460564,1.3578222265020612
SEA,29.893065270987247,128.37652776740438,1.0138637590187212,37.43284884167819,24.48604678316196,221.08859348185842,1.3071579450756496,0.8318020339209029
DAL,27.236475731787994,121.04772709080471,1.0907464756734684,35.345204557962035,21.180328663847945,205.31846119390875,1.4500441104446349,1.98691958900024
WAS,28.098224600032257,122.96748249638046,0.8150502606399437,34.75953178919203,23.856994457567687,254.48015430716424,1.9265786903625715,0.5374269667252057
TEN,26.353904901929056,104.91777531490845,0.7760018339466753,34.27673089599162,22.120066802942624,209.84530553708632,1.3783762401044564,0.7868576294336778
ATL,32.735451382131636,134.3885964226224,0.7786365062927976,33.4077552171724,22.78396783021716,208.8833923220577,1.343163681816955,0.6621563519438788
DEN,30.763883106551503,134.75376205874284,0.990606084805094,32.581223626257476,22.488702909141896,213.18763608823463,1.490847809629452,0.86307089377431
NE,25.173936991002655,96.21387209272277,0.9123463009869206,35.796003530516586,24.269053364382923,220.4771211223848,1.2657639247125925,1.2237571347299918
MIN,26.280484032322153,102.48236825355148,0.8084387607673473,39.11279793765961,26.197261514008805,247.50346517203693,1.3323323430431273,1.2732644047616253
DET,25.637563623924837,101.65270636398147,0.9486784502212376,38.01515165129301,25.395615925840218,257.99760511461716,1.4284377730777138,1.001386635200491
NYJ,31.62075378007042,134.74859058938407,1.0055351910975618,34.327072639091725,22.353336329202573,209.42381981520137,1.2649910528563872,0.9384968916253411
NYG,29.651322223501037,137.83560492893707,0.9417859473096344,33.13099972758005,22.831450858213223,227.92479021833296,1.4468236887753345,0.8017569026050431
