Rk,Player,Att,Tgt,Fmb,TD,Touch,Day,G#,Week,Date,Age,Team,,Opp,Result,Touch,TotOff,YScm,APYd,RtY,Fmb,FR,Yds,FRTD,FF,Att,Yds,Y/A,TD,1D,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,1D,TD,XPM,XPA,XP%,FGM,FGA,FG%,2PM,Sfty,Pts,Pos.,-9999
98,Trent Taylor,0,0,0,0,0,Sun,1,1,2022-09-11,28-134,CIN,,PIT,L 20-23 (OT),0,0,0,31,31,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,TaylTr02
99,Marcus Johnson,0,0,0,0,0,Sun,12,13,2022-12-04,28-121,NYG,,WAS,T 20-20 (OT),0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,JohnMa07
100,Godwin Igwebuike,0,0,0,0,0,Sun,17,18,2023-01-08,28-120,SEA,,LAR,W 19-16 (OT),0,0,0,29,29,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,IgweGo00
101,Godwin Igwebuike,0,0,0,0,0,Sat,15,16,2022-12-24,28-105,SEA,@,KAN,L 10-24,0,0,0,68,68,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,IgweGo00
102,Godwin Igwebuike,0,0,0,0,0,Thu,14,15,2022-12-15,28-096,SEA,,SFO,L 13-21,0,0,0,83,83,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,IgweGo00
103,Godwin Igwebuike,0,0,0,0,0,Sun,13,14,2022-12-11,28-092,SEA,,CAR,L 24-30,0,0,0,104,104,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,IgweGo00
104,Trenton Cannon,0,0,0,0,0,Sun,1,1,2022-09-11,28-050,TEN,,NYG,L 20-21,0,0,0,33,33,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,CannTr00
105,Kalif Raymond,0,0,0,0,0,Sun,2,2,2022-09-18,28-041,DET,,WAS,W 36-27,0,0,0,60,60,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,RaymKa00
106,Zach Pascal,0,0,0,0,0,Sun,16,17,2023-01-01,28-014,PHI,,NOR,L 10-20,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,PascZa00
107,Jakob Johnson,0,0,0,0,0,Sun,14,15,2022-12-18,28-003,LVR,,NWE,W 30-24,0,0,0,15,15,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,FB,JohnJa12
108,KhaDarel Hodge,0,0,0,0,0,Sat,15,16,2022-12-24,27-355,ATL,@,BAL,L 9-17,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,HodgKh00
109,KhaDarel Hodge,0,0,0,0,0,Sun,14,15,2022-12-18,27-349,ATL,@,NOR,L 18-21,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,HodgKh00
110,Zach Pascal,0,0,0,0,0,Sun,11,12,2022-11-27,27-344,PHI,,GNB,W 40-33,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,PascZa00
111,Jakob Johnson,0,0,0,0,0,Sun,9,10,2022-11-13,27-333,LVR,,IND,L 20-25,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,FB,JohnJa12
112,Jakob Johnson,0,0,0,0,0,Sun,8,9,2022-11-06,27-326,LVR,@,JAX,L 20-27,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,FB,JohnJa12
113,Zach Pascal,0,0,0,0,0,Sun,6,6,2022-10-16,27-302,PHI,,DAL,W 26-17,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,PascZa00
114,Pharoh Cooper,0,0,0,0,0,Sun,15,16,2022-12-25,27-293,ARI,,TAM,L 16-19 (OT),0,0,0,88,88,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,CoopPh00
115,KhaDarel Hodge,0,0,0,0,0,Sun,7,7,2022-10-23,27-293,ATL,@,CIN,L 17-35,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,HodgKh00
116,Dontrell Hilliard,0,0,0,0,0,Sun,13,14,2022-12-11,27-288,TEN,,JAX,L 22-36,0,0,0,27,27,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,HillDo00
117,KhaDarel Hodge,0,0,0,0,0,Sun,6,6,2022-10-16,27-286,ATL,,SFO,W 28-14,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,HodgKh00
118,Jakob Johnson,0,0,0,0,0,Sun,3,3,2022-09-25,27-284,LVR,@,TEN,L 22-24,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,FB,JohnJa12
119,Pharoh Cooper,0,0,0,0,0,Mon,13,14,2022-12-12,27-280,ARI,,NWE,L 13-27,0,0,0,134,134,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,CoopPh00
120,Pharoh Cooper,0,0,0,0,0,Sun,12,12,2022-11-27,27-265,ARI,,LAC,L 24-25,0,0,0,34,34,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,CoopPh00
121,Ross Dwelley,0,0,0,0,0,Sun,5,5,2022-10-09,27-256,SFO,@,CAR,W 37-15,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,TE,DwelRo00
122,Boston Scott,0,0,0,0,0,Sat,15,16,2022-12-24,27-241,PHI,@,DAL,L 34-40,0,0,0,54,54,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,ScotBo02
123,Kevin Rader,0,0,0,0,0,Sun,14,15,2022-12-18,27-236,TEN,@,LAC,L 14-17,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,TE,RadeKe00
124,Boston Scott,0,0,0,0,0,Sun,14,15,2022-12-18,27-235,PHI,@,CHI,W 25-20,0,0,0,92,92,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,ScotBo02
125,Kevin Rader,0,0,0,0,0,Sun,13,14,2022-12-11,27-229,TEN,,JAX,L 22-36,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,TE,RadeKe00
126,Kevin Rader,0,0,0,0,0,Sun,12,13,2022-12-04,27-222,TEN,@,PHI,L 10-35,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,TE,RadeKe00
127,Jamal Agnew,0,0,0,0,0,Sun,9,9,2022-11-06,27-217,JAX,,LVR,W 27-20,0,0,0,78,78,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,AgneJa00
128,Kevin Rader,0,0,0,0,0,Sun,9,10,2022-11-13,27-201,TEN,,DEN,W 17-10,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,TE,RadeKe00
129,Kevin Rader,0,0,0,0,0,Sun,6,7,2022-10-23,27-180,TEN,,IND,W 19-10,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,TE,RadeKe00
130,Kevin Rader,0,0,0,0,0,Sun,5,5,2022-10-09,27-166,TEN,@,WAS,W 21-17,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,TE,RadeKe00
131,Richie James,0,0,0,0,0,Sun,17,18,2023-01-08,27-125,NYG,@,PHI,L 16-22,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,JameRi00
132,Parker Hesse,0,0,0,0,0,Sun,3,3,2022-09-25,27-122,ATL,@,SEA,W 27-23,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,TE,HessPa00
133,Trevon Wesco,0,0,0,0,0,Sun,16,17,2023-01-01,27-111,CHI,@,DET,L 10-41,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,TE,WescTr00
134,Braxton Berrios,0,0,0,0,0,Sun,17,18,2023-01-08,27-094,NYJ,@,MIA,L 6-11,0,0,0,29,29,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,BerrBr00
135,Marcus Kemp,0,0,0,0,0,Sun,8,9,2022-11-06,27-084,KAN,,TEN,W 20-17 (OT),0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,KempMa00
136,Braxton Berrios,0,0,0,0,0,Thu,15,16,2022-12-22,27-077,NYJ,,JAX,L 3-19,0,0,0,80,80,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,BerrBr00
137,Marcus Kemp,0,0,0,0,0,Sun,7,7,2022-10-23,27-070,KAN,@,SFO,W 44-23,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,KempMa00
138,Chris Myarick,0,0,0,0,0,Sun,13,14,2022-12-11,27-066,NYG,,PHI,L 22-48,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,FB,MyarCh00
139,Chris Myarick,0,0,0,0,0,Sun,12,13,2022-12-04,27-059,NYG,,WAS,T 20-20 (OT),0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,FB,MyarCh00
140,Trevon Wesco,0,0,0,0,0,Sun,9,9,2022-11-06,27-055,CHI,,MIA,L 32-35,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,1,0,2,TE,WescTr00
141,Durham Smythe,0,0,0,0,0,Thu,4,4,2022-09-29,27-051,MIA,@,CIN,L 15-27,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,TE,SmytDu00
142,Brandon Powell,0,0,0,0,0,Sun,7,8,2022-10-30,27-048,LAR,,SFO,L 14-31,0,0,0,21,21,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,PoweBr00
143,Cedrick Wilson Jr.,0,0,0,0,0,Sun,16,17,2023-01-01,27-042,MIA,@,NWE,L 21-23,0,0,0,13,13,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,WilsCe01
144,Cedrick Wilson Jr.,0,0,0,0,0,Sun,15,16,2022-12-25,27-035,MIA,,GNB,L 20-26,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,WilsCe01
145,Dante Pettis,0,0,0,0,0,Sun,11,11,2022-11-20,27-028,CHI,@,ATL,L 24-27,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,PettDa00
146,Cedrick Wilson Jr.,0,0,0,0,0,Sun,12,13,2022-12-04,27-014,MIA,@,SFO,L 17-33,0,0,0,21,21,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,WilsCe01
147,Cam Sims,0,0,0,0,0,Sat,15,16,2022-12-24,26-352,WAS,@,SFO,L 20-37,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,SimsCa00
148,Chris Myarick,0,0,0,0,0,Sun,2,2,2022-09-18,26-347,NYG,,CAR,W 19-16,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,FB,MyarCh00
149,Dante Pettis,0,0,0,0,0,Sun,3,3,2022-09-25,26-337,CHI,,HOU,W 23-20,0,0,0,1,1,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,PettDa00
150,Cedrick Wilson Jr.,0,0,0,0,0,Sun,7,7,2022-10-23,26-337,MIA,,PIT,W 16-10,0,0,0,1,1,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,WilsCe01
151,Dante Pettis,0,0,0,0,0,Sun,2,2,2022-09-18,26-330,CHI,@,GNB,L 10-27,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,PettDa00
152,Noah Brown,0,0,0,0,0,Thu,11,12,2022-11-24,26-322,DAL,,NYG,W 28-20,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,BrowNo00
153,D'Ernest Johnson,0,0,0,0,0,Sun,16,17,2023-01-01,26-308,CLE,@,WAS,W 24-10,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,JohnDE04
154,D'Ernest Johnson,0,0,0,0,0,Sat,15,16,2022-12-24,26-300,CLE,,NOR,L 10-17,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,JohnDE04
155,Marlon Mack,0,0,0,0,0,Sun,16,17,2023-01-01,26-300,DEN,@,KAN,L 24-27,0,0,0,20,20,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,MackMa00
156,D'Ernest Johnson,0,0,0,0,0,Sat,14,15,2022-12-17,26-293,CLE,,BAL,W 13-3,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,JohnDE04
157,Jody Fortson,0,0,0,0,0,Sun,3,3,2022-09-25,26-292,KAN,@,IND,L 17-20,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,TE,FortJo01
158,Jason Cabinda,0,0,0,0,0,Sun,13,14,2022-12-11,26-269,DET,,MIN,W 34-23,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,FB,CabiJa00
159,Tyron Johnson,0,0,0,0,0,Sun,4,4,2022-10-02,26-267,LVR,,DEN,W 32-23,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,JohnTy03
160,D'Ernest Johnson,0,0,0,0,0,Sun,10,11,2022-11-20,26-266,CLE,@,BUF,L 23-31,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,JohnDE04
161,Malik Turner,0,0,0,0,0,Sun,5,5,2022-10-09,26-252,SFO,@,CAR,W 37-15,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,TurnMa00
162,Malik Turner,0,0,0,0,0,Mon,4,4,2022-10-03,26-246,SFO,,LAR,W 24-9,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,TurnMa00
163,Jason Cabinda,0,0,0,0,0,Sun,9,10,2022-11-13,26-241,DET,@,CHI,W 31-30,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,FB,CabiJa00
164,D'Ernest Johnson,0,0,0,0,0,Sun,7,7,2022-10-23,26-238,CLE,@,BAL,L 20-23,0,0,0,27,27,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,JohnDE04
165,D'Ernest Johnson,0,0,0,0,0,Sun,4,4,2022-10-02,26-217,CLE,@,ATL,L 20-23,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,JohnDE04
166,Marlon Mack,0,0,0,0,0,Mon,4,4,2022-10-03,26-210,SFO,,LAR,W 24-9,0,0,0,0,0,0,1,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,MackMa00
167,Ian Thomas,0,0,0,0,0,Sun,14,15,2022-12-18,26-195,CAR,,PIT,L 16-24,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,TE,ThomIa00
168,Justin Jackson,0,0,0,0,0,Sun,7,8,2022-10-30,26-191,DET,,MIA,L 27-31,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,JackJu01
169,Khari Blasingame,0,0,0,0,0,Sat,15,16,2022-12-24,26-176,CHI,,BUF,L 13-35,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,FB,BlasKh00
170,Khari Blasingame,0,0,0,0,0,Sun,14,15,2022-12-18,26-170,CHI,,PHI,L 20-25,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,FB,BlasKh00
171,Justin Jackson,0,0,0,0,0,Sun,3,3,2022-09-25,26-156,DET,@,MIN,L 24-28,0,0,0,60,60,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,JackJu01
172,Justin Jackson,0,0,0,0,0,Sun,2,2,2022-09-18,26-149,DET,,WAS,W 36-27,0,0,0,33,33,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,JackJu01
173,KaVontae Turpin,0,0,0,0,0,Thu,16,17,2022-12-29,26-149,DAL,@,TEN,W 27-13,0,0,0,29,29,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,TurpKa00
174,Craig Reynolds,0,0,0,0,0,Sun,8,9,2022-11-06,26-144,DET,,GNB,W 15-9,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,ReynCr00
175,KaVontae Turpin,0,0,0,0,0,Sat,15,16,2022-12-24,26-144,DAL,,PHI,W 40-34,0,0,0,31,31,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,TurpKa00
176,Andrew Beck,0,0,0,0,0,Sun,4,4,2022-10-02,26-140,DEN,@,LVR,L 23-32,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,FB,BeckAn01
177,KaVontae Turpin,0,0,0,0,0,Sun,14,15,2022-12-18,26-138,DAL,@,JAX,L 34-40 (OT),0,0,0,86,86,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,TurpKa00
178,KaVontae Turpin,0,0,0,0,0,Sun,12,13,2022-12-04,26-124,DAL,,IND,W 54-19,0,0,0,64,64,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,TurpKa00
179,Tom Kennedy,0,0,0,0,0,Thu,11,12,2022-11-24,26-118,DET,,BUF,L 25-28,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,KennTo01
180,KaVontae Turpin,0,0,0,0,0,Thu,11,12,2022-11-24,26-114,DAL,,NYG,W 28-20,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,TurpKa00
181,Qadree Ollison,0,0,0,0,0,Thu,16,17,2022-12-29,26-112,DAL,@,TEN,W 27-13,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,OlliQa00
182,Khari Blasingame,0,0,0,0,0,Thu,6,6,2022-10-13,26-104,CHI,,WAS,L 7-12,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,FB,BlasKh00
183,Stanley Morgan Jr.,0,0,0,0,0,Sun,14,15,2022-12-18,26-102,CIN,@,TAM,W 34-23,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,MorgSt02
184,James Proche,0,0,0,0,0,Sun,16,17,2023-01-01,26-102,BAL,,PIT,L 13-16,0,0,0,2,2,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,ProcJa00
185,James Proche,0,0,0,0,0,Sat,15,16,2022-12-24,26-094,BAL,,ATL,W 17-9,0,0,0,14,14,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,ProcJa00
186,Miles Boykin,0,0,0,0,0,Sun,17,18,2023-01-08,26-088,PIT,,CLE,W 28-14,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,BoykMi00
187,Stanley Morgan Jr.,0,0,0,0,0,Sun,12,13,2022-12-04,26-088,CIN,,KAN,W 27-24,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,MorgSt02
188,Khari Blasingame,0,0,0,0,0,Sun,3,3,2022-09-25,26-086,CHI,,HOU,W 23-20,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,FB,BlasKh00
189,Ray-Ray McCloud,0,0,0,0,0,Sun,17,18,2023-01-08,26-085,SFO,,ARI,W 38-13,0,0,0,55,55,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,McClRa00
190,Giovanni Ricci,0,0,0,0,0,Sun,17,18,2023-01-08,26-084,CAR,@,NOR,W 10-7,0,0,0,0,0,0,1,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,TE,RiccGi00
191,Miles Boykin,0,0,0,0,0,Sun,16,17,2023-01-01,26-081,PIT,@,BAL,W 16-13,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,BoykMi00
192,Stanley Morgan Jr.,0,0,0,0,0,Sun,11,12,2022-11-27,26-081,CIN,@,TEN,W 20-16,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,MorgSt02
193,Stanley Morgan Jr.,0,0,0,0,0,Sun,10,11,2022-11-20,26-074,CIN,@,PIT,W 37-30,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,MorgSt02
194,Tom Kennedy,0,0,0,0,0,Sun,5,5,2022-10-09,26-072,DET,@,NWE,L 0-29,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,KennTo01
195,KaVontae Turpin,0,0,0,0,0,Sun,5,5,2022-10-09,26-068,DAL,@,LAR,W 22-10,0,0,0,12,12,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,TurpKa00
196,James Proche,0,0,0,0,0,Sun,11,12,2022-11-27,26-067,BAL,@,JAX,L 27-28,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,ProcJa00
197,Qadree Ollison,0,0,0,0,0,Sun,9,10,2022-11-13,26-066,DAL,@,GNB,L 28-31 (OT),0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,OlliQa00
198,KaVontae Turpin,0,0,0,0,0,Sun,4,4,2022-10-02,26-061,DAL,,WAS,W 25-10,0,0,0,-3,-3,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,TurpKa00
199,Miles Boykin,0,0,0,0,0,Sun,13,14,2022-12-11,26-060,PIT,,BAL,L 14-16,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,BoykMi00
200,Stanley Morgan Jr.,0,0,0,0,0,Sun,9,9,2022-11-06,26-060,CIN,,CAR,W 42-21,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,MorgSt02
201,Nyheim Hines,0,0,0,2,0,Sun,16,18,2023-01-08,26-057,BUF,,NWE,W 35-23,0,0,0,241,241,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,2,0,0,,0,0,,0,0,12,RB,HineNy00
202,KaVontae Turpin,0,0,0,0,0,Mon,3,3,2022-09-26,26-055,DAL,@,NYG,W 23-16,0,0,0,52,52,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,TurpKa00
203,Ray-Ray McCloud,0,0,0,0,0,Sun,12,13,2022-12-04,26-050,SFO,,MIA,W 33-17,0,0,0,84,84,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,McClRa00
204,KaVontae Turpin,0,0,0,0,0,Sun,1,1,2022-09-11,26-040,DAL,,TAM,L 3-19,0,0,0,80,80,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,TurpKa00
205,Andy Isabella,0,0,0,0,0,Sat,15,16,2022-12-24,26-036,BAL,,ATL,W 17-9,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,IsabAn00
206,Stephen Sullivan,0,0,0,0,0,Sat,15,16,2022-12-24,26-026,CAR,,DET,W 37-23,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,TE,SullSt00
207,Stephen Sullivan,0,0,0,0,0,Sun,14,15,2022-12-18,26-020,CAR,,PIT,L 16-24,0,0,0,0,0,0,1,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,TE,SullSt00
208,Miles Boykin,0,0,0,0,0,Sun,8,8,2022-10-30,26-018,PIT,@,PHI,L 13-35,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,BoykMi00
