Rk,Player,Att,Tgt,Fmb,TD,Touch,Day,G#,Week,Date,Age,Team,,Opp,Result,Touch,TotOff,YScm,APYd,RtY,Fmb,FR,Yds,FRTD,FF,Att,Yds,Y/A,TD,1D,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,1D,TD,XPM,XPA,XP%,FGM,FGA,FG%,2PM,Sfty,Pts,Pos.,-9999
320,Ko Kieft,0,0,0,0,0,Sun,6,6,2022-10-16,24-269,TAM,@,PIT,L 18-20,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,TE,KiefKo00
321,Jake Funk,0,0,0,0,0,Mon,4,4,2022-10-03,24-265,LAR,@,SFO,L 9-24,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,FunkJa00
322,Raleigh Webb,0,0,0,0,0,Sun,2,2,2022-09-18,24-264,BAL,,MIA,L 38-42,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,WebbRa02
323,Kene Nwangwu,0,0,0,0,0,Sun,7,8,2022-10-30,24-263,MIN,,ARI,W 34-26,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,NwanKe00
324,Ko Kieft,0,0,0,0,0,Sun,5,5,2022-10-09,24-262,TAM,,ATL,W 21-15,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,TE,KiefKo00
325,Benny Snell Jr.,0,0,0,0,0,Sun,9,10,2022-11-13,24-260,PIT,,NOR,W 20-10,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,SnelBe00
326,Kene Nwangwu,0,0,0,0,0,Sun,6,6,2022-10-16,24-249,MIN,@,MIA,W 24-16,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,NwanKe00
327,Ko Kieft,0,0,0,0,0,Sun,3,3,2022-09-25,24-248,TAM,,GNB,L 12-14,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,TE,KiefKo00
328,Kene Nwangwu,0,0,0,0,0,Sun,5,5,2022-10-09,24-242,MIN,,CHI,W 29-22,0,0,0,72,72,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,NwanKe00
329,Ko Kieft,0,0,0,0,0,Sun,2,2,2022-09-18,24-241,TAM,@,NOR,W 20-10,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,TE,KiefKo00
330,Benny Snell Jr.,0,0,0,0,0,Sun,7,7,2022-10-23,24-239,PIT,@,MIA,L 10-16,0,0,0,8,8,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,SnelBe00
331,Kene Nwangwu,0,0,0,0,0,Sun,4,4,2022-10-02,24-235,MIN,@,NOR,W 28-25,0,0,0,53,53,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,NwanKe00
332,Kene Nwangwu,0,0,0,0,0,Sun,3,3,2022-09-25,24-228,MIN,,DET,W 28-24,0,0,0,115,115,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,NwanKe00
333,Kene Nwangwu,0,0,0,0,0,Mon,2,2,2022-09-19,24-222,MIN,@,PHI,L 7-24,0,0,0,42,42,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,NwanKe00
334,Tim Jones,0,0,0,0,0,Thu,15,16,2022-12-22,24-220,JAX,@,NYJ,W 19-3,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,JoneTi00
335,Benny Snell Jr.,0,0,0,0,0,Sun,4,4,2022-10-02,24-218,PIT,,NYJ,L 20-24,0,0,0,7,7,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,SnelBe00
336,Kene Nwangwu,0,0,0,0,0,Sun,1,1,2022-09-11,24-214,MIN,,GNB,W 23-7,0,0,0,25,25,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,NwanKe00
337,Greg Dortch,0,0,0,0,0,Sun,14,15,2022-12-18,24-203,ARI,@,DEN,L 15-24,0,0,0,34,34,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,DortGr01
338,Greg Dortch,0,0,0,0,0,Mon,13,14,2022-12-12,24-197,ARI,,NWE,L 13-27,0,0,0,17,17,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,DortGr01
339,Benny Snell Jr.,0,0,0,0,0,Sun,1,1,2022-09-11,24-197,PIT,@,CIN,W 23-20 (OT),0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,SnelBe00
340,Tim Jones,0,0,0,0,0,Sun,11,12,2022-11-27,24-195,JAX,,BAL,W 28-27,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,JoneTi00
341,Patrick Taylor,0,0,0,0,0,Sun,8,8,2022-10-30,24-184,GNB,@,BUF,L 17-27,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,TaylPa01
342,Jalen Virgil,0,0,0,0,0,Sun,17,18,2023-01-08,24-179,DEN,,LAC,W 31-28,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,VirgJa00
343,Quintez Cephus,0,0,0,0,0,Sun,3,3,2022-09-25,24-177,DET,@,MIN,L 24-28,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,CephQu00
344,Quintez Cephus,0,0,0,0,0,Sun,2,2,2022-09-18,24-170,DET,,WAS,W 36-27,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,CephQu00
345,Greg Dortch,0,0,0,0,0,Sun,10,10,2022-11-13,24-168,ARI,@,LAR,W 27-17,0,0,0,44,44,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,DortGr01
346,Jalen Virgil,0,0,0,0,0,Sun,14,15,2022-12-18,24-158,DEN,,ARI,W 24-15,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,VirgJa00
347,Stanley Berryhill,0,0,0,0,0,Sun,9,10,2022-11-13,24-157,DET,@,CHI,W 31-30,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,BerrSt00
348,Patrick Taylor,0,0,0,0,0,Sun,4,4,2022-10-02,24-156,GNB,,NWE,W 27-24 (OT),0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,TaylPa01
349,Ty Chandler,0,0,0,0,0,Sun,5,5,2022-10-09,24-150,MIN,,CHI,W 29-22,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,ChanTy01
350,Demetric Felton,0,0,0,0,0,Sun,13,14,2022-12-11,24-148,CLE,@,CIN,L 10-23,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,FeltDe00
351,Jalen Virgil,0,0,0,0,0,Sun,12,13,2022-12-04,24-144,DEN,@,BAL,L 9-10,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,VirgJa00
352,Avery Williams,0,0,0,0,0,Sun,13,13,2022-12-04,24-142,ATL,,PIT,L 16-19,0,0,0,45,45,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,WillAv02
353,Greg Dortch,0,0,0,0,0,Sun,6,6,2022-10-16,24-140,ARI,@,SEA,L 9-19,0,0,0,59,59,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,DortGr01
354,Travis Homer,0,0,0,0,0,Sat,15,16,2022-12-24,24-139,SEA,@,KAN,L 10-24,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,HomeTr00
355,Avery Williams,0,0,0,0,0,Sun,12,12,2022-11-27,24-135,ATL,@,WAS,L 13-19,0,0,0,19,19,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,WillAv02
356,Greg Dortch,0,0,0,0,0,Sun,5,5,2022-10-09,24-133,ARI,,PHI,L 17-20,0,0,0,10,10,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,DortGr01
357,Tim Jones,0,0,0,0,0,Sun,3,3,2022-09-25,24-132,JAX,@,LAC,W 38-10,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,JoneTi00
358,Demetric Felton,0,0,0,0,0,Mon,8,8,2022-10-31,24-107,CLE,,CIN,W 32-13,0,0,0,11,11,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,FeltDe00
359,Travis Homer,0,0,0,0,0,Sun,10,10,2022-11-13,24-098,SEA,@,TAM,L 16-21,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,HomeTr00
360,Rico Dowdle,0,0,0,0,0,Sun,2,2,2022-09-18,24-096,DAL,,CIN,W 20-17,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,DowdRi01
361,Quez Watkins,0,0,0,0,0,Sun,1,1,2022-09-11,24-094,PHI,@,DET,W 38-35,0,0,0,38,38,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,WatkQu00
362,Hunter Long,0,0,0,0,0,Sun,8,8,2022-10-30,24-072,MIA,@,DET,W 31-27,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,TE,LongHu00
363,Rashid Shaheed,0,0,0,0,0,Mon,9,9,2022-11-07,24-068,NOR,,BAL,L 13-27,0,0,0,41,41,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,ShahRa00
364,DeeJay Dallas,0,0,0,0,0,Sun,10,10,2022-11-13,24-058,SEA,@,TAM,L 16-21,0,0,0,22,22,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,DallDe00
365,Hunter Long,0,0,0,0,0,Sun,6,6,2022-10-16,24-058,MIA,,MIN,L 16-24,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,TE,LongHu00
366,Kenny Yeboah,0,0,0,0,0,Thu,15,16,2022-12-22,24-053,NYJ,,JAX,L 3-19,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,TE,YeboKe00
367,DeeJay Dallas,0,0,0,0,0,Sun,8,8,2022-10-30,24-044,SEA,,NYG,W 27-13,0,0,0,16,16,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,DallDe00
368,Kenny Yeboah,0,0,0,0,0,Sun,13,14,2022-12-11,24-042,NYJ,@,BUF,L 12-20,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,TE,YeboKe00
369,Shi Smith,0,0,0,0,0,Sun,12,12,2022-11-27,24-032,CAR,,DEN,W 23-10,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,SmitSh03
370,Pierre Strong,0,0,0,0,0,Sun,16,17,2023-01-01,24-022,NWE,,MIA,W 23-21,0,0,0,21,21,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,StroPi00
371,DeeJay Dallas,0,0,0,0,0,Sun,4,4,2022-10-02,24-016,SEA,@,DET,W 48-45,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,DallDe00
372,Troy Hairston,0,0,0,0,0,Sun,14,15,2022-12-18,24-010,HOU,,KAN,L 24-30 (OT),0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,FB,HairTr00
373,DeeJay Dallas,0,0,0,0,0,Sun,2,2,2022-09-18,24-002,SEA,@,SFO,L 7-27,0,0,0,46,46,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,DallDe00
374,Trestan Ebner,0,0,0,0,0,Sun,16,17,2023-01-01,23-364,CHI,@,DET,L 10-41,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,EbneTr00
375,Shi Smith,0,0,0,0,0,Sun,7,7,2022-10-23,23-362,CAR,,TAM,W 21-3,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,SmitSh03
376,DeeJay Dallas,0,0,0,0,0,Mon,1,1,2022-09-12,23-361,SEA,,DEN,W 17-16,0,0,0,77,77,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,DallDe00
377,Jaelon Darden,0,0,0,0,0,Sun,17,18,2023-01-08,23-359,CLE,@,PIT,L 14-28,0,0,0,5,5,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,DardJa00
378,Jalen Reagor,0,0,0,0,0,Sat,15,16,2022-12-24,23-356,MIN,,NYG,W 27-24,0,0,0,7,7,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,ReagJa00
379,Jaelon Darden,0,0,0,0,0,Sun,16,17,2023-01-01,23-352,CLE,@,WAS,W 24-10,0,0,0,10,10,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,DardJa00
380,Quintin Morris,0,0,0,0,0,Sun,16,18,2023-01-08,23-352,BUF,,NWE,W 35-23,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,TE,MorrQu00
381,Troy Hairston,0,0,0,0,0,Sun,10,11,2022-11-20,23-347,HOU,,WAS,L 10-23,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,FB,HairTr00
382,Pierre Strong,0,0,0,0,0,Sun,10,11,2022-11-20,23-345,NWE,,NYJ,W 10-3,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,StroPi00
383,Connor Heyward,0,0,0,0,0,Sun,16,17,2023-01-01,23-344,PIT,@,BAL,W 16-13,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,TE,HeywCo00
384,Troy Hairston,0,0,0,0,0,Sun,9,10,2022-11-13,23-340,HOU,@,NYG,L 16-24,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,FB,HairTr00
385,Trestan Ebner,0,0,0,0,0,Sun,13,13,2022-12-04,23-336,CHI,,GNB,L 19-28,0,0,0,28,28,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,EbneTr00
386,Pierre Strong,0,0,0,0,0,Sun,9,9,2022-11-06,23-331,NWE,,IND,W 26-3,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,StroPi00
387,Connor Heyward,0,0,0,0,0,Sun,14,15,2022-12-18,23-330,PIT,@,CAR,W 24-16,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,TE,HeywCo00
388,Jaelon Darden,0,0,0,0,0,Mon,12,13,2022-12-05,23-325,TAM,,NOR,W 17-16,0,0,0,45,45,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,DardJa00
389,Pierre Strong,0,0,0,0,0,Sun,8,8,2022-10-30,23-324,NWE,@,NYJ,W 22-17,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,StroPi00
390,Kenny Yeboah,0,0,0,0,0,Sun,2,2,2022-09-18,23-323,NYJ,@,CLE,W 31-30,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,TE,YeboKe00
391,Troy Hairston,0,0,0,0,0,Sun,6,7,2022-10-23,23-319,HOU,@,LVR,L 20-38,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,FB,HairTr00
392,Jaelon Darden,0,0,0,0,0,Sun,11,12,2022-11-27,23-317,TAM,@,CLE,L 17-23 (OT),0,0,0,24,24,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,DardJa00
393,Jalen Reagor,0,0,0,0,0,Sun,9,10,2022-11-13,23-315,MIN,@,BUF,W 33-30 (OT),0,0,0,12,12,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,ReagJa00
394,Salvon Ahmed,0,0,0,0,0,Sun,9,9,2022-11-06,23-312,MIA,@,CHI,W 35-32,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,AhmeSa01
395,Connor Heyward,0,0,0,0,0,Mon,11,12,2022-11-28,23-310,PIT,@,IND,W 24-17,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,TE,HeywCo00
396,Jalen Reagor,0,0,0,0,0,Sun,8,9,2022-11-06,23-308,MIN,@,WAS,W 20-17,0,0,0,11,11,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,ReagJa00
397,Troy Hairston,0,0,0,0,0,Sun,5,5,2022-10-09,23-305,HOU,@,JAX,W 13-6,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,FB,HairTr00
398,Jaelon Darden,0,0,0,0,0,Sun,10,10,2022-11-13,23-303,TAM,,SEA,W 21-16,0,0,0,42,42,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,DardJa00
399,Connor Heyward,0,0,0,0,0,Sun,10,11,2022-11-20,23-302,PIT,,CIN,L 30-37,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,TE,HeywCo00
400,Jalen Reagor,0,0,0,0,0,Sun,7,8,2022-10-30,23-301,MIN,,ARI,W 34-26,0,0,0,6,6,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,ReagJa00
401,Lance McCutcheon,0,0,0,0,0,Sun,15,16,2022-12-25,23-300,LAR,,DEN,W 51-14,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,McCuLa01
402,Jaelon Darden,0,0,0,0,0,Sun,9,9,2022-11-06,23-296,TAM,,LAR,W 16-13,0,0,0,82,82,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,DardJa00
403,Gary Brightwell,0,0,0,0,0,Sun,14,15,2022-12-18,23-293,NYG,@,WAS,W 20-12,0,0,0,21,21,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,BrigGa00
404,Jalen Reagor,0,0,0,0,0,Sun,6,6,2022-10-16,23-287,MIN,@,MIA,W 24-16,0,0,0,36,36,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,ReagJa00
405,Jaelon Darden,0,0,0,0,0,Thu,8,8,2022-10-27,23-286,TAM,,BAL,L 22-27,0,0,0,33,33,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,DardJa00
406,Montrell Washington,0,0,0,0,0,Sun,15,16,2022-12-25,23-286,DEN,@,LAR,L 14-51,0,0,0,29,29,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,WashMo00
407,Tre' McKitty,0,0,0,0,0,Sun,7,7,2022-10-23,23-284,LAC,,SEA,L 23-37,0,0,0,0,0,0,1,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,TE,McKiTr00
408,Jalen Nailor,0,0,0,0,0,Sun,13,14,2022-12-11,23-284,MIN,@,DET,L 23-34,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,NailJa00
409,Lance McCutcheon,0,0,0,0,0,Thu,13,14,2022-12-08,23-283,LAR,,LVR,W 17-16,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,McCuLa01
410,Pierre Strong,0,0,0,0,0,Sun,2,2,2022-09-18,23-282,NWE,@,PIT,W 17-14,0,0,0,48,48,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,StroPi00
411,Connor Heyward,0,0,0,0,0,Sun,8,8,2022-10-30,23-281,PIT,@,PHI,L 13-35,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,TE,HeywCo00
412,Gary Brightwell,0,0,0,0,0,Sun,12,13,2022-12-04,23-279,NYG,,WAS,T 20-20 (OT),0,0,0,44,44,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,BrigGa00
413,Jaelon Darden,0,0,0,0,0,Sun,6,6,2022-10-16,23-275,TAM,@,PIT,L 18-20,0,0,0,14,14,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,DardJa00
414,Larry Rountree,0,0,0,0,0,Sun,9,10,2022-11-13,23-273,LAC,@,SFO,L 16-22,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,RounLa00
415,Montrell Washington,0,0,0,0,0,Sun,13,14,2022-12-11,23-272,DEN,,KAN,L 28-34,0,0,0,50,50,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,WashMo00
416,Jaelon Darden,0,0,0,0,0,Sun,5,5,2022-10-09,23-268,TAM,,ATL,W 21-15,0,0,0,40,40,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,DardJa00
417,Quintin Morris,0,0,0,0,0,Sun,6,6,2022-10-16,23-268,BUF,@,KAN,W 24-20,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,TE,MorrQu00
418,Danny Gray,0,0,0,0,0,Sat,15,16,2022-12-24,23-267,SFO,,WAS,W 37-20,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,GrayDa02
419,Jalen Nailor,0,0,0,0,0,Thu,11,12,2022-11-24,23-267,MIN,,NWE,W 33-26,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,NailJa00
420,Gary Brightwell,0,0,0,0,0,Sun,10,11,2022-11-20,23-265,NYG,,DET,L 18-31,0,0,0,41,41,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,BrigGa00
421,Jaelon Darden,0,0,0,0,0,Sun,4,4,2022-10-02,23-261,TAM,,KAN,L 31-41,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,DardJa00
422,Trestan Ebner,0,0,0,0,0,Sun,2,2,2022-09-18,23-259,CHI,@,GNB,L 10-27,0,0,0,98,98,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,EbneTr00
423,Gary Brightwell,0,0,0,0,0,Sun,9,10,2022-11-13,23-258,NYG,,HOU,W 24-16,0,0,0,21,21,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,BrigGa00
424,Jalen Nailor,0,0,0,0,0,Sun,9,10,2022-11-13,23-256,MIN,@,BUF,W 33-30 (OT),0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,NailJa00
425,Rachaad White,0,0,0,0,0,Sun,3,3,2022-09-25,23-256,TAM,,GNB,L 12-14,0,0,0,20,20,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,WhitRa01
426,Trestan Ebner,0,0,0,0,0,Sun,1,1,2022-09-11,23-252,CHI,,SFO,W 19-10,0,0,0,48,48,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,EbneTr00
427,Jalen Reagor,0,0,0,0,0,Sun,1,1,2022-09-11,23-252,MIN,,GNB,W 23-7,0,0,0,7,7,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,ReagJa00
428,Jaelon Darden,0,0,0,0,0,Sun,2,2,2022-09-18,23-247,TAM,@,NOR,W 20-10,0,0,0,17,17,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,DardJa00
429,Gary Brightwell,0,0,0,0,0,Sun,8,8,2022-10-30,23-244,NYG,@,SEA,L 13-27,0,0,0,63,63,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,BrigGa00
430,Connor Heyward,0,0,0,0,0,Sun,2,2,2022-09-18,23-239,PIT,,NWE,L 14-17,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,TE,HeywCo00
431,Connor Heyward,0,0,0,0,0,Sun,1,1,2022-09-11,23-232,PIT,@,CIN,W 23-20 (OT),0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,TE,HeywCo00
