Rk,Player,Att,Tgt,Fmb,TD,Touch,Day,G#,Week,Date,Age,Team,,Opp,Result,Touch,TotOff,YScm,APYd,RtY,Fmb,FR,Yds,FRTD,FF,Att,Yds,Y/A,TD,1D,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,1D,TD,XPM,XPA,XP%,FGM,FGA,FG%,2PM,Sfty,Pts,Pos.,Draft,-9999
2313,Chuba Hubbard,21,1,0,0,21,Sun,17,18,1/8/2023,23-211,CAR,@,NOR,W 10-7,21,69,69,69,0,0,0,0,0,0,21,69,3.3,0,3,1,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,0,RB,4-126,HubbCh01
2314,Sam Howell,5,0,0,1,5,Sun,17,18,1/8/2023,22-114,WAS,,DAL,W 26-6,5,193,35,35,0,0,0,0,0,0,5,35,7,1,4,0,0,0,,0,,,0,1,0,0,,0,0,,0,0,6,QB,5-144,HoweSa00
2315,O.J. Howard,0,2,0,2,2,Sun,1,1,9/11/2022,27-297,HOU,,IND,T 20-20 (OT),2,0,38,38,0,0,0,0,0,0,0,0,,0,0,2,2,38,19,2,100,19,2,2,0,0,,0,0,,0,0,12,TE,19-Jan,HowaO.00
2316,O.J. Howard,0,1,0,0,1,Sun,2,2,9/18/2022,27-304,HOU,@,DEN,L 9-16,1,0,7,7,0,0,0,0,0,0,0,0,,0,,1,1,7,7,0,100,7,,0,0,0,,0,0,,0,0,0,TE,19-Jan,HowaO.00
2317,O.J. Howard,0,5,0,0,2,Sun,4,4,10/2/2022,27-318,HOU,,LAC,L 24-34,2,0,27,27,0,0,0,0,0,0,0,0,,0,0,5,2,27,13.5,0,40,5.4,1,0,0,0,,0,0,,0,0,0,TE,19-Jan,HowaO.00
2318,O.J. Howard,0,3,0,0,2,Sun,7,8,10/30/2022,27-346,HOU,,TEN,L 10-17,2,0,24,24,0,0,0,0,0,0,0,0,,0,0,3,2,24,12,0,66.7,8,1,0,0,0,,0,0,,0,0,0,TE,19-Jan,HowaO.00
2319,O.J. Howard,0,2,0,0,1,Thu,8,9,11/3/2022,27-350,HOU,,PHI,L 17-29,1,0,14,14,0,0,0,0,0,0,0,0,,0,0,2,1,14,14,0,50,7,1,0,0,0,,0,0,,0,0,0,TE,19-Jan,HowaO.00
2320,O.J. Howard,0,3,0,0,1,Sun,10,11,11/20/2022,28-002,HOU,,WAS,L 10-23,1,0,9,9,0,0,0,0,0,0,0,0,,0,,3,1,9,9,0,33.3,3,,0,0,0,,0,0,,0,0,0,TE,19-Jan,HowaO.00
2321,O.J. Howard,0,2,0,0,1,Sun,16,17,1/1/2023,28-044,HOU,,JAX,L 3-31,1,0,26,26,0,0,0,0,0,0,0,0,,0,0,2,1,26,26,0,50,13,1,0,0,0,,0,0,,0,0,0,TE,19-Jan,HowaO.00
2322,Jordan Howard,1,0,0,0,1,Sun,10,10,11/13/2022,28-011,NOR,@,PIT,L 10-20,1,1,1,1,0,0,0,0,0,0,1,1,1,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,5-150,HowaJo00
2323,Zander Horvath,1,2,0,1,3,Sun,1,1,9/11/2022,23-275,LAC,,LVR,W 24-19,3,2,8,8,0,0,0,0,0,0,1,2,2,0,1,2,2,6,3,1,100,3,1,1,0,0,,0,0,,0,0,6,FB,7-260,HorvZa00
2324,Zander Horvath,0,2,0,1,1,Thu,2,2,9/15/2022,23-279,LAC,@,KAN,L 24-27,1,0,1,1,0,0,0,0,0,0,0,0,,0,0,2,1,1,1,1,50,0.5,1,1,0,0,,0,0,,0,0,6,FB,7-260,HorvZa00
2325,Zander Horvath,2,0,0,0,2,Sun,5,5,10/9/2022,23-303,LAC,@,CLE,W 30-28,2,3,3,3,0,0,0,0,0,0,2,3,1.5,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,FB,7-260,HorvZa00
2326,Zander Horvath,0,1,0,0,1,Mon,6,6,10/17/2022,23-311,LAC,,DEN,W 19-16 (OT),1,0,0,0,0,0,0,0,0,0,0,0,,0,,1,1,0,0,0,100,0,,0,0,0,,0,0,,0,0,0,FB,7-260,HorvZa00
2327,Zander Horvath,0,1,0,0,1,Sun,9,10,11/13/2022,23-338,LAC,@,SFO,L 16-22,1,0,1,1,0,0,0,0,0,0,0,0,,0,,1,1,1,1,0,100,1,,0,0,0,,0,0,,0,0,0,FB,7-260,HorvZa00
2328,Zander Horvath,1,0,0,0,1,Sun,10,11,11/20/2022,23-345,LAC,,KAN,L 27-30,1,3,3,3,0,0,0,0,0,0,1,3,3,0,1,0,0,0,,0,,,0,0,0,0,,0,0,,0,0,0,FB,7-260,HorvZa00
2329,DeAndre Hopkins,0,14,1,0,10,Thu,7,7,10/20/2022,30-136,ARI,,NOR,W 42-34,10,0,103,103,0,1,1,0,0,0,0,0,,0,0,14,10,103,10.3,0,71.4,7.4,4,0,0,0,,0,0,,0,0,0,WR,27-Jan,HopkDe00
2330,DeAndre Hopkins,0,13,0,1,12,Sun,8,8,10/30/2022,30-146,ARI,@,MIN,L 26-34,12,0,159,159,0,0,0,0,0,0,0,0,,0,0,13,12,159,13.3,1,92.3,12.2,9,1,0,0,,0,0,,0,0,6,WR,27-Jan,HopkDe00
2331,DeAndre Hopkins,0,5,0,1,4,Sun,9,9,11/6/2022,30-153,ARI,,SEA,L 21-31,4,0,36,36,0,0,0,0,0,0,0,0,,0,0,5,4,36,9,1,80,7.2,1,1,0,0,,0,0,,0,0,6,WR,27-Jan,HopkDe00
2332,DeAndre Hopkins,0,14,0,0,10,Sun,10,10,11/13/2022,30-160,ARI,@,LAR,W 27-17,10,0,98,98,0,0,0,0,0,0,0,0,,0,0,14,10,98,9.8,0,71.4,7,4,0,0,0,,0,0,,0,0,0,WR,27-Jan,HopkDe00
2333,DeAndre Hopkins,0,12,0,0,9,Mon,11,11,11/21/2022,30-168,ARI,,SFO,L 10-38,9,0,91,91,0,0,0,0,0,0,0,0,,0,0,12,9,91,10.1,0,75,7.6,6,0,0,0,,0,0,,0,0,0,WR,27-Jan,HopkDe00
2334,DeAndre Hopkins,0,6,0,1,4,Sun,12,12,11/27/2022,30-174,ARI,,LAC,L 24-25,4,0,87,87,0,0,0,0,0,0,0,0,,0,0,6,4,87,21.8,1,66.7,14.5,3,1,0,0,,0,0,,0,0,6,WR,27-Jan,HopkDe00
2335,DeAndre Hopkins,0,11,1,0,7,Mon,13,14,12/12/2022,30-189,ARI,,NWE,L 13-27,7,0,79,79,0,1,0,0,0,0,0,0,,0,0,11,7,79,11.3,0,63.6,7.2,4,0,0,0,,0,0,,0,0,0,WR,27-Jan,HopkDe00
2336,DeAndre Hopkins,0,11,0,0,7,Sun,14,15,12/18/2022,30-195,ARI,@,DEN,L 15-24,7,0,60,60,0,0,0,0,0,0,0,0,,0,0,11,7,60,8.6,0,63.6,5.5,4,0,0,0,,0,0,,0,0,0,WR,27-Jan,HopkDe00
2337,DeAndre Hopkins,0,10,0,0,1,Sun,15,16,12/25/2022,30-202,ARI,,TAM,L 16-19 (OT),1,0,4,4,0,0,0,0,0,0,0,0,,0,,10,1,4,4,0,10,0.4,,0,0,0,,0,0,,0,0,0,WR,27-Jan,HopkDe00
2338,Brycen Hopkins,0,2,0,0,1,Sun,9,10,11/13/2022,25-231,LAR,,ARI,L 17-27,1,0,11,11,0,0,0,0,0,0,0,0,,0,,2,1,11,11,0,50,5.5,,0,0,0,,0,0,,0,0,0,TE,4-136,HopkBr01
2339,Brycen Hopkins,0,2,0,0,1,Sun,11,12,11/27/2022,25-245,LAR,@,KAN,L 10-26,1,0,12,12,0,0,0,0,0,0,0,0,,0,0,2,1,12,12,0,50,6,1,0,0,0,,0,0,,0,0,0,TE,4-136,HopkBr01
2340,Brycen Hopkins,0,1,0,0,1,Thu,13,14,12/8/2022,25-256,LAR,,LVR,W 17-16,1,0,8,8,0,0,0,0,0,0,0,0,,0,,1,1,8,8,0,100,8,,0,0,0,,0,0,,0,0,0,TE,4-136,HopkBr01
2341,Brycen Hopkins,0,3,0,0,3,Sun,15,16,12/25/2022,25-273,LAR,,DEN,W 51-14,3,0,57,57,0,0,0,0,0,0,0,0,,0,0,3,3,57,19,0,100,19,3,0,0,0,,0,0,,0,0,0,TE,4-136,HopkBr01
2342,Brycen Hopkins,0,1,0,0,1,Sun,16,17,1/1/2023,25-280,LAR,@,LAC,L 10-31,1,0,21,21,0,0,0,0,0,0,0,0,,0,0,1,1,21,21,0,100,21,1,0,0,0,,0,0,,0,0,0,TE,4-136,HopkBr01
2343,Austin Hooper,0,2,0,0,1,Sun,1,1,9/11/2022,27-317,TEN,,NYG,L 20-21,1,0,6,6,0,0,0,0,0,0,0,0,,0,,2,1,6,6,0,50,3,,0,0,0,,0,0,,0,0,0,TE,Mar-81,HoopAu00
2344,Austin Hooper,0,5,0,0,1,Mon,2,2,9/19/2022,27-325,TEN,@,BUF,L 7-41,1,0,19,19,0,0,0,0,0,0,0,0,,0,0,5,1,19,19,0,20,3.8,1,0,0,0,,0,0,,0,0,0,TE,Mar-81,HoopAu00
2345,Austin Hooper,0,2,0,0,2,Sun,3,3,9/25/2022,27-331,TEN,,LVR,W 24-22,2,0,19,19,0,0,0,0,0,0,0,0,,0,0,2,2,19,9.5,0,100,9.5,1,0,0,0,,0,0,,0,0,0,TE,Mar-81,HoopAu00
2346,Austin Hooper,0,1,0,0,1,Sun,4,4,10/2/2022,27-338,TEN,@,IND,W 24-17,1,0,4,4,0,0,0,0,0,0,0,0,,0,0,1,1,4,4,0,100,4,1,0,0,0,,0,0,,0,0,0,TE,Mar-81,HoopAu00
2347,Austin Hooper,0,1,0,0,1,Sun,5,5,10/9/2022,27-345,TEN,@,WAS,W 21-17,1,0,7,7,0,0,0,0,0,0,0,0,,0,0,1,1,7,7,0,100,7,1,0,0,0,,0,0,,0,0,0,TE,Mar-81,HoopAu00
2348,Austin Hooper,0,3,0,0,3,Sun,6,7,10/23/2022,27-359,TEN,,IND,W 19-10,3,0,56,56,0,0,0,0,0,0,0,0,,0,0,3,3,56,18.7,0,100,18.7,3,0,0,0,,0,0,,0,0,0,TE,Mar-81,HoopAu00
2349,Austin Hooper,0,1,0,0,1,Sun,7,8,10/30/2022,28-001,TEN,@,HOU,W 17-10,1,0,5,5,0,0,0,0,0,0,0,0,,0,,1,1,5,5,0,100,5,,0,0,0,,0,0,,0,0,0,TE,Mar-81,HoopAu00
2350,Austin Hooper,0,3,0,0,2,Sun,8,9,11/6/2022,28-008,TEN,@,KAN,L 17-20 (OT),2,0,34,34,0,0,0,0,0,0,0,0,,0,0,3,2,34,17,0,66.7,11.3,2,0,0,0,,0,0,,0,0,0,TE,Mar-81,HoopAu00
2351,Austin Hooper,0,7,0,0,5,Sun,9,10,11/13/2022,28-015,TEN,,DEN,W 17-10,5,0,41,41,0,0,0,0,0,0,0,0,,0,0,7,5,41,8.2,0,71.4,5.9,2,0,0,0,,0,0,,0,0,0,TE,Mar-81,HoopAu00
2352,Austin Hooper,0,4,0,2,4,Thu,10,11,11/17/2022,28-019,TEN,@,GNB,W 27-17,4,0,36,36,0,0,0,0,0,0,0,0,,0,0,4,4,36,9,2,100,9,3,2,0,0,,0,0,,0,0,12,TE,Mar-81,HoopAu00
2353,Austin Hooper,0,4,0,0,3,Sun,11,12,11/27/2022,28-029,TEN,,CIN,L 16-20,3,0,30,30,0,0,0,0,0,0,0,0,,0,0,4,3,30,10,0,75,7.5,2,0,0,0,,0,0,,0,0,0,TE,Mar-81,HoopAu00
2354,Austin Hooper,0,5,0,0,3,Sun,12,13,12/4/2022,28-036,TEN,@,PHI,L 10-35,3,0,22,22,0,0,0,0,0,0,0,0,,0,0,5,3,22,7.3,0,60,4.4,1,0,0,0,,0,0,,0,0,0,TE,Mar-81,HoopAu00
2355,Austin Hooper,0,5,0,0,5,Sun,13,14,12/11/2022,28-043,TEN,,JAX,L 22-36,5,0,68,68,0,0,0,0,0,0,0,0,,0,0,5,5,68,13.6,0,100,13.6,4,0,0,0,,0,0,,0,0,0,TE,Mar-81,HoopAu00
2356,Austin Hooper,0,4,0,0,2,Sun,14,15,12/18/2022,28-050,TEN,@,LAC,L 14-17,2,0,33,33,0,0,0,0,0,0,0,0,,0,0,4,2,33,16.5,0,50,8.3,2,0,0,0,,0,0,,0,0,0,TE,Mar-81,HoopAu00
2357,Austin Hooper,0,3,0,0,2,Sat,15,16,12/24/2022,28-056,TEN,,HOU,L 14-19,2,0,20,20,0,0,0,0,0,0,0,0,,0,0,3,2,20,10,0,66.7,6.7,1,0,0,0,,0,0,,0,0,0,TE,Mar-81,HoopAu00
2358,Austin Hooper,0,6,0,0,1,Thu,16,17,12/29/2022,28-061,TEN,,DAL,L 13-27,1,0,6,6,0,0,0,0,0,0,0,0,,0,,6,1,6,6,0,16.7,1,,0,0,0,,0,0,,0,0,0,TE,Mar-81,HoopAu00
2359,Austin Hooper,0,4,0,0,4,Sat,17,18,1/7/2023,28-070,TEN,@,JAX,L 16-20,4,0,38,38,0,0,0,0,0,0,0,0,,0,0,4,4,38,9.5,0,100,9.5,4,0,0,0,,0,0,,0,0,0,TE,Mar-81,HoopAu00
2360,Travis Homer,1,0,0,0,1,Mon,1,1,9/12/2022,24-036,SEA,,DEN,W 17-16,1,2,2,2,0,0,0,0,0,0,1,2,2,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,6-204,HomeTr00
2361,Travis Homer,2,4,0,0,6,Sun,2,2,9/18/2022,24-042,SEA,@,SFO,L 7-27,6,9,42,42,0,0,0,0,0,0,2,9,4.5,0,2,4,4,33,8.3,0,100,8.3,2,0,0,0,,0,0,,0,0,0,RB,6-204,HomeTr00
2362,Travis Homer,1,0,0,0,1,Sun,3,3,9/25/2022,24-049,SEA,,ATL,L 23-27,1,7,7,7,0,0,0,0,0,0,1,7,7,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,6-204,HomeTr00
2363,Travis Homer,2,1,0,0,3,Sun,8,8,10/30/2022,24-084,SEA,,NYG,W 27-13,3,10,31,31,0,0,0,0,0,1,2,10,5,0,0,1,1,21,21,0,100,21,1,0,0,0,,0,0,,0,0,0,RB,6-204,HomeTr00
2364,Travis Homer,1,3,0,0,4,Sun,9,9,11/6/2022,24-091,SEA,@,ARI,W 31-21,4,7,32,32,0,0,0,0,0,0,1,7,7,0,0,3,3,25,8.3,0,100,8.3,1,0,0,0,,0,0,,0,0,0,RB,6-204,HomeTr00
2365,Travis Homer,2,3,0,1,4,Sun,11,12,11/27/2022,24-112,SEA,,LVR,L 34-40 (OT),4,8,53,53,0,0,0,0,0,0,2,8,4,0,1,3,2,45,22.5,1,66.7,15,2,1,0,0,,0,0,,0,0,6,RB,6-204,HomeTr00
2366,Travis Homer,9,3,0,0,11,Sun,13,14,12/11/2022,24-126,SEA,,CAR,L 24-30,11,26,34,34,0,0,0,0,0,0,9,26,2.9,0,1,3,2,8,4,0,66.7,2.7,0,0,0,0,,0,0,,0,0,0,RB,6-204,HomeTr00
2367,Travis Homer,1,4,1,0,5,Thu,14,15,12/15/2022,24-130,SEA,,SFO,L 13-21,5,5,30,30,0,1,0,0,0,0,1,5,5,0,0,4,4,25,6.3,0,100,6.3,1,0,0,0,,0,0,,0,0,0,RB,6-204,HomeTr00
2368,Mack Hollins,0,1,0,0,1,Sun,1,1,9/11/2022,28-360,LVR,@,LAC,L 19-24,1,0,16,16,0,0,0,0,0,0,0,0,,0,0,1,1,16,16,0,100,16,1,0,0,0,,0,0,,0,0,0,WR,4-118,HollMa00
2369,Mack Hollins,0,8,0,0,5,Sun,2,2,9/18/2022,29-002,LVR,,ARI,L 23-29 (OT),5,0,66,66,0,0,0,0,0,0,0,0,,0,0,8,5,66,13.2,0,62.5,8.3,3,0,0,0,,0,0,,0,0,0,WR,4-118,HollMa00
2370,Mack Hollins,0,11,0,1,8,Sun,3,3,9/25/2022,29-009,LVR,@,TEN,L 22-24,8,4,158,158,0,0,0,0,0,0,0,0,,0,0,11,8,158,19.8,1,72.7,14.4,6,1,0,0,,0,0,,0,0,6,WR,4-118,HollMa00
2371,Mack Hollins,0,5,0,0,3,Sun,4,4,10/2/2022,29-016,LVR,,DEN,W 32-23,3,0,33,33,0,0,0,0,0,0,0,0,,0,0,5,3,33,11,0,60,6.6,2,0,0,0,,0,0,,0,0,0,WR,4-118,HollMa00
2372,Mack Hollins,0,3,0,1,2,Sun,6,7,10/23/2022,29-037,LVR,,HOU,W 38-20,2,0,44,44,0,0,0,0,0,0,0,0,,0,0,3,2,44,22,1,66.7,14.7,2,1,0,0,,0,0,,0,0,6,WR,4-118,HollMa00
2373,Mack Hollins,0,8,0,0,7,Sun,7,8,10/30/2022,29-044,LVR,@,NOR,L 0-24,7,0,64,64,0,0,0,0,0,0,0,0,,0,0,8,7,64,9.1,0,87.5,8,4,0,0,0,,0,0,,0,0,0,WR,4-118,HollMa00
2374,Mack Hollins,0,4,0,0,2,Sun,8,9,11/6/2022,29-051,LVR,@,JAX,L 20-27,2,0,17,17,0,0,0,0,0,0,0,0,,0,0,4,2,17,8.5,0,50,4.3,1,0,0,0,,0,0,,0,0,0,WR,4-118,HollMa00
2375,Mack Hollins,1,6,0,0,3,Sun,9,10,11/13/2022,29-058,LVR,,IND,L 20-25,3,0,18,18,0,0,0,0,0,0,1,0,0,0,0,6,2,18,9,0,33.3,3,1,0,0,0,,0,0,,0,0,0,WR,4-118,HollMa00
2376,Mack Hollins,0,9,0,0,6,Sun,10,11,11/20/2022,29-065,LVR,@,DEN,W 22-16 (OT),6,0,52,52,0,0,0,0,0,0,0,0,,0,0,9,6,52,8.7,0,66.7,5.8,1,0,0,0,,0,0,,0,0,0,WR,4-118,HollMa00
2377,Mack Hollins,0,5,0,1,4,Sun,11,12,11/27/2022,29-072,LVR,@,SEA,W 40-34 (OT),4,0,63,63,0,0,0,0,0,0,0,0,,0,0,5,4,63,15.8,1,80,12.6,2,1,0,0,,0,0,,0,0,6,WR,4-118,HollMa00
2378,Mack Hollins,0,9,0,0,5,Sun,12,13,12/4/2022,29-079,LVR,,LAC,W 27-20,5,0,35,35,0,0,0,0,0,0,0,0,,0,0,9,5,35,7,0,55.6,3.9,2,0,0,0,,0,0,,0,0,0,WR,4-118,HollMa00
2379,Mack Hollins,3,4,0,0,5,Thu,13,14,12/8/2022,29-083,LVR,@,LAR,L 16-17,5,40,62,62,0,0,0,0,0,0,3,40,13.3,0,2,4,2,22,11,0,50,5.5,2,0,0,0,,0,0,,0,0,0,WR,4-118,HollMa00
2380,Mack Hollins,0,8,0,1,4,Sun,14,15,12/18/2022,29-093,LVR,,NWE,W 30-24,4,0,40,40,0,0,0,0,0,0,0,0,,0,0,8,4,40,10,1,50,5,3,1,0,0,,0,0,,0,0,6,WR,4-118,HollMa00
2381,Mack Hollins,0,2,0,0,1,Sat,15,16,12/24/2022,29-099,LVR,@,PIT,L 10-13,1,0,7,7,0,0,0,0,0,0,0,0,,0,0,2,1,7,7,0,50,3.5,1,0,0,0,,0,0,,0,0,0,WR,4-118,HollMa00
2382,Mack Hollins,0,4,0,0,3,Sun,16,17,1/1/2023,29-107,LVR,,SFO,L 34-37 (OT),3,0,40,40,0,0,0,0,0,0,0,0,,0,0,4,3,40,13.3,0,75,10,2,0,0,0,,0,0,,0,0,0,WR,4-118,HollMa00
2383,Mack Hollins,0,3,0,0,2,Sat,17,18,1/7/2023,29-113,LVR,,KAN,L 13-31,2,0,15,15,0,0,0,0,0,0,0,0,,0,0,3,2,15,7.5,0,66.7,5,1,0,0,0,,0,0,,0,0,0,WR,4-118,HollMa00
2384,Isaiah Hodgins,0,6,0,0,4,Sun,5,5,10/9/2022,23-353,BUF,,PIT,W 38-3,4,0,41,41,0,0,0,0,0,0,0,0,,0,0,6,4,41,10.3,0,66.7,6.8,2,0,0,0,,0,0,,0,0,0,WR,6-207,HodgIs00
2385,Isaiah Hodgins,0,2,0,0,2,Sun,9,10,11/13/2022,24-023,NYG,,HOU,W 24-16,2,0,41,41,0,0,0,0,0,0,0,0,,0,0,2,2,41,20.5,0,100,20.5,2,0,0,0,,0,0,,0,0,0,WR,6-207,HodgIs00
2386,Isaiah Hodgins,0,3,1,0,3,Sun,10,11,11/20/2022,24-030,NYG,,DET,L 18-31,3,0,29,29,0,1,0,0,0,0,0,0,,0,0,3,3,29,9.7,0,100,9.7,2,0,0,0,,0,0,,0,0,0,WR,6-207,HodgIs00
2387,Isaiah Hodgins,0,4,0,0,3,Thu,11,12,11/24/2022,24-034,NYG,@,DAL,L 20-28,3,0,31,31,0,0,0,0,0,0,0,0,,0,0,4,3,31,10.3,0,75,7.8,1,0,0,0,,0,0,,0,0,0,WR,6-207,HodgIs00
2388,Isaiah Hodgins,0,6,0,1,5,Sun,12,13,12/4/2022,24-044,NYG,,WAS,T 20-20 (OT),5,0,44,44,0,0,0,0,0,0,0,0,,0,0,6,5,44,8.8,1,83.3,7.3,4,1,0,0,,0,0,,0,0,6,WR,6-207,HodgIs00
2389,Isaiah Hodgins,0,6,0,1,4,Sun,13,14,12/11/2022,24-051,NYG,,PHI,L 22-48,4,0,38,38,0,0,0,0,0,0,0,0,,0,0,6,4,38,9.5,1,66.7,6.3,3,1,0,0,,0,0,,1,0,8,WR,6-207,HodgIs00
2390,Isaiah Hodgins,0,4,0,0,4,Sun,14,15,12/18/2022,24-058,NYG,@,WAS,W 20-12,4,0,37,37,0,0,0,0,0,0,0,0,,0,0,4,4,37,9.3,0,100,9.3,2,0,0,0,,0,0,,0,0,0,WR,6-207,HodgIs00
2391,Isaiah Hodgins,0,12,0,1,8,Sat,15,16,12/24/2022,24-064,NYG,@,MIN,L 24-27,8,0,89,89,0,0,0,0,0,0,0,0,,0,0,12,8,89,11.1,1,66.7,7.4,5,1,0,0,,0,0,,0,0,6,WR,6-207,HodgIs00
2392,Isaiah Hodgins,0,5,0,1,4,Sun,16,17,1/1/2023,24-072,NYG,,IND,W 38-10,4,0,42,42,0,0,0,0,0,0,0,0,,0,0,5,4,42,10.5,1,80,8.4,3,1,0,0,,0,0,,0,0,6,WR,6-207,HodgIs00
2393,T.J. Hockenson,0,7,0,0,4,Sun,1,1,9/11/2022,25-070,DET,,PHI,L 35-38,4,0,38,38,0,0,0,0,0,0,0,0,,0,0,7,4,38,9.5,0,57.1,5.4,3,0,0,0,,0,0,,0,0,0,TE,8-Jan,HockTJ00
2394,T.J. Hockenson,0,7,0,0,3,Sun,2,2,9/18/2022,25-077,DET,,WAS,W 36-27,3,0,26,26,0,0,0,0,0,0,0,0,,0,0,7,3,26,8.7,0,42.9,3.7,1,0,0,0,,0,0,,0,0,0,TE,8-Jan,HockTJ00
2395,T.J. Hockenson,0,4,0,1,3,Sun,3,3,9/25/2022,25-084,DET,@,MIN,L 24-28,3,0,18,18,0,0,0,0,0,0,0,0,,0,0,4,3,18,6,1,75,4.5,1,1,0,0,,0,0,,0,0,6,TE,8-Jan,HockTJ00
2396,T.J. Hockenson,0,12,0,2,8,Sun,4,4,10/2/2022,25-091,DET,,SEA,L 45-48,8,0,179,179,0,0,0,0,0,0,0,0,,0,0,12,8,179,22.4,2,66.7,14.9,7,2,0,0,,0,0,,1,0,14,TE,8-Jan,HockTJ00
2397,T.J. Hockenson,0,4,0,0,1,Sun,5,5,10/9/2022,25-098,DET,@,NWE,L 0-29,1,0,6,6,0,0,0,0,0,0,0,0,,0,,4,1,6,6,0,25,1.5,,0,0,0,,0,0,,0,0,0,TE,8-Jan,HockTJ00
2398,T.J. Hockenson,0,5,0,0,4,Sun,6,7,10/23/2022,25-112,DET,@,DAL,L 6-24,4,0,48,48,0,0,0,0,0,0,0,0,,0,0,5,4,48,12,0,80,9.6,3,0,0,0,,0,0,,0,0,0,TE,8-Jan,HockTJ00
2399,T.J. Hockenson,0,4,0,0,3,Sun,7,8,10/30/2022,25-119,DET,,MIA,L 27-31,3,0,80,80,0,0,0,0,0,0,0,0,,0,0,4,3,80,26.7,0,75,20,2,0,0,0,,0,0,,0,0,0,TE,8-Jan,HockTJ00
2400,T.J. Hockenson,0,9,0,0,9,Sun,8,9,11/6/2022,25-126,MIN,@,WAS,W 20-17,9,0,70,70,0,0,0,0,0,0,0,0,,0,0,9,9,70,7.8,0,100,7.8,5,0,0,0,,0,0,,0,0,0,TE,8-Jan,HockTJ00
2401,T.J. Hockenson,0,10,0,0,7,Sun,9,10,11/13/2022,25-133,MIN,@,BUF,W 33-30 (OT),7,0,45,45,0,0,0,0,0,0,0,0,,0,0,10,7,45,6.4,0,70,4.5,2,0,0,0,,0,0,,0,0,0,TE,8-Jan,HockTJ00
2402,T.J. Hockenson,0,9,0,0,5,Sun,10,11,11/20/2022,25-140,MIN,,DAL,L 3-40,5,0,34,34,0,0,0,0,0,0,0,0,,0,0,9,5,34,6.8,0,55.6,3.8,1,0,0,0,,0,0,,0,0,0,TE,8-Jan,HockTJ00
2403,T.J. Hockenson,0,6,0,1,5,Thu,11,12,11/24/2022,25-144,MIN,,NWE,W 33-26,5,0,43,43,0,0,0,0,0,0,0,0,,0,0,6,5,43,8.6,1,83.3,7.2,3,1,0,0,,0,0,,0,0,6,TE,8-Jan,HockTJ00
2404,T.J. Hockenson,0,6,0,0,4,Sun,12,13,12/4/2022,25-154,MIN,,NYJ,W 27-22,4,0,33,33,0,0,0,0,0,0,0,0,,0,0,6,4,33,8.3,0,66.7,5.5,3,0,0,0,,0,0,,0,0,0,TE,8-Jan,HockTJ00
2405,T.J. Hockenson,0,8,1,0,6,Sun,13,14,12/11/2022,25-161,MIN,@,DET,L 23-34,6,0,77,77,0,1,0,0,0,0,0,0,,0,0,8,6,77,12.8,0,75,9.6,3,0,0,0,,0,0,,0,0,0,TE,8-Jan,HockTJ00
2406,T.J. Hockenson,0,9,0,0,3,Sat,14,15,12/17/2022,25-167,MIN,,IND,W 39-36 (OT),3,0,33,33,0,0,0,0,0,0,0,0,,0,,9,3,33,11,0,33.3,3.7,,0,0,0,,0,0,,1,0,2,TE,8-Jan,HockTJ00
2407,T.J. Hockenson,0,16,0,2,13,Sat,15,16,12/24/2022,25-174,MIN,,NYG,W 27-24,13,0,109,109,0,0,0,0,0,0,0,0,,0,0,16,13,109,8.4,2,81.3,6.8,6,2,0,0,,0,0,,0,0,12,TE,8-Jan,HockTJ00
2408,T.J. Hockenson,0,12,0,0,7,Sun,16,17,1/1/2023,25-182,MIN,@,GNB,L 17-41,7,0,59,59,0,0,0,0,0,0,0,0,,0,0,12,7,59,8.4,0,58.3,4.9,3,0,0,0,,0,0,,0,0,0,TE,8-Jan,HockTJ00
2409,T.J. Hockenson,0,1,0,0,1,Sun,17,18,1/8/2023,25-189,MIN,@,CHI,W 29-13,1,0,16,16,0,0,0,0,0,0,0,0,,0,0,1,1,16,16,0,100,16,1,0,0,0,,0,0,,0,0,0,TE,8-Jan,HockTJ00
2410,Nyheim Hines,3,6,1,0,9,Sun,1,1,9/11/2022,25-303,IND,@,HOU,T 20-20 (OT),9,4,54,88,34,1,0,0,0,0,3,4,1.3,0,0,6,6,50,8.3,0,100,8.3,3,0,0,0,,0,0,,0,0,0,RB,4-104,HineNy00
2411,Nyheim Hines,1,5,0,0,5,Sun,2,2,9/18/2022,25-310,IND,@,JAX,L 0-24,5,0,37,37,0,0,1,0,0,0,1,0,0,0,0,5,4,37,9.3,0,80,7.4,1,0,0,0,,0,0,,0,0,0,RB,4-104,HineNy00
2412,Nyheim Hines,3,6,0,0,8,Sun,3,3,9/25/2022,25-317,IND,,KAN,W 20-17,8,7,30,40,10,0,0,0,0,0,3,7,2.3,0,1,6,5,23,4.6,0,83.3,3.8,1,0,0,0,,0,0,,0,0,0,RB,4-104,HineNy00
