"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS"
"1","Kansas City Chiefs",KC,"at HOU","5 out of 5 stars","A+","8.3"
"2","Philadelphia Eagles",PHI,"at CHI","5 out of 5 stars","A","8.3"
"3","San Francisco 49ers",SF,"at SEA","4 out of 5 stars","A-","8.1"
"4","Green Bay Packers",GB,"vs. LAR","5 out of 5 stars","A","7.7"
"5","Buffalo Bills",BUF,"vs. MIA","2 out of 5 stars","B+","7.7"
"6","Dallas Cowboys",DAL,"at JAC","2 out of 5 stars","B+","7.5"
"7","Denver Broncos",DEN,"vs. ARI","3 out of 5 stars","B","7.5"
"8","Baltimore Ravens",BAL,"at CLE","2 out of 5 stars","B","7.3"
"9","New Orleans Saints",NO,"vs. ATL","3 out of 5 stars","B-","7.2"
"10","Washington Commanders",WAS,"vs. NYG","3 out of 5 stars","B-","7.1"
"11","Pittsburgh Steelers",PIT,"at CAR","3 out of 5 stars","C+","7.1"
"12","Carolina Panthers",CAR,"vs. PIT","4 out of 5 stars","C","7.0"
"13","Minnesota Vikings",MIN,"vs. IND","5 out of 5 stars","C","6.8"
"14","Arizona Cardinals",ARI,"at DEN","5 out of 5 stars","C","6.6"
"15","New York Jets",NYJ,"vs. DET","1 out of 5 stars","C","6.5"
"16","New England Patriots",NE,"at LV","3 out of 5 stars","C","6.5"
"17","Cleveland Browns",CLE,"vs. BAL","2 out of 5 stars","C-","6.5"
"18","Tampa Bay Buccaneers",TB,"vs. CIN","2 out of 5 stars","D+","6.4"
"19","Las Vegas Raiders",LV,"vs. NE","4 out of 5 stars","D","6.4"
"20","Cincinnati Bengals",CIN,"at TB","2 out of 5 stars","D","6.4"
"21","Seattle Seahawks",SEA,"vs. SF","2 out of 5 stars","D","6.3"
"22","Detroit Lions",DET,"at NYJ","3 out of 5 stars","D-","6.1"
"23","New York Giants",NYG,"at WAS","4 out of 5 stars","D","6.1"
"24","Los Angeles Chargers",LAC,"vs. TEN","3 out of 5 stars","D-","5.9"
"25","Tennessee Titans",TEN,"at LAC","3 out of 5 stars","F","5.9"
"26","Indianapolis Colts",IND,"at MIN","2 out of 5 stars","F","5.6"
"27","Atlanta Falcons",ATL,"at NO","5 out of 5 stars","F","5.6"
"28","Los Angeles Rams",LAR,"at GB","3 out of 5 stars","F","5.5"
"29","Miami Dolphins",MIA,"at BUF","3 out of 5 stars","F","5.5"
"30","Jacksonville Jaguars",JAC,"vs. DAL","1 out of 5 stars","F","5.5"
"31","Chicago Bears",CHI,"vs. PHI","2 out of 5 stars","F","5.2"
"32","Houston Texans",HOU,"vs. KC","1 out of 5 stars","F","5.0"
