Rk,Player,Cmp,Att,Tgt,TD,Fmb,Off%,Day,G#,Week,Date,Age,Team,,Opp,Result,Cmp,Att,Inc,Cmp%,Yds,TD,Int,Pick6,TD%,Int%,Rate,Sk,Yds,Sk%,Y/A,AY/A,ANY/A,Y/C,Succ%,Att,Yds,Y/A,TD,1D,Succ%,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,1D,Succ%,TD,XPM,XPA,XP%,FGM,FGA,FG%,2PM,Sfty,Pts,Fmb,FR,Yds,FRTD,FF,OffSnp,Off%,DefSnp,Def%,STSnp,ST %,Pos.,-9999
1,Olamide Zaccheaus,0,1,5,0,0,44.1,Sun,2,2,2025-09-14,28-053,CHI,@,DET,L 21-52,0,0,0,,0,0,0,0,,,,0,0,,,,,,,1,9,9.0,0,0,100.0,5,2,12,6.0,0,40.0,2.4,1,20.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,30,44.1,0,0.0,0,0.0,WR,ZaccOl01
2,Ben Yurosek,0,0,0,0,0,8.5,Sun,2,2,2025-09-14,23-181,MIN,,ATL,L 6-22,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,4,8.5,0,0.0,15,62.5,TE,YuroBe00
3,Dareke Young,0,0,0,0,0,12.3,Sun,2,2,2025-09-14,26-102,SEA,@,PIT,W 31-17,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,8,12.3,0,0.0,15,53.6,WR,YounDa02
4,Bryce Young,35,2,0,0,1,100.0,Sun,2,2,2025-09-14,24-051,CAR,@,ARI,L 22-27,35,55,20,63.6,328,3,1,0,5.5,1.8,90.6,3,25,5.17,6.0,6.24,5.48,9.4,48.3,2,2,1.0,0,0,0.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,1,0,0,0,0,85,100.0,0,0.0,0,0.0,QB,YounBr01
5,Colson Yankoff,0,0,0,0,0,1.4,Thu,2,2,2025-09-11,25-194,WAS,@,GNB,L 18-27,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,1,1.4,0,0.0,21,75.0,TE,YankCo00
6,Brock Wright,0,0,3,1,0,52.5,Sun,2,2,2025-09-14,26-291,DET,,CHI,W 52-21,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,3,3,28,9.3,1,100.0,9.3,2,100.0,1,0,0,,0,0,,0,0,6,0,0,0,0,0,31,52.5,0,0.0,16,50.0,TE,WrigBr01
7,Charlie Woerner,0,0,0,0,0,84.8,Sun,2,2,2025-09-14,27-333,ATL,@,MIN,W 22-6,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,56,84.8,0,0.0,11,45.8,TE,WoerCh00
8,Russell Wilson,30,3,0,0,1,95.5,Sun,2,2,2025-09-14,36-289,NYG,@,DAL,L 37-40 (OT),30,41,11,73.2,450,3,1,0,7.3,2.4,123.0,3,28,6.82,11.0,11.34,9.93,15.0,52.3,3,23,7.7,0,1,66.7,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,1,0,0,0,0,64,95.5,0,0.0,0,0.0,QB,WilsRu00
9,Roman Wilson,0,0,2,0,0,35.5,Sun,2,2,2025-09-14,24-087,PIT,,SEA,L 17-31,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,2,1,7,7.0,0,50.0,3.5,0,0.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,22,35.5,0,0.0,0,0.0,WR,WilsRo02
10,Michael Wilson,0,0,2,1,0,69.1,Sun,2,2,2025-09-14,25-203,ARI,,CAR,W 27-22,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,2,1,11,11.0,1,50.0,5.5,1,50.0,1,0,0,,0,0,,0,0,6,0,0,0,0,0,38,69.1,0,0.0,1,4.5,WR,WilsMi02
