Rk,Player,Cmp,Att,Tgt,TD,Fmb,Off%,Day,G#,Week,Date,Age,Team,,Opp,Result,Cmp,Att,Inc,Cmp%,Yds,TD,Int,Pick6,TD%,Int%,Rate,Sk,Yds,Sk%,Y/A,AY/A,ANY/A,Y/C,Succ%,Att,Yds,Y/A,TD,1D,Succ%,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,1D,Succ%,TD,XPM,XPA,XP%,FGM,FGA,FG%,2PM,Sfty,Pts,Fmb,FR,Yds,FRTD,FF,OffSnp,Off%,DefSnp,Def%,STSnp,ST %,Pos.,-9999
1,Shane Zylstra,0,0,0,0,0,9.0,Sun,1,1,2025-09-07,28-295,DET,@,GNB,L 13-27,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,6,9.0,0,0.0,10,41.7,TE,ZylsSh00
2,Olamide Zaccheaus,0,0,7,0,0,44.8,Mon,1,1,2025-09-08,28-047,CHI,,MIN,L 24-27,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,7,4,42,10.5,0,57.1,6.0,2,42.9,0,0,0,,0,0,,0,0,0,0,0,0,0,0,30,44.8,0,0.0,0,0.0,WR,ZaccOl01
3,Ben Yurosek,0,0,0,0,0,17.9,Mon,1,1,2025-09-08,,MIN,@,CHI,W 27-24,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,10,17.9,0,0.0,4,12.5,TE,YuroBe00
4,Bryce Young,18,5,0,0,1,100.0,Sun,1,1,2025-09-07,24-044,CAR,@,JAX,L 10-26,18,35,17,51.4,154,1,2,0,2.9,5.7,49.0,1,12,2.78,4.4,2.40,2.00,8.6,33.3,5,40,8.0,0,2,60.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,1,0,0,0,0,64,100.0,0,0.0,0,0.0,QB,YounBr01
5,Colson Yankoff,0,0,0,0,0,5.7,Sun,1,1,2025-09-07,25-190,WAS,,NYG,W 21-6,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,4,5.7,0,0.0,17,73.9,TE,YankCo00
6,Brock Wright,0,0,0,0,0,35.8,Sun,1,1,2025-09-07,26-284,DET,@,GNB,L 13-27,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,24,35.8,0,0.0,9,37.5,TE,WrigBr01
7,Xavier Worthy,0,1,1,0,0,4.9,Fri,1,1,2025-09-05,22-131,KAN,@,LAC,L 21-27,0,0,0,,0,0,0,0,,,,0,0,,,,,,,1,0,0.0,0,0,0.0,1,0,0,,0,0.0,0.0,0,0.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,3,4.9,0,0.0,0,0.0,WR,WortXa00
8,Charlie Woerner,0,0,0,0,0,42.1,Sun,1,1,2025-09-07,27-326,ATL,,TAM,L 20-23,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,32,42.1,0,0.0,13,48.1,TE,WoerCh00
9,Zach Wilson,5,1,0,0,0,18.8,Sun,1,1,2025-09-07,26-035,MIA,@,IND,L 8-33,5,8,3,62.5,32,0,0,0,0.0,0.0,70.8,0,0,0.00,4.0,4.00,4.00,6.4,50.0,1,3,3.0,0,0,0.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,9,18.8,0,0.0,0,0.0,QB,WilsZa00
10,Russell Wilson,17,8,0,0,1,100.0,Sun,1,1,2025-09-07,36-282,NYG,@,WAS,L 6-21,17,37,20,45.9,168,0,0,0,0.0,0.0,59.3,2,11,5.13,4.5,4.54,4.03,9.9,28.2,8,44,5.5,0,3,62.5,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,1,1,0,0,0,68,100.0,0,0.0,0,0.0,QB,WilsRu00
11,Roman Wilson,0,0,0,0,0,17.9,Sun,1,1,2025-09-07,24-080,PIT,@,NYJ,W 34-32,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,10,17.9,0,0.0,0,0.0,WR,WilsRo02
12,Michael Wilson,0,0,4,0,0,66.7,Sun,1,1,2025-09-07,25-196,ARI,@,NOR,W 20-13,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,4,1,5,5.0,0,25.0,1.3,1,25.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,44,66.7,0,0.0,0,0.0,WR,WilsMi02
13,Jeff Wilson,0,0,0,0,0,4.2,Sun,1,1,2025-09-07,29-295,MIA,@,IND,L 8-33,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,2,4.2,0,0.0,0,0.0,RB,WilsJe01
14,Garrett Wilson,0,0,9,1,0,100.0,Sun,1,1,2025-09-07,25-047,NYJ,,PIT,L 32-34,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,9,7,95,13.6,1,77.8,10.6,4,66.7,1,0,0,,0,0,,0,0,6,0,0,0,0,0,64,100.0,0,0.0,0,0.0,WR,WilsGa00
15,Emanuel Wilson,0,1,0,0,0,4.2,Sun,1,1,2025-09-07,26-122,GNB,,DET,W 27-13,0,0,0,,0,0,0,0,,,,0,0,,,,,,,1,4,4.0,0,0,100.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,2,4.2,0,0.0,0,0.0,RB,WilsEm00
