player,pos,team,games_played,py_games_played,touches,fmb,adj_rus_att_per,adj_rus_yds_per,adj_rus_tds_per,adj_tgt_per,adj_rec_per,adj_rec_yds_per,adj_rec_tds_per,py_qb_fl,py_fl_per_tou,injury_status
Odell Beckham,WR,BAL,2,0,7,0,0,0,0,0.05525974500609404,0.052509019631525655,0.05222019652719546,0.04679985344176151,0.21,0.007,NA
Nelson Agholor,WR,BAL,2,2,14,1,0,4.4313767771441064e-8,2.3396283745711366e-8,0.09569300146059113,0.10169592123562955,0.11416157843072718,0.09500982042154553,0,0.01558332277991191,NA
Patrick Ricard,RB,BAL,2,1,1,0,0,3.66854473442696e-6,2.389743778240672e-6,0.01120247857631911,0.01214610762921973,0.013199292404841112,0.011389641803785475,0,0.0125298661826164,NA
Mark Andrews,TE,BAL,2,1,20,0,0,3.403404047635128e-6,2.4597157135811862e-6,0.20184587927145045,0.20936784081144216,0.2234314926249637,0.22483427435075917,0,0.01294785202696047,NA
Gus Edwards,RB,BAL,2,2,58,0,0.40764720465177345,0.36121586663418453,0.2239468628348654,0.025455848994530204,0.02320457293220976,0.010160429926942698,0.018303469160861046,0,0.01271103325031308,NA
Justice Hill,RB,BAL,2,2,36,1,0.23835463796668782,0.2578499444436229,0.42324540295832325,0.036003907017930686,0.047574802519641274,0.026358363827361564,0.02734465940592008,0,0.01493745338905539,NA
Devin Duvernay,WR,BAL,2,2,5,0,0,0.0011469980919399931,5.003069355298037e-4,0.05895388823320114,0.054433585372797064,0.044654791859249365,0.054577828892952276,0,0.01352913447873134,NA
Rashod Bateman,WR,BAL,2,2,8,0,0,0,0,0.11721684924404521,0.1110573547538874,0.1066077516124403,0.11847828469494288,0,0.01426111978836872,NA
Charlie Kolar,TE,BAL,1,2,0,0,0,0,0,0.013816031821249408,0.014294476317525685,0.014587911042632039,0.015584994362491061,0,0.01283127189834944,NA
Isaiah Likely,TE,BAL,2,2,3,0,0,0,0,0.052356925580828106,0.053177230479566635,0.05383824121329029,0.05764416334270534,0,0.01214234454810249,NA
Derrick Henry,RB,TEN,2,2,95,0,0.640442005128628,0.5972631375378389,0.502018841900811,0.08041346041946487,0.08839934753817845,0.0813699856498335,0.08005417210536744,0,0.01469331757355734,NA
Chris Moore,WR,TEN,2,2,4,1,4.0472292253192286e-4,1.6776897129119192e-4,3.265156342487467e-4,0.08104583026216194,0.07624472950252983,0.11292838794689793,0.09765615824502046,0,0.01181940985267423,NA
Trevon Wesco,TE,TEN,2,1,1,0,0,0,0,0.014077833092583519,0.015137026610486585,0.021011804322466358,0.013641712147223912,0,0.01287432985773988,NA
Nick Westbrook Ikhine,WR,TEN,2,2,13,0,0,0,0,0.12132205351765356,0.11711269108930641,0.11002612541947425,0.13456015903529778,0,0.01237916332474988,NA
Chig Okonkwo,TE,TEN,2,2,15,0,0,0,4.684492444134011e-6,0.1650758062076788,0.163331293722087,0.13384357995656596,0.1433182555794324,0,0.01216387352779771,NA
Zay Flowers,WR,BAL,2,0,34,0,0.00890430106536402,8.780149292538239e-4,0.00362033827379065,0.24180943520954262,0.23618541416564287,0.2540306554874588,0.2352381389428842,0.21,0.007,NA
DeAndre Hopkins,WR,TEN,2,2,26,0,0,0,0,0.2721095632779618,0.26898958256996974,0.3185583990219658,0.2706552468295344,0,0.01487286644996974,NA
Tyjae Spears,RB,TEN,2,0,41,0,0.26258459947147156,0.3119045981448734,0.43026480415117563,0.13499390407185047,0.14500909620847705,0.10795832180239442,0.11816045137549258,0.21,0.007,NA
Josh Whyle,TE,TEN,2,0,3,0,0,0,0,0.03798382289153733,0.04257361513070494,0.04106047476900661,0.05372250882286551,0.21,0.007,NA
Colton Dowell,WR,TEN,1,0,0,0,0,0,0,0.01612412443304854,0.01275528198782345,0.011918451398937227,0.015362897369305874,0.21,0.007,NA
Laquon Treadwell,WR,BAL,1,0,0,0,0,0,0,0.03940071411210296,0.039537608608493195,0.03969342856341217,0.04319408353478787,0,0.01280974291865422,NA
Kevin Rader,TE,TEN,2,0,0,0,0,0,0,2.3858684534355592e-4,2.3959933924833484e-4,2.439981098984699e-4,2.6974820963675077e-4,0,0.01291738781713031,NA
Kyle Philips,WR,TEN,2,2,0,0,0,0,0,0.07661501498071548,0.07020773630118826,0.061080471602559444,0.07259869028082291,0,0.0160784893129019,NA
Keaton Mitchell,RB,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,Q
Kenyan Drake,RB,BAL,2,0,0,0,0.06519067443351201,0.035467240214365155,0.045365404627444275,0.05098529547211487,0.04481606554241908,0.047055866479485335,0.05160078764460363,0,0.01187140304219961,NA
Chris Manhertz,TE,DEN,2,1,1,0,0,0,0,0.012108469740154686,0.011631150313984708,0.0110982381933208,0.01035052539771656,0,0.01278821393895901,NA
Michael Burton,RB,DEN,2,1,2,0,0.002692543633687196,0.002040610662875101,0.0035382500750037967,0.002731288115250694,0.0028051381103454264,0.002418362277290594,0.0025274787202548814,0,0.01276668495926379,NA
Samaje Perine,RB,DEN,2,2,39,1,0.2043328698553544,0.14155643011760383,0.17469118539965905,0.10792826001229604,0.11201961593479055,0.13673851179546048,0.09378144917059827,0,0.01005403351766642,Q
