team,def_rus_att_rat,def_rus_yds_rat,def_rus_tds_rat,def_pas_att_rat,def_cmp_rat,def_pas_yds_rat,def_pas_tds_rat,def_int_rat
CAR,35.88083941786009,171.1686164693222,1.2875867854869796,30.432809725734792,20.638771646810284,201.79696933931734,1.820346803240042,0.6102189134024677
NYG,30.168547753444,143.01397181177896,0.9836154392794971,30.556060184058605,21.592878692638404,215.43002411008212,1.4177069184334323,0.7101051082741351
PIT,25.36498982396634,102.54364274006018,0.7619217800306278,34.3172585530616,21.90316591980463,230.73781990643178,1.3530911424964276,1.6044738310419233
NE,28.924855023608753,120.97181241259132,0.9278249346404308,33.55312879022974,22.728495444577053,214.06161902722195,1.3931110431969171,1.2472622704129916
ARI,29.71583310504921,132.66859119816615,1.0905121839854037,31.331096219321495,22.806233418597795,222.50233144935444,1.4873531665224904,0.7703469083588793
DET,22.790255178382846,96.72110588938774,0.9972232924908105,39.646342397410265,25.675750192741774,270.3983420404834,1.2674119639430872,1.2000142652629022
CLE,27.8152496723003,123.77990409741508,1.0696279235900528,32.1579683843484,18.21468893456841,192.7401125761967,1.397762868270803,0.7827290876481365
CIN,31.209890499860453,137.51029110129863,1.0775514149763938,34.90534225630531,23.275575347288164,233.79728926764366,1.5862388625140462,1.1537276744569058
TB,25.01486792162247,108.86494783642824,1.0234710952674915,39.60891265794233,27.54939312975957,271.762867912,1.4501096985993083,1.1043791152689515
LAC,26.676940469287317,119.885701415157,0.7194064533625292,36.36373114849497,25.00445431622587,253.32077173747857,1.437241806777037,1.1300448532702556
CHI,28.229037586293575,125.82520562620664,1.013137914340871,33.70878243699383,22.00107445049812,219.7913732987401,1.3284344043693381,1.2002070746005586
NO,27.244548837063743,129.052728682363,1.0353250795365543,37.5630279434668,22.96674481800397,251.06504875575328,1.1523320864816906,1.493735984064977
KC,25.27451495443,105.44835747046854,0.7959697386898991,37.3166716136001,24.250623211031584,228.02460344454383,1.4189144522645956,0.8630883882534229
TEN,28.93161351775153,120.05082967785108,0.9599155573130389,31.301144568610187,20.947940669813327,188.51367865366365,1.449322148056873,0.9095564177435819
LV,28.82315174091329,131.35684565030812,0.9389381686853462,33.472222675830665,22.80516990484518,215.25102250778966,1.6242319735501218,0.4875700159557302
HOU,26.487519017365294,110.29145163400798,0.9279901941709172,34.16169390096731,20.96396810638333,224.7770070749266,1.6927240471525267,1.4996512254792975
DEN,28.424344816685092,117.35804219598458,0.850962717735031,36.82928940413821,24.988928383839376,228.40728496906578,1.4273955347874736,1.0945592748955684
NYJ,31.890027730367486,130.02630814857736,1.0838986468317875,32.73632469874662,20.84587159500191,192.24664013018355,1.1267902779783918,0.8660172532407853
JAC,29.18264260014572,119.11229899033258,1.0434615231973483,37.65287863196996,26.42708970730573,289.6210653625907,1.6574762504581702,0.8235367812171684
SF,26.080721774400423,113.55333750821963,1.0395520352897158,32.83093850361425,21.93844422587466,199.16908189092285,1.4351293834869496,1.4420913280854963
SEA,28.806211213093928,125.89857699378445,0.9366738811850842,37.06892020935026,24.760718182357024,226.28295798403414,1.4331896272073945,0.9469753540936907
BUF,26.121458734463854,121.276628028095,0.8118664345965824,35.9011976018323,24.256391520740642,208.69828867497424,1.4834950927474098,1.8663093346677102
GB,27.59537941755453,112.62190771659249,0.899495245832455,36.099839041828574,24.014258965887873,238.05945810084512,1.4935516725373763,1.4928907686162878
ATL,30.55873885006984,127.65449317780666,0.6827687843737157,34.92215007776886,24.85549235291533,214.24085161671832,1.5595827874153376,0.8297336725220152
LAR,29.723463520269434,134.28326016996851,0.9500740940600623,32.50527244071431,21.384598410473718,230.48633094277125,1.5993018394233198,1.2782820490743423
WAS,28.716216888437405,133.78645162714201,0.8895664328893563,31.998442599688747,21.670002789922872,234.93045218476144,1.9196270506099649,0.5910990783131445
BAL,22.62388039507328,83.33754840748861,0.8923430893718081,40.133967355752496,26.598945623823504,280.611063698047,1.5431287433818242,1.046214107968953
MIN,23.232717221739865,86.24287816846238,0.6659362252923519,42.127171915901336,27.802037105838664,272.73337999478514,1.4597535217983204,1.6512120725532924
MIA,25.880530520514085,111.16249057711758,0.9815008563086078,32.51518269555336,21.54872362985947,211.86256046075252,1.3472685603790622,0.8538148789982529
DAL,28.068559488130937,130.4230388272162,1.2279421632174232,33.674081350892614,21.602800236124676,215.301188434829,1.4889299400789537,1.9998995601134706
IND,35.02289773240223,151.01280123579212,1.0229553374924027,35.311723865626014,25.46393911243578,253.80225512242282,1.594750354020724,1.1908411987571461
PHI,24.257866710734405,112.09158405682595,0.7669081271487918,36.43594467463482,22.73318344234906,219.8508248677087,1.5823944817369304,1.112719217861432
