player,pos,team,games_played,py_games_played,touches,fmb,adj_rus_att_per,adj_rus_yds_per,adj_rus_tds_per,adj_tgt_per,adj_rec_per,adj_rec_yds_per,adj_rec_tds_per,py_qb_fl,py_fl_per_tou,injury_status
T Y Hilton,WR,DAL,2,0,1,0,0,0,0,0.0069872931456025165,0.00844669326734793,0.030146287762311732,0.00880868618599263,0.21,0.007,NA
Ezekiel Elliott,RB,DAL,2,17,221,0,0.7969655784066967,0.7595100532479478,0.8368227167498803,0.06699641451453225,0.07185560775656945,0.056361402703893976,0.05725091750759754,0,0.00375693627962955,NA
Noah Brown,WR,DAL,2,0,41,1,0,0,0,0.14578476921461014,0.14062650651789838,0.13445472599905378,0.14560721272030483,0.21,0.007,NA
Michael Gallup,WR,DAL,2,9,35,0,0,0,0,0.19801484354915724,0.18339572911913016,0.16380654657266766,0.19529482193884484,0,0.00270647060928084,NA
Dalton Schultz,TE,DAL,2,17,46,1,0,0,0,0.18370427582138493,0.17812177695743303,0.17581713543213398,0.16404682391409964,0,0.00270647060928084,NA
CeeDee Lamb,WR,DAL,2,16,101,0,0.028070744561599935,0.02895916935935283,0.02328346253434676,0.29803656248221605,0.3154414104160271,0.3366608745717144,0.3263931415444193,0,0.00270647060928084,NA
Sean McKeon,TE,DAL,1,0,1,0,0,0,0,0.00659762888871028,0.006651853991948315,0.006042763758550548,0.0062751281627174095,0,0.00270647060928084,NA
Jake Ferguson,TE,DAL,2,0,17,0,0,0,0,0.05974219863952279,0.060220144062262636,0.059535378665057016,0.052960126781842566,0,0.00649552946227403,NA
Peyton Hendershot,TE,DAL,1,0,12,1,0.0017210754341455152,0.001214507553268891,0.002295882192322559,0.02114244896547048,0.02225327412058167,0.024913086993235696,0.03088542564524553,0.21,0.007,NA
Malik Davis,RB,DAL,1,0,27,0,0.0466868535396255,0.046292034060967394,0.03777898962704123,0.010946538785870461,0.010872350160918288,0.01018751609049565,0.010453370898943326,0.21,0.007,NA
KaVontae Turpin,WR,DAL,2,0,4,2,2.2030732036691216e-4,3.350219979358542e-4,2.440476670038221e-4,0.002047025992922918,0.0021146536298831333,0.002074281450885617,0.002024344699992428,0.21,0.007,NA
Robert Woods,WR,TEN,2,9,44,1,2.1816414863781483e-4,2.0859892336369453e-4,3.312717542960741e-4,0.21359259072145384,0.214821349765585,0.199863379130083,0.19526151951861986,0,0.00270647060928084,NA
Chris Conley,WR,TEN,1,0,4,0,0.0012900652262879707,9.537524316337883e-4,0.0016270021115982734,0.06443463830017948,0.0632094544362164,0.05909126618030037,0.06154533939147288,0,0.01518075044467179,NA
Geoff Swaim,TE,TEN,2,16,10,0,0,0,0,0.03254332494572399,0.03677509964604814,0.02045786197045158,0.028126542989239105,0,0.00270647060928084,NA
