"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS"
"1","Cooper Kupp",LAR,"at SF","3 out of 5 stars","A+","18.2"
"2","Stefon Diggs",BUF,"at BAL","4 out of 5 stars","A+","16.9"
"3","Justin Jefferson",MIN,"at NO","4 out of 5 stars","A+","16.3"
"4","Ja'Marr Chase",CIN,"vs. MIA","3 out of 5 stars","A+","15.9"
"5","Davante Adams",LV,"vs. DEN","2 out of 5 stars","A+","15.8"
"6","Tyreek Hill",MIA,"at CIN","3 out of 5 stars","A+","15.5"
"7","A.J. Brown",PHI,"vs. JAC","4 out of 5 stars","A","15.3"
"8","Deebo Samuel",SF,"vs. LAR","3 out of 5 stars","A","14.6"
"9","Michael Pittman Jr.",IND,"vs. TEN","4 out of 5 stars","A","14.6"
"10","Jaylen Waddle",MIA,"at CIN","3 out of 5 stars","A","13.8"
"11","Mike Evans",TB,"vs. KC","3 out of 5 stars","A","13.7"
"12","Tee Higgins",CIN,"vs. MIA","3 out of 5 stars","A","13.6"
"13","CeeDee Lamb",DAL,"vs. WAS","3 out of 5 stars","A","13.3"
"14","Courtland Sutton",DEN,"at LV","4 out of 5 stars","A","12.9"
"15","Christian Kirk",JAC,"at PHI","3 out of 5 stars","A","12.8"
"16","Marquise Brown",ARI,"at CAR","4 out of 5 stars","A-","12.8"
"17","Mike Williams",LAC,"at HOU","4 out of 5 stars","A-","12.6"
"18","Diontae Johnson",PIT,"vs. NYJ","4 out of 5 stars","A-","12.5"
"19","Drake London",ATL,"vs. CLE","3 out of 5 stars","A-","12.3"
"20","Amari Cooper",CLE,"at ATL","4 out of 5 stars","A-","12.3"
"21","Gabe Davis",BUF,"at BAL","4 out of 5 stars","B+","12.2"
"22","DK Metcalf",SEA,"at DET","2 out of 5 stars","B+","12.1"
"23","Brandin Cooks",HOU,"vs. LAC","2 out of 5 stars","B+","11.7"
"24","DeVonta Smith",PHI,"vs. JAC","4 out of 5 stars","B","11.5"
"25","Terry McLaurin",WAS,"at DAL","3 out of 5 stars","B","11.4"
"26","Chris Olave",NO,"vs. MIN","4 out of 5 stars","B","10.8"
"27","Tyler Lockett",SEA,"at DET","2 out of 5 stars","B","10.5"
"28","Rashod Bateman",BAL,"vs. BUF","2 out of 5 stars","B","10.5"
"29","Curtis Samuel",WAS,"at DAL","3 out of 5 stars","B","10.5"
"30","DJ Moore",CAR,"vs. ARI","3 out of 5 stars","B-","10.4"
"31","Garrett Wilson",NYJ,"at PIT","3 out of 5 stars","B-","10.4"
"32","Brandon Aiyuk",SF,"vs. LAR","3 out of 5 stars","B-","10.2"
"33","JuJu Smith-Schuster",KC,"at TB","2 out of 5 stars","C+","10.2"
"34","Jerry Jeudy",DEN,"at LV","4 out of 5 stars","C+","10.0"
"35","Adam Thielen",MIN,"at NO","4 out of 5 stars","C+","9.4"
"36","Allen Lazard",GB,"vs. NE","2 out of 5 stars","C+","9.2"
"37","Romeo Doubs",GB,"vs. NE","2 out of 5 stars","C+","8.9"
"38","Elijah Moore",NYJ,"at PIT","3 out of 5 stars","C+","8.7"
"39","Treylon Burks",TEN,"at IND","3 out of 5 stars","C","8.5"
"40","Allen Robinson II",LAR,"at SF","3 out of 5 stars","C","8.5"
"41","Greg Dortch",ARI,"at CAR","4 out of 5 stars","C","8.2"
"42","Russell Gage",TB,"vs. KC","3 out of 5 stars","C","8.1"
"43","Zay Jones",JAC,"at PHI","3 out of 5 stars","C","8.1"
"44","Jahan Dotson",WAS,"at DAL","3 out of 5 stars","C","8.1"
"45","Robert Woods",TEN,"at IND","3 out of 5 stars","C","8.0"
"46","Tyler Boyd",CIN,"vs. MIA","3 out of 5 stars","C","8.0"
"47","Chase Claypool",PIT,"vs. NYJ","4 out of 5 stars","C","8.0"
"48","D.J. Chark Jr.",DET,"vs. SEA","2 out of 5 stars","C","7.9"
"49","Jarvis Landry",NO,"vs. MIN","4 out of 5 stars","C","7.9"
"50","Robbie Anderson",CAR,"vs. ARI","3 out of 5 stars","C-","7.8"
"51","Darnell Mooney",CHI,"at NYG","4 out of 5 stars","C-","7.7"
"52","Joshua Palmer",LAC,"at HOU","4 out of 5 stars","C-","7.6"
"53","Isaiah McKenzie",BUF,"at BAL","4 out of 5 stars","C-","7.3"
"54","Richie James Jr.",NYG,"vs. CHI","3 out of 5 stars","C-","7.3"
"55","Mack Hollins",LV,"vs. DEN","2 out of 5 stars","C-","7.2"
"56","Marquez Valdes-Scantling",KC,"at TB","2 out of 5 stars","D+","7.2"
"57","Noah Brown",DAL,"vs. WAS","3 out of 5 stars","D+","7.1"
"58","Corey Davis",NYJ,"at PIT","3 out of 5 stars","D+","6.9"
"59","Josh Reynolds",DET,"vs. SEA","2 out of 5 stars","C-","6.7"
"60","George Pickens",PIT,"vs. NYJ","4 out of 5 stars","D","6.6"
"61","Julio Jones",TB,"vs. KC","3 out of 5 stars","D","6.5"
"62","Marvin Jones Jr.",JAC,"at PHI","3 out of 5 stars","D","6.5"
"63","Nico Collins",HOU,"vs. LAC","2 out of 5 stars","D","6.5"
"64","Devin Duvernay",BAL,"vs. BUF","2 out of 5 stars","D-","6.4"
"65","Michael Gallup",DAL,"vs. WAS","3 out of 5 stars","D-","6.3"
"66","DeVante Parker",NE,"at GB","2 out of 5 stars","D-","6.2"
"67","K.J. Osborn",MIN,"at NO","4 out of 5 stars","F","6.2"
"68","Mecole Hardman",KC,"at TB","2 out of 5 stars","F","6.1"
"69","Donovan Peoples-Jones",CLE,"at ATL","4 out of 5 stars","F","5.9"
