Rk,Player,Cmp,Att,Tgt,TD,Fmb,Off%,Day,G#,Week,Date,Age,Team,,Opp,Result,Cmp,Att,Inc,Cmp%,Yds,TD,Int,Pick6,TD%,Int%,Rate,Sk,Yds,Sk%,Y/A,AY/A,ANY/A,Y/C,Succ%,Att,Yds,Y/A,TD,1D,Succ%,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,1D,Succ%,TD,XPM,XPA,XP%,FGM,FGA,FG%,2PM,Sfty,Pts,Fmb,FR,Yds,FRTD,FF,OffSnp,Off%,DefSnp,Def%,STSnp,ST %,Pos.,-9999
1,Aaron Rodgers,22,1,0,0,1,100.0,Sun,11,11,2024-11-17,40-351,NYJ,,IND,L 27-28,22,29,7,75.9,184,2,0,0,6.9,0.0,114.7,3,22,9.38,6.3,7.72,6.31,8.4,37.5,1,7,7.0,0,0,0.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,1,0,0,0,0,51,100.0,0,0.0,0,0.0,QB,RodgAa00
2,Marcedes Lewis,0,0,0,0,0,16.7,Sun,10,11,2024-11-17,40-182,CHI,,GNB,L 19-20,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,12,16.7,0,0.0,4,22.2,TE,LewiMa00
3,Matthew Stafford,18,4,0,0,0,100.0,Sun,10,11,2024-11-17,36-284,LAR,@,NWE,W 28-22,18,27,9,66.7,295,4,0,0,14.8,0.0,142.7,0,0,0.00,10.9,13.89,13.89,16.4,55.6,4,0,0.0,0,1,25.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,52,100.0,0,0.0,0,0.0,QB,StafMa00
4,Kirk Cousins,18,1,0,0,1,78.0,Sun,11,11,2024-11-17,36-090,ATL,@,DEN,L 6-38,18,27,9,66.7,173,0,1,0,0.0,3.7,68.9,3,21,10.00,6.4,4.74,3.57,9.6,40.0,1,0,0.0,0,0,0.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,1,1,-7,0,0,46,78.0,0,0.0,0,0.0,QB,CousKi00
5,Russell Wilson,23,4,0,0,0,96.2,Sun,10,11,2024-11-17,35-354,PIT,,BAL,W 18-16,23,36,13,63.9,205,0,1,0,0.0,2.8,67.5,4,24,10.00,5.7,4.44,3.40,8.9,37.5,4,1,0.3,0,0,0.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,75,96.2,0,0.0,0,0.0,QB,WilsRu00
6,Travis Kelce,0,0,4,0,0,80.0,Sun,10,11,2024-11-17,35-043,KAN,@,BUF,L 21-30,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,4,2,8,4.0,0,50.0,2.0,0,25.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,44,80.0,0,0.0,0,0.0,TE,KelcTr00
7,Taysom Hill,1,7,10,3,1,55.0,Sun,11,11,2024-11-17,34-086,NOR,,CLE,W 35-14,1,2,1,50.0,18,0,1,0,0.0,50.0,41.7,0,0,0.00,9.0,-13.50,-13.50,18.0,50.0,7,138,19.7,3,4,71.4,10,8,50,6.3,0,80.0,5.0,2,60.0,3,0,0,,0,0,,0,0,18,1,0,0,0,0,33,55.0,0,0.0,11,44.0,TE,HillTa00
8,Geno Smith,25,4,0,1,1,100.0,Sun,10,11,2024-11-17,34-038,SEA,@,SFO,W 20-17,25,32,7,78.1,221,0,1,0,0.0,3.1,82.4,4,26,11.11,6.9,5.50,4.17,8.8,52.8,4,29,7.3,1,2,50.0,0,0,0,,0,,,0,,1,0,0,,0,0,,0,0,6,1,1,-17,0,0,60,100.0,0,0.0,0,0.0,QB,SmitGe00
9,Zach Ertz,0,0,7,1,0,80.3,Thu,11,11,2024-11-14,34-004,WAS,@,PHI,L 18-26,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,7,6,47,7.8,1,85.7,6.7,5,85.7,1,0,0,,0,0,,1,0,8,0,0,0,0,0,53,80.3,0,0.0,0,0.0,TE,ErtzZa00
10,Cordarrelle Patterson,0,1,1,0,0,15.4,Sun,10,11,2024-11-17,33-245,PIT,,BAL,W 18-16,0,0,0,,0,0,0,0,,,,0,0,,,,,,,1,0,0.0,0,0,0.0,1,1,0,0.0,0,100.0,0.0,0,0.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,12,15.4,0,0.0,4,13.8,RB,PattCo00
