rk,player,st_percent_3,day,g_number,week,date,age,team,x10,opp,result,off_snp,off_percent,def_snp,def_percent,st_snp,st_percent_18,pos,x9999
10,Marcedes Lewis,10.7,Sun,8,9,2024-11-03,40-168,CHI,@,ARI,L 9-29,10,13.5,0,0,3,10.7,TE,LewiMa00
21,Taysom Hill,37.9,Sun,9,9,2024-11-03,34-072,NOR,@,CAR,L 22-23,35,44.3,0,0,11,37.9,TE,HillTa00
53,Michael Burton,60,Sun,9,9,2024-11-03,32-276,DEN,@,BAL,L 10-41,10,13.9,0,0,15,60,FB,BurtMi00
93,Chris Manhertz,18.2,Sun,9,9,2024-11-03,32-207,NYG,NA,WAS,L 22-27,16,24.6,0,0,4,18.2,TE,ManhCh00
96,Jordan Akins,48.3,Sun,9,9,2024-11-03,32-198,CLE,NA,LAC,L 10-27,25,31.6,0,0,14,48.3,TE,AkinJo00
97,Eric Tomlinson,58.6,Sun,8,9,2024-11-03,32-195,LAC,@,CLE,W 27-10,16,28.1,0,0,17,58.6,TE,TomlEr01
127,Jordan Matthews,75.9,Sun,9,9,2024-11-03,32-110,CAR,NA,NOR,W 23-22,2,3.8,0,0,22,75.9,TE,MattJo00
153,Davante Adams,3.8,Thu,9,9,2024-10-31,31-312,NYJ,NA,HOU,W 21-13,45,77.6,0,0,1,3.8,WR,AdamDa01
164,Nick Vannett,30.8,Sun,8,9,2024-11-03,31-242,TEN,NA,NWE,W 20-17 (OT),36,46.8,0,0,8,30.8,TE,VannNi00
173,DeAndre Carter,35.7,Sun,8,9,2024-11-03,31-207,CHI,@,ARI,L 9-29,0,0,0,0,10,35.7,WR,CartDe02
199,Ameer Abdullah,50,Sun,9,9,2024-11-03,31-143,LVR,@,CIN,L 24-41,30,49.2,0,0,16,50,RB,AbduAm00
212,C.J. Ham,54.5,Sun,8,9,2024-11-03,31-104,MIN,NA,IND,W 21-13,13,17.8,0,0,12,54.5,FB,HamxC.00
236,Mack Hollins,4,Sun,9,9,2024-11-03,31-048,BUF,NA,MIA,W 30-27,45,68.2,0,0,1,4,WR,HollMa00
237,Geoff Swaim,48.3,Sun,9,9,2024-11-03,31-048,CLE,NA,LAC,L 10-27,12,15.2,0,0,14,48.3,TE,SwaiGe00
238,Mo Alie-Cox,31.8,Sun,9,9,2024-11-03,31-045,IND,@,MIN,L 13-21,26,48.1,0,0,7,31.8,TE,AlieMo00
292,Pharaoh Brown,18.8,Sun,9,9,2024-11-03,30-183,SEA,NA,LAR,L 20-26 (OT),7,8.8,0,0,6,18.8,TE,BrowPh01
293,Dare Ogunbowale,61.5,Thu,9,9,2024-10-31,30-180,HOU,@,NYJ,L 13-21,29,36.7,0,0,16,61.5,RB,OgunDa00
327,Kalif Raymond,13.6,Sun,8,9,2024-11-03,30-087,DET,@,GNB,W 24-14,22,38.6,0,0,3,13.6,WR,RaymKa00
362,Austin Hooper,30.8,Sun,9,9,2024-11-03,30-005,NWE,@,TEN,L 17-20 (OT),27,39.1,0,0,8,30.8,TE,HoopAu00
