Rk,Player,Cmp,Att,Tgt,TD,Fmb,Off%,Day,G#,Week,Date,Age,Team,,Opp,Result,Cmp,Att,Inc,Cmp%,Yds,TD,Int,Pick6,TD%,Int%,Rate,Sk,Yds,Sk%,Y/A,AY/A,ANY/A,Y/C,Succ%,Att,Yds,Y/A,TD,1D,Succ%,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,1D,Succ%,TD,XPM,XPA,XP%,FGM,FGA,FG%,2PM,Sfty,Pts,Fmb,FR,Yds,FRTD,FF,OffSnp,Off%,DefSnp,Def%,STSnp,ST %,Pos.,-9999
1,Aaron Rodgers,27,3,0,0,0,100.0,Thu,3,3,2024-09-19,40-292,NYJ,,NWE,W 24-3,27,35,8,77.1,281,2,0,0,5.7,0.0,118.9,2,14,5.41,8.0,9.17,8.30,10.4,59.5,3,18,6.0,0,2,66.7,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,73,100.0,0,0.0,0,0.0,QB,RodgAa00
2,Marcedes Lewis,0,0,0,0,0,23.3,Sun,3,3,2024-09-22,40-126,CHI,@,IND,L 16-21,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,21,23.3,0,0.0,3,13.0,TE,LewiMa00
3,Andy Dalton,26,2,0,0,0,100.0,Sun,3,3,2024-09-22,36-329,CAR,@,LVR,W 36-22,26,37,11,70.3,319,3,0,0,8.1,0.0,123.6,2,13,5.13,8.6,10.24,9.38,12.3,46.2,2,-2,-1.0,0,0,0.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,74,100.0,0,0.0,0,0.0,QB,DaltAn00
4,Matthew Stafford,16,0,0,0,0,100.0,Sun,3,3,2024-09-22,36-228,LAR,,SFO,W 27-24,16,25,9,64.0,221,1,0,0,4.0,0.0,105.6,3,23,10.71,8.8,9.64,7.79,13.8,46.4,0,0,,0,0,,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,58,100.0,0,0.0,0,0.0,QB,StafMa00
5,Kirk Cousins,20,1,0,0,2,100.0,Sun,3,3,2024-09-22,36-034,ATL,,KAN,L 17-22,20,29,9,69.0,230,1,1,0,3.4,3.4,89.7,2,1,6.45,7.9,7.07,6.58,11.5,48.4,1,-1,-1.0,0,0,0.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,2,0,0,0,0,61,100.0,0,0.0,0,0.0,QB,CousKi00
6,Travis Kelce,0,0,5,0,0,77.0,Sun,3,3,2024-09-22,34-353,KAN,@,ATL,W 22-17,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,5,4,30,7.5,0,80.0,6.0,2,60.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,57,77.0,0,0.0,0,0.0,TE,KelcTr00
7,Adam Thielen,0,0,5,1,0,31.1,Sun,3,3,2024-09-22,34-031,CAR,@,LVR,W 36-22,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,5,3,40,13.3,1,60.0,8.0,2,60.0,1,0,0,,0,0,,0,0,6,0,0,0,0,0,23,31.1,0,0.0,0,0.0,WR,ThieAd00
8,Geno Smith,26,2,0,0,1,100.0,Sun,3,3,2024-09-22,33-348,SEA,,MIA,W 24-3,26,34,8,76.5,289,1,2,0,2.9,5.9,86.5,3,19,8.11,8.5,6.44,5.41,11.1,51.4,2,-2,-1.0,0,0,0.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,1,1,0,0,0,64,100.0,0,0.0,0,0.0,QB,SmitGe00
9,Zach Ertz,0,0,5,0,1,64.4,Mon,3,3,2024-09-23,33-318,WAS,@,CIN,W 38-33,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,5,5,38,7.6,0,100.0,7.6,2,80.0,0,0,0,,0,0,,0,0,0,1,0,0,0,0,38,64.4,0,0.0,1,3.8,TE,ErtzZa00
10,Cordarrelle Patterson,0,4,5,0,0,33.8,Sun,3,3,2024-09-22,33-189,PIT,,LAC,W 20-10,0,0,0,,0,0,0,0,,,,0,0,,,,,,,4,33,8.3,0,2,75.0,5,3,15,5.0,0,60.0,3.0,1,40.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,23,33.8,0,0.0,3,11.5,RB,PattCo00
