rk,player,st_percent_3,day,g_number,week,date,age,team,x10,opp,result,off_snp,off_percent,def_snp,def_percent,st_snp,st_percent_18,pos,x9999
9,Marcedes Lewis,3.7,Sun,9,10,2024-11-10,40-175,CHI,NA,NWE,L 3-19,14,23.3,0,0,1,3.7,TE,LewiMa00
20,Taysom Hill,29.6,Sun,10,10,2024-11-10,34-079,NOR,NA,ATL,W 20-17,23,43.4,0,0,8,29.6,TE,HillTa00
36,Cordarrelle Patterson,18.8,Sun,9,10,2024-11-10,33-238,PIT,@,WAS,W 28-27,8,10.3,0,0,6,18.8,RB,PattCo00
52,Michael Burton,60,Sun,10,10,2024-11-10,32-283,DEN,@,KAN,L 14-16,10,17.2,0,0,15,60,FB,BurtMi00
90,Raheem Mostert,17.9,Mon,9,10,2024-11-11,32-216,MIA,@,LAR,W 23-15,8,15.1,0,0,5,17.9,RB,MostRa00
91,Chris Manhertz,30,Sun,10,10,2024-11-10,32-214,NYG,@,CAR,L 17-20 (OT),25,33.3,0,0,9,30,TE,ManhCh00
126,Jordan Matthews,70,Sun,10,10,2024-11-10,32-117,CAR,NA,NYG,W 20-17 (OT),0,0,0,0,21,70,TE,MattJo00
141,Odell Beckham Jr.,3.6,Mon,9,10,2024-11-11,32-006,MIA,@,LAR,W 23-15,17,32.1,0,0,1,3.6,WR,BeckOd00
162,Nick Vannett,38.5,Sun,9,10,2024-11-10,31-249,TEN,@,LAC,L 17-27,14,25.9,0,0,10,38.5,TE,VannNi00
171,DeAndre Carter,40.7,Sun,9,10,2024-11-10,31-214,CHI,NA,NWE,L 3-19,1,1.7,0,0,11,40.7,WR,CartDe02
209,C.J. Ham,68.4,Sun,9,10,2024-11-10,31-111,MIN,@,JAX,W 12-7,19,22.6,0,0,13,68.4,FB,HamxC.00
234,Mo Alie-Cox,20,Sun,10,10,2024-11-10,31-052,IND,NA,BUF,L 20-30,27,42.2,0,0,5,20,TE,AlieMo00
264,Tyreek Hill,3.6,Mon,9,10,2024-11-11,30-255,MIA,@,LAR,W 23-15,46,86.8,0,0,1,3.6,WR,HillTy00
289,Eric Saubert,86.2,Sun,9,10,2024-11-10,30-193,SFO,@,TAM,W 23-20,12,18.8,0,0,25,86.2,TE,SaubEr00
291,Dare Ogunbowale,63.3,Sun,10,10,2024-11-10,30-190,HOU,NA,DET,L 23-26,15,22.1,0,0,19,63.3,RB,OgunDa00
325,Kalif Raymond,36.7,Sun,9,10,2024-11-10,30-094,DET,@,HOU,W 26-23,16,24.6,0,0,11,36.7,WR,RaymKa00
357,Austin Hooper,22.2,Sun,10,10,2024-11-10,30-012,NWE,@,CHI,W 19-3,41,64.1,0,0,6,22.2,TE,HoopAu00
358,River Cracraft,14.3,Mon,9,10,2024-11-11,30-010,MIA,@,LAR,W 23-15,4,7.5,0,0,4,14.3,WR,CracRi00
370,Tanner Hudson,82.1,Thu,10,10,2024-11-07,29-361,CIN,@,BAL,L 34-35,29,35.4,0,0,23,82.1,TE,HudsTa00
376,Johnny Mundt,31.6,Sun,9,10,2024-11-10,29-353,MIN,@,JAX,W 12-7,18,21.4,0,0,6,31.6,TE,MundJo00
399,Zach Pascal,61.1,Sun,10,10,2024-11-10,29-328,ARI,NA,NYJ,W 31-6,7,11.9,0,0,11,61.1,WR,PascZa00
413,KhaDarel Hodge,59.3,Sun,10,10,2024-11-10,29-312,ATL,@,NOR,L 17-20,1,1.3,0,0,16,59.3,WR,HodgKh00
422,David Moore,10,Sun,10,10,2024-11-10,29-300,CAR,NA,NYG,W 20-17 (OT),50,83.3,0,0,3,10,WR,MoorDa03
430,Ross Dwelley,22.2,Sun,10,10,2024-11-10,29-289,ATL,@,NOR,L 17-20,0,0,0,0,6,22.2,TE,DwelRo00
483,Austin Ekeler,15.6,Sun,10,10,2024-11-10,29-177,WAS,NA,PIT,L 27-28,45,70.3,0,0,5,15.6,RB,EkelAu00
495,Laquon Treadwell,28,Sun,10,10,2024-11-10,29-149,IND,NA,BUF,L 20-30,0,0,0,0,7,28,WR,TreaLa00
519,Durham Smythe,28.6,Mon,9,10,2024-11-11,29-094,MIA,@,LAR,W 23-15,25,47.2,0,0,8,28.6,TE,SmytDu00
526,Jonnu Smith,3.6,Mon,9,10,2024-11-11,29-081,MIA,@,LAR,W 23-15,23,43.4,0,0,1,3.6,TE,SmitJo01
539,Mark Andrews,3.6,Thu,10,10,2024-11-07,29-062,BAL,NA,CIN,W 35-34,55,87.3,0,0,1,3.6,TE,AndrMa00
