rk,player,st_percent_3,day,g_number,week,date,age,team,x10,opp,result,off_snp,off_percent,def_snp,def_percent,st_snp,st_percent_18,pos,x9999
16,Marcedes Lewis,10,Sun,2,2,2024-09-15,40-119,CHI,@,HOU,L 13-19,10,14.3,0,0,3,10,TE,LewiMa00
24,Taysom Hill,18.5,Sun,2,2,2024-09-15,34-023,NOR,@,DAL,W 44-19,28,47.5,0,0,5,18.5,TE,HillTa00
39,Cordarrelle Patterson,20,Sun,2,2,2024-09-15,33-182,PIT,@,DEN,W 13-6,4,6.1,0,0,5,20,RB,PattCo00
43,Kyle Juszczyk,8.7,Sun,2,2,2024-09-15,33-145,SFO,@,MIN,L 17-23,40,57.1,0,0,2,8.7,FB,JuszKy00
85,Michael Burton,72,Sun,2,2,2024-09-15,32-227,DEN,NA,PIT,L 6-13,7,11.5,0,0,18,72,FB,BurtMi00
107,MyCole Pruitt,32,Sun,2,2,2024-09-15,32-175,PIT,@,DEN,W 13-6,28,42.4,0,0,8,32,TE,PruiMy00
117,Chris Manhertz,14.3,Sun,2,2,2024-09-15,32-158,NYG,@,WAS,L 18-21,26,46.4,0,0,3,14.3,TE,ManhCh00
118,Robert Woods,6.7,Sun,2,2,2024-09-15,32-158,HOU,NA,CHI,W 19-13,9,14.5,0,0,2,6.7,WR,WoodRo02
122,Jordan Akins,33.3,Sun,2,2,2024-09-15,32-149,CLE,@,JAX,W 18-13,35,48.6,0,0,9,33.3,TE,AkinJo00
123,Eric Tomlinson,20.8,Sun,2,2,2024-09-15,32-146,LAC,@,CAR,W 26-3,15,21.7,0,0,5,20.8,TE,TomlEr01
130,Jordan Matthews,54.2,Sun,2,2,2024-09-15,32-061,CAR,NA,LAC,L 3-26,4,8.3,0,0,13,54.2,TE,MattJo00
150,Chris Conley,56.5,Sun,2,2,2024-09-15,31-326,SFO,@,MIN,L 17-23,9,12.9,0,0,13,56.5,WR,ConlCh00
179,Nick Vannett,30.8,Sun,2,2,2024-09-15,31-193,TEN,NA,NYJ,L 17-24,20,30.3,0,0,8,30.8,TE,VannNi00
194,DeAndre Carter,40,Sun,2,2,2024-09-15,31-158,CHI,@,HOU,L 13-19,50,71.4,0,0,12,40,WR,CartDe02
217,Ameer Abdullah,51.5,Sun,2,2,2024-09-15,31-094,LVR,@,BAL,W 26-23,8,12.7,0,0,17,51.5,RB,AbduAm00
233,C.J. Ham,65.2,Sun,2,2,2024-09-15,31-055,MIN,NA,SFO,W 23-17,10,18.5,0,0,15,65.2,FB,HamxC.00
258,Mo Alie-Cox,22.7,Sun,2,2,2024-09-15,30-362,IND,@,GNB,L 10-16,18,32.1,0,0,5,22.7,TE,AlieMo00
259,Mack Hollins,47.6,Thu,2,2,2024-09-12,30-362,BUF,@,MIA,W 31-10,32,71.1,0,0,10,47.6,WR,HollMa00
318,Eric Saubert,69.6,Sun,2,2,2024-09-15,30-137,SFO,@,MIN,L 17-23,26,37.1,0,0,16,69.6,TE,SaubEr00
319,Dare Ogunbowale,66.7,Sun,2,2,2024-09-15,30-134,HOU,NA,CHI,W 19-13,20,32.3,0,0,20,66.7,RB,OgunDa00
