rk,player,st_percent_3,day,g_number,week,date,age,team,x10,opp,result,off_snp,off_percent,def_snp,def_percent,st_snp,st_percent_18,pos,x9999
13,Marcedes Lewis,19.2,Sun,5,5,2024-10-06,40-140,CHI,NA,CAR,W 36-10,17,22.7,0,0,5,19.2,TE,LewiMa00
41,Kyle Juszczyk,4.2,Sun,5,5,2024-10-06,33-166,SFO,NA,ARI,L 23-24,40,62.5,0,0,1,4.2,FB,JuszKy00
71,Michael Burton,66.7,Sun,5,5,2024-10-06,32-248,DEN,NA,LVR,W 34-18,11,17.5,0,0,20,66.7,FB,BurtMi00
104,Chris Manhertz,30,Sun,5,5,2024-10-06,32-179,NYG,@,SEA,W 29-20,19,26.4,0,0,9,30,TE,ManhCh00
105,Robert Woods,41.9,Sun,5,5,2024-10-06,32-179,HOU,NA,BUF,W 23-20,16,23.5,0,0,13,41.9,WR,WoodRo02
110,Jordan Akins,12.9,Sun,5,5,2024-10-06,32-170,CLE,@,WAS,L 13-34,20,32.3,0,0,4,12.9,TE,AkinJo00
186,DeAndre Carter,19.2,Sun,5,5,2024-10-06,31-179,CHI,NA,CAR,W 36-10,0,0,0,0,5,19.2,WR,CartDe02
208,Ameer Abdullah,53.3,Sun,5,5,2024-10-06,31-115,LVR,@,DEN,L 18-34,31,44.3,0,0,16,53.3,RB,AbduAm00
226,C.J. Ham,62.1,Sun,5,5,2024-10-06,31-076,MIN,NA,NYJ,W 23-17,23,31.5,0,0,18,62.1,FB,HamxC.00
248,Mack Hollins,35.5,Sun,5,5,2024-10-06,31-020,BUF,@,HOU,L 20-23,33,54.1,0,0,11,35.5,WR,HollMa00
249,Geoff Swaim,51.6,Sun,5,5,2024-10-06,31-020,CLE,@,WAS,L 13-34,21,33.9,0,0,16,51.6,TE,SwaiGe00
251,Mo Alie-Cox,26.5,Sun,5,5,2024-10-06,31-017,IND,@,JAX,L 34-37,29,41.4,0,0,9,26.5,TE,AlieMo00
305,Trent Taylor,8.3,Sun,5,5,2024-10-06,30-159,SFO,NA,ARI,L 23-24,2,3.1,0,0,2,8.3,WR,TaylTr02
306,Robert Tonyan,17.2,Sun,5,5,2024-10-06,30-159,MIN,NA,NYJ,W 23-17,1,1.4,0,0,5,17.2,TE,TonyRo00
307,Eric Saubert,79.2,Sun,5,5,2024-10-06,30-158,SFO,NA,ARI,L 23-24,13,20.3,0,0,19,79.2,TE,SaubEr00
308,Pharaoh Brown,30,Sun,5,5,2024-10-06,30-155,SEA,NA,NYG,L 20-29,8,13.8,0,0,9,30,TE,BrowPh01
309,Dare Ogunbowale,22.6,Sun,5,5,2024-10-06,30-155,HOU,NA,BUF,W 23-20,46,67.6,0,0,7,22.6,RB,OgunDa00
384,Austin Hooper,11.5,Sun,5,5,2024-10-06,29-343,NWE,NA,MIA,L 10-15,25,41.7,0,0,3,11.5,TE,HoopAu00
408,Johnny Mundt,17.2,Sun,5,5,2024-10-06,29-318,MIN,NA,NYJ,W 23-17,39,53.4,0,0,5,17.2,TE,MundJo00
428,Zach Pascal,58.3,Sun,5,5,2024-10-06,29-293,ARI,@,SFO,W 24-23,10,17.2,0,0,14,58.3,WR,PascZa00
444,KhaDarel Hodge,46.9,Thu,5,5,2024-10-03,29-274,ATL,NA,TAM,W 36-30 (OT),16,18.4,0,0,15,46.9,WR,HodgKh00
450,David Moore,23.1,Sun,5,5,2024-10-06,29-265,CAR,@,CHI,L 10-36,24,40,0,0,6,23.1,WR,MoorDa03
458,Ross Dwelley,43.8,Thu,5,5,2024-10-03,29-251,ATL,NA,TAM,W 36-30 (OT),0,0,0,0,14,43.8,TE,DwelRo00
471,Josh Reynolds,3.3,Sun,5,5,2024-10-06,29-233,DEN,NA,LVR,W 34-18,30,47.6,0,0,1,3.3,WR,ReynJo00
479,Jamaal Williams,45.8,Mon,5,5,2024-10-07,29-187,NOR,@,KAN,L 13-26,8,15.1,0,0,11,45.8,RB,WillJa06
496,Austin Ekeler,12.9,Sun,5,5,2024-10-06,29-142,WAS,NA,CLE,W 34-13,33,49.3,0,0,4,12.9,RB,EkelAu00
536,Tyler Conklin,6.9,Sun,5,5,2024-10-06,29-068,NYJ,@,MIN,L 17-23,59,81.9,0,0,2,6.9,TE,ConkTy00
544,Durham Smythe,34.6,Sun,5,5,2024-10-06,29-058,MIA,@,NWE,W 15-10,27,34.6,0,0,9,34.6,TE,SmytDu00
571,Brandon Powell,24.1,Sun,5,5,2024-10-06,29-024,MIN,NA,NYJ,W 23-17,6,8.2,0,0,7,24.1,WR,PoweBr00
572,Samaje Perine,4.2,Mon,5,5,2024-10-07,29-021,KAN,NA,NOR,W 26-13,21,25,0,0,1,4.2,RB,PeriSa00
590,Braxton Berrios,34.6,Sun,5,5,2024-10-06,29-000,MIA,@,NWE,W 15-10,15,19.2,0,0,9,34.6,WR,BerrBr00
596,Courtland Sutton,3.3,Sun,5,5,2024-10-06,28-362,DEN,NA,LVR,W 34-18,51,81,0,0,1,3.3,WR,SuttCo00
617,Cedrick Wilson Jr.,41.7,Mon,5,5,2024-10-07,28-322,NOR,@,KAN,L 13-26,12,22.6,0,0,10,41.7,WR,WilsCe01
629,Jody Fortson,12.5,Mon,5,5,2024-10-07,28-305,KAN,NA,NOR,W 26-13,11,13.1,0,0,3,12.5,TE,FortJo01
641,Jeremy McNichols,67.7,Sun,5,5,2024-10-06,28-285,WAS,NA,CLE,W 34-13,15,22.4,0,0,21,67.7,RB,McNiJe00
649,Cody Thompson,9.4,Thu,5,5,2024-10-03,28-266,TAM,@,ATL,L 30-36 (OT),3,5.7,0,0,3,9.4,WR,ThomCo04
676,Trent Sherfield,34.5,Sun,5,5,2024-10-06,28-224,MIN,NA,NYJ,W 23-17,9,12.3,0,0,10,34.5,WR,SherTr00
677,D'Ernest Johnson,14.7,Sun,5,5,2024-10-06,28-222,JAX,NA,IND,W 37-34,13,22.4,0,0,5,14.7,RB,JohnDE04
700,Justin Watson,16.7,Mon,5,5,2024-10-07,28-186,KAN,NA,NOR,W 26-13,59,70.2,0,0,4,16.7,WR,WatsJu01
712,Drew Sample,51.4,Sun,5,5,2024-10-06,28-173,CIN,NA,BAL,L 38-41 (OT),29,43.3,0,0,18,51.4,TE,SampDr00
718,D'Onta Foreman,22.6,Sun,5,5,2024-10-06,28-165,CLE,@,WAS,L 13-34,21,33.9,0,0,7,22.6,RB,ForeDO00
