rk,player,st_percent_3,day,g_number,week,date,age,team,x10,opp,result,off_snp,off_percent,def_snp,def_percent,st_snp,st_percent_18,pos,x9999
61,Michael Burton,62.1,Thu,7,7,2024-10-17,32-259,DEN,@,NOR,W 33-10,11,16.9,0,0,18,62.1,FB,BurtMi00
98,Chris Manhertz,37.5,Sun,7,7,2024-10-20,32-193,NYG,NA,PHI,L 3-28,8,13.8,0,0,12,37.5,TE,ManhCh00
102,Jordan Akins,50,Sun,7,7,2024-10-20,32-184,CLE,NA,CIN,L 14-21,18,21.4,0,0,14,50,TE,AkinJo00
103,Eric Tomlinson,45.5,Mon,6,7,2024-10-21,32-182,LAC,@,ARI,L 15-17,22,33.3,0,0,10,45.5,TE,TomlEr01
143,Chris Conley,58.3,Sun,7,7,2024-10-20,31-361,SFO,NA,KAN,L 18-28,44,69.8,0,0,14,58.3,WR,ConlCh00
168,Nick Vannett,42.9,Sun,6,7,2024-10-20,31-228,TEN,@,BUF,L 10-34,32,43.8,0,0,12,42.9,TE,VannNi00
204,Ameer Abdullah,53.6,Sun,7,7,2024-10-20,31-129,LVR,@,LAR,L 15-20,13,16.5,0,0,15,53.6,RB,AbduAm00
220,C.J. Ham,64.5,Sun,6,7,2024-10-20,31-090,MIN,NA,DET,L 29-31,10,16.7,0,0,20,64.5,FB,HamxC.00
242,Mack Hollins,57.1,Sun,7,7,2024-10-20,31-034,BUF,NA,TEN,W 34-10,41,74.5,1,1.4,16,57.1,WR,HollMa00
243,Geoff Swaim,50,Sun,7,7,2024-10-20,31-034,CLE,NA,CIN,L 14-21,21,25,0,0,14,50,TE,SwaiGe00
244,Mo Alie-Cox,14.8,Sun,7,7,2024-10-20,31-031,IND,NA,MIA,W 16-10,33,53.2,0,0,4,14.8,TE,AlieMo00
298,Robert Tonyan,16.1,Sun,6,7,2024-10-20,30-173,MIN,NA,DET,L 29-31,2,3.3,0,0,5,16.1,TE,TonyRo00
299,Eric Saubert,50,Sun,7,7,2024-10-20,30-172,SFO,NA,KAN,L 18-28,14,22.2,0,0,12,50,TE,SaubEr00
300,Pharaoh Brown,53.8,Sun,7,7,2024-10-20,30-169,SEA,@,ATL,W 34-14,18,30,0,0,14,53.8,TE,BrowPh01
301,Dare Ogunbowale,65.5,Sun,7,7,2024-10-20,30-169,HOU,@,GNB,L 22-24,15,23.4,0,0,19,65.5,RB,OgunDa00
330,Kalif Raymond,32.3,Sun,6,7,2024-10-20,30-073,DET,@,MIN,W 31-29,16,28.1,0,0,10,32.3,WR,RaymKa00
372,Austin Hooper,9.1,Sun,7,7,2024-10-20,29-357,NWE,@,JAX,L 16-32,23,38.3,0,0,2,9.1,TE,HoopAu00
385,Tanner Hudson,75,Sun,7,7,2024-10-20,29-343,CIN,@,CLE,W 21-14,5,9.1,0,0,21,75,TE,HudsTa00
396,Johnny Mundt,35.5,Sun,6,7,2024-10-20,29-332,MIN,NA,DET,L 29-31,40,66.7,0,0,11,35.5,TE,MundJo00
416,Zach Pascal,63.6,Mon,7,7,2024-10-21,29-308,ARI,NA,LAC,W 17-15,2,3.5,0,0,14,63.6,WR,PascZa00
429,KhaDarel Hodge,65.4,Sun,7,7,2024-10-20,29-291,ATL,NA,SEA,L 14-34,18,24.7,0,0,17,65.4,WR,HodgKh00
439,David Moore,23.1,Sun,7,7,2024-10-20,29-279,CAR,@,WAS,L 7-40,14,32.6,0,0,6,23.1,WR,MoorDa03
449,Ross Dwelley,53.8,Sun,7,7,2024-10-20,29-268,ATL,NA,SEA,L 14-34,8,11,0,0,14,53.8,TE,DwelRo00
464,Anthony Firkser,72.4,Sun,7,7,2024-10-20,29-244,NYJ,@,PIT,L 15-37,0,0,0,0,21,72.4,TE,FirkAn00
475,Jamaal Williams,20.7,Thu,7,7,2024-10-17,29-197,NOR,NA,DEN,L 10-33,12,17.1,0,0,6,20.7,RB,WillJa06
492,Austin Ekeler,7.7,Sun,7,7,2024-10-20,29-156,WAS,NA,CAR,W 40-7,28,40.6,0,0,2,7.7,RB,EkelAu00
533,Durham Smythe,51.9,Sun,6,7,2024-10-20,29-072,MIA,@,IND,L 10-16,17,24.6,0,0,14,51.9,TE,SmytDu00
555,Mark Andrews,6.9,Mon,7,7,2024-10-21,29-045,BAL,@,TAM,W 41-31,32,54.2,0,0,2,6.9,TE,AndrMa00
563,Brandon Powell,25.8,Sun,6,7,2024-10-20,29-038,MIN,NA,DET,L 29-31,2,3.3,0,0,8,25.8,WR,PoweBr00
565,Samaje Perine,16.7,Sun,6,7,2024-10-20,29-034,KAN,@,SFO,W 28-18,15,21.4,0,0,4,16.7,RB,PeriSa00
575,Mike Gesicki,3.6,Sun,7,7,2024-10-20,29-017,CIN,@,CLE,W 21-14,17,30.9,0,0,1,3.6,TE,GesiMi00
579,Braxton Berrios,37,Sun,6,7,2024-10-20,29-014,MIA,@,IND,L 10-16,5,7.2,0,0,10,37,WR,BerrBr00
586,Courtland Sutton,3.4,Thu,7,7,2024-10-17,29-007,DEN,@,NOR,W 33-10,56,86.2,0,0,1,3.4,WR,SuttCo00
611,Cedrick Wilson Jr.,34.5,Thu,7,7,2024-10-17,28-332,NOR,NA,DEN,L 10-33,48,68.6,0,0,10,34.5,WR,WilsCe01
620,Jody Fortson,4.2,Sun,6,7,2024-10-20,28-318,KAN,@,SFO,W 28-18,10,14.3,0,0,1,4.2,TE,FortJo01
634,Jeremy McNichols,61.5,Sun,7,7,2024-10-20,28-299,WAS,NA,CAR,W 40-7,17,24.6,0,0,16,61.5,RB,McNiJe00
639,Noah Brown,3.8,Sun,7,7,2024-10-20,28-288,WAS,NA,CAR,W 40-7,42,60.9,0,0,1,3.8,WR,BrowNo00
669,Trent Sherfield,64.5,Sun,6,7,2024-10-20,28-238,MIN,NA,DET,L 29-31,4,6.7,0,0,20,64.5,WR,SherTr00
671,D'Ernest Johnson,9.1,Sun,7,7,2024-10-20,28-236,JAX,NA,NWE,W 32-16,21,34.4,0,0,2,9.1,RB,JohnDE04
691,Justin Watson,12.5,Sun,6,7,2024-10-20,28-199,KAN,@,SFO,W 28-18,51,72.9,0,0,3,12.5,WR,WatsJu01
698,Drew Sample,53.6,Sun,7,7,2024-10-20,28-187,CIN,@,CLE,W 21-14,28,50.9,0,0,15,53.6,TE,SampDr00
706,D'Onta Foreman,14.3,Sun,7,7,2024-10-20,28-179,CLE,NA,CIN,L 14-21,11,13.1,0,0,4,14.3,RB,ForeDO00
726,Andrew Beck,24.1,Sun,7,7,2024-10-20,28-158,GNB,NA,HOU,W 24-22,5,8.6,0,0,7,24.1,FB,BeckAn01
743,Alex Bachman,42.9,Sun,7,7,2024-10-20,28-144,LVR,@,LAR,L 15-20,36,45.6,0,0,12,42.9,WR,BachAl00
757,Craig Reynolds,67.7,Sun,6,7,2024-10-20,28-127,DET,@,MIN,W 31-29,2,3.5,0,0,21,67.7,RB,ReynCr00
771,Alec Ingold,37,Sun,6,7,2024-10-20,28-103,MIA,@,IND,L 10-16,27,39.1,0,0,10,37,FB,IngoAl01
815,Jamycal Hasty,31.8,Sun,7,7,2024-10-20,28-038,NWE,@,JAX,L 16-32,20,33.3,0,0,7,31.8,RB,HastJa02
819,Juwan Johnson,13.8,Thu,7,7,2024-10-17,28-034,NOR,NA,DEN,L 10-33,51,72.9,0,0,4,13.8,TE,JohnJu02
833,Equanimeous St. Brown,27.6,Thu,7,7,2024-10-17,28-017,NOR,NA,DEN,L 10-33,1,1.4,0,0,8,27.6,WR,St.BEq00
842,Ray-Ray McCloud,26.9,Sun,7,7,2024-10-20,28-005,ATL,NA,SEA,L 14-34,64,87.7,0,0,7,26.9,WR,McClRa00
866,Shane Zylstra,48.4,Sun,6,7,2024-10-20,27-339,DET,@,MIN,W 31-29,3,5.3,0,0,15,48.4,TE,ZylsSh00
904,Kristian Wilkerson,21.4,Sun,7,7,2024-10-20,27-284,LVR,@,LAR,L 15-20,18,22.8,0,0,6,21.4,WR,WilkKr00
912,DJ Turner,25,Sun,7,7,2024-10-20,27-276,LVR,@,LAR,L 15-20,75,94.9,0,0,7,25,WR,TurnDJ00
913,Adam Prentice,44.8,Thu,7,7,2024-10-17,27-275,NOR,NA,DEN,L 10-33,13,18.6,0,0,13,44.8,FB,PrenAd00
931,Adam Trautman,10.3,Thu,7,7,2024-10-17,27-255,DEN,@,NOR,W 33-10,40,61.5,0,0,3,10.3,TE,TrauAd00
935,Josiah Deguara,72.7,Sun,7,7,2024-10-20,27-249,JAX,NA,NWE,W 32-16,3,4.9,0,0,16,72.7,TE,DeguJo00
984,Josh Oliver,19.4,Sun,6,7,2024-10-20,27-213,MIN,NA,DET,L 29-31,35,58.3,0,0,6,19.4,TE,OlivJo00
985,Nick Westbrook-Ikhine,67.9,Sun,6,7,2024-10-20,27-213,TEN,@,BUF,L 10-34,34,46.6,0,0,19,67.9,WR,WestNi00
1000,Irvin Charles,62.1,Sun,7,7,2024-10-20,27-190,NYJ,@,PIT,L 15-37,1,1.8,0,0,18,62.1,WR,CharIr00
1026,Thomas Odukoya,67.9,Sun,6,7,2024-10-20,27-168,TEN,@,BUF,L 10-34,0,0,0,0,19,67.9,TE,OdukTh00
1030,Foster Moreau,6.9,Thu,7,7,2024-10-17,27-164,NOR,NA,DEN,L 10-33,42,60,0,0,2,6.9,TE,MoreFo00
1035,Ashton Dulin,85.2,Sun,7,7,2024-10-20,27-158,IND,NA,MIA,W 16-10,15,24.2,0,0,23,85.2,WR,DuliAs00
1090,Olamide Zaccheaus,19.2,Sun,7,7,2024-10-20,27-089,WAS,NA,CAR,W 40-7,29,42,0,0,5,19.2,WR,ZaccOl01
1125,Reggie Gilliam,92.9,Sun,7,7,2024-10-20,27-061,BUF,NA,TEN,W 34-10,0,0,0,0,26,92.9,FB,GillRe00
1157,Ty Johnson,21.4,Sun,7,7,2024-10-20,27-033,BUF,NA,TEN,W 34-10,12,21.8,0,0,6,21.4,RB,JohnTy02
1162,Xavier Smith,50,Sun,6,7,2024-10-20,27-029,LAR,NA,LVR,W 20-15,5,9.1,0,0,14,50,WR,SmitXa00
1172,Jonathan Ward,51.7,Sun,7,7,2024-10-20,27-020,PIT,NA,NYJ,W 37-15,0,0,0,0,15,51.7,RB,WardJo00
1193,Luke Farrell,18.2,Sun,7,7,2024-10-20,27-006,JAX,NA,NWE,W 32-16,31,50.8,0,0,4,18.2,TE,FarrLu00
1198,Charlie Woerner,57.7,Sun,7,7,2024-10-20,27-004,ATL,NA,SEA,L 14-34,11,15.1,0,0,15,57.7,TE,WoerCh00
1201,Trayveon Williams,67.9,Sun,7,7,2024-10-20,27-002,CIN,@,CLE,W 21-14,0,0,0,0,19,67.9,RB,WillTr06
1225,John Bates,42.3,Sun,7,7,2024-10-20,26-349,WAS,NA,CAR,W 40-7,29,42,0,0,11,42.3,TE,BateJo00
1237,Justice Hill,20.7,Mon,7,7,2024-10-21,26-342,BAL,@,TAM,W 41-31,27,45.8,0,0,6,20.7,RB,HillJu00
1272,Feleipe Franks,65.4,Sun,7,7,2024-10-20,26-303,CAR,@,WAS,L 7-40,1,2.3,0,0,17,65.4,TE,FranFe00
1295,Ko Kieft,62.1,Mon,7,7,2024-10-21,26-275,TAM,NA,BAL,L 31-41,6,7.3,0,0,18,62.1,TE,KiefKo00
1302,Jack Stoll,46.9,Sun,6,7,2024-10-20,26-266,PHI,@,NYG,W 28-3,44,66.7,0,0,15,46.9,TE,StolJa00
