Rk,Player,Cmp,Att,Tgt,TD,Fmb,Off%,Day,G#,Week,Date,Age,Team,,Opp,Result,Cmp,Att,Inc,Cmp%,Yds,TD,Int,Pick6,TD%,Int%,Rate,Sk,Yds,Sk%,Y/A,AY/A,ANY/A,Y/C,Succ%,Att,Yds,Y/A,TD,1D,Succ%,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,1D,Succ%,TD,XPM,XPA,XP%,FGM,FGA,FG%,2PM,Sfty,Pts,Fmb,FR,Yds,FRTD,FF,OffSnp,Off%,DefSnp,Def%,STSnp,ST %,Pos.,-9999
1,Aaron Rodgers,22,0,0,0,1,100.0,Sun,10,10,2024-11-10,40-344,NYJ,@,ARI,L 6-31,22,35,13,62.9,151,0,0,0,0.0,0.0,72.4,3,23,7.89,4.3,4.31,3.37,6.9,44.7,0,0,,0,0,,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,1,0,0,0,0,58,100.0,0,0.0,0,0.0,QB,RodgAa00
2,Marcedes Lewis,0,0,0,0,0,23.3,Sun,9,10,2024-11-10,40-175,CHI,,NWE,L 3-19,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,14,23.3,0,0.0,1,3.7,TE,LewiMa00
3,Joe Flacco,26,0,0,0,1,100.0,Sun,10,10,2024-11-10,39-299,IND,,BUF,L 20-30,26,35,9,74.3,272,2,3,1,5.7,8.6,79.7,4,32,10.26,7.8,5.06,3.72,10.5,48.7,0,0,,0,0,,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,1,0,0,0,0,64,100.0,0,0.0,0,0.0,QB,FlacJo00
4,Matthew Stafford,32,1,0,0,2,100.0,Mon,9,10,2024-11-11,36-278,LAR,,MIA,L 15-23,32,46,14,69.6,293,0,1,0,0.0,2.2,77.5,4,36,8.00,6.4,5.39,4.24,9.2,50.0,1,0,0.0,0,0,0.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,2,2,-13,0,0,70,100.0,0,0.0,0,0.0,QB,StafMa00
5,Kirk Cousins,23,0,0,0,2,100.0,Sun,10,10,2024-11-10,36-083,ATL,@,NOR,L 17-20,23,38,15,60.5,306,0,1,0,0.0,2.6,75.1,3,19,7.32,8.1,6.87,5.90,13.3,41.5,0,0,,0,0,,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,2,0,0,0,0,78,100.0,0,0.0,0,0.0,QB,CousKi00
6,Russell Wilson,14,4,0,0,0,100.0,Sun,9,10,2024-11-10,35-347,PIT,@,WAS,W 28-27,14,28,14,50.0,195,3,1,0,10.7,3.6,93.6,3,23,9.68,7.0,7.50,6.03,13.9,38.7,4,3,0.8,0,1,25.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,78,100.0,0,0.0,0,0.0,QB,WilsRu00
7,Travis Kelce,0,0,12,1,0,83.8,Sun,9,10,2024-11-10,35-036,KAN,,DEN,W 16-14,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,12,8,64,8.0,1,66.7,5.3,5,58.3,1,0,0,,0,0,,0,0,6,0,0,0,0,0,57,83.8,0,0.0,0,0.0,TE,KelcTr00
8,Taysom Hill,0,4,2,0,0,43.4,Sun,10,10,2024-11-10,34-079,NOR,,ATL,W 20-17,0,0,0,,0,0,0,0,,,,0,0,,,,,,,4,14,3.5,0,1,50.0,2,2,36,18.0,0,100.0,18.0,1,50.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,23,43.4,0,0.0,8,29.6,TE,HillTa00
9,Zach Ertz,0,0,8,0,0,76.6,Sun,10,10,2024-11-10,34-000,WAS,,PIT,L 27-28,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,8,4,31,7.8,0,50.0,3.9,0,37.5,0,0,0,,0,0,,0,0,0,0,0,0,0,0,49,76.6,0,0.0,0,0.0,TE,ErtzZa00
10,Cordarrelle Patterson,0,3,0,0,0,10.3,Sun,9,10,2024-11-10,33-238,PIT,@,WAS,W 28-27,0,0,0,,0,0,0,0,,,,0,0,,,,,,,3,14,4.7,0,0,33.3,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,8,10.3,0,0.0,6,18.8,RB,PattCo00
