rk,player,st_percent_3,day,g_number,week,date,age,team,x10,opp,result,off_snp,off_percent,def_snp,def_percent,st_snp,st_percent_18,pos,x9999
8,Marcedes Lewis,22.2,Sun,10,11,2024-11-17,40-182,CHI,NA,GNB,L 19-20,12,16.7,0,0,4,22.2,TE,LewiMa00
19,Taysom Hill,44,Sun,11,11,2024-11-17,34-086,NOR,NA,CLE,W 35-14,33,55,0,0,11,44,TE,HillTa00
35,Cordarrelle Patterson,13.8,Sun,10,11,2024-11-17,33-245,PIT,NA,BAL,W 18-16,12,15.4,0,0,4,13.8,RB,PattCo00
51,Michael Burton,65.4,Sun,11,11,2024-11-17,32-290,DEN,NA,ATL,W 38-6,5,8.1,0,0,17,65.4,FB,BurtMi00
86,Raheem Mostert,17.4,Sun,10,11,2024-11-17,32-222,MIA,NA,LVR,W 34-19,10,14.7,0,0,4,17.4,RB,MostRa00
87,Robert Woods,22.2,Mon,11,11,2024-11-18,32-222,HOU,@,DAL,W 34-10,20,31.3,0,0,6,22.2,WR,WoodRo02
92,Jordan Akins,36,Sun,10,11,2024-11-17,32-212,CLE,@,NOR,L 14-35,16,21.9,0,0,9,36,TE,AkinJo00
140,Chris Conley,66.7,Sun,10,11,2024-11-17,32-023,SFO,NA,SEA,L 17-20,3,4.8,0,0,14,66.7,WR,ConlCh00
161,Nick Vannett,30.8,Sun,10,11,2024-11-17,31-256,TEN,NA,MIN,L 13-23,36,61,0,0,8,30.8,TE,VannNi00
169,DeAndre Carter,27.8,Sun,10,11,2024-11-17,31-221,CHI,NA,GNB,L 19-20,3,4.2,0,0,5,27.8,WR,CartDe02
195,Ameer Abdullah,52.2,Sun,10,11,2024-11-17,31-157,LVR,@,MIA,L 19-34,22,33.8,0,0,12,52.2,RB,AbduAm00
207,C.J. Ham,73.1,Sun,10,11,2024-11-17,31-118,MIN,@,TEN,W 23-13,22,30.1,0,0,19,73.1,FB,HamxC.00
231,Geoff Swaim,56,Sun,10,11,2024-11-17,31-062,CLE,@,NOR,L 14-35,10,13.7,0,0,14,56,TE,SwaiGe00
232,Mo Alie-Cox,25.8,Sun,11,11,2024-11-17,31-059,IND,@,NYJ,W 28-27,28,40,0,0,8,25.8,TE,AlieMo00
286,Eric Saubert,47.6,Sun,10,11,2024-11-17,30-200,SFO,NA,SEA,L 17-20,61,96.8,0,0,10,47.6,TE,SaubEr00
287,Dare Ogunbowale,63,Mon,11,11,2024-11-18,30-198,HOU,@,DAL,W 34-10,8,12.5,0,0,17,63,RB,OgunDa00
288,Pharaoh Brown,47.6,Sun,10,11,2024-11-17,30-197,SEA,@,SFO,W 20-17,22,36.7,0,0,10,47.6,TE,BrowPh01
324,Kalif Raymond,26.9,Sun,10,11,2024-11-17,30-101,DET,NA,JAX,W 52-6,25,31.6,0,0,7,26.9,WR,RaymKa00
352,Austin Hooper,18.5,Sun,11,11,2024-11-17,30-019,NWE,NA,LAR,L 22-28,39,51.3,0,0,5,18.5,TE,HoopAu00
355,River Cracraft,4.3,Sun,10,11,2024-11-17,30-016,MIA,NA,LVR,W 34-19,6,8.8,0,0,1,4.3,WR,CracRi00
363,Tanner Hudson,83.8,Sun,11,11,2024-11-17,30-005,CIN,@,LAC,L 27-34,9,11,0,0,31,83.8,TE,HudsTa00
371,Johnny Mundt,30.8,Sun,10,11,2024-11-17,29-360,MIN,@,TEN,W 23-13,19,26,0,0,8,30.8,TE,MundJo00
407,KhaDarel Hodge,53.8,Sun,11,11,2024-11-17,29-319,ATL,@,DEN,L 6-38,26,44.1,0,0,14,53.8,WR,HodgKh00
410,Dallas Goedert,3.7,Thu,10,11,2024-11-14,29-316,PHI,NA,WAS,W 26-18,63,88.7,0,0,1,3.7,TE,GoedDa00
