Rk,Player,Cmp,Att,Tgt,TD,Fmb,Off%,Day,G#,Week,Date,Age,Team,,Opp,Result,Cmp,Att,Inc,Cmp%,Yds,TD,Int,Pick6,TD%,Int%,Rate,Sk,Yds,Sk%,Y/A,AY/A,ANY/A,Y/C,Succ%,Att,Yds,Y/A,TD,1D,Succ%,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,1D,Succ%,TD,XPM,XPA,XP%,FGM,FGA,FG%,2PM,Sfty,Pts,Fmb,FR,Yds,FRTD,FF,OffSnp,Off%,DefSnp,Def%,STSnp,ST %,Pos.,-9999
1,Aaron Rodgers,24,5,0,0,0,100.0,Sun,4,4,2024-09-29,40-302,NYJ,,DEN,L 9-10,24,42,18,57.1,225,0,0,0,0.0,0.0,72.0,5,41,10.64,5.4,5.36,3.91,9.4,31.9,5,26,5.2,0,1,40.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,74,100.0,0,0.0,0,0.0,QB,RodgAa00
2,Marcedes Lewis,0,0,0,0,0,31.7,Sun,4,4,2024-09-29,40-133,CHI,,LAR,W 24-18,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,19,31.7,0,0.0,4,15.4,TE,LewiMa00
3,Joe Flacco,16,2,0,0,0,80.3,Sun,4,4,2024-09-29,39-257,IND,,PIT,W 27-24,16,26,10,61.5,168,2,0,0,7.7,0.0,105.9,2,14,7.14,6.5,8.00,6.93,10.5,42.9,2,3,1.5,0,0,0.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,53,80.3,0,0.0,0,0.0,QB,FlacJo00
4,Josh Johnson,1,0,0,0,0,5.3,Sun,4,4,2024-09-29,38-137,BAL,,BUF,W 35-10,1,1,0,100.0,1,0,0,0,0.0,0.0,79.2,0,0,0.00,1.0,1.00,1.00,1.0,0.0,0,0,,0,0,,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,3,5.3,0,0.0,0,0.0,QB,JohnJo05
5,Andy Dalton,25,3,0,0,0,100.0,Sun,4,4,2024-09-29,36-336,CAR,,CIN,L 24-34,25,40,15,62.5,220,2,1,0,5.0,2.5,83.3,0,0,0.00,5.5,5.38,5.38,8.8,42.5,3,9,3.0,0,1,66.7,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,70,100.0,0,0.0,0,0.0,QB,DaltAn00
6,Matthew Stafford,20,1,0,0,1,100.0,Sun,4,4,2024-09-29,36-235,LAR,@,CHI,L 18-24,20,29,9,69.0,224,0,1,0,0.0,3.4,77.4,3,21,9.38,7.7,6.17,4.94,11.2,46.9,1,-1,-1.0,0,0,0.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,1,0,0,0,0,61,100.0,0,0.0,0,0.0,QB,StafMa00
7,Kirk Cousins,21,0,0,0,1,100.0,Sun,4,4,2024-09-29,36-041,ATL,,NOR,W 26-24,21,35,14,60.0,238,0,1,0,0.0,2.9,68.5,1,11,2.78,6.8,5.51,5.06,11.3,33.3,0,0,,0,0,,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,1,0,0,0,0,56,100.0,0,0.0,0,0.0,QB,CousKi00
8,Travis Kelce,0,0,9,0,0,87.1,Sun,4,4,2024-09-29,34-360,KAN,@,LAC,W 17-10,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,9,7,89,12.7,0,77.8,9.9,2,66.7,0,0,0,,0,0,,0,0,0,0,0,0,0,0,54,87.1,0,0.0,0,0.0,TE,KelcTr00
9,Taysom Hill,0,6,0,2,0,20.3,Sun,4,4,2024-09-29,34-037,NOR,@,ATL,L 24-26,0,0,0,,0,0,0,0,,,,0,0,,,,,,,6,24,4.0,2,4,66.7,0,0,0,,0,,,0,,2,0,0,,0,0,,0,0,12,0,0,0,0,0,15,20.3,0,0.0,2,7.1,TE,HillTa00
10,Geno Smith,38,5,0,0,0,100.0,Mon,4,4,2024-09-30,33-356,SEA,@,DET,L 29-42,38,56,18,67.9,395,1,1,0,1.8,1.8,86.5,3,12,5.08,7.1,6.61,6.07,10.4,52.5,5,38,7.6,0,4,80.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,90,100.0,0,0.0,0,0.0,QB,SmitGe00
11,Zach Ertz,0,0,3,0,0,68.1,Sun,4,4,2024-09-29,33-324,WAS,@,ARI,W 42-14,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,3,3,22,7.3,0,100.0,7.3,1,66.7,0,0,0,,0,0,,1,0,2,0,0,0,0,0,49,68.1,0,0.0,0,0.0,TE,ErtzZa00
12,Cordarrelle Patterson,0,6,2,0,0,12.9,Sun,4,4,2024-09-29,33-196,PIT,@,IND,L 24-27,0,0,0,,0,0,0,0,,,,0,0,,,,,,,6,43,7.2,0,3,83.3,2,2,19,9.5,0,100.0,9.5,1,50.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,9,12.9,0,0.0,3,11.1,RB,PattCo00
13,Derek Carr,28,3,0,0,0,98.6,Sun,4,4,2024-09-29,33-185,NOR,@,ATL,L 24-26,28,36,8,77.8,239,0,1,1,0.0,2.8,82.8,1,4,2.70,6.6,5.39,5.14,8.5,56.8,3,5,1.7,0,0,33.3,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,73,98.6,0,0.0,0,0.0,QB,CarrDe02
14,Kyle Juszczyk,0,0,1,0,0,60.3,Sun,4,4,2024-09-29,33-159,SFO,,NWE,W 30-13,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,1,1,12,12.0,0,100.0,12.0,1,100.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,38,60.3,0,0.0,1,3.8,FB,JuszKy00
15,Michael Burton,0,0,1,0,0,21.3,Sun,4,4,2024-09-29,32-241,DEN,@,NYJ,W 10-9,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,1,1,3,3.0,0,100.0,3.0,0,0.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,13,21.3,0,0.0,18,64.3,FB,BurtMi00
16,Robert Woods,0,0,3,0,0,72.0,Sun,4,4,2024-09-29,32-172,HOU,,JAX,W 24-20,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,3,1,10,10.0,0,33.3,3.3,1,33.3,0,0,0,,0,0,,0,0,0,0,0,0,0,0,54,72.0,0,0.0,7,24.1,WR,WoodRo02
17,Chris Manhertz,0,0,0,0,0,42.0,Thu,4,4,2024-09-26,32-169,NYG,,DAL,L 15-20,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,1,-1,0,0,29,42.0,0,0.0,10,40.0,TE,ManhCh00
18,Jordan Akins,0,0,2,0,0,47.5,Sun,4,4,2024-09-29,32-163,CLE,@,LVR,L 16-20,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,2,1,10,10.0,0,50.0,5.0,1,50.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,28,47.5,0,0.0,8,30.8,TE,AkinJo00
19,Eric Tomlinson,0,0,0,0,0,12.5,Sun,4,4,2024-09-29,32-160,LAC,,KAN,L 10-17,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,7,12.5,0,0.0,13,54.2,TE,TomlEr01
20,Keenan Allen,0,0,3,0,0,68.3,Sun,4,4,2024-09-29,32-155,CHI,,LAR,W 24-18,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,3,3,19,6.3,0,100.0,6.3,1,100.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,41,68.3,0,0.0,0,0.0,WR,AlleKe00
21,DeAndre Hopkins,0,0,4,0,0,32.3,Mon,4,4,2024-09-30,32-116,TEN,@,MIA,W 31-12,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,4,2,31,15.5,0,50.0,7.8,1,50.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,21,32.3,0,0.0,0,0.0,WR,HopkDe00
22,Tyler Lockett,0,0,9,0,0,71.1,Mon,4,4,2024-09-30,32-002,SEA,@,DET,L 29-42,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,9,5,61,12.2,0,55.6,6.8,4,55.6,0,0,0,,0,0,,0,0,0,0,0,0,0,0,64,71.1,0,0.0,0,0.0,WR,LockTy00
23,Chris Conley,0,0,2,0,0,7.9,Sun,4,4,2024-09-29,31-340,SFO,,NWE,W 30-13,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,2,0,0,,0,0.0,0.0,0,0.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,5,7.9,0,0.0,14,53.8,WR,ConlCh00
24,Jacoby Brissett,19,2,0,0,3,100.0,Sun,4,4,2024-09-29,31-293,NWE,@,SFO,L 13-30,19,32,13,59.4,168,1,1,1,3.1,3.1,70.8,6,25,15.79,5.3,4.47,3.11,8.8,31.6,2,3,1.5,0,1,50.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,3,1,0,0,0,64,100.0,0,0.0,0,0.0,QB,BrisJa00
25,Sterling Shepard,0,0,5,0,0,64.9,Sun,4,4,2024-09-29,31-232,TAM,,PHI,W 33-16,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,5,3,51,17.0,0,60.0,10.2,2,40.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,50,64.9,0,0.0,0,0.0,WR,ShepSt00
26,Nick Vannett,0,0,0,0,0,49.2,Mon,4,4,2024-09-30,31-208,TEN,@,MIA,W 31-12,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,32,49.2,0,0.0,17,54.8,TE,VannNi00
27,DeAndre Carter,0,0,0,0,0,0.0,Sun,4,4,2024-09-29,31-172,CHI,,LAR,W 24-18,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0,0.0,7,26.9,WR,CartDe02
28,Nelson Agholor,0,0,3,0,0,50.9,Sun,4,4,2024-09-29,31-128,BAL,,BUF,W 35-10,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,3,2,10,5.0,0,66.7,3.3,1,33.3,0,0,0,,0,0,,0,0,0,0,0,0,0,0,29,50.9,0,0.0,0,0.0,WR,AghoNe00
29,Ameer Abdullah,0,0,0,0,0,0.0,Sun,4,4,2024-09-29,31-108,LVR,,CLE,W 20-16,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0,0.0,16,61.5,RB,AbduAm00
30,Chris Moore,0,0,0,0,0,10.2,Sun,4,4,2024-09-29,31-105,ARI,,WAS,L 14-42,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,6,10.2,0,0.0,0,0.0,WR,MoorCh00
31,C.J. Ham,0,0,0,0,0,25.0,Sun,4,4,2024-09-29,31-069,MIN,@,GNB,W 31-29,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,17,25.0,0,0.0,18,62.1,FB,HamxC.00
32,Dak Prescott,22,2,0,0,0,100.0,Thu,4,4,2024-09-26,31-059,DAL,@,NYG,W 20-15,22,27,5,81.5,221,2,0,0,7.4,0.0,125.5,1,8,3.57,8.2,9.67,9.04,10.0,64.3,2,-1,-0.5,0,0,0.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,56,100.0,0,0.0,0,0.0,QB,PresDa01
33,Mike Evans,0,0,14,1,0,76.6,Sun,4,4,2024-09-29,31-039,TAM,,PHI,W 33-16,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,14,8,94,11.8,1,57.1,6.7,6,57.1,1,0,0,,0,0,,0,0,6,0,0,0,0,0,59,76.6,0,0.0,0,0.0,WR,EvanMi00
34,Hayden Hurst,0,0,3,0,0,62.5,Sun,4,4,2024-09-29,31-036,LAC,,KAN,L 10-17,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,3,1,6,6.0,0,33.3,2.0,0,0.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,35,62.5,0,0.0,0,0.0,TE,HursHa00
35,Mack Hollins,0,0,6,0,0,61.0,Sun,4,4,2024-09-29,31-013,BUF,@,BAL,L 10-35,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,6,1,5,5.0,0,16.7,0.8,0,0.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,36,61.0,0,0.0,11,40.7,WR,HollMa00
36,Geoff Swaim,0,0,0,0,0,40.7,Sun,4,4,2024-09-29,31-013,CLE,@,LVR,L 16-20,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,24,40.7,0,0.0,6,23.1,TE,SwaiGe00
37,Mo Alie-Cox,0,0,0,0,0,47.0,Sun,4,4,2024-09-29,31-010,IND,,PIT,W 27-24,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,31,47.0,0,0.0,9,33.3,TE,AlieMo00
38,Brandin Cooks,0,0,4,0,0,82.1,Thu,4,4,2024-09-26,31-001,DAL,@,NYG,W 20-15,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,4,1,16,16.0,0,25.0,4.0,1,25.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,46,82.1,0,0.0,0,0.0,WR,CookBr00
39,George Kittle,0,0,4,1,0,93.7,Sun,4,4,2024-09-29,30-356,SFO,,NWE,W 30-13,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,4,4,45,11.3,1,100.0,11.3,3,100.0,1,0,0,,0,0,,0,0,6,0,0,0,0,0,59,93.7,0,0.0,0,0.0,TE,KittGe00
40,Tim Patrick,0,0,2,0,0,39.6,Mon,4,4,2024-09-30,30-312,DET,,SEA,W 42-29,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,2,2,52,26.0,0,100.0,26.0,2,100.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,21,39.6,0,0.0,0,0.0,WR,PatrTi00
41,Stefon Diggs,0,1,9,1,0,82.7,Sun,4,4,2024-09-29,30-305,HOU,,JAX,W 24-20,0,0,0,,0,0,0,0,,,,0,0,,,,,,,1,6,6.0,1,1,100.0,9,5,69,13.8,0,55.6,7.7,4,55.6,1,0,0,,0,0,,0,0,6,0,0,0,0,0,62,82.7,0,0.0,0,0.0,WR,DiggSt00
42,Derrick Henry,0,24,3,2,1,64.9,Sun,4,4,2024-09-29,30-269,BAL,,BUF,W 35-10,0,0,0,,0,0,0,0,,,,0,0,,,,,,,24,199,8.3,1,8,50.0,3,3,10,3.3,1,100.0,3.3,1,33.3,2,0,0,,0,0,,0,0,12,1,0,0,0,0,37,64.9,0,0.0,0,0.0,RB,HenrDe00
43,Tyreek Hill,0,3,7,0,0,73.3,Mon,4,4,2024-09-30,30-213,MIA,,TEN,L 12-31,0,0,0,,0,0,0,0,,,,0,0,,,,,,,3,19,6.3,0,1,33.3,7,4,23,5.8,0,57.1,3.3,1,14.3,0,0,0,,0,0,,0,0,0,0,0,0,0,0,44,73.3,0,0.0,0,0.0,WR,HillTy00
44,Robert Tonyan,0,0,0,0,0,10.3,Sun,4,4,2024-09-29,30-152,MIN,@,GNB,W 31-29,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,7,10.3,0,0.0,10,34.5,TE,TonyRo00
45,Eric Saubert,0,0,0,0,0,28.6,Sun,4,4,2024-09-29,30-151,SFO,,NWE,W 30-13,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,18,28.6,0,0.0,20,76.9,TE,SaubEr00
46,Pharaoh Brown,0,0,2,0,0,31.1,Mon,4,4,2024-09-30,30-149,SEA,@,DET,L 29-42,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,2,1,3,3.0,0,50.0,1.5,0,0.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,28,31.1,0,0.0,14,48.3,TE,BrowPh01
47,Dare Ogunbowale,0,2,4,1,0,38.7,Sun,4,4,2024-09-29,30-148,HOU,,JAX,W 24-20,0,0,0,,0,0,0,0,,,,0,0,,,,,,,2,7,3.5,0,0,50.0,4,4,47,11.8,1,100.0,11.8,3,100.0,1,0,0,,0,0,,0,0,6,0,0,0,0,0,29,38.7,0,0.0,15,51.7,RB,OgunDa00
48,Patrick Ricard,0,0,0,1,0,61.4,Sun,4,4,2024-09-29,30-125,BAL,,BUF,W 35-10,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,0,0,0,,0,,,0,,1,0,0,,0,0,,0,0,6,0,1,0,1,0,35,61.4,0,0.0,0,0.0,FB,RicaPa00
49,Amari Cooper,0,0,8,0,0,93.2,Sun,4,4,2024-09-29,30-104,CLE,@,LVR,L 16-20,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,8,4,35,8.8,0,50.0,4.4,2,37.5,0,0,0,,0,0,,0,0,0,0,0,0,0,0,55,93.2,0,0.0,0,0.0,WR,CoopAm00
50,Gerald Everett,0,0,0,0,0,33.3,Sun,4,4,2024-09-29,30-096,CHI,,LAR,W 24-18,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,20,33.3,0,0.0,0,0.0,TE,EverGe00
51,Kalif Raymond,0,0,1,0,0,11.3,Mon,4,4,2024-09-30,30-053,DET,,SEA,W 42-29,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,1,1,9,9.0,0,100.0,9.0,0,100.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,6,11.3,0,0.0,8,27.6,WR,RaymKa00
52,Mitchell Trubisky,1,0,0,0,0,13.6,Sun,4,4,2024-09-29,30-040,BUF,@,BAL,L 10-35,1,2,1,50.0,2,0,0,0,0.0,0.0,56.2,0,0,0.00,1.0,1.00,1.00,2.0,0.0,0,0,,0,0,,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,8,13.6,0,0.0,0,0.0,QB,TrubMi00
53,Demarcus Robinson,0,0,3,0,0,85.2,Sun,4,4,2024-09-29,30-008,LAR,@,CHI,L 18-24,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,3,2,37,18.5,0,66.7,12.3,2,66.7,0,0,0,,0,0,,0,0,0,0,0,0,0,0,52,85.2,0,0.0,0,0.0,WR,RobiDe01
54,Mike Williams,0,0,5,0,0,58.1,Sun,4,4,2024-09-29,29-361,NYJ,,DEN,L 9-10,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,5,4,67,16.8,0,80.0,13.4,3,60.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,43,58.1,0,0.0,0,0.0,WR,WillMi07
