rk,player,st_percent_3,day,g_number,week,date,age,team,x10,opp,result,off_snp,off_percent,def_snp,def_percent,st_snp,st_percent_18,pos,x9999
256,Geoff Swaim,30.8,Sun,3,3,2024-09-22,31-006,CLE,NA,NYG,L 15-21,11,16.4,0,0,8,30.8,TE,SwaiGe00
257,Mo Alie-Cox,21.7,Sun,3,3,2024-09-22,31-003,IND,NA,CHI,W 21-16,31,55.4,0,0,5,21.7,TE,AlieMo00
315,Robert Tonyan,50,Sun,3,3,2024-09-22,30-145,MIN,NA,HOU,W 34-7,3,4.8,0,0,13,50,TE,TonyRo00
316,Eric Saubert,22.2,Sun,3,3,2024-09-22,30-144,SFO,@,LAR,L 24-27,61,85.9,0,0,6,22.2,TE,SaubEr00
317,Dare Ogunbowale,38.5,Sun,3,3,2024-09-22,30-141,HOU,@,MIN,L 7-34,28,41.8,0,0,10,38.5,RB,OgunDa00
338,Kalif Raymond,34.8,Sun,3,3,2024-09-22,30-045,DET,@,ARI,W 20-13,5,7.4,0,0,8,34.8,WR,RaymKa00
401,Austin Hooper,4.8,Thu,3,3,2024-09-19,29-326,NWE,@,NYJ,L 3-24,30,57.7,0,0,1,4.8,TE,HoopAu00
419,Johnny Mundt,3.8,Sun,3,3,2024-09-22,29-304,MIN,NA,HOU,W 34-7,51,81,0,0,1,3.8,TE,MundJo00
438,Jakob Johnson,69.2,Sun,3,3,2024-09-22,29-282,NYG,@,CLE,W 21-15,2,2.8,0,0,18,69.2,FB,JohnJa12
440,Zach Pascal,69.6,Sun,3,3,2024-09-22,29-279,ARI,NA,DET,L 13-20,1,1.7,0,0,16,69.6,WR,PascZa00
453,KhaDarel Hodge,62.5,Sun,3,3,2024-09-22,29-263,ATL,NA,KAN,L 17-22,2,3.3,0,0,15,62.5,WR,HodgKh00
460,David Moore,36.7,Sun,3,3,2024-09-22,29-251,CAR,@,LVR,W 36-22,19,25.7,0,0,11,36.7,WR,MoorDa03
466,Ross Dwelley,33.3,Sun,3,3,2024-09-22,29-240,ATL,NA,KAN,L 17-22,3,4.9,0,0,8,33.3,TE,DwelRo00
485,Jamaal Williams,41.2,Sun,3,3,2024-09-22,29-172,NOR,NA,PHI,L 12-15,10,17.9,0,0,7,41.2,RB,WillJa06
500,Austin Ekeler,15.4,Mon,3,3,2024-09-23,29-129,WAS,@,CIN,W 38-33,13,22,0,0,4,15.4,RB,EkelAu00
505,Parker Hesse,47.8,Sun,3,3,2024-09-22,29-119,DET,@,ARI,W 20-13,13,19.1,0,0,11,47.8,TE,HessPa00
524,Mike Boone,50,Sun,3,3,2024-09-22,29-084,CAR,@,LVR,W 36-22,0,0,0,0,15,50,RB,BoonMi00
549,Tyler Conklin,23.8,Thu,3,3,2024-09-19,29-051,NYJ,NA,NWE,W 24-3,67,91.8,0,0,5,23.8,TE,ConkTy00
556,Durham Smythe,18.5,Sun,3,3,2024-09-22,29-044,MIA,@,SEA,L 3-24,18,29.5,0,0,5,18.5,TE,SmytDu00
578,Mark Andrews,7.1,Sun,3,3,2024-09-22,29-016,BAL,@,DAL,W 28-25,21,33.3,0,0,2,7.1,TE,AndrMa00
584,Brandon Powell,15.4,Sun,3,3,2024-09-22,29-010,MIN,NA,HOU,W 34-7,27,42.9,0,0,4,15.4,WR,PoweBr00
585,Terry McLaurin,3.8,Mon,3,3,2024-09-23,29-008,WAS,@,CIN,W 38-33,50,84.7,0,0,1,3.8,WR,McLaTe00
587,Samaje Perine,12.5,Sun,3,3,2024-09-22,29-006,KAN,@,ATL,W 22-17,28,37.8,0,0,3,12.5,RB,PeriSa00
599,Braxton Berrios,37,Sun,3,3,2024-09-22,28-352,MIA,@,SEA,L 3-24,17,27.9,0,0,10,37,WR,BerrBr00
625,Jeff Wilson,29.6,Sun,3,3,2024-09-22,28-311,MIA,@,SEA,L 3-24,14,23,0,0,8,29.6,RB,WilsJe01
627,Cedrick Wilson Jr.,29.4,Sun,3,3,2024-09-22,28-307,NOR,NA,PHI,L 12-15,25,44.6,0,0,5,29.4,WR,WilsCe01
646,Jeremy McNichols,50,Mon,3,3,2024-09-23,28-272,WAS,@,CIN,W 38-33,8,13.6,0,0,13,50,RB,McNiJe00
683,Trent Sherfield,23.1,Sun,3,3,2024-09-22,28-210,MIN,NA,HOU,W 34-7,15,23.8,0,0,6,23.1,WR,SherTr00
684,D'Ernest Johnson,44,Mon,3,3,2024-09-23,28-209,JAX,@,BUF,L 10-47,12,16.9,0,0,11,44,RB,JohnDE04
713,Justin Watson,8.3,Sun,3,3,2024-09-22,28-171,KAN,@,ATL,W 22-17,29,39.2,0,0,2,8.3,WR,WatsJu01
723,Drew Sample,50,Mon,3,3,2024-09-23,28-160,CIN,NA,WAS,L 33-38,25,40.3,0,0,13,50,TE,SampDr00
737,D'Onta Foreman,15.4,Sun,3,3,2024-09-22,28-151,CLE,NA,NYG,L 15-21,11,16.4,0,0,4,15.4,RB,ForeDO00
774,Craig Reynolds,60.9,Sun,3,3,2024-09-22,28-099,DET,@,ARI,W 20-13,2,2.9,0,0,14,60.9,RB,ReynCr00
790,Alec Ingold,48.1,Sun,3,3,2024-09-22,28-075,MIA,@,SEA,L 3-24,26,42.6,0,0,13,48.1,FB,IngoAl01
806,KaVontae Turpin,35.7,Sun,3,3,2024-09-22,28-051,DAL,NA,BAL,L 25-28,18,22.5,0,0,10,35.7,WR,TurpKa00
838,Juwan Johnson,29.4,Sun,3,3,2024-09-22,28-009,NOR,NA,PHI,L 12-15,28,50,0,0,5,29.4,TE,JohnJu02
841,Jamycal Hasty,38.1,Thu,3,3,2024-09-19,28-007,NWE,@,NYJ,L 3-24,9,17.3,0,0,8,38.1,RB,HastJa02
848,James Proche,26.9,Sun,3,3,2024-09-22,28-001,CLE,NA,NYG,L 15-21,1,1.5,0,0,7,26.9,WR,ProcJa00
863,Ray-Ray McCloud,25,Sun,3,3,2024-09-22,27-343,ATL,NA,KAN,L 17-22,58,95.1,0,0,6,25,WR,McClRa00
934,Adam Prentice,41.2,Sun,3,3,2024-09-22,27-250,NOR,NA,PHI,L 12-15,22,39.3,0,0,7,41.2,FB,PrenAd00
936,DJ Turner,86.7,Sun,3,3,2024-09-22,27-248,LVR,NA,CAR,L 22-36,8,12.5,0,0,26,86.7,WR,TurnDJ00
938,Nikola Kalinic,51.9,Sun,3,3,2024-09-22,27-245,LAR,NA,SFO,W 27-24,0,0,0,0,14,51.9,TE,KaliNi00
960,Adam Trautman,9.1,Sun,3,3,2024-09-22,27-230,DEN,@,TAM,W 26-7,46,67.6,0,0,2,9.1,TE,TrauAd00
970,Josiah Deguara,56,Mon,3,3,2024-09-23,27-222,JAX,@,BUF,L 10-47,11,15.5,0,0,14,56,TE,DeguJo00
973,Myles Gaskin,26.9,Sun,3,3,2024-09-22,27-220,MIN,NA,HOU,W 34-7,0,0,0,0,7,26.9,RB,GaskMy00
1001,Britain Covey,11.8,Sun,3,3,2024-09-22,27-188,PHI,@,NOR,W 15-12,7,9.7,0,0,2,11.8,WR,CoveBr00
1005,Josh Oliver,30.8,Sun,3,3,2024-09-22,27-185,MIN,NA,HOU,W 34-7,31,49.2,0,0,8,30.8,TE,OlivJo00
1006,Nick Westbrook-Ikhine,67.9,Sun,3,3,2024-09-22,27-185,TEN,NA,GNB,L 14-30,13,24.1,0,0,19,67.9,WR,WestNi00
1008,D'Wayne Eskridge,7.4,Sun,3,3,2024-09-22,27-183,MIA,@,SEA,L 3-24,8,13.1,0,0,2,7.4,WR,EskrDW00
1018,Steven Sims,42.3,Sun,3,3,2024-09-22,27-175,HOU,@,MIN,L 7-34,0,0,0,0,11,42.3,WR,SimsSt00
1034,Irvin Charles,66.7,Thu,3,3,2024-09-19,27-159,NYJ,NA,NWE,W 24-3,0,0,0,0,14,66.7,WR,CharIr00
1047,Miles Sanders,3.3,Sun,3,3,2024-09-22,27-144,CAR,@,LVR,W 36-22,31,41.9,0,0,1,3.3,RB,SandMi01
1049,Foster Moreau,11.8,Sun,3,3,2024-09-22,27-139,NOR,NA,PHI,L 12-15,40,71.4,0,0,2,11.8,TE,MoreFo00
1058,Ashton Dulin,73.9,Sun,3,3,2024-09-22,27-130,IND,NA,CHI,W 21-16,14,25,0,0,17,73.9,WR,DuliAs00
1124,Olamide Zaccheaus,15.4,Mon,3,3,2024-09-23,27-062,WAS,@,CIN,W 38-33,5,8.5,0,0,4,15.4,WR,ZaccOl01
1138,Scott Miller,3.8,Sun,3,3,2024-09-22,27-053,PIT,NA,LAC,W 20-10,38,55.9,0,0,1,3.8,WR,MillSc01
1156,Reggie Gilliam,92,Mon,3,3,2024-09-23,27-034,BUF,NA,JAX,W 47-10,7,10.9,0,0,23,92,FB,GillRe00
1186,Devin Duvernay,40,Mon,3,3,2024-09-23,27-011,JAX,@,BUF,L 10-47,11,15.5,0,0,10,40,WR,DuveDe00
1194,Ty Johnson,16,Mon,3,3,2024-09-23,27-006,BUF,NA,JAX,W 47-10,18,28.1,0,0,4,16,RB,JohnTy02
1202,Xavier Smith,25.9,Sun,3,3,2024-09-22,27-001,LAR,NA,SFO,W 27-24,0,0,0,0,7,25.9,WR,SmitXa00
1205,Collin Johnson,56.5,Sun,3,3,2024-09-22,26-365,CHI,@,IND,L 16-21,2,2.2,0,0,13,56.5,WR,JohnCo01
1231,Luke Farrell,44,Mon,3,3,2024-09-23,26-345,JAX,@,BUF,L 10-47,27,38,0,0,11,44,TE,FarrLu00
1238,Charlie Woerner,41.7,Sun,3,3,2024-09-22,26-342,ATL,NA,KAN,L 17-22,19,31.1,0,0,10,41.7,TE,WoerCh00
1239,Trayveon Williams,53.8,Mon,3,3,2024-09-23,26-341,CIN,NA,WAS,L 33-38,0,0,0,0,14,53.8,RB,WillTr06
1259,John Bates,50,Mon,3,3,2024-09-23,26-322,WAS,@,CIN,W 38-33,33,55.9,0,0,13,50,TE,BateJo00
1260,Simi Fehoko,19.2,Sun,3,3,2024-09-22,26-322,LAC,@,PIT,L 10-20,33,71.7,0,0,5,19.2,WR,FehoSi00
1267,Justice Hill,17.9,Sun,3,3,2024-09-22,26-313,BAL,@,DAL,W 28-25,26,41.3,0,0,5,17.9,RB,HillJu00
1281,Deonte Harty,35.7,Sun,3,3,2024-09-22,26-293,BAL,@,DAL,W 28-25,0,0,0,0,10,35.7,WR,HarrDe07
1294,Feleipe Franks,73.3,Sun,3,3,2024-09-22,26-275,CAR,@,LVR,W 36-22,2,2.7,0,0,22,73.3,TE,FranFe00
1305,J.J. Taylor,11.5,Sun,3,3,2024-09-22,26-262,HOU,@,MIN,L 7-34,10,14.9,0,0,3,11.5,RB,TaylJJ01
1317,Ko Kieft,68.2,Sun,3,3,2024-09-22,26-246,TAM,NA,DEN,L 7-26,1,1.8,0,0,15,68.2,TE,KiefKo00
1327,Jack Stoll,35.3,Sun,3,3,2024-09-22,26-238,PHI,@,NOR,W 15-12,13,18.1,0,0,6,35.3,TE,StolJa00
1369,Trishton Jackson,3.8,Sun,3,3,2024-09-22,26-197,MIN,NA,HOU,W 34-7,5,7.9,0,0,1,3.8,WR,JackTr02
1376,Mecole Hardman,29.2,Sun,3,3,2024-09-22,26-194,KAN,@,ATL,W 22-17,3,4.1,0,0,7,29.2,WR,HardMe00
1384,Tanner Conner,74.1,Sun,3,3,2024-09-22,26-186,MIA,@,SEA,L 3-24,8,13.1,0,0,20,74.1,TE,ConnTa00
1395,Kylen Granson,47.8,Sun,3,3,2024-09-22,26-179,IND,NA,CHI,W 21-16,27,48.2,0,0,11,47.8,TE,GranKy00
1415,Rodney Williams,73.1,Sun,3,3,2024-09-22,26-167,PIT,NA,LAC,W 20-10,2,2.9,0,0,19,73.1,TE,WillRo08
1438,Khalil Herbert,56.5,Sun,3,3,2024-09-22,26-154,CHI,@,IND,L 16-21,9,10,0,0,13,56.5,RB,HerbKh00
1443,Harrison Bryant,43.3,Sun,3,3,2024-09-22,26-152,LVR,NA,CAR,L 22-36,3,4.7,0,0,13,43.3,TE,BryaHa00
1454,Patrick Taylor,22.2,Sun,3,3,2024-09-22,26-146,SFO,@,LAR,L 24-27,0,0,0,0,6,22.2,RB,TaylPa01
1475,Ty Chandler,11.5,Sun,3,3,2024-09-22,26-133,MIN,NA,HOU,W 34-7,22,34.9,0,0,3,11.5,RB,ChanTy01
1481,Tim Jones,60,Mon,3,3,2024-09-23,26-130,JAX,@,BUF,L 10-47,6,8.5,0,0,15,60,WR,JoneTi00
1507,Greg Dortch,21.7,Sun,3,3,2024-09-22,26-116,ARI,NA,DET,L 13-20,39,66.1,0,0,5,21.7,WR,DortGr01
1554,Antonio Gibson,23.8,Thu,3,3,2024-09-19,26-088,NWE,@,NYJ,L 3-24,19,36.5,0,0,5,23.8,RB,GibsAn00
1581,Avery Williams,87.5,Sun,3,3,2024-09-22,26-069,ATL,NA,KAN,L 17-22,0,0,0,0,21,87.5,RB,WillAv02
1604,Andrew Ogletree,52.2,Sun,3,3,2024-09-22,26-056,IND,NA,CHI,W 21-16,20,35.7,0,0,12,52.2,TE,OgleAn00
1615,Jake Bobo,74.1,Sun,3,3,2024-09-22,26-049,SEA,NA,MIA,W 24-3,19,29.7,0,0,20,74.1,WR,BoboJa00
1647,Hunter Long,51.9,Sun,3,3,2024-09-22,26-034,LAR,NA,SFO,W 27-24,26,44.8,0,0,14,51.9,TE,LongHu00
1665,Brady Russell,74.1,Sun,3,3,2024-09-22,26-022,SEA,NA,MIA,W 24-3,3,4.7,0,0,20,74.1,TE,RussBr00
1666,Rashid Shaheed,29.4,Sun,3,3,2024-09-22,26-022,NOR,NA,PHI,L 12-15,42,75,0,0,5,29.4,WR,ShahRa00
1692,DeeJay Dallas,69.6,Sun,3,3,2024-09-22,26-006,ARI,NA,DET,L 13-20,0,0,0,0,16,69.6,RB,DallDe00
1717,Luke Schoonmaker,25,Sun,3,3,2024-09-22,25-360,DAL,NA,BAL,L 25-28,25,31.3,0,0,7,25,TE,SchoLu00
1727,Stone Smartt,61.5,Sun,3,3,2024-09-22,25-354,LAC,@,PIT,L 10-20,0,0,0,0,16,61.5,TE,SmarSt00
1730,Laviska Shenault Jr.,55.6,Sun,3,3,2024-09-22,25-353,SEA,NA,MIA,W 24-3,9,14.1,0,0,15,55.6,WR,ShenLa00
1771,Pat Freiermuth,19.2,Sun,3,3,2024-09-22,25-333,PIT,NA,LAC,W 20-10,55,80.9,0,0,5,19.2,TE,FreiPa00
1785,Jaylen Warren,11.5,Sun,3,3,2024-09-22,25-326,PIT,NA,LAC,W 20-10,23,33.8,0,0,3,11.5,RB,WarrJa01
1829,Brock Wright,13,Sun,3,3,2024-09-22,25-300,DET,@,ARI,W 20-13,47,69.1,0,0,3,13,TE,WrigBr01
1838,Grant Calcaterra,23.5,Sun,3,3,2024-09-22,25-293,PHI,@,NOR,W 15-12,27,37.5,0,0,4,23.5,TE,CalcGr00
1913,Emari Demercado,17.4,Sun,3,3,2024-09-22,25-246,ARI,NA,DET,L 13-20,12,20.3,0,0,4,17.4,RB,DemeEm00
1916,Quintin Morris,92,Mon,3,3,2024-09-23,25-246,BUF,NA,JAX,W 47-10,9,14.1,0,0,23,92,TE,MorrQu00
1920,Connor Heyward,73.1,Sun,3,3,2024-09-22,25-244,PIT,NA,LAC,W 20-10,11,16.2,0,0,19,73.1,TE,HeywCo00
1934,Ronnie Rivers,51.9,Sun,3,3,2024-09-22,25-235,LAR,NA,SFO,W 27-24,6,10.3,0,0,14,51.9,RB,RiveRo01
1949,Charlie Kolar,89.3,Sun,3,3,2024-09-22,25-225,BAL,@,DAL,W 28-25,26,41.3,0,0,25,89.3,TE,KolaCh00
1974,Jalen Tolbert,14.3,Sun,3,3,2024-09-22,25-208,DAL,NA,BAL,L 25-28,60,75,0,0,4,14.3,WR,TolbJa00
1975,Gary Brightwell,42.3,Sun,3,3,2024-09-22,25-207,CLE,NA,NYG,L 15-21,0,0,0,0,11,42.3,RB,BrigGa00
1990,Cole Kmet,13,Sun,3,3,2024-09-22,25-196,CHI,@,IND,L 16-21,73,81.1,0,0,3,13,TE,KmetCo00
1997,Kenneth Gainwell,29.4,Sun,3,3,2024-09-22,25-192,PHI,@,NOR,W 15-12,14,19.4,0,0,5,29.4,RB,GainKe00
2015,Calvin Austin III,30.8,Sun,3,3,2024-09-22,25-182,PIT,NA,LAC,W 20-10,37,54.4,0,0,8,30.8,WR,AustCa00
2062,Noah Gray,58.3,Sun,3,3,2024-09-22,25-145,KAN,@,ATL,W 22-17,37,50,0,0,14,58.3,TE,GrayNo00
2082,Tylan Wallace,57.1,Sun,3,3,2024-09-22,25-132,BAL,@,DAL,W 28-25,14,22.2,0,0,16,57.1,WR,WallTy00
2087,Bo Melton,21.4,Sun,3,3,2024-09-22,25-127,GNB,@,TEN,W 30-14,17,27,0,0,6,21.4,WR,MeltBo00
2113,Dareke Young,66.7,Sun,3,3,2024-09-22,25-110,SEA,NA,MIA,W 24-3,4,6.3,0,0,18,66.7,WR,YounDa02
2114,Raheem Blackshear,43.3,Sun,3,3,2024-09-22,25-109,CAR,@,LVR,W 36-22,2,2.7,0,0,13,43.3,RB,BlacRa00
2127,Jordan Mims,23.5,Sun,3,3,2024-09-22,25-098,NOR,NA,PHI,L 12-15,1,1.8,0,0,4,23.5,RB,MimsJo00
2151,Jake Tonges,48.1,Sun,3,3,2024-09-22,25-076,SFO,@,LAR,L 24-27,16,22.5,0,0,13,48.1,TE,TongJa00
2152,Nate Adkins,63.6,Sun,3,3,2024-09-22,25-075,DEN,@,TAM,W 26-7,25,36.8,0,0,14,63.6,TE,AdkiNa00
2220,Ihmir Smith-Marsette,23.1,Sun,3,3,2024-09-22,25-024,NYG,@,CLE,W 21-15,0,0,0,0,6,23.1,WR,SmitIh00
2235,Chigoziem Okonkwo,32.1,Sun,3,3,2024-09-22,25-014,TEN,NA,GNB,L 14-30,30,55.6,0,0,9,32.1,TE,OkonCh00
2236,Josh Whyle,25,Sun,3,3,2024-09-22,25-014,TEN,NA,GNB,L 14-30,25,46.3,0,0,7,25,TE,WhylJo01
2304,Andrei Iosivas,3.8,Mon,3,3,2024-09-23,24-344,CIN,NA,WAS,L 33-38,48,77.4,0,0,1,3.8,WR,IosiAn00
2308,Brenden Bates,9.5,Thu,3,3,2024-09-19,24-338,NYJ,NA,NWE,W 24-3,11,15.1,0,0,2,9.5,TE,BateBr00
2317,Keaontay Ingram,20.8,Sun,3,3,2024-09-22,24-332,KAN,@,ATL,W 22-17,0,0,0,0,5,20.8,RB,IngrKe01
2321,Dyami Brown,23.1,Mon,3,3,2024-09-23,24-327,WAS,@,CIN,W 38-33,13,22,0,0,6,23.1,WR,BrowDy00
2327,Eric Gray,30.8,Sun,3,3,2024-09-22,24-323,NYG,@,CLE,W 21-15,3,4.2,0,0,8,30.8,RB,GrayEr01
2343,Brayden Willis,59.3,Sun,3,3,2024-09-22,24-316,SFO,@,LAR,L 24-27,4,5.6,0,0,16,59.3,TE,WillBr06
2351,British Brooks,65.4,Sun,3,3,2024-09-22,24-309,HOU,@,MIN,L 7-34,3,4.5,0,0,17,65.4,RB,BrooBr01
2362,Trey McBride,8.7,Sun,3,3,2024-09-22,24-305,ARI,NA,DET,L 13-20,50,84.7,0,0,2,8.7,TE,McBrTr01
2365,Tyrone Tracy Jr.,11.5,Sun,3,3,2024-09-22,24-304,NYG,@,CLE,W 21-15,22,30.6,0,0,3,11.5,RB,TracTy00
2371,Hassan Haskins,73.1,Sun,3,3,2024-09-22,24-301,LAC,@,PIT,L 10-20,0,0,0,0,19,73.1,RB,HaskHa00
2437,Brevyn Spann-Ford,32.1,Sun,3,3,2024-09-22,24-270,DAL,NA,BAL,L 25-28,9,11.3,0,0,9,32.1,TE,SpanBr00
2468,Chris Brooks,10.7,Sun,3,3,2024-09-22,24-255,GNB,@,TEN,W 30-14,4,6.3,0,0,3,10.7,RB,BrooCh00
2558,Hunter Luepke,60.7,Sun,3,3,2024-09-22,24-207,DAL,NA,BAL,L 25-28,30,37.5,0,0,17,60.7,RB,LuepHu00
2564,Malik Heath,14.3,Sun,3,3,2024-09-22,24-203,GNB,@,TEN,W 30-14,11,17.5,0,0,4,14.3,WR,HeatMa00
2566,Kenny McIntosh,37,Sun,3,3,2024-09-22,24-203,SEA,NA,MIA,W 24-3,10,15.6,0,0,10,37,RB,McInKe00
2583,Bryce Ford-Wheaton,76.9,Sun,3,3,2024-09-22,24-197,NYG,@,CLE,W 21-15,0,0,0,0,20,76.9,WR,FordBr00
2612,Chase Brown,53.8,Mon,3,3,2024-09-23,24-186,CIN,NA,WAS,L 33-38,15,24.2,0,0,14,53.8,RB,BrowCh10
2619,Blake Whiteheart,23.1,Sun,3,3,2024-09-22,24-184,CLE,NA,NYG,L 15-21,18,26.9,0,0,6,23.1,TE,WhitBl01
2623,Chris Collier,3.6,Sun,3,3,2024-09-22,24-182,BAL,@,DAL,W 28-25,0,0,0,0,1,3.6,RB,CollCh01
2665,Tyler Allgeier,25,Sun,3,3,2024-09-22,24-160,ATL,NA,KAN,L 17-22,13,21.3,0,0,6,25,RB,AllgTy00
2670,Isaiah Likely,7.1,Sun,3,3,2024-09-22,24-157,BAL,@,DAL,W 28-25,39,61.9,0,0,2,7.1,TE,LikeIs00
2690,Jayden Reed,14.3,Sun,3,3,2024-09-22,24-147,GNB,@,TEN,W 30-14,36,57.1,0,0,4,14.3,WR,ReedJa03
2704,Jalen Brooks,89.3,Sun,3,3,2024-09-22,24-138,DAL,NA,BAL,L 25-28,13,16.3,0,0,25,89.3,WR,BrooJa03
2718,Jha'Quan Jackson,42.9,Sun,3,3,2024-09-22,24-130,TEN,NA,GNB,L 14-30,0,0,0,0,12,42.9,WR,JackJh00
2721,Ben Sims,10.7,Sun,3,3,2024-09-22,24-129,GNB,@,TEN,W 30-14,2,3.2,0,0,3,10.7,TE,SimsBe00
2743,Xavier Hutchinson,30.8,Sun,3,3,2024-09-22,24-113,HOU,@,MIN,L 7-34,12,17.9,0,0,8,30.8,WR,HutcXa00
2747,Tommy Tremble,3.3,Sun,3,3,2024-09-22,24-112,CAR,@,LVR,W 36-22,64,86.5,0,0,1,3.3,TE,TremTo00
2760,Cade Stover,7.7,Sun,3,3,2024-09-22,24-102,HOU,@,MIN,L 7-34,19,28.4,0,0,2,7.7,TE,StovCa00
2765,Payne Durham,31.8,Sun,3,3,2024-09-22,24-099,TAM,NA,DEN,L 7-26,12,21.1,0,0,7,31.8,TE,DurhPa00
2785,Isaac Guerendo,40.7,Sun,3,3,2024-09-22,24-086,SFO,@,LAR,L 24-27,10,14.1,0,0,11,40.7,RB,GuerIs00
2786,Scott Matlock,57.7,Sun,3,3,2024-09-22,24-086,LAC,@,PIT,L 10-20,17,37,22,32.4,15,57.7,FB/DL,MatlSc00
2805,Julian Hill,74.1,Sun,3,3,2024-09-22,24-075,MIA,@,SEA,L 3-24,25,41,0,0,20,74.1,TE,HillJu02
2862,Jeremy Ruckert,47.6,Thu,3,3,2024-09-19,24-039,NYJ,NA,NWE,W 24-3,33,45.2,0,0,10,47.6,TE,RuckJe00
2894,Luke Musgrave,17.9,Sun,3,3,2024-09-22,24-020,GNB,@,TEN,W 30-14,35,55.6,0,0,5,17.9,TE,MusgLu00
2914,Skyy Moore,20.8,Sun,3,3,2024-09-22,24-012,KAN,@,ATL,W 22-17,15,20.3,0,0,5,20.8,WR,MoorSk01
2915,Derius Davis,34.6,Sun,3,3,2024-09-22,24-011,LAC,@,PIT,L 10-20,9,19.6,0,0,9,34.6,WR,DaviDe02
2916,Zay Flowers,7.1,Sun,3,3,2024-09-22,24-011,BAL,@,DAL,W 28-25,42,66.7,0,0,2,7.1,WR,FlowZa00
2917,Erick All,50,Mon,3,3,2024-09-23,24-010,CIN,NA,WAS,L 33-38,21,33.9,0,0,13,50,TE,AllxEr00
2931,Daniel Bellinger,69.2,Sun,3,3,2024-09-22,24-000,NYG,@,CLE,W 21-15,26,36.1,0,0,18,69.2,TE,BellDa00
2948,Jordan Whittington,14.8,Sun,3,3,2024-09-22,23-357,LAR,NA,SFO,W 27-24,22,37.9,0,0,4,14.8,WR,WhitJo04
2986,Julius Chestnut,46.4,Sun,3,3,2024-09-22,23-332,TEN,NA,GNB,L 14-30,0,0,0,0,13,46.4,RB,ChesJu00
2988,Elijah Higgins,56.5,Sun,3,3,2024-09-22,23-331,ARI,NA,DET,L 13-20,19,32.2,0,0,13,56.5,TE,HiggEl00
3003,Tucker Kraft,39.3,Sun,3,3,2024-09-22,23-324,GNB,@,TEN,W 30-14,42,66.7,0,0,11,39.3,TE,KrafTu00
3014,Tyler Goodson,34.8,Sun,3,3,2024-09-22,23-317,IND,NA,CHI,W 21-16,2,3.6,0,0,8,34.8,RB,GoodTy00
3043,Blake Corum,25.9,Sun,3,3,2024-09-22,23-302,LAR,NA,SFO,W 27-24,0,0,0,0,7,25.9,RB,CoruBl00
3097,Brenton Strange,8,Mon,3,3,2024-09-23,23-271,JAX,@,BUF,L 10-47,50,70.4,0,0,2,8,TE,StraBr00
3150,Xavier Legette,10,Sun,3,3,2024-09-22,23-237,CAR,@,LVR,W 36-22,44,59.5,0,0,3,10,WR,LegeXa00
3153,Roschon Johnson,56.5,Sun,3,3,2024-09-22,23-235,CHI,@,IND,L 16-21,33,36.7,0,0,13,56.5,RB,JohnRo07
3158,Jacob Cowing,14.8,Sun,3,3,2024-09-22,23-231,SFO,@,LAR,L 24-27,0,0,0,0,4,14.8,WR,CowiJa00
