rk,player,st_percent_3,day,g_number,week,date,age,team,x10,opp,result,off_snp,off_percent,def_snp,def_percent,st_snp,st_percent_18,pos,x9999
14,Marcedes Lewis,15.4,Sun,4,4,2024-09-29,40-133,CHI,NA,LAR,W 24-18,19,31.7,0,0,4,15.4,TE,LewiMa00
23,Taysom Hill,7.1,Sun,4,4,2024-09-29,34-037,NOR,@,ATL,L 24-26,15,20.3,0,0,2,7.1,TE,HillTa00
37,Cordarrelle Patterson,11.1,Sun,4,4,2024-09-29,33-196,PIT,@,IND,L 24-27,9,12.9,0,0,3,11.1,RB,PattCo00
42,Kyle Juszczyk,3.8,Sun,4,4,2024-09-29,33-159,SFO,NA,NWE,W 30-13,38,60.3,0,0,1,3.8,FB,JuszKy00
74,Michael Burton,64.3,Sun,4,4,2024-09-29,32-241,DEN,@,NYJ,W 10-9,13,21.3,0,0,18,64.3,FB,BurtMi00
109,Robert Woods,24.1,Sun,4,4,2024-09-29,32-172,HOU,NA,JAX,W 24-20,54,72,0,0,7,24.1,WR,WoodRo02
111,Chris Manhertz,40,Thu,4,4,2024-09-26,32-169,NYG,NA,DAL,L 15-20,29,42,0,0,10,40,TE,ManhCh00
115,Jordan Akins,30.8,Sun,4,4,2024-09-29,32-163,CLE,@,LVR,L 16-20,28,47.5,0,0,8,30.8,TE,AkinJo00
116,Eric Tomlinson,54.2,Sun,4,4,2024-09-29,32-160,LAC,NA,KAN,L 10-17,7,12.5,0,0,13,54.2,TE,TomlEr01
146,Chris Conley,53.8,Sun,4,4,2024-09-29,31-340,SFO,NA,NWE,W 30-13,5,7.9,0,0,14,53.8,WR,ConlCh00
172,Nick Vannett,54.8,Mon,4,4,2024-09-30,31-208,TEN,@,MIA,W 31-12,32,49.2,0,0,17,54.8,TE,VannNi00
189,DeAndre Carter,26.9,Sun,4,4,2024-09-29,31-172,CHI,NA,LAR,W 24-18,0,0,0,0,7,26.9,WR,CartDe02
210,Ameer Abdullah,61.5,Sun,4,4,2024-09-29,31-108,LVR,NA,CLE,W 20-16,0,0,0,0,16,61.5,RB,AbduAm00
228,C.J. Ham,62.1,Sun,4,4,2024-09-29,31-069,MIN,@,GNB,W 31-29,17,25,0,0,18,62.1,FB,HamxC.00
252,Mack Hollins,40.7,Sun,4,4,2024-09-29,31-013,BUF,@,BAL,L 10-35,36,61,0,0,11,40.7,WR,HollMa00
253,Geoff Swaim,23.1,Sun,4,4,2024-09-29,31-013,CLE,@,LVR,L 16-20,24,40.7,0,0,6,23.1,TE,SwaiGe00
254,Mo Alie-Cox,33.3,Sun,4,4,2024-09-29,31-010,IND,NA,PIT,W 27-24,31,47,0,0,9,33.3,TE,AlieMo00
310,Robert Tonyan,34.5,Sun,4,4,2024-09-29,30-152,MIN,@,GNB,W 31-29,7,10.3,0,0,10,34.5,TE,TonyRo00
311,Eric Saubert,76.9,Sun,4,4,2024-09-29,30-151,SFO,NA,NWE,W 30-13,18,28.6,0,0,20,76.9,TE,SaubEr00
