Rk,Player,Cmp,Att,Tgt,TD,Fmb,Off%,Day,G#,Week,Date,Age,Team,,Opp,Result,Cmp,Att,Inc,Cmp%,Yds,TD,Int,Pick6,TD%,Int%,Rate,Sk,Yds,Sk%,Y/A,AY/A,ANY/A,Y/C,Succ%,Att,Yds,Y/A,TD,1D,Succ%,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,1D,Succ%,TD,XPM,XPA,XP%,FGM,FGA,FG%,2PM,Sfty,Pts,Fmb,FR,Yds,FRTD,FF,OffSnp,Off%,DefSnp,Def%,STSnp,ST %,Pos.,-9999
1,Aaron Rodgers,24,0,0,0,0,100.0,Sun,7,7,2024-10-20,40-323,NYJ,@,PIT,L 15-37,24,39,15,61.5,276,1,2,0,2.6,5.1,70.0,1,7,2.50,7.1,5.28,4.98,11.5,40.0,0,0,,0,0,,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,57,100.0,0,0.0,0,0.0,QB,RodgAa00
2,Josh Johnson,0,0,0,0,0,5.1,Mon,7,7,2024-10-21,38-159,BAL,@,TAM,W 41-31,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,3,5.1,0,0.0,0,0.0,QB,JohnJo05
3,Andy Dalton,11,2,0,0,0,93.0,Sun,7,7,2024-10-20,36-357,CAR,@,WAS,L 7-40,11,16,5,68.8,93,0,2,1,0.0,12.5,44.0,2,4,11.11,5.8,0.19,-0.06,8.5,38.9,2,3,1.5,0,0,50.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,40,93.0,0,0.0,0,0.0,QB,DaltAn00
4,Matthew Stafford,14,2,0,0,0,100.0,Sun,6,7,2024-10-20,36-256,LAR,,LVR,W 20-15,14,23,9,60.9,154,0,1,0,0.0,4.3,62.6,1,10,4.17,6.7,4.74,4.13,11.0,50.0,2,-2,-1.0,0,0,0.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,55,100.0,0,0.0,0,0.0,QB,StafMa00
5,Kirk Cousins,24,1,0,0,1,90.4,Sun,7,7,2024-10-20,36-062,ATL,,SEA,L 14-34,24,35,11,68.6,232,1,2,0,2.9,5.7,72.6,3,32,7.89,6.6,4.63,3.42,9.7,50.0,1,-1,-1.0,0,0,0.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,1,0,0,0,0,66,90.4,0,0.0,0,0.0,QB,CousKi00
6,Russell Wilson,16,3,0,1,0,100.0,Sun,7,7,2024-10-20,35-326,PIT,,NYJ,W 37-15,16,29,13,55.2,264,2,0,0,6.9,0.0,109.0,1,4,3.33,9.1,10.48,10.00,16.5,43.3,3,3,1.0,1,2,66.7,0,0,0,,0,,,0,,1,0,0,,0,0,,0,0,6,0,0,0,0,0,68,100.0,0,0.0,0,0.0,QB,WilsRu00
7,Travis Kelce,0,0,5,0,0,77.1,Sun,6,7,2024-10-20,35-015,KAN,@,SFO,W 28-18,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,5,4,17,4.3,0,80.0,3.4,2,60.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,54,77.1,0,0.0,0,0.0,TE,KelcTr00
8,Geno Smith,18,4,0,0,1,98.3,Sun,7,7,2024-10-20,34-010,SEA,@,ATL,W 34-14,18,28,10,64.3,207,2,0,0,7.1,0.0,110.3,1,6,3.45,7.4,8.82,8.31,11.5,48.3,4,15,3.8,0,0,0.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,1,1,-8,0,0,59,98.3,0,0.0,0,0.0,QB,SmitGe00
9,Zach Ertz,0,0,5,1,0,58.0,Sun,7,7,2024-10-20,33-345,WAS,,CAR,W 40-7,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,5,4,40,10.0,1,80.0,8.0,2,60.0,1,0,0,,0,0,,0,0,6,0,0,0,0,0,40,58.0,0,0.0,0,0.0,TE,ErtzZa00
10,Kyle Juszczyk,0,1,3,0,0,41.3,Sun,7,7,2024-10-20,33-180,SFO,,KAN,L 18-28,0,0,0,,0,0,0,0,,,,0,0,,,,,,,1,14,14.0,0,0,0.0,3,0,0,,0,0.0,0.0,0,0.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,26,41.3,0,0.0,0,0.0,FB,JuszKy00
11,Michael Burton,0,0,0,0,0,16.9,Thu,7,7,2024-10-17,32-259,DEN,@,NOR,W 33-10,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,11,16.9,0,0.0,18,62.1,FB,BurtMi00
