player,pos,team,games_played,py_games_played,touches,fmb,adj_rus_att_per,adj_rus_yds_per,adj_rus_tds_per,adj_tgt_per,adj_rec_per,adj_rec_yds_per,adj_rec_tds_per,py_qb_fl,py_fl_per_tou,injury_status
Mike Evans,WR,TB,2,1,30,0,2.761697296861317e-7,2.78341823808973e-7,5.411232869391413e-7,0.23134340433718728,0.22879677849269256,0.2582280901910028,0.309481280757018,0,0.01125965638059859,NA
Chris Godwin,WR,TB,2,2,33,0,3.764417809007996e-5,3.1429285209018e-5,6.710166063841274e-5,0.26174439909574626,0.2592922607458021,0.2805815562450234,0.24215980771218884,0,0.0139471203230754,NA
Ke Shawn Vaughn,RB,TB,2,2,20,0,0.20905842130930347,0.12026598666894069,0.17305058889429525,0.02281061110934192,0.015181755025147022,0.01134862874076612,0.01634964848608707,0,0.01248680822322597,NA
Rachaad White,RB,TB,2,2,105,1,0.5154118137564897,0.45345729318769606,0.5001849156833919,0.11462357695862344,0.13358238713651532,0.12200682166613579,0.10135439032705931,0,0.01406370045168643,NA
Cade Otton,TE,TB,2,2,18,0,0,0,0,0.11544364943658762,0.12031056412734749,0.11139463105187102,0.10392918558703432,0,0.01201317066993119,NA
Ko Kieft,TE,TB,2,1,0,0,0,0,0,0.009611303136483455,0.008839643621949425,0.007859677861072186,0.009169729293590285,0,0.01276668495926379,NA
Deven Thompkins,WR,TB,2,2,16,2,0.018973733344129207,0.032926824725665216,0.03156091412201155,0.09198388974711769,0.09734592327380182,0.07156672680289775,0.08026451519340969,0,0.01443335162593045,NA
Payne Durham,TE,TB,2,0,1,0,0,0,0,0.022936408960153216,0.022184950665984686,0.02130181846134844,0.020715004257309405,0.21,0.007,NA
Trey Palmer,WR,TB,2,0,9,0,0,0,0,0.084312695891846,0.07489367812755747,0.0773231025050617,0.07731518846836313,0.21,0.007,NA
Rakim Jarrett,WR,TB,2,0,3,0,4.186051539524864e-4,1.7807505180264375e-4,5.502684803789044e-4,0.017515344053963437,0.010461296666023873,0.007280709601849411,0.010887049148678283,0.21,0.007,NA
Latavius Murray,RB,BUF,2,2,44,0,0.20209710224929545,0.18774024416632365,0.17140435470605944,0.04485829717410437,0.048841115898895844,0.04520270076122092,0.03966981587793292,0,0.01032131650414397,NA
Stefon Diggs,WR,BUF,2,2,55,1,3.2981350955557376e-5,2.721478897516168e-5,3.92879360309988e-5,0.34457264397071435,0.32686208265873384,0.3433161914753952,0.35247114190114526,0,0.0122373956970183,NA
