team,def_rus_att_rat,def_rus_yds_rat,def_rus_tds_rat,def_pas_att_rat,def_cmp_rat,def_pas_yds_rat,def_pas_tds_rat,def_int_rat
SF,24.20191007080676,104.02467993853296,0.9617555082520995,35.132973241352055,23.25953279068529,225.5109496321351,1.498929688931496,1.4998386703251971
PIT,25.455152991926575,104.08239474696975,0.6928920423186804,34.349948694182245,22.116413644259197,236.15526888909383,1.3623727435038129,1.542694050459286
CHI,27.40137713776145,122.6978105835549,0.9621189538173358,34.38182577854893,22.41369279097575,211.84422333219618,1.308383675878579,1.1855036425625387
DAL,29.242002926032878,131.24579951276917,1.1663315441516051,33.016629763114025,20.523435291494696,206.68825970340762,1.489002045460664,1.8948585354522476
DEN,29.391759890483893,124.02314366685222,0.9015521015426624,34.365087156063645,23.870467491665956,214.01112011949988,1.4342082233606706,0.9733843298169176
MIA,27.823163957457382,120.6448017683377,1.082995477722394,30.78152922495566,19.896229370282544,200.4856999255132,1.3387217578527395,0.8221937014062783
NO,26.428382162233454,124.0379505931372,1.0049665480199685,36.80618007360945,22.860247356391813,246.32932552617868,1.1836297358337586,1.5292408608238395
ARI,30.080951559612213,129.26071165492155,1.0842163502019029,32.2551562556503,23.08077079461277,231.25899719723586,1.5159709076754115,0.7876345757214811
LV,29.552225594650707,137.65192155238208,0.990778070195438,32.96839906116281,22.79186015372952,210.276860069944,1.5704352578103529,0.46468790311351016
LAC,25.628438242467897,111.25226656688501,0.7533450382769384,36.33635591783437,24.885917664522747,254.1860350553498,1.3689134970297825,1.079824612135985
ATL,32.25211231066406,137.708830830844,0.7365805529378232,35.2662623354813,24.741466145811103,206.54500962189775,1.4428282322832209,0.7935334053107487
BAL,23.270161577612463,86.16468165980409,0.8778582752451558,38.984724496504235,26.2049371946725,281.40195764223245,1.5521427753501946,1.0071304398791794
GB,29.083894432006865,121.49395041161172,0.9429478606210058,35.52143889693489,23.218800379468764,238.2786783616868,1.545301824239841,1.4725624434247262
DET,23.753756436409684,103.22270530597274,0.973353425284408,40.33841157415397,26.59693342787434,268.7175099594255,1.2777440619053178,1.2068849563090946
NYJ,31.74512919691318,133.98530043193085,1.031430187109348,32.56165977782366,20.166457227191177,186.52437791592956,1.1172544657771957,0.8476182047722051
MIN,23.555094538320677,88.48615798848003,0.69833441692556,41.553677531922695,27.448569026803337,262.4325730467419,1.483801442352801,1.5506314175160598
PHI,24.65074548321064,117.0900067058979,0.8442764036672916,36.442564724148916,22.811326401008614,234.95305717788534,1.538241326129801,1.069089952346778
TB,26.469489777233072,121.55339264248127,1.055119921103869,38.629167030885384,26.73186882516131,263.4381657373875,1.4862513194390876,1.1203853177103522
CLE,27.165896782240743,118.24393111880569,1.0098939414441734,32.49472265288823,18.338900153743054,192.02066337708695,1.3561795282555056,0.7450692348977104
SEA,29.916449381455298,133.6089424155914,1.0151816548028996,36.61519251517831,24.609015183982365,229.84185195584632,1.4101597882191517,0.8603628039916518
CIN,32.34702370999476,138.4813563853644,1.0430980585982506,34.13075953995601,22.726111763202105,220.73755021196524,1.4747683953886177,1.029188411074272
BUF,26.579475553708715,124.69040826200325,0.8017907505643992,35.48358597444221,23.84990140084032,200.82998195641397,1.3665269396536446,1.817481842100279
IND,35.66064109070323,155.2422294036459,0.9426733936784146,35.33982906557839,25.261281393208936,257.1511118060297,1.6216574761726439,1.063026800371306
TEN,26.58094069369822,108.15714367226569,0.8267132683783223,32.6693994478104,21.30777550777214,193.2845069927729,1.3981887780801279,0.784230607414258
CAR,35.196352222823194,156.20583291831363,1.2993905690892447,30.354236744272367,20.735990485009108,207.031045662982,1.7928329096152658,0.5175862670371817
WAS,28.722798297254712,135.3451016858213,0.8823950757144806,31.703997460766445,22.154362243062447,238.98415186926422,1.8859050571291203,0.5616110668120199
HOU,26.454931457108692,114.17885489987808,0.9624307333710385,32.420019306689284,20.068211333266277,214.62834096282702,1.688336450357531,1.3093934550843347
JAC,27.650451345933746,113.25856666930483,1.0064411100172852,37.369358711174655,26.377248369422485,280.9224054526714,1.6779241537005918,0.7981993554958814
LAR,30.57072707306474,135.7913234215316,0.9496328813613782,31.711104179378356,20.953870464732073,233.84385842664082,1.6272794959375525,1.2783360419191312
KC,25.803118136861293,106.03032384053103,0.7847677882763274,37.03708330505099,23.65149342109991,221.46380295926696,1.4234858389097416,0.7717586214955462
NE,29.13057213141701,120.84945491140478,0.9760915402562351,34.22697499201363,23.3221710865137,222.4365084807457,1.3183448073549233,1.2470524060041985
NYG,28.66498369794767,139.65338670547084,0.8978979295777492,31.134427884858177,21.66924480246381,216.13487188186815,1.4379765597675835,0.7132779135099969
