team,off_rus_att_rat,off_rus_yds_rat,off_rus_tds_rat,off_pas_att_rat,off_cmp_rat,off_pas_yds_rat,off_pas_tds_rat,off_int_rat
ARI,24.540003453515165,106.52713093219543,0.9350207308673945,41.40009938837809,28.22949996703655,232.70053894009047,1.236185583381985,0.7530481414202835
ATL,31.710436598163785,165.19024188665577,0.9546046254010098,27.231268136556384,18.35959567350934,192.77147842503388,1.298539675463811,0.7862652430653506
BAL,30.751451820158277,167.8933254946426,0.8475765426590963,27.991847528910213,18.391648394165873,185.64048603011506,1.4559450558822258,0.6837387539326675
BUF,25.73256493534249,131.95077594689826,0.8027181994120257,35.85418734352508,23.021476219580908,260.752979414108,1.9370651383080224,0.9976561715430325
CAR,25.830446377209647,109.24721455963085,0.919422401484767,24.08320385922974,14.661822119687702,179.1786749691066,1.0700925350584611,0.5794197209376929
CHI,34.203142685012445,186.21627003464562,1.0522475501658928,18.89285303590685,12.057583036110005,152.0946165584267,1.2940494383952084,0.5720590044273643
CIN,24.64283632514992,90.63713140204612,0.8149796021146591,37.17006991451355,25.716740635462397,265.58231187428123,1.8857003031877018,1.0178981351952536
CLE,32.21348528973072,159.22683683970203,1.1878068461275493,28.182667542311776,17.766572448579083,217.09368316993616,1.2465945737421464,0.8673584727212451
DAL,30.859493431931046,141.38694186266528,1.2330424746869644,33.66016020482691,21.684177339129988,216.7553179280068,1.4367734129753937,0.8139379795528526
DEN,24.814425277007054,104.84852579012377,0.5833214151707721,35.66978342629674,23.321040857356074,244.21341396286397,1.0221144125792583,0.5181376964599731
DET,26.922779945182317,116.7466791754171,1.2251227625636998,33.53734409088849,22.560552391940163,249.0554376963956,1.6147874115531196,0.5112463400075355
GB,25.278599661422827,121.17721300456128,0.68554768736311,33.50549176992048,22.289902057142815,232.69408653503714,1.4835341715524497,0.6263885364047387
HOU,22.08026589503852,73.46733627931746,0.5268588230052939,30.56064548976309,19.646128595232955,187.84051504407134,1.1409378946822626,0.826066257194337
IND,26.245162113220378,107.60672240937514,0.6287869225832827,37.2344135879813,25.598119917402247,239.28493174380574,1.2168260276116083,0.947601757038245
JAC,24.05217800700303,118.97367257606065,0.8314134904364086,35.62178585943409,24.11263523676529,255.82110352849662,1.6562766247993603,0.724607051144336
KC,23.84627255064071,118.26273469851638,0.8897487992850696,39.273604434668016,26.92816447125668,313.11991060242144,2.220109353432134,0.8899482214298203
LAC,21.606560943274353,71.67889585791457,0.7328435077603883,43.21681047760371,29.864498487765612,278.6745408561747,1.5183393908938618,0.8975845342198981
LAR,20.78955942843993,67.23871640366957,0.6711080245659179,34.548942376462215,24.12894250338853,218.04703593623242,1.2639202598948382,1.2082700819761363
LV,23.20736912693001,114.63717708276958,0.7219487763427986,34.42114424928158,21.300830727194516,234.7175697277643,1.5918361842684496,0.9867170542207105
MIA,20.304514590373262,80.39148747153027,0.6475397628965829,36.19027222714426,22.790094237305162,299.141325887569,1.829008403414442,0.6158816942583526
MIN,21.483192796537246,81.26489857759108,0.9151069277477912,39.4850440025803,25.972577675532776,277.1016133700623,1.5919621747823562,0.7344373060761274
NE,24.574291772247165,104.89255333777936,0.8271412785792248,30.601917949545346,21.73299413129852,228.44701915113313,1.1066470641214112,0.8329006529771468
NO,24.4226583211622,106.03717068510942,0.6776541471203417,28.027625127631765,19.126003315361018,241.81281982877883,1.660421944806235,0.9498880104531968
NYG,29.793941694131675,141.79425572740047,1.0096259951288127,28.371951168114318,21.12505733987006,189.11815200513493,1.148279759399891,0.31923590243914407
NYJ,22.414645941580034,94.73395276110418,0.8097272476686642,40.087714221993046,22.790017553997068,249.14207131439144,1.1787098153495175,0.521998143017216
PHI,33.15126155968183,165.4150297699126,1.90452363486247,29.631775689700582,20.620503194440346,251.90044828312165,1.4633240171880586,0.3989997114801287
PIT,27.570502542982084,109.2860039015476,0.8471363404793215,41.03862965467451,28.3769836630324,249.64783878969922,1.109358870469346,0.8852137012398742
SEA,19.873979980590384,96.76978041546651,0.7649839526771299,32.093644312409154,23.506336840164536,251.83891079982664,1.6951177833740465,0.9384434292779278
SF,29.710129402816072,135.79026248038852,0.9804795056749706,29.08410845088459,17.976027269565776,210.8250203637062,1.4662579911224602,0.823344572426673
TB,20.583101526561002,62.63921440768848,0.403911878909063,43.32414049177158,28.82975605111623,252.3199170332087,1.3150951457151852,0.7788520318323264
TEN,26.9234965735388,114.63253445456974,0.9272902625788276,24.366529343593022,15.99877694279058,190.17089358390615,1.2115223125828285,0.6333015423732231
WAS,30.02600550906169,116.24576965301144,0.515118306056225,34.562856518217785,21.896596881127692,233.6421117761361,1.5652553728480236,0.6375913978841934
