"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS"
"1","Cooper Kupp",LAR,"vs. DAL","4 out of 5 stars","A+","18.9"
"2","Stefon Diggs",BUF,"vs. PIT","4 out of 5 stars","A+","17.1"
"3","Justin Jefferson",MIN,"vs. CHI","2 out of 5 stars","A+","16.8"
"4","Davante Adams",LV,"at KC","3 out of 5 stars","A+","16.5"
"5","Ja'Marr Chase",CIN,"at BAL","3 out of 5 stars","A+","16.2"
"6","Tyreek Hill",MIA,"at NYJ","4 out of 5 stars","A","16.0"
"7","Deebo Samuel",SF,"at CAR","3 out of 5 stars","A","15.0"
"8","A.J. Brown",PHI,"at ARI","4 out of 5 stars","A","14.8"
"9","Mike Evans",TB,"vs. ATL","3 out of 5 stars","A","14.7"
"10","Tee Higgins",CIN,"at BAL","3 out of 5 stars","A","14.1"
"11","CeeDee Lamb",DAL,"at LAR","3 out of 5 stars","A","14.0"
"12","Courtland Sutton",DEN,"vs. IND","5 out of 5 stars","A","14.0"
"13","Christian Kirk",JAC,"vs. HOU","3 out of 5 stars","A","13.8"
"14","Jaylen Waddle",MIA,"at NYJ","4 out of 5 stars","A","13.8"
"15","Mike Williams",LAC,"at CLE","4 out of 5 stars","A","13.6"
"16","Marquise Brown",ARI,"vs. PHI","2 out of 5 stars","A-","13.4"
"17","DK Metcalf",SEA,"at NO","2 out of 5 stars","A-","13.3"
"18","Michael Pittman Jr.",IND,"at DEN","2 out of 5 stars","A-","12.9"
"19","Chris Olave",NO,"vs. SEA","3 out of 5 stars","A-","12.7"
"20","Chris Godwin",TB,"vs. ATL","3 out of 5 stars","A-","12.6"
"21","Drake London",ATL,"at TB","2 out of 5 stars","B+","12.6"
"22","Brandin Cooks",HOU,"at JAC","4 out of 5 stars","B+","12.4"
"23","Amari Cooper",CLE,"vs. LAC","3 out of 5 stars","B+","12.2"
"24","Tyler Lockett",SEA,"at NO","2 out of 5 stars","B+","12.2"
"25","Terry McLaurin",WAS,"vs. TEN","3 out of 5 stars","B","12.2"
"26","Diontae Johnson",PIT,"at BUF","2 out of 5 stars","B","12.1"
"27","DeVonta Smith",PHI,"at ARI","4 out of 5 stars","B","12.0"
"28","Curtis Samuel",WAS,"vs. TEN","3 out of 5 stars","B","11.8"
"29","Gabe Davis",BUF,"vs. PIT","4 out of 5 stars","B","11.5"
"30","Jerry Jeudy",DEN,"vs. IND","5 out of 5 stars","B-","11.5"
"31","Romeo Doubs",GB,"vs. NYG","4 out of 5 stars","B-","11.3"
"32","Allen Lazard",GB,"vs. NYG","4 out of 5 stars","B-","11.2"
"33","Adam Thielen",MIN,"vs. CHI","2 out of 5 stars","B-","11.1"
"34","Garrett Wilson",NYJ,"vs. MIA","2 out of 5 stars","C+","10.7"
"35","JuJu Smith-Schuster",KC,"vs. LV","3 out of 5 stars","C+","10.7"
"36","Robert Woods",TEN,"at WAS","4 out of 5 stars","C+","10.1"
"37","Brandon Aiyuk",SF,"at CAR","3 out of 5 stars","C+","10.1"
"38","DJ Moore",CAR,"vs. SF","3 out of 5 stars","C+","9.8"
"39","Elijah Moore",NYJ,"vs. MIA","2 out of 5 stars","C","9.5"
"40","Josh Reynolds",DET,"at NE","4 out of 5 stars","C","9.4"
