"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS"
"1","Travis Kelce",KC,"at DEN","2 out of 5 stars","A+","15.1"
"2","Mark Andrews",BAL,"at PIT","3 out of 5 stars","A","12.1"
"3","T.J. Hockenson",MIN,"at DET","3 out of 5 stars","A","12.0"
"4","Pat Freiermuth",PIT,"vs. BAL","4 out of 5 stars","B+","10.5"
"5","Dalton Schultz",DAL,"vs. HOU","3 out of 5 stars","B+","9.9"
"6","Greg Dulcich",DEN,"vs. KC","4 out of 5 stars","B","9.6"
"7","George Kittle",SF,"vs. TB","3 out of 5 stars","B-","8.1"
"8","Gerald Everett",LAC,"vs. MIA","4 out of 5 stars","B-","8.0"
"9","Foster Moreau",LV,"at LAR","2 out of 5 stars","C+","6.3"
"10","Hunter Henry",NE,"at ARI","4 out of 5 stars","C","6.3"
"11","Evan Engram",JAC,"at TEN","3 out of 5 stars","C","6.3"
"12","Tyler Higbee",LAR,"vs. LV","5 out of 5 stars","C","5.8"
"13","David Njoku",CLE,"at CIN","2 out of 5 stars","C","5.7"
"14","Dawson Knox",BUF,"vs. NYJ","2 out of 5 stars","C-","5.7"
"15","Noah Fant",SEA,"vs. CAR","3 out of 5 stars","D+","5.7"
"16","Tyler Conklin",NYJ,"at BUF","1 out of 5 stars","D+","5.6"
"17","Chigoziem Okonkwo",TEN,"vs. JAC","3 out of 5 stars","D+","5.5"
"18","Daniel Bellinger",NYG,"vs. PHI","3 out of 5 stars","D","5.4"
"19","Austin Hooper",TEN,"vs. JAC","3 out of 5 stars","D-","5.3"
"20","Jordan Akins",HOU,"at DAL","1 out of 5 stars","D-","5.2"
"21","Mike Gesicki",MIA,"at LAC","3 out of 5 stars","D-","4.1"
"22","Cade Otton",TB,"at SF","2 out of 5 stars","F","3.9"
"23","Trey McBride",ARI,"vs. NE","4 out of 5 stars","F","3.9"
"24","Will Dissly",SEA,"vs. CAR","3 out of 5 stars","F","3.8"
"25","Isaiah Likely",BAL,"at PIT","3 out of 5 stars","F","3.7"
"26","Jonnu Smith",NE,"at ARI","4 out of 5 stars","F","3.5"
"27","Brock Wright",DET,"vs. MIN","4 out of 5 stars","F","3.4"
"28","Harrison Bryant",CLE,"at CIN","2 out of 5 stars","F","3.4"
"29","Jack Stoll",PHI,"at NYG","4 out of 5 stars","F","3.4"
"30","Mitchell Wilcox",CIN,"vs. CLE","3 out of 5 stars","F","3.4"
"31","Cameron Brate",TB,"at SF","2 out of 5 stars","F","3.4"
"32","Brevin Jordan",HOU,"at DAL","1 out of 5 stars","F","3.3"
"33","Jake Ferguson",DAL,"vs. HOU","3 out of 5 stars","F","3.2"
"34","C.J. Uzomah",NYJ,"at BUF","1 out of 5 stars","F","3.1"
"35","James Mitchell",DET,"vs. MIN","4 out of 5 stars","F","3.1"
"36","Noah Gray",KC,"at DEN","2 out of 5 stars","F","2.9"
"37","Tommy Tremble",CAR,"at SEA","4 out of 5 stars","F","2.9"
"38","Ian Thomas",CAR,"at SEA","4 out of 5 stars","F","2.6"
"39","Teagan Quitoriano",HOU,"at DAL","1 out of 5 stars","F","2.4"
"40","Durham Smythe",MIA,"at LAC","3 out of 5 stars","F","2.4"
"41","Colby Parkinson",SEA,"vs. CAR","3 out of 5 stars","F","2.4"
"42","Jody Fortson",KC,"at DEN","2 out of 5 stars","F","2.4"
"43","Zach Gentry",PIT,"vs. BAL","4 out of 5 stars","F","2.3"
"44","Johnny Mundt",MIN,"at DET","3 out of 5 stars","F","2.3"
"45","Josh Oliver",BAL,"at PIT","3 out of 5 stars","F","2.2"
"46","Geoff Swaim",TEN,"vs. JAC","3 out of 5 stars","F","2.2"
"47","Peyton Hendershot",DAL,"vs. HOU","3 out of 5 stars","F","2.2"
"48","Connor Heyward",PIT,"vs. BAL","4 out of 5 stars","F","2.1"
"49","Eric Saubert",DEN,"vs. KC","4 out of 5 stars","F","1.9"
"50","Stone Smartt",LAC,"vs. MIA","4 out of 5 stars","F","1.9"
"51","Grant Calcaterra",PHI,"at NYG","4 out of 5 stars","F","1.8"
"52","Tre' McKitty",LAC,"vs. MIA","4 out of 5 stars","F","1.8"
"53","Nick Vannett",NYG,"vs. PHI","3 out of 5 stars","F","1.7"
"54","Shane Zylstra",DET,"vs. MIN","4 out of 5 stars","F","1.7"
"55","Brycen Hopkins",LAR,"vs. LV","5 out of 5 stars","F","1.7"
"56","Ko Kieft",TB,"at SF","2 out of 5 stars","F","1.6"
"57","Devin Asiasi",CIN,"vs. CLE","3 out of 5 stars","F","1.6"
"58","Eric Tomlinson",DEN,"vs. KC","4 out of 5 stars","F","1.6"
"59","Dan Arnold",JAC,"at TEN","3 out of 5 stars","F","1.6"
"60","Stephen Anderson",ARI,"vs. NE","4 out of 5 stars","F","1.5"
"61","Quintin Morris",BUF,"vs. NYJ","2 out of 5 stars","F","1.5"
"62","Stephen Sullivan",CAR,"at SEA","4 out of 5 stars","F","1.5"
"63","Chris Myarick",NYG,"vs. PHI","3 out of 5 stars","F","1.4"
"64","Tyler Kroft",SF,"vs. TB","3 out of 5 stars","F","1.4"
"65","Pharaoh Brown",CLE,"at CIN","2 out of 5 stars","F","1.3"
"66","Tyree Jackson",PHI,"at NYG","4 out of 5 stars","F","1.3"
"67","Chris Manhertz",JAC,"at TEN","3 out of 5 stars","F","1.1"
"68","Jacob Hollister",LV,"at LAR","2 out of 5 stars","F","1.0"
"69","Maxx Williams",ARI,"vs. NE","4 out of 5 stars","F","1.0"
"70","O.J. Howard",HOU,"at DAL","1 out of 5 stars","F","1.0"
"71","Giovanni Ricci",CAR,"at SEA","4 out of 5 stars","F","0.9"
"72","Tommy Sweeney",BUF,"vs. NYJ","2 out of 5 stars","F","0.9"
"73","Kevin Rader",TEN,"vs. JAC","3 out of 5 stars","F","0.9"
"74","Luke Farrell",JAC,"at TEN","3 out of 5 stars","F","0.9"
"75","Sean McKeon",DAL,"vs. HOU","3 out of 5 stars","F","0.8"
"76","Richard Rodgers",LAC,"vs. MIA","4 out of 5 stars","F","0.8"
"77","Tanner Hudson",CIN,"vs. CLE","3 out of 5 stars","F","0.7"
"78","Ross Dwelley",SF,"vs. TB","3 out of 5 stars","F","0.6"
"79","Charlie Woerner",SF,"vs. TB","3 out of 5 stars","F","0.6"
"80","Nick Boyle",BAL,"at PIT","3 out of 5 stars","F","0.5"
"81","Donald Parham Jr.",LAC,"vs. MIA","4 out of 5 stars","F","0.5"
"82","Hunter Long",MIA,"at LAC","3 out of 5 stars","F","0.3"
"83","Jacob Harris",LAR,"vs. LV","5 out of 5 stars","F","0.3"
"84","Kenny Yeboah",NYJ,"at BUF","1 out of 5 stars","F","0.3"
"85","Kyle Rudolph",TB,"at SF","2 out of 5 stars","F","0.3"
"86","Charlie Kolar",BAL,"at PIT","3 out of 5 stars","F","0.3"
"87","Darren Waller",LV,"at LAR","2 out of 5 stars","F","0.3"
