"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS"
"1","Justin Jefferson",MIN,"at GB","3 out of 5 stars","A+","20.0"
"2","Ja'Marr Chase",CIN,"vs. BUF","3 out of 5 stars","A+","17.7"
"3","Tyreek Hill",MIA,"at NE","3 out of 5 stars","A+","17.3"
"4","Stefon Diggs",BUF,"at CIN","3 out of 5 stars","A+","17.0"
"5","Amon-Ra St. Brown",DET,"vs. CHI","4 out of 5 stars","A+","16.1"
"6","CeeDee Lamb",DAL,"at TEN","4 out of 5 stars","A+","15.8"
"7","A.J. Brown",PHI,"vs. NO","3 out of 5 stars","A","15.7"
"8","Keenan Allen",LAC,"vs. LAR","4 out of 5 stars","A","15.6"
"9","Tee Higgins",CIN,"vs. BUF","3 out of 5 stars","A","15.5"
"10","DK Metcalf",SEA,"vs. NYJ","2 out of 5 stars","A","15.0"
"11","Chris Godwin",TB,"vs. CAR","3 out of 5 stars","A","14.4"
"12","Davante Adams",LV,"vs. SF","3 out of 5 stars","A","14.1"
"13","Jaylen Waddle",MIA,"at NE","3 out of 5 stars","A","13.9"
"14","Garrett Wilson",NYJ,"at SEA","3 out of 5 stars","A","13.7"
"15","DeVonta Smith",PHI,"vs. NO","3 out of 5 stars","A","13.5"
"16","Mike Williams",LAC,"vs. LAR","4 out of 5 stars","A","13.4"
"17","Terry McLaurin",WAS,"vs. CLE","3 out of 5 stars","A-","13.3"
"18","Jerry Jeudy",DEN,"at KC","4 out of 5 stars","A-","13.2"
"19","Christian Kirk",JAC,"at HOU","3 out of 5 stars","A-","13.0"
"20","Mike Evans",TB,"vs. CAR","3 out of 5 stars","A-","12.9"
"21","DJ Moore",CAR,"at TB","3 out of 5 stars","A-","12.8"
"22","JuJu Smith-Schuster",KC,"vs. DEN","1 out of 5 stars","B+","12.8"
"23","Brandon Aiyuk",SF,"at LV","3 out of 5 stars","B+","12.7"
"24","Amari Cooper",CLE,"at WAS","3 out of 5 stars","B+","12.1"
"25","Michael Pittman Jr.",IND,"at NYG","2 out of 5 stars","B","11.6"
"26","Drake London",ATL,"vs. ARI","4 out of 5 stars","B","11.4"
"27","Allen Lazard",GB,"vs. MIN","3 out of 5 stars","B","11.3"
"28","Zay Jones",JAC,"at HOU","3 out of 5 stars","B","11.2"
"29","Gabe Davis",BUF,"at CIN","3 out of 5 stars","B","10.4"
"30","Diontae Johnson",PIT,"at BAL","3 out of 5 stars","B-","10.3"
"31","Jakobi Meyers",NE,"vs. MIA","2 out of 5 stars","B-","9.9"
"32","Jahan Dotson",WAS,"vs. CLE","3 out of 5 stars","C+","9.7"
