"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS"
"1","Patrick Mahomes II",KC,"vs. JAC","4 out of 5 stars","A+","23.3"
"2","Jalen Hurts",PHI,"vs. WAS","4 out of 5 stars","A+","22.4"
"3","Justin Fields",CHI,"vs. DET","5 out of 5 stars","A-","21.5"
"4","Tua Tagovailoa",MIA,"vs. CLE","4 out of 5 stars","A-","20.5"
"5","Josh Allen",BUF,"vs. MIN","3 out of 5 stars","B+","19.5"
"6","Dak Prescott",DAL,"at GB","2 out of 5 stars","B+","18.8"
"7","Geno Smith",SEA,"at TB","3 out of 5 stars","B+","18.1"
"8","Tom Brady",TB,"vs. SEA","3 out of 5 stars","B","17.6"
"9","Kyler Murray",ARI,"at LAR","2 out of 5 stars","B","17.3"
"10","Justin Herbert",LAC,"at SF","2 out of 5 stars","B","17.1"
"11","Jimmy Garoppolo",SF,"vs. LAC","4 out of 5 stars","B-","17.0"
"12","Daniel Jones",NYG,"vs. HOU","2 out of 5 stars","B-","16.8"
"13","Trevor Lawrence",JAC,"at KC","4 out of 5 stars","B-","16.6"
"14","Kirk Cousins",MIN,"at BUF","2 out of 5 stars","C+","16.4"
"15","Derek Carr",LV,"vs. IND","3 out of 5 stars","C+","16.1"
"16","Jared Goff",DET,"at CHI","3 out of 5 stars","C","15.9"
"17","Russell Wilson",DEN,"at TEN","3 out of 5 stars","C","15.8"
"18","Marcus Mariota",ATL,"at CAR","3 out of 5 stars","C-","15.5"
"19","Jacoby Brissett",CLE,"at MIA","4 out of 5 stars","D+","15.2"
"20","Aaron Rodgers",GB,"vs. DAL","2 out of 5 stars","D+","14.9"
"21","Kenny Pickett",PIT,"vs. NO","4 out of 5 stars","D-","14.7"
"22","Andy Dalton",NO,"at PIT","3 out of 5 stars","D-","14.4"
"23","Taylor Heinicke",WAS,"at PHI","1 out of 5 stars","F","14.1"
"24","Sam Ehlinger",IND,"at LV","5 out of 5 stars","F","13.7"
"25","Davis Mills",HOU,"at NYG","3 out of 5 stars","F","13.4"
"26","Ryan Tannehill",TEN,"vs. DEN","1 out of 5 stars","F","13.0"
"27","Matthew Stafford",LAR,"vs. ARI","3 out of 5 stars","F","12.0"
"28","PJ Walker",CAR,"vs. ATL","4 out of 5 stars","F","10.6"
"29","Case Keenum",BUF,"vs. MIN","3 out of 5 stars","F","9.2"
"30","John Wolford",LAR,"vs. ARI","3 out of 5 stars","F","7.5"
"31","Malik Willis",TEN,"vs. DEN","1 out of 5 stars","F","5.6"
"32","Baker Mayfield",CAR,"vs. ATL","4 out of 5 stars","F","4.6"
"33","Colt McCoy",ARI,"at LAR","2 out of 5 stars","F","2.9"
"34","Jameis Winston",NO,"at PIT","3 out of 5 stars","F","1.8"
"35","Nick Foles",IND,"at LV","5 out of 5 stars","F","1.0"
"36","Matt Ryan",IND,"at LV","5 out of 5 stars","F","0.9"
"37","Teddy Bridgewater",MIA,"vs. CLE","4 out of 5 stars","F","0.9"
"38","Jeff Driskel",HOU,"at NYG","3 out of 5 stars","F","0.9"
"39","Desmond Ridder",ATL,"at CAR","3 out of 5 stars","F","0.9"
"40","Bryce Perkins",LAR,"vs. ARI","3 out of 5 stars","F","0.9"
