"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS"
"1","Justin Jefferson",MIN,"vs. NYG","2 out of 5 stars","A+","18.5"
"2","Tyreek Hill",MIA,"vs. GB","2 out of 5 stars","A+","18.1"
"3","Davante Adams",LV,"at PIT","4 out of 5 stars","A+","16.1"
"4","Ja'Marr Chase",CIN,"at NE","3 out of 5 stars","A+","16.0"
"5","Stefon Diggs",BUF,"at CHI","3 out of 5 stars","A+","15.8"
"6","Amon-Ra St. Brown",DET,"at CAR","3 out of 5 stars","A+","15.7"
"7","DK Metcalf",SEA,"at KC","4 out of 5 stars","A","15.0"
"8","CeeDee Lamb",DAL,"vs. PHI","2 out of 5 stars","A","14.9"
"9","A.J. Brown",PHI,"at DAL","4 out of 5 stars","A","14.3"
"10","Jaylen Waddle",MIA,"vs. GB","2 out of 5 stars","A","13.6"
"11","Chris Godwin",TB,"at ARI","4 out of 5 stars","A","13.4"
"12","Keenan Allen",LAC,"at IND","4 out of 5 stars","A","13.2"
"13","DeAndre Hopkins",ARI,"vs. TB","3 out of 5 stars","A","13.1"
"14","Mike Williams",LAC,"at IND","4 out of 5 stars","A","13.1"
"15","Tee Higgins",CIN,"at NE","3 out of 5 stars","A","13.0"
"16","Christian Watson",GB,"at MIA","2 out of 5 stars","A-","12.9"
"17","Mike Evans",TB,"at ARI","4 out of 5 stars","A-","12.6"
"18","Terry McLaurin",WAS,"at SF","2 out of 5 stars","A-","12.5"
"19","Garrett Wilson",NYJ,"vs. JAC","4 out of 5 stars","A-","12.5"
"20","JuJu Smith-Schuster",KC,"vs. SEA","3 out of 5 stars","A-","12.5"
"21","DJ Moore",CAR,"vs. DET","3 out of 5 stars","B+","12.3"
"22","DeVonta Smith",PHI,"at DAL","4 out of 5 stars","B+","12.1"
"23","Michael Pittman Jr.",IND,"vs. LAC","2 out of 5 stars","B+","12.1"
"24","Christian Kirk",JAC,"at NYJ","3 out of 5 stars","B+","12.1"
"25","Jerry Jeudy",DEN,"at LAR","3 out of 5 stars","B","11.2"
"26","Brandon Aiyuk",SF,"vs. WAS","3 out of 5 stars","B","10.8"
"27","Diontae Johnson",PIT,"vs. LV","3 out of 5 stars","B","9.8"
"28","Zay Jones",JAC,"at NYJ","3 out of 5 stars","B","9.8"
"29","Darius Slayton",NYG,"at MIN","3 out of 5 stars","B-","9.6"
"30","Amari Cooper",CLE,"vs. NO","3 out of 5 stars","B","9.5"
"31","Adam Thielen",MIN,"vs. NYG","2 out of 5 stars","B-","9.4"
"32","Drake London",ATL,"at BAL","3 out of 5 stars","B-","9.1"
"33","Gabe Davis",BUF,"at CHI","3 out of 5 stars","B-","8.9"
"34","Marquise Brown",ARI,"vs. TB","3 out of 5 stars","C+","8.8"
"35","George Pickens",PIT,"vs. LV","3 out of 5 stars","C+","8.4"
"36","Allen Lazard",GB,"at MIA","2 out of 5 stars","C+","8.5"
"37","Jakobi Meyers",NE,"vs. CIN","3 out of 5 stars","C+","8.3"
"38","Marquise Goodwin",SEA,"at KC","4 out of 5 stars","C+","8.2"
"39","Chris Moore",HOU,"at TEN","4 out of 5 stars","C","7.9"
"40","Donovan Peoples-Jones",CLE,"vs. NO","3 out of 5 stars","C","7.7"
"41","Joshua Palmer",LAC,"at IND","4 out of 5 stars","C","7.6"
"42","Curtis Samuel",WAS,"at SF","2 out of 5 stars","C","7.5"
"43","Tyler Boyd",CIN,"at NE","3 out of 5 stars","C","7.2"
"44","Jahan Dotson",WAS,"at SF","2 out of 5 stars","C","7.1"
"45","DJ Chark Jr.",DET,"at CAR","3 out of 5 stars","C","7.1"
"46","K.J. Osborn",MIN,"vs. NYG","2 out of 5 stars","C","7.1"
"47","Mack Hollins",LV,"at PIT","4 out of 5 stars","C","7.1"
"48","Michael Gallup",DAL,"vs. PHI","2 out of 5 stars","C","7.1"
"49","Richie James Jr.",NYG,"at MIN","3 out of 5 stars","C","7.1"
"50","Isaiah Hodgins",NYG,"at MIN","3 out of 5 stars","C-","6.9"
"51","Van Jefferson",LAR,"vs. DEN","2 out of 5 stars","C-","6.8"
"52","Parris Campbell",IND,"vs. LAC","2 out of 5 stars","C-","6.7"
"53","Marquez Valdes-Scantling",KC,"vs. SEA","3 out of 5 stars","C-","6.6"
"54","Demarcus Robinson",BAL,"vs. ATL","4 out of 5 stars","C-","6.6"
"55","Elijah Moore",NYJ,"vs. JAC","4 out of 5 stars","C-","6.5"
"56","Rashid Shaheed",NO,"at CLE","3 out of 5 stars","D+","6.5"
"57","Tutu Atwell",LAR,"vs. DEN","2 out of 5 stars","C-","6.5"
"58","Terrace Marshall Jr.",CAR,"vs. DET","3 out of 5 stars","D+","6.5"
"59","Alec Pierce",IND,"vs. LAC","2 out of 5 stars","D","6.5"
"60","Isaiah McKenzie",BUF,"at CHI","3 out of 5 stars","D","6.4"
"61","Romeo Doubs",GB,"at MIA","2 out of 5 stars","D","6.3"
"62","Russell Gage",TB,"at ARI","4 out of 5 stars","D","6.2"
"63","Noah Brown",DAL,"vs. PHI","2 out of 5 stars","D","6.1"
"64","Nelson Agholor",NE,"vs. CIN","3 out of 5 stars","D-","6.0"
"65","Treylon Burks",TEN,"vs. HOU","3 out of 5 stars","D-","6.0"
"66","Corey Davis",NYJ,"vs. JAC","4 out of 5 stars","D-","5.7"
"67","Robert Woods",TEN,"vs. HOU","3 out of 5 stars","F","5.6"
"68","Jauan Jennings",SF,"vs. WAS","3 out of 5 stars","F","5.4"
"69","Courtland Sutton",DEN,"at LAR","3 out of 5 stars","D","5.3"
"70","Josh Reynolds",DET,"at CAR","3 out of 5 stars","F","5.3"
"71","Marvin Jones Jr.",JAC,"at NYJ","3 out of 5 stars","F","5.2"
"72","Hunter Renfrow",LV,"at PIT","4 out of 5 stars","F","5.0"
"73","Kadarius Toney",KC,"vs. SEA","3 out of 5 stars","F","5.0"
"74","Nick Westbrook-Ikhine",TEN,"vs. HOU","3 out of 5 stars","F","5.0"
"75","Trent Sherfield",MIA,"vs. GB","2 out of 5 stars","F","4.9"
"76","Jameson Williams",DET,"at CAR","3 out of 5 stars","F","4.9"
"77","Randall Cobb",GB,"at MIA","2 out of 5 stars","F","4.8"
"78","Quez Watkins",PHI,"at DAL","4 out of 5 stars","F","4.8"
"79","Olamide Zaccheaus",ATL,"at BAL","3 out of 5 stars","F","4.8"
"80","Byron Pringle",CHI,"vs. BUF","3 out of 5 stars","F","4.8"
"81","Tyquan Thornton",NE,"vs. CIN","3 out of 5 stars","F","4.7"
"82","DeSean Jackson",BAL,"vs. ATL","4 out of 5 stars","F","4.7"
"83","Brandin Cooks",HOU,"at TEN","4 out of 5 stars","F","4.7"
"84","Phillip Dorsett II",HOU,"at TEN","4 out of 5 stars","F","4.6"
"85","Julio Jones",TB,"at ARI","4 out of 5 stars","F","4.5"
"86","Dante Pettis",CHI,"vs. BUF","3 out of 5 stars","F","4.5"
"87","Laviska Shenault Jr.",CAR,"vs. DET","3 out of 5 stars","F","4.5"
"88","Kalif Raymond",DET,"at CAR","3 out of 5 stars","F","4.4"
"89","Jamal Agnew",JAC,"at NYJ","3 out of 5 stars","F","4.4"
"90","Amari Rodgers",HOU,"at TEN","4 out of 5 stars","F","4.3"
"91","Ray-Ray McCloud",SF,"vs. WAS","3 out of 5 stars","F","4.2"
"92","DeAndre Carter",LAC,"at IND","4 out of 5 stars","F","4.1"
"93","Shi Smith",CAR,"vs. DET","3 out of 5 stars","F","4.1"
"94","Mecole Hardman",KC,"vs. SEA","3 out of 5 stars","F","4.3"
"95","Steven Sims Jr.",PIT,"vs. LV","3 out of 5 stars","F","4.1"
"96","Kendrick Bourne",NE,"vs. CIN","3 out of 5 stars","F","3.9"
"97","Skyy Moore",KC,"vs. SEA","3 out of 5 stars","F","3.9"
"98","Brandon Johnson",DEN,"at LAR","3 out of 5 stars","F","3.8"
"99","A.J. Green",ARI,"vs. TB","3 out of 5 stars","F","3.8"
"100","Robbie Anderson",ARI,"vs. TB","3 out of 5 stars","F","3.8"
"101","Justin Watson",KC,"vs. SEA","3 out of 5 stars","F","3.7"
"102","Braxton Berrios",NYJ,"vs. JAC","4 out of 5 stars","F","3.7"
"103","Cole Beasley",BUF,"at CHI","3 out of 5 stars","F","3.6"
"104","Trenton Irwin",CIN,"at NE","3 out of 5 stars","F","3.5"
"105","Tre'Quan Smith",NO,"at CLE","3 out of 5 stars","F","3.5"
"106","Greg Dortch",ARI,"vs. TB","3 out of 5 stars","F","3.5"
"107","Brandon Powell",LAR,"vs. DEN","2 out of 5 stars","F","3.5"
"108","Dyami Brown",WAS,"at SF","2 out of 5 stars","F","3.4"
"109","Marquez Callaway",NO,"at CLE","3 out of 5 stars","F","3.4"
"110","Ashton Dulin",IND,"vs. LAC","2 out of 5 stars","F","3.3"
"111","Velus Jones Jr.",CHI,"vs. BUF","3 out of 5 stars","F","3.3"
"112","Damiere Byrd",ATL,"at BAL","3 out of 5 stars","F","3.2"
"113","Cedrick Wilson Jr.",MIA,"vs. GB","2 out of 5 stars","F","3.1"
"114","James Proche II",BAL,"vs. ATL","4 out of 5 stars","F","3.1"
"115","Austin Trammell",LAR,"vs. DEN","2 out of 5 stars","F","2.9"
"116","Penny Hart",SEA,"at KC","4 out of 5 stars","F","2.7"
"117","Zach Pascal",PHI,"at DAL","4 out of 5 stars","F","2.6"
"118","N'Keal Harry",CHI,"vs. BUF","3 out of 5 stars","F","2.5"
"119","Laquon Treadwell",SEA,"at KC","4 out of 5 stars","F","2.3"
"120","Gunner Olszewski",PIT,"vs. LV","3 out of 5 stars","F","2.3"
"121","KhaDarel Hodge",ATL,"at BAL","3 out of 5 stars","F","2.2"
"122","Lance McCutcheon",LAR,"vs. DEN","2 out of 5 stars","F","2.1"
"123","David Bell",CLE,"vs. NO","3 out of 5 stars","F","2.1"
"124","Freddie Swain",DEN,"at LAR","3 out of 5 stars","F","2.0"
"125","Sammy Watkins",BAL,"vs. ATL","4 out of 5 stars","F","1.7"
"126","Scotty Miller",TB,"at ARI","4 out of 5 stars","F","1.7"
"127","Dareke Young",SEA,"at KC","4 out of 5 stars","F","1.6"
"128","Michael Woods II",CLE,"vs. NO","3 out of 5 stars","F","1.6"
"129","Danny Gray",SF,"vs. WAS","3 out of 5 stars","F","1.4"
"130","Keelan Cole Sr.",LV,"at PIT","4 out of 5 stars","F","1.3"
"131","Jalen Reagor",MIN,"vs. NYG","2 out of 5 stars","F","-"
"132","Khalil Shakir",BUF,"at CHI","3 out of 5 stars","F","-"
"133","Chris Conley",TEN,"vs. HOU","3 out of 5 stars","F","-"
"134","Montrell Washington",DEN,"at LAR","3 out of 5 stars","F","-"
"135","Chase Claypool",CHI,"vs. BUF","3 out of 5 stars","F","-"
"136","James Washington",DAL,"vs. PHI","2 out of 5 stars","F","-"
"137","Kenny Golladay",NYG,"at MIN","3 out of 5 stars","F","-"
"138","Jalen Virgil",DEN,"at LAR","3 out of 5 stars","F","-"
"139","T.Y. Hilton",DAL,"vs. PHI","2 out of 5 stars","F","-"
"140","Miles Boykin",PIT,"vs. LV","3 out of 5 stars","F","-"
"141","Racey McMath",TEN,"vs. HOU","3 out of 5 stars","F","-"
"142","Breshad Perriman",TB,"at ARI","4 out of 5 stars","F","-"
"143","Cam Sims",WAS,"at SF","2 out of 5 stars","F","-"
"144","Nsimba Webster",CHI,"vs. BUF","3 out of 5 stars","F","-"
"145","Kirk Merritt",NO,"at CLE","3 out of 5 stars","F","-"
"146","Marcus Johnson",NYG,"at MIN","3 out of 5 stars","F","-"
"147","Samori Toure",GB,"at MIA","2 out of 5 stars","F","-"
