"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS"
"1","Josh Allen",BUF,"at CIN","2 out of 5 stars","A+","25.2"
"2","Patrick Mahomes II",KC,"vs. DEN","1 out of 5 stars","A","23.7"
"3","Justin Fields",CHI,"at DET","5 out of 5 stars","A-","22.1"
"4","Joe Burrow",CIN,"vs. BUF","2 out of 5 stars","A-","20.7"
"5","Justin Herbert",LAC,"vs. LAR","3 out of 5 stars","B+","19.7"
"6","Dak Prescott",DAL,"at TEN","3 out of 5 stars","B+","18.8"
"7","Jared Goff",DET,"vs. CHI","4 out of 5 stars","B","18.4"
"8","Trevor Lawrence",JAC,"at HOU","2 out of 5 stars","B","18.1"
"9","Kirk Cousins",MIN,"at GB","3 out of 5 stars","B","17.8"
"10","Aaron Rodgers",GB,"vs. MIN","3 out of 5 stars","B","17.6"
"11","Daniel Jones",NYG,"vs. IND","4 out of 5 stars","B-","17.4"
"12","Gardner Minshew II",PHI,"vs. NO","4 out of 5 stars","B-","17.1"
"13","Tom Brady",TB,"vs. CAR","3 out of 5 stars","C+","16.8"
"14","Geno Smith",SEA,"vs. NYJ","2 out of 5 stars","C","16.5"
"15","Brock Purdy",SF,"at LV","5 out of 5 stars","C","16.1"
"16","Mike White",NYJ,"at SEA","4 out of 5 stars","C","15.7"
"17","Deshaun Watson",CLE,"at WAS","3 out of 5 stars","C-","15.3"
"18","Russell Wilson",DEN,"at KC","4 out of 5 stars","D+","15.0"
"19","Mac Jones",NE,"vs. MIA","3 out of 5 stars","D","14.6"
"20","Teddy Bridgewater",MIA,"at NE","3 out of 5 stars","D","14.3"
"21","Sam Darnold",CAR,"at TB","4 out of 5 stars","D-","14.0"
"22","Tyler Huntley",BAL,"vs. PIT","4 out of 5 stars","D-","13.6"
"23","Carson Wentz",WAS,"vs. CLE","3 out of 5 stars","F","13.2"
"24","Baker Mayfield",LAR,"at LAC","4 out of 5 stars","F","13.0"
"25","Kenny Pickett",PIT,"at BAL","3 out of 5 stars","F","12.8"
"26","Davis Mills",HOU,"vs. JAC","4 out of 5 stars","F","12.7"
"27","Desmond Ridder",ATL,"vs. ARI","3 out of 5 stars","F","12.5"
"28","Andy Dalton",NO,"at PHI","1 out of 5 stars","F","12.2"
"29","Nick Foles",IND,"at NYG","2 out of 5 stars","F","11.8"
"30","David Blough",ARI,"at ATL","5 out of 5 stars","F","11.4"
"31","Jarrett Stidham",LV,"vs. SF","2 out of 5 stars","F","10.7"
"32","Joshua Dobbs",TEN,"vs. DAL","2 out of 5 stars","F","3.4"
"33","Jeff Driskel",HOU,"vs. JAC","4 out of 5 stars","F","3.4"
"34","Taylor Heinicke",WAS,"vs. CLE","3 out of 5 stars","F","3.4"
"35","Malik Willis",TEN,"vs. DAL","2 out of 5 stars","F","-"
"36","Jacoby Brissett",CLE,"at WAS","3 out of 5 stars","F","-"
"37","Jalen Hurts",PHI,"vs. NO","4 out of 5 stars","F","-"
"38","Trace McSorley",ARI,"at ATL","5 out of 5 stars","F","-"
"39","Zach Wilson",NYJ,"at SEA","4 out of 5 stars","F","-"
"40","C.J. Beathard",JAC,"at HOU","2 out of 5 stars","F","-"
"41","Derek Carr",LV,"vs. SF","2 out of 5 stars","F","-"
"42","Matt Ryan",IND,"at NYG","2 out of 5 stars","F","-"
"43","Mitch Trubisky",PIT,"at BAL","3 out of 5 stars","F","-"
