"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS"
"1","Josh Allen",BUF,"at DET","4 out of 5 stars","A+","27.5"
"2","Patrick Mahomes II",KC,"vs. LAR","2 out of 5 stars","A","24.5"
"3","Jalen Hurts",PHI,"vs. GB","3 out of 5 stars","A","23.3"
"4","Tua Tagovailoa",MIA,"vs. HOU","3 out of 5 stars","A","21.9"
"5","Lamar Jackson",BAL,"at JAC","4 out of 5 stars","A-","21.2"
"6","Joe Burrow",CIN,"at TEN","3 out of 5 stars","B+","20.7"
"7","Justin Herbert",LAC,"at ARI","3 out of 5 stars","B+","20.2"
"8","Dak Prescott",DAL,"vs. NYG","3 out of 5 stars","B","19.8"
"9","Geno Smith",SEA,"vs. LV","5 out of 5 stars","B","19.2"
"10","Tom Brady",TB,"at CLE","4 out of 5 stars","B-","18.6"
"11","Justin Fields",CHI,"at NYJ","2 out of 5 stars","C+","18.1"
"12","Jimmy Garoppolo",SF,"vs. NO","4 out of 5 stars","B-","17.6"
"13","Kirk Cousins",MIN,"vs. NE","3 out of 5 stars","C+","17.0"
"14","Daniel Jones",NYG,"at DAL","2 out of 5 stars","C","16.7"
"15","Trevor Lawrence",JAC,"vs. BAL","3 out of 5 stars","C","16.5"
"16","Derek Carr",LV,"at SEA","4 out of 5 stars","C","16.2"
"17","Aaron Rodgers",GB,"at PHI","1 out of 5 stars","C-","15.9"
"18","Marcus Mariota",ATL,"at WAS","4 out of 5 stars","C-","15.6"
"19","Jacoby Brissett",CLE,"vs. TB","3 out of 5 stars","D+","15.4"
"20","Taylor Heinicke",WAS,"vs. ATL","4 out of 5 stars","D+","15.2"
"21","Matt Ryan",IND,"vs. PIT","4 out of 5 stars","D","14.9"
"22","Kyler Murray",ARI,"vs. LAC","3 out of 5 stars","D","14.8"
"23","Russell Wilson",DEN,"at CAR","3 out of 5 stars","D-","14.6"
"24","Jared Goff",DET,"vs. BUF","2 out of 5 stars","D-","14.5"
"25","Ryan Tannehill",TEN,"vs. CIN","2 out of 5 stars","F","14.4"
"26","Andy Dalton",NO,"at SF","2 out of 5 stars","F","14.3"
"27","Kenny Pickett",PIT,"at IND","4 out of 5 stars","F","14.2"
"28","Mac Jones",NE,"at MIN","3 out of 5 stars","F","13.9"
"29","Davis Mills",HOU,"at MIA","4 out of 5 stars","F","13.6"
"30","Colt McCoy",ARI,"vs. LAC","3 out of 5 stars","F","13.1"
"31","Zach Wilson",NYJ,"vs. CHI","4 out of 5 stars","F","12.4"
"32","Bryce Perkins",LAR,"at KC","4 out of 5 stars","F","11.6"
"33","Sam Darnold",CAR,"vs. DEN","1 out of 5 stars","F","10.5"
"34","John Wolford",LAR,"at KC","4 out of 5 stars","F","3.0"
"35","Baker Mayfield",CAR,"vs. DEN","1 out of 5 stars","F","1.3"
"36","Mike White",NYJ,"vs. CHI","4 out of 5 stars","F","1.2"
"37","Matthew Stafford",LAR,"at KC","4 out of 5 stars","F","1.1"
"38","Trevor Siemian",CHI,"at NYJ","2 out of 5 stars","F","1.0"
"39","Joe Flacco",NYJ,"vs. CHI","4 out of 5 stars","F","1.0"
