player,team,py_games_played,games_played,pas_att_rat,cmp_rat,pas_yds_rat,pas_tds_rat,int_rat
Jared Goff,DET,17,0,35.028859190496746,24.04661345106542,261.9906333916712,1.4709583430446975,0.08822165026485415
Kirk Cousins,MIN,17,0,37.899472551806085,25.469999579717747,280.59562530651186,1.6577870443625664,0.10027570315595064
Justin Herbert,LAC,17,0,39.99093897059248,28.002607776059563,285.0653170521607,1.59607316046105,0.11125080640298576
Patrick Mahomes,KC,17,0,37.142752852626316,25.394712965737593,295.62559310382295,1.8324882626148606,0.035593617455369125
Dak Prescott,DAL,12,0,34.7294512206247,23.86662167541035,260.16974067292455,1.7647270201085543,0.2636478376040479
Mac Jones,NE,14,0,32.11357582542599,21.21137036653446,226.2360272310528,1.2902594855074438,0.33486002671463316
Tom Brady,NA,17,0,42.553993267548066,29.576812595417227,289.5995956388244,1.6904418434780535,0.06014104825470931
Trevor Lawrence,JAC,17,0,34.438214979950615,23.029041292805005,243.53167843729096,1.2557694049687633,0.3126915924571823
Geno Smith,SEA,17,0,32.90632817253615,22.928560412521417,246.54277365314772,1.5204864156551716,0.21076523491241786
Brock Purdy,SF,6,0,25.00024584778246,14.418879062615662,196.5740953900396,1.2516443679246954,0.4064742035538206
Deshaun Watson,CLE,6,0,24.621891760501363,13.166924492398262,176.93307354763823,1.0923973411923407,0.4606536361777901
Sam Darnold,SF,6,0,30.390495604102174,19.07692608689486,219.4145446092112,1.179256667100467,0.4527442820516855
Davis Mills,HOU,15,0,34.98443520125871,22.984145120280843,240.3348198656849,1.3553088752940385,0.3675605869042651
Baker Mayfield,TB,12,0,29.197970693575172,18.395569266796915,207.30292729999508,1.2295939899601471,0.36056233672840476
Aaron Rodgers,NYJ,17,0,31.72634599513904,21.111257801075862,229.81000629308846,1.6343351723780484,-0.006017363643597701
Andy Dalton,CAR,14,0,32.44613419693947,21.984039588640858,236.8268236863393,1.3545136720138438,0.4435817445272746
Desmond Ridder,ATL,4,0,24.664883234935367,13.71408841628106,176.07391702021937,1.00832819435708,0.39486119073487064
Russell Wilson,DEN,15,0,31.310356205624263,20.379970414577443,241.14471116931082,1.4206509615124396,0.158857473979692
Kenny Pickett,PIT,12,0,28.22018332976385,16.95786147964997,199.63942694292183,1.0097181064954022,0.5015245578672041
Skylar Thompson,MIA,5,0,25.34819493485844,13.012774851176918,165.18731082719833,0.9820185670129695,0.4372349329611987
Sam Ehlinger,IND,4,0,23.984630538824938,13.36946424270442,170.00366728386507,1.0492508417495108,0.45653414683406823
Jarrett Stidham,DEN,3,0,26.024926589538808,14.401945549312376,200.7389364952166,1.1196493434151362,0.4802199376226071
David Blough,ARI,2,0,25.517141132595484,14.265441569537382,190.26004134787664,1.0897495612041666,0.47381184389135916
Joshua Dobbs,ARI,2,0,25.749901459176904,13.758267349357718,184.35930485449512,1.0735311282641995,0.4700680977744982
Josh Allen,BUF,16,0,35.07176904513469,22.593358240106813,257.6950058543857,1.76796778954221,0.1754934620674747
Joe Burrow,CIN,16,0,35.85958104520856,25.21733795507087,277.1373526216368,1.768580178771733,0.17471530851586226
Trace McSorley,NE,4,0,26.013479204074653,13.60915101737108,183.05442123397285,1.0228628359327148,0.5373962077590331
Jalen Hurts,PHI,15,0,31.069472308015097,20.5376304700263,243.20275328176996,1.3275737620113062,0.17785119295432408
Anthony Brown,BAL,2,0,24.818631920420003,12.551176428920778,182.8863822718298,1.0313154193339615,0.48227788696984347
Nick Mullens,MIN,2,0,30.17768314550176,20.241360380644743,178.97003846933723,1.1957902083895675,0.4652276763265756
Joe Flacco,NA,4,0,38.64107240706842,24.532455078044705,273.85444559388344,1.7880668438929204,0.3967445482272848
Tim Boyle,NYJ,1,0,29.39112259681639,18.7144795455252,181.73618612686744,1.1794941196576711,0.715835806886137
Blaine Gabbert,KC,1,0,23.78446287319776,12.620671470922892,173.86697034286277,1.0972326914651669,0.45914529032571527
Nathan Peterman,CHI,1,0,24.262601320394552,12.922064175691592,178.13051673540963,1.0887632033570678,0.4533724759966272
Davis Webb,NA,1,0,26.13612003316996,14.159065074963495,180.42119061647367,1.079104080979136,0.4470940464509716
Sam Howell,WAS,1,0,22.56524158623394,11.80032442929729,174.52733914901722,1.0675909096270753,0.46620695566036746
Daniel Jones,NYG,16,0,32.0522714580311,23.29431992373959,228.71176096333573,1.16989972248571,0.2048746774825322
Tyler Huntley,BAL,5,0,34.45385684278338,23.292462517838448,210.76454362951443,1.0088003425927123,0.4408815951869234
Jeff Driskel,ARI,4,0,21.59005182748796,11.341294116767425,161.1134041477435,1.0630938491239523,0.43663386633333756
Justin Fields,CHI,15,0,23.55526490264937,14.48695930368648,174.88511027722032,1.1575458509222836,0.4092531675022528
