player,pos,team,games_played,py_games_played,touches,fmb,adj_rus_att_per,adj_rus_yds_per,adj_rus_tds_per,adj_tgt_per,adj_rec_per,adj_rec_yds_per,adj_rec_tds_per,py_qb_fl,py_fl_per_tou,injury_status
Demarcus Robinson,WR,LAR,2,2,28,0,0,0,0,0.09600782394593564,0.08983245921379396,0.10027971541190056,0.10811737889119728,0,0.01463321165330983,NA
Cooper Kupp,WR,LAR,2,2,65,1,4.131621792896488e-4,4.899932361645859e-4,4.7942045733432383e-4,0.2694546116894502,0.25936895475405286,0.25116812185947357,0.277453788417729,0,0.01064909998741241,NA
Colby Parkinson,TE,LAR,2,2,27,0,0,0,0,0.04666187791285638,0.05012931457926153,0.04965369236676569,0.0438548409332409,0,0.01133931943104099,NA
Tyler Johnson,WR,LAR,2,2,22,0,0,0,0,0.042087385172364385,0.03906598062556238,0.03853905615955401,0.03973079468535183,0,0.01179289220828263,NA
Tutu Atwell,WR,LAR,2,2,37,0,0.008562482867010553,0.0017725972628709384,0.00435065456161422,0.08973426494681633,0.09959742265573118,0.11137101843326253,0.0841617199358471,0,0.01096462887592833,NA
Hunter Long,TE,LAR,2,2,5,0,0,0,0,0.01960500835817358,0.011542034812990312,0.009712219631132814,0.013296281937905765,0,0.01183233331934712,NA
Kyren Williams,RB,LAR,2,2,279,5,0.679542781814295,0.6904030300377914,0.7130027626483599,0.05339580136188624,0.0586060667289986,0.044837400569683356,0.044421107923340086,0,0.01170498888096337,NA
Ronnie Rivers,RB,LAR,1,2,11,0,8.998010170552664e-4,9.581182451507878e-4,9.91764645507864e-4,4.3528937722376763e-4,4.3502801144963915e-4,4.145151544880296e-4,4.29726918273407e-4,0,0.01143792220870222,NA
Davis Allen,TE,LAR,2,2,6,0,0,0,0,0.0215893680691756,0.020252503400166683,0.01808478133464982,0.019997642718476476,0,0.01163512776402467,NA
Puka Nacua,WR,LAR,2,0,58,0,0.06414294217609817,0.06427978136340268,0.11092003663987773,0.32882927291479974,0.33810189556787734,0.3433601242811561,0.3361010973849563,0,0.0111916949887411,NA
Xavier Smith,WR,LAR,1,0,2,0,4.263332231404573e-4,9.99119114815454e-4,7.321411127735575e-4,0.00143813511126995,0.001463623967865393,0.0013382796458596235,0.0014067212082747042,0,0.01183233331934712,NA
Blake Corum,RB,LAR,2,0,49,0,0.18566003916275545,0.2049643316262981,0.12740342258686443,0.01010679366060221,0.01070500032215977,0.0095959909020318,0.009839575204901483,0.21,0.007,NA
Jordan Whittington,WR,LAR,2,0,18,0,0,0,0,0.020654367479445983,0.020899715360090297,0.021645084250042104,0.021189323840505682,0.21,0.007,NA
Kyle Juszczyk,RB,SF,2,2,19,1,0,0,0,0.05017090502015531,0.04669004285730389,0.035891425449636354,0.039377175388834326,0,0.01145764276423446,NA
Chris Conley,WR,SF,2,2,1,0,0,0,0,0.017668050304953248,0.0144484518826069,0.01188643809701318,0.015595707121322747,0,0.01177317165275038,NA
George Kittle,TE,SF,2,1,56,0,0,0,0,0.21113982260036868,0.23082387332444607,0.28064866513579156,0.21562375935335504,0,0.01053077665421894,NA
Eric Saubert,TE,SF,2,2,6,0,0,0,0,0.02178257756461506,0.02224317979266995,0.013477467437143334,0.015456614111464078,0,0.01177317165275038,NA
Deebo Samuel,WR,SF,2,0,49,1,0.21756882551539075,0.11467577416882987,0.04992611890664406,0.204339814621625,0.2013930779742908,0.17320311515256662,0.17573383101349113,0,0.011586106099386,NA
Jauan Jennings,WR,SF,2,2,57,0,0,0,0,0.29753965507898134,0.30585542303696306,0.3252041849939048,0.3764381854674175,0,0.01145764276423446,NA
Jake Tonges,TE,SF,2,0,0,0,0,0,0,2.2140735512322673e-5,2.2148046347227666e-5,2.1426130973263032e-5,2.2604701395329636e-5,0,0.01183233331934712,NA
Brayden Willis,TE,SF,2,0,0,0,0,0,0,2.1732823246930527e-5,2.1736561325286867e-5,2.1123305028872262e-05,2.2226215598970646e-5,0,0.01183233331934712,NA
Ricky Pearsall,WR,SF,2,0,13,0,0,0,0,0.11373252761569622,0.10138051073433364,0.08747080626770636,0.09935883901984043,0.21,0.007,NA
Jacob Cowing,WR,SF,2,0,2,2,0,0,0,0.018555568277112265,0.011397559684136,0.012164348480423524,0.013716936618323107,0.21,0.007,NA
Isaac Guerendo,RB,SF,2,0,64,3,0,0,0.34038364449567193,0.04626400900776885,0.05395844064084768,0.0495931808463132,0.03561978438411758,0.21,0.007,NA
Patrick Taylor,RB,SF,2,0,7,0,0.49866588671469153,0.6478973083114066,0.4155735306322067,0.015147016335826487,0.008152560084522286,0.0071152933203803325,0.009405608840926432,0,0.01122099609784752,NA
Ke Shawn Vaughn,RB,SF,2,0,2,0,0.14159341724531843,0.11274273985918784,0.04122812271863657,0.003616180014138353,0.0036129953802072094,0.0033025253831187136,0.003628727763913383,0,0.01131959887550874,NA
Nelson Agholor,WR,BAL,2,2,13,0,0,0,3.4246473142215495e-24,0.06259042797408769,0.05230178061020177,0.04990486000575734,0.0552742466222173,0,0.0128087805423852,NA
Derrick Henry,RB,BAL,2,2,253,3,0.6113426195058438,0.5589334788440639,0.5581633898619588,0.03917276840302349,0.04532037467475927,0.043715345055252805,0.03350467711636358,0,0.0057584022154156,NA
Patrick Ricard,RB,BAL,2,2,2,0,0,0,8.694007124774221e-23,0.012502467332324005,0.013599330363035308,0.0100256786824749,0.011501927157520528,0,0.01173373054168589,NA
Mark Andrews,TE,BAL,2,2,45,0,0.020462001813000702,0.009060181690923479,0.011632800663455062,0.1665194979146667,0.18172047989864248,0.1776213633653723,0.19563109721495303,0,0.01259185443153051,NA
Justice Hill,RB,BAL,2,2,80,0,0.09834173458245958,0.09769815652926396,0.12919952398068327,0.1312031812865374,0.13520989865532299,0.10026223815115695,0.10556709622331556,0,0.01129029776640232,NA
Rashod Bateman,WR,BAL,2,2,35,0,0,0,1.4938406804590312e-16,0.13867141060684018,0.13328385982939092,0.14174679022505,0.14588342893102113,0,0.01118155498678303,NA
Tylan Wallace,WR,BAL,2,2,9,1,0,0,0,0.03445970975764604,0.041282978780074434,0.05160002114466496,0.03537409944285395,0,0.01181261276381488,NA
Isaiah Likely,TE,BAL,2,2,33,1,0,0,0,0.12126200771463798,0.12174414640938234,0.11864784936320424,0.13949386923013682,0,0.01124071665337976,NA
Zay Flowers,WR,BAL,2,2,67,0,0.014232725529187213,0,0.004361204281179785,0.24831146392166015,0.22866613751682094,0.25983453933492023,0.23191296768330508,0,0.01015608609910628,NA
Keaton Mitchell,RB,BAL,1,2,0,0,0.012032746821204594,0.014931658586347596,0.016965518137335357,0.01772620594854251,0.018335341144616754,0.0178950060860264,0.017653368684230477,0,0.01072798220954139,NA
Devontez Walker,WR,BAL,1,0,0,0,0,0,0,0.004466542242619956,0.0044083081366180325,0.004591968201804563,0.004506717576560407,0.21,0.007,NA
Rasheen Ali,RB,BAL,1,0,0,0,0.007903999590527245,0.008060411646068726,0.010685798566278744,0.023114316897413886,0.024127363981134707,0.024154340384315277,0.02369650411752213,0.21,0.007,NA
Chris Manhertz,TE,NYG,2,2,1,0,0,0,0,0.005320517378346809,0.005280076297120404,0.0040976965719778345,0.006165322420046739,0,0.01179289220828263,NA
Devin Singletary,RB,NYG,2,2,105,2,0.16170723853879082,0.1766471990775939,0.11763595257853277,0.04161033690104837,0.040887452303204466,0.03550613301588031,0.04378896664035221,0,0.00864774332508147,NA
Darius Slayton,WR,NYG,2,2,37,1,0.0012352772791431345,0.0036768241752033887,0.0017501292651982555,0.15805175957678097,0.1420632085435526,0.15315256129771807,0.1596411927239443,0,0.01084630554273486,NA
Ihmir Smith Marsette,WR,NYG,1,2,0,1,0,0,0,0.0026984250542930605,0.002709268585951844,0.00271972153688607,0.0031367706263312582,0,0.01485013776416453,NA
Wan Dale Robinson,WR,NYG,2,2,70,0,0.0041856897550514235,0.0016285038428909397,0.002596775538028309,0.2048581543396198,0.20343234211148756,0.19168293995493937,0.20209100528148008,0,0.0104716149876222,NA
Greg Dulcich,TE,NYG,2,2,5,0,0,0,0,0.0092578204989487,0.009273626351695858,0.009385774730235642,0.009889827498105389,0,0.01177317165275038,NA
Daniel Bellinger,TE,NYG,2,2,8,0,0,0,0,0.03961736586261541,0.05319037244713679,0.04962720778787656,0.031600282697345015,0,0.01133931943104099,NA
Jalin Hyatt,WR,NYG,2,2,7,0,0,0,0,0.046049175566910204,0.04339562304476295,0.03939323625587365,0.04466750841345091,0,0.01304542720877215,NA
Eric Gray,RB,NYG,1,2,21,3,0.004738066121760628,0.0012154289537974394,0.0028297744936298685,0.01901522570459512,0.020439768296916447,0.017359154516877813,0.020534306257854462,0,0.01637876054210548,NA
Bryce Ford Wheaton,WR,NYG,1,0,0,0,0,0,0,0,0,0,0,0.21,0.007,NA
Malik Nabers,WR,NYG,2,0,85,1,0.011285487672929426,0.011488905542360062,0.0078858019817109,0.35359691949838357,0.3529952986787124,0.3772391161841416,0.3689134507589592,0.21,0.007,NA
Tyrone Tracy,RB,NYG,2,0,170,4,0.6391864887782646,0.5994294528712367,0.7286109658346803,0.11992429961845807,0.1263329633394587,0.119836458147593,0.10957136668213045,0.21,0.007,NA
Davante Adams,WR,NYJ,2,2,58,0,0,0,0,0.24910470556153858,0.24601933022587238,0.25499855636666946,0.2967805738590068,0,0.00980111609952586,NA
Tyler Conklin,TE,NYJ,2,2,37,0,0,0,0,0.09806927077863985,0.09823983203449514,0.09141999487984769,0.08457164940740906,0,0.01060965887634792,Q
Kenny Yeboah,TE,NYJ,2,2,3,0,0,0,0,0.01184498479725261,0.012553662930330773,0.01354285740590208,0.015629236443059847,0,0.01179289220828263,NA
Garrett Wilson,WR,NYJ,2,2,82,1,0,0,0,0.23474629888589962,0.2301982033952883,0.23548837529384603,0.20989242501714875,0,0.01321333165498818,NA
Breece Hall,RB,NYJ,2,2,210,6,0.6382943310328479,0.6835122441127192,0.6829897592461049,0.12316873213464266,0.12462561923826945,0.11650661252685314,0.12507213612925203,0,0.00926922054853914,Q
Jeremy Ruckert,TE,NYJ,2,2,14,0,0,0,0,0.04386421043153321,0.040605515730903194,0.03475688013359551,0.037906270000134114,0,0.0115168044308312,NA
