player,team,py_games_played,games_played,pas_att_rat,cmp_rat,pas_yds_rat,pas_tds_rat,int_rat
Jared Goff,DET,17,13,31.04917433666523,22.541533339659477,271.3751056984491,1.7540005892458896,-0.7695592530196251
Jalen Hurts,PHI,17,13,24.408632973003378,16.891715187882145,202.58253822587807,1.277882890642311,-0.779349810935139
Justin Herbert,LAC,13,13,30.108592770383932,19.57572683710515,233.20821862306812,1.2313775277513523,-1.2121628884931364
Sam Darnold,MIN,3,13,27.89576205080976,18.328918291514263,243.14984651428364,1.751295256414577,-0.5753908094662649
Patrick Mahomes,KC,16,13,37.44749378877549,25.95299801805095,263.9196812612272,1.5389375615167034,-0.7144614212974323
Matthew Stafford,LAR,15,13,33.469418515984344,23.564395694432136,276.5135943613721,1.540645731878747,-0.7160016126849382
Caleb Williams,CHI,0,13,34.37678195773726,21.054673161500443,226.0186962005929,1.2004309022287385,0.31180852460636077
Tua Tagovailoa,MIA,17,9,36.279927347506685,26.58041899713148,290.9936315092905,1.687844993349558,-0.6974082658101897
Cooper Rush,DAL,2,7,32.591409351497575,19.784922926118185,215.12517079321395,1.2943372610686537,-0.21094849399985288
Russell Wilson,PIT,15,7,29.71933228009611,19.425641826825995,250.0980697867755,1.610361336584403,-0.6689853503474505
Will Levis,TEN,9,9,29.452238745708627,18.20111017169068,211.27829511099696,1.2849010229057318,-0.10684055984837185
Geno Smith,SEA,15,13,34.62008007501183,24.12578214223048,268.4275936867697,1.1945845292105424,-0.4850422700355391
Jordan Love,GB,17,11,30.766213378587263,20.018720531154653,261.6467066208267,1.7124922680853398,-0.4993084664690586
Jameis Winston,CLE,2,6,37.7738654400535,23.983173772114128,289.43308006366874,1.7186911387161077,0.015563708521692829
Baker Mayfield,TB,17,13,31.732416169025797,22.689517995244863,256.7560427663072,1.785258975410323,-0.7316227769737402
Kyler Murray,ARI,8,13,31.3491468832014,21.820327290935673,242.8662076769036,1.258296793397244,-0.6657611390545537
Bryce Young,CAR,16,8,32.262522481662145,19.402909516750206,199.32874560821526,0.9816899275321549,7.445492923144701e-4
Josh Allen,BUF,17,13,33.08497014191058,21.01465065293764,267.19123053811995,1.725643835085656,-1.0268132655554256
