player,team,py_games_played,games_played,pas_att_rat,cmp_rat,pas_yds_rat,pas_tds_rat,int_rat
Baker Mayfield,TB,17,8,33.00080643059261,23.097499132611787,265.32960853686694,1.8985711430337129,-0.4572571905469311
Josh Allen,BUF,17,8,31.08604510919975,20.050306700103643,253.96629638366213,1.6553976030003281,-0.8323714634527195
Kyler Murray,ARI,8,8,30.219108545060042,20.722943978109058,225.63749947203053,1.375625115454463,-0.6017191360704182
Geno Smith,SEA,15,8,36.364940699396016,24.772742425410588,271.2206129644252,1.2129820010665127,-0.4144117665053606
C J Stroud,HOU,15,8,32.560845017896675,21.548830028883877,260.1355717691325,1.3612029455897483,-0.5110285509647575
Trevor Lawrence,JAC,16,8,32.86585016476122,21.309579437750152,255.32733677566304,1.3414050524514913,-0.4766371010022943
Brock Purdy,SF,16,8,27.548772395456574,18.74162234884363,271.0612042818041,1.3709642994726534,-0.4461931971955411
Lamar Jackson,BAL,16,8,28.456392625238173,19.814056805646885,270.05006949918914,1.7048324001669979,-0.7579041211227928
Joe Burrow,CIN,10,8,33.73928344136162,23.558628658893273,257.8676410842191,1.6318265872684479,-0.7525780579658723
Daniel Jones,NYG,6,8,33.8106461543333,22.385085318796733,218.0151051789119,0.9503427588123142,-0.2369347818033719
Kirk Cousins,ATL,8,8,35.64929044223833,24.94764790566383,285.1143123706445,1.694136935907281,-0.4346119983256673
Aaron Rodgers,NYJ,0,8,33.616026474565686,20.986502622343345,246.5389293639362,1.5278374281009375,-0.3221073686780417
Bo Nix,DEN,0,8,32.53215851665196,20.121377520312656,203.31360683006363,1.092527122525456,0.7374646225254562
Jordan Love,GB,17,6,34.691044548433936,22.11981907710598,268.6087641545456,1.8428735430988006,-0.15596759549600173
Jared Goff,DET,17,7,29.76424889504106,21.579647162473705,261.58554998800037,1.628300955374702,-0.577332604839531
Jalen Hurts,PHI,17,7,28.006321749225837,19.277988789396872,229.7744091299915,1.2745971258883724,-0.4085135865670885
Justin Herbert,LAC,13,7,32.29451214017971,21.55243347520864,240.15876433089176,1.3428503219684889,-0.7757316980970153
Drake Maye,NE,0,4,33.584876964441655,20.477440607731868,234.4284138579987,1.3699726451575172,0.8587226451575174
Spencer Rattler,NO,0,3,33.682547143592934,20.64982775467375,210.30613483253904,1.0672008486727094,0.869700848672709
Gardner Minshew,LV,15,7,30.78972538323723,20.888990972311575,225.54308394055076,1.1612242217944142,-0.12134536070236313
Sam Darnold,MIN,3,7,26.236822161774583,17.217912361749264,215.66073570075878,1.5144962554498245,-0.3263777989131239
Patrick Mahomes,KC,16,7,34.19381466624775,23.921707424766698,258.0994604514397,1.3758041243693606,-0.3408774724810658
Matthew Stafford,LAR,15,7,33.56422384693256,23.86615873650518,263.6349635417604,1.3270810167409488,-0.3956122965598816
Mason Rudolph,TEN,3,3,33.9512078512501,21.386626847352186,228.04554005738925,1.1287739476692207,-0.07100333193631139
Anthony Richardson,IND,4,5,28.085270566075266,14.131711512881882,202.70463017325113,1.138362259927186,0.1839055996233144
Russell Wilson,PIT,15,2,28.949378247054547,18.91780046868406,236.55009484039505,1.4836969229806096,-0.44985564630418495
Dak Prescott,DAL,17,7,37.99764016139826,25.65359890862676,289.14676245063436,1.6434284537183539,-0.4421257114817012
Caleb Williams,CHI,0,7,33.3941267573623,20.583484006837782,224.43610548129507,1.2040749942003086,0.6961999942003083
Jayden Daniels,WAS,0,7,30.843995128030084,20.344052752392894,249.6916283981051,1.0999147808279688,0.4899147808279683
Jacoby Brissett,NE,2,6,30.318478453783573,18.963289411536795,193.3536504636723,0.9991113405617622,-0.4131279295238734
Malik Willis,GB,1,3,18.655091768995423,11.046935742723134,158.65502198446717,1.1374408384500787,-0.22882384395801642
Bryce Young,CAR,16,3,31.644751555696928,19.1413689787912,186.28581318449284,1.004047770489105,0.19146023538651966
Tua Tagovailoa,MIA,17,3,33.62913756430336,22.865600520550682,267.04138393192244,1.387321432969627,-0.27640404841234306
Jameis Winston,CLE,2,1,32.311346096403916,20.571889445740645,245.93055285305064,1.6184910274833668,-0.10397218702477351
Jake Haener,NO,0,1,31.867681697399973,19.905145051633784,223.1543356717364,1.2472532525082103,0.14098203922778624
Deshaun Watson,CLE,5,7,30.46618125675703,18.678230119327186,185.12363089566043,1.058148498012606,-0.2812447585830371
Andy Dalton,CAR,1,5,35.03114252694639,23.86500313873597,246.2780478407326,1.4591659724228678,-0.06693225334408118
Tyler Huntley,MIA,2,3,29.11375613491983,18.75807465498762,174.40676343236404,1.015468619992972,-0.1689431931218358
Tim Boyle,MIA,3,2,31.506911187940425,19.972626356450576,194.0427026482012,1.1493250917673132,0.08709620518313796
Marcus Mariota,WAS,1,1,25.067481614006468,15.329460039220928,199.1474330015477,1.3484058899082618,-0.05265751741758413
Drew Lock,NYG,3,1,30.442422411034812,18.76771324495,220.0702985040241,1.201637852179363,0.02384705715562309
Dorian Thompson Robinson,CLE,3,1,34.397914261067484,20.03838134505452,195.60534657075868,1.1567711391136613,0.3621997106679769
Justin Fields,PIT,13,6,24.860062865273047,15.673978526332723,187.7804965050227,1.0842946793427293,-0.4683660756746468
Joe Flacco,IND,5,3,40.11490103920306,26.16109988224407,294.31828761543005,1.8754536719170705,-0.21348310435865425
Aidan O Connell,LV,11,3,34.742542518555865,21.73576807021874,225.45779882859907,1.270807206574316,0.10002201928231916
Will Levis,TEN,9,4,30.24312960807781,18.69849787855172,199.35787924150603,1.2605488944529613,0.1530867234635633
Cooper Rush,DAL,2,1,28.71360327564437,18.39737953212051,216.2953407042026,1.300096208903429,0.10582025775649102
Derek Carr,NO,17,5,32.636331256332134,23.37603954987562,252.00073473177423,1.5565336220157702,-0.37562495201364454
Skylar Thompson,MIA,0,2,28.478600915232843,16.031113227601615,188.28174623282757,1.0948778519617857,-0.03751970555391439
Taylor Heinicke,LAC,5,1,30.068914354696098,18.268074066603955,218.67893884875943,1.3035223695802365,-0.02047865945253859
Tyrod Taylor,NYJ,7,1,29.917011256850735,19.01644154343462,224.09573077731935,1.2964143020282552,-0.03271945625479301
Jake Browning,CIN,8,0,25.666944695878257,15.6547121249112,212.70443105561867,1.1365868097062826,0.17859665623114862
Bailey Zappe,NE,9,0,26.08010430359254,15.627768291461678,192.6734948433417,1.1808875708286668,0.04995283847020369
Nick Mullens,MIN,5,0,32.22895554464216,21.72695364454921,235.85750463613448,1.3150410720068284,0.1092651291744393
Easton Stick,LAC,5,0,27.63966040889216,15.703344412252036,200.80361205032085,0.986916090579924,0.1318156887990155
Sam Howell,SEA,17,0,31.58487013792673,18.93121079223322,216.12085718978284,1.2242201651112998,0.05796540564276077
Trevor Siemian,NA,5,0,36.45493780870581,22.121077870151105,230.56336921665377,1.424127315824713,0.04000817225632831
Ryan Tannehill,NA,9,0,28.416863430138896,19.06133609143217,216.23116931428,1.1642241518715244,-0.01028672509082779
Jarrett Stidham,DEN,2,0,28.550918659093924,16.735890461176893,219.8772317216708,1.2233961266336908,0.02907900790437695
Desmond Ridder,ARI,14,0,27.491107622737495,16.574928611676636,213.98018879719797,1.1512959762791677,-0.00882685011026482
Blaine Gabbert,NA,2,0,25.83408380955711,14.427796171899152,184.26003464319703,1.175553466544475,0.0966331412326575
Jeff Driskel,WAS,1,0,24.68142402666151,13.85374911619884,182.98855506020243,1.253852409655137,0.07809470067234407
Carson Wentz,KC,1,0,31.69411424092113,20.880318983547287,224.24192451317248,1.411584682743442,0.0056285753182004
C J Beathard,JAC,3,0,26.897425190219156,16.061496961736236,196.8473215638154,1.1972422564413978,0.03569333084881571
Jaren Hall,MIN,1,0,30.093996601334936,19.004516631503577,208.3118788185982,1.2713724889856852,0.2010123477627603
Tommy DeVito,NYG,8,0,22.89742488010453,12.506816859291444,169.89450799196044,1.0700466091523062,0.14753302587106404
Case Keenum,HOU,2,0,28.959020024961056,18.64239337665796,195.23016184331573,1.2537170047109925,0.08327211476508371
Davis Mills,HOU,1,0,35.6488295015581,22.893698203966252,244.18459268046212,1.387316322250815,0.02564069616845955
Mitchell Trubisky,BUF,4,0,28.702193734560893,17.142968745796146,207.5518470851667,1.2393727970118866,0.10025965409304742
Zach Wilson,DEN,12,0,30.36841653353509,18.112316114070108,211.03645759642615,1.123996069940176,-0.01745676068360768
Joshua Dobbs,SF,13,0,29.098234031650676,17.25344411412221,191.20833740031907,1.160704549575601,-0.03171986417980972
Kenny Pickett,PHI,12,0,28.1192931920395,17.272654988654278,199.15103313388963,1.074415328996554,-0.03109358475585926
Mike White,MIA,2,0,35.69105556628638,23.553687213202902,265.6225453385885,1.3754706933545733,0.14186857078634568
Mac Jones,JAC,11,0,33.025284319541086,21.88448114465907,223.47772277875515,1.2576500618531348,0.00721873481551647
P J Walker,SEA,4,0,31.772954045018626,18.004363541950184,211.2902866256569,1.1330652511738897,0.13781903298163783
Tyson Bagent,CHI,5,0,26.11322742119554,15.13264194566418,184.5522979234403,0.9882226293597036,0.2306524390058724
Brett Rypien,MIN,2,0,27.817468188194717,15.720727941730413,190.57584639841127,1.1614318135262307,0.05875634415327561
Clayton Tune,ARI,1,0,29.26092668367737,18.551997353858283,195.4667761441299,1.2468921306357834,0.21175011483532424
Jimmy Garoppolo,LAR,6,0,29.819967218442365,19.88941122117742,235.41919280893512,1.3480513739096156,0.02796208682131676
Brian Hoyer,NA,2,0,27.1966005866011,15.31047748274139,226.27110201764367,1.2325586739154395,0.06890673724451316
Tom Brady,NA,0,0,38.656676451761086,26.660736643401,270.44082102065795,1.4740094322554755,-0.03980184586994541
Sam Ehlinger,IND,0,0,26.58659067809105,15.639739763556292,192.7034675899344,1.2175330315640585,0.06326035976068792
David Blough,NA,0,0,27.58272256404191,16.249004345802707,205.8701107315419,1.2337325193459208,0.06775256099558358
Trace McSorley,WAS,0,0,27.905342310503364,15.80272677032962,201.18645765750443,1.20697782923734,0.08428449560117877
Anthony Brown,BUF,0,0,27.12869157612784,15.083304050183418,201.07723233211144,1.2103588625978388,0.06995373219598948
Nathan Peterman,LV,0,0,26.7672716861113,15.335507717987571,197.98591973343835,1.2333379762070813,0.06243832534295325
Davis Webb,NA,0,0,27.985058849415317,16.176668329492465,199.47485775612995,1.2294743272559086,0.06080593366108279
Nick Foles,NA,0,0,32.36000592533901,21.607820988752103,231.4193859785418,1.2665014985888023,0.08202293707864218
Teddy Bridgewater,NA,0,0,32.08206293974645,21.29580273952869,243.3651090932902,1.3555550045322562,0.04083581644899511
Chase Daniel,NA,0,0,26.279744219849615,15.02324767614627,196.60732466147232,1.2226012424463275,0.06481713768197606
Chris Streveler,NA,0,0,27.661761909933,18.130951715402325,197.62292341407124,1.2199505736090863,0.06369723009824174
Colt McCoy,NA,0,0,30.459841843526817,21.18716588173884,220.46891797742893,1.221592622938306,0.0612835498614056
Matt Ryan,NA,0,0,34.05371121860815,23.08160413461281,241.32050998580883,1.308118720142298,0.03992024821173212
Kyle Allen,PIT,0,0,38.27112384924282,24.87447487430032,255.3911798975052,1.5044005742323416,0.06747910242039057
John Wolford,TB,0,0,27.509037649868596,15.972729033754025,202.00466907042292,1.2176785401251484,0.11807120967676796
Bryce Perkins,NA,0,0,26.06230510191483,14.72406799871641,190.98459440871727,1.217287244686153,0.06772647362830216
Brandon Allen,SF,0,0,26.339989214437956,15.102479956684626,196.0932315709515,1.2853172611478558,0.06427465558337174
Feleipe Franks,CAR,0,0,25.69859954260147,14.69311322518566,192.26584642848232,1.2219378161768668,0.06453684008312886
Trey Lance,DAL,0,0,28.752693019286184,17.33524266879512,221.08093949930952,1.3878799532316133,0.06122726021565002
Ben Roethlisberger,NA,0,0,34.25933985255637,22.394135546411324,234.65489501835276,1.352160542665824,0.04181594202471325
Cam Newton,NA,0,0,27.78980860255637,16.82056411783989,187.5008771612099,1.2464462569515384,0.0599230848818561
Josh Johnson,BAL,0,0,40.72887110255637,27.59613554641132,304.36739501835274,1.632160542665824,0.08406594202471325
Mike Glennon,NA,0,0,34.319354057101826,20.58131736459314,211.7534745638073,1.2776150881203694,0.15320230566107684
Sean Mannion,NA,0,0,33.49355860255638,21.29593554641132,215.7480200183528,1.292160542665824,0.06716594202471325
Jake Fromm,DET,0,0,29.80628587528364,16.79804463732041,199.27052001835276,1.2281605426658242,0.09174776020653144
Garrett Gilbert,NA,0,0,31.381058602556372,20.371135546411324,217.86052001835276,1.2281605426658242,0.06716594202471325
Chad Henne,NA,0,0,26.73355860255637,17.481135546411323,199.27052001835276,1.2281605426658242,0.06716594202471325
Ian Book,KC,0,0,26.73355860255637,16.67193554641132,199.27052001835276,1.2281605426658242,0.13476594202471326
Ryan Fitzpatrick,NA,0,0,26.73355860255637,15.28473554641132,199.27052001835276,1.2281605426658242,0.06716594202471325
Kellen Mond,NA,0,0,26.73355860255637,15.747135546411322,199.27052001835276,1.2281605426658242,0.06716594202471325
Kurt Benkert,NA,0,0,26.73355860255637,15.28473554641132,199.27052001835276,1.2281605426658242,0.06716594202471325
Logan Woodside,CIN,0,0,26.73355860255637,15.28473554641132,199.27052001835276,1.2281605426658242,0.06716594202471325
Jacob Eason,NA,0,0,28.84605860255637,15.747135546411322,199.27052001835276,1.2281605426658242,0.3375659420247133
Josh Rosen,NA,0,0,26.73355860255637,15.28473554641132,199.27052001835276,1.2281605426658242,0.16856594202471326
Nate Sudfeld,DET,0,0,NA,NA,NA,NA,NA
Kyle Trask,TB,0,0,NA,NA,NA,NA,NA
Hendon Hooker,DET,0,0,31.27816882032682,19.724136627305583,218.13830378432408,1.2978326948642542,0.19156148158383016
Stetson Bennett,LAR,0,0,30.908143123461866,19.654826715359945,214.64361664726624,1.2978326948642542,0.19156148158383016
Sean Clifford,GB,0,0,30.81927223887675,19.641198167362703,213.8042805150734,1.2978326948642542,0.19156148158383016
Tanner McKee,PHI,0,0,30.68326227959932,19.622245779556067,212.51974201078664,1.2978326948642542,0.19156148158383016
Max Duggan,NA,0,0,30.542849649974904,19.60485926324333,211.19362273100052,1.2978326948642542,0.19156148158383016
Malik Cunningham,BAL,NA,0,NA,NA,NA,NA,NA
A J McCarron,NA,NA,0,NA,NA,NA,NA,NA
Matt Barkley,NA,NA,0,NA,NA,NA,NA,NA
Michael Penix,ATL,0,0,33.12850261248815,20.09601551083915,227.3247468957214,1.25,0.95
J J McCarthy,NA,0,0,32.92767341630536,19.9803060746522,225.4280267095506,1.25,0.95
Jordan Travis,NA,0,0,30.372502799147604,19.23706292499958,201.29585976972737,1.25,0.95
Joe Milton,NE,0,0,30.263578829985605,19.223142882732095,200.26713339430847,1.25,0.95
Devin Leary,BAL,0,0,30.15395444348982,19.20995849305837,199.23179196629275,1.25,0.95
Michael Pratt,GB,0,0,30.048867610509745,19.19805173514998,198.23930521036985,1.25,0.95
