player,pos,team,games_played,py_games_played,touches,fmb,adj_rus_att_per,adj_rus_yds_per,adj_rus_tds_per,adj_tgt_per,adj_rec_per,adj_rec_yds_per,adj_rec_tds_per,py_qb_fl,py_fl_per_tou,injury_status
J D McKissic,RB,WAS,2,11,41,0,0.10106370913279318,0.09689554193278622,0.10885322922403327,0.18143561802535899,0.19098470065238524,0.16099522245851683,0.1579056970178884,0,0.00270647060928084,NA
Curtis Samuel,WR,WAS,2,0,40,1,0.012208983623972639,0.019036098669927237,0.018477471971976328,0.1781483703762969,0.18468470343901458,0.17208057629134133,0.15065175619249224,0.21,0.007,NA
Cam Sims,WR,WAS,2,14,1,0,1.34440994185104e-4,2.1438613117239194e-4,2.3571925521634278e-4,0.04196977390763338,0.04148135435441328,0.03774058440468028,0.037635017131778754,0,0.00270647060928084,NA
Terry McLaurin,WR,WAS,2,17,20,0,0.00378797295911002,0.005904194352374847,0.006162853880024575,0.229148709054489,0.22589059253733132,0.258997246332111,0.22467265569736422,0,0.00270647060928084,NA
Antonio Gibson,RB,WAS,2,16,72,0,0.32797340422093624,0.28559154970180883,0.37760238068404084,0.11426345702981021,0.12234646049516752,0.10647799424854322,0.10250724678531897,0,0.00767755465013232,NA
Dyami Brown,WR,WAS,2,0,3,0,0,0,0,0.04715891832565164,0.036441595190691456,0.07610250597333348,0.1422500706543445,0.21,0.007,NA
John Bates,TE,WAS,2,17,9,1,0,0,0,0.07687762375210283,0.08242707758893804,0.07612591942027201,0.06641994027982824,0,0.00981993327829907,Q
Dax Milne,WR,WAS,2,0,2,0,0,0,0,0.008919944134205412,0.00970261974970852,0.01048665113242069,0.009306830044502229,0.21,0.007,NA
Cole Turner,TE,WAS,2,0,0,0,0,0,0,0.042606646852185445,0.029381274211033426,0.027756339030006225,0.03357002390620291,0,0.00649552946227403,NA
Armani Rogers,TE,WAS,2,0,1,0,0,0,0,0.002377948042235829,0.0025873123227282435,0.003956725759421677,0.003044687257973518,0.21,0.007,NA
Patrick Scales,TE,CHI,1,0,0,0,0,0,0,0,0,0,0,0.21,0.007,NA
Ryan Griffin,TE,CHI,2,14,2,0,0,0,0,0.08419408322552643,0.08656346804745273,0.08469871097420915,0.07983753412388413,0,0.00804156761104451,NA
Dante Pettis,WR,CHI,2,0,1,0,0,0,0,0.053254820734477855,0.025155608821085,0.026224818562265568,0.03532287295425318,0.21,0.007,NA
Equanimeous St Brown,WR,CHI,2,0,8,1,0.0014330601688055504,0.005619427519296511,0.003410512363444451,0.1007280837266136,0.09591170761299185,0.11078757355374624,0.09407260112339536,0.21,0.007,NA
David Montgomery,RB,CHI,2,13,56,0,0.41980521788362174,0.3349364343226781,0.45859480824594434,0.13277023898477636,0.15549864432589855,0.14825033706675667,0.1203582749786382,0,0.00382357029603227,NA
Trevon Wesco,TE,CHI,1,12,1,0,0,0,0,0.019792343552670275,0.019046378603372372,0.02345861219825463,0.018731919010951125,0,0.00270647060928084,NA
Khari Blasingame,RB,CHI,1,0,0,0,0,0,0,0,0,0,0,0.21,0.007,NA
Cole Kmet,TE,CHI,2,17,9,0,2.825646575688325e-4,1.1944026725261845e-4,2.457185463174065e-4,0.15028053087070237,0.16972088532592314,0.15624380762482368,0.13643457251142668,0,0.00270647060928084,NA
Darnell Mooney,WR,CHI,2,17,10,0,0.0016953879454129905,0.0020630080388934404,0.0023936042984225203,0.2417082735973929,0.22818438573499433,0.2571949145732308,0.22580889032149112,0,0.00270647060928084,NA
Ihmir Smith Marsette,WR,CHI,2,8,1,1,0,0,0,0.034786408542242644,0.026640024188248106,0.02831457789860289,0.02452825333699939,0,0.00270647060928084,NA
Khalil Herbert,RB,CHI,2,17,61,0,0.2588572109208195,0.2598203910789915,0.2514483891232407,0.044375510465921156,0.05486427028797378,0.04913624148813564,0.044887799843659974,0,0.00397242583003833,NA
Velus Jones,WR,CHI,2,0,1,1,0,0,0,0.09056784617486664,0.0903336417076792,0.08298035235355616,0.18022084082737005,0,0.00649552946227403,NA
Trestan Ebner,RB,CHI,1,0,15,2,0.0545974712906492,0.050186935935502414,0.04497286754893086,0.04754186012480983,0.04808098534438087,0.03271005370641851,0.03979644096793076,0,0.00649552946227403,NA
Brian Robinson,RB,WAS,2,0,9,0,0.4172075872409221,0.4221453420679143,0.35030947009339514,0.07709299050003028,0.07407230945858838,0.06928023494935313,0.07203607503230607,0,0.00649552946227403,NA
Kyle Juszczyk,RB,SF,2,17,7,0,0.0053938474206261695,0.012941138123710593,0.009533644706927226,0.0500761773790374,0.055700055455845665,0.06433132198351665,0.048344286714759946,0,0.00270647060928084,NA
Tyler Kroft,TE,SF,1,9,1,0,0,0,0,0.0519084252517754,0.05256669087967173,0.052670325498404294,0.05206705186965803,0,0.00270647060928084,Q
Marlon Mack,RB,SF,1,0,0,0,0,0,0,0.011901673783290077,0.010822057540159554,0.008222423216240015,0.010305533667363571,0,0.00270647060928084,NA
George Kittle,TE,SF,2,14,11,1,1.5562765216174994e-6,5.748713998428159e-5,7.714365308226759e-5,0.15019747580874707,0.1600640292280882,0.14558582217173371,0.13228049998190664,0,0.00869000970393105,NA
Ray Ray McCloud,WR,SF,2,16,4,2,1.0087224923601847e-5,4.7249372784139096e-5,6.38492264355672e-5,0.06294885636704049,0.05905451997332519,0.05469645401326205,0.05716510861077343,0,0.02020647060928085,NA
Ross Dwelley,TE,SF,2,17,2,0,0,0,0,0.016803052313993296,0.014877378902200561,0.019358196554614487,0.019109551481051316,0,0.00270647060928084,NA
Jeff Wilson,RB,SF,2,9,82,1,0.3322593379265496,0.4842377035412365,0.4065947358881799,0.042970528903317845,0.04623565162810933,0.0419372208689967,0.037366018558494384,0,0.00442351332249214,NA
Deebo Samuel,WR,SF,2,16,41,2,0.04516741112859876,0.045497753686035855,0.036656419910963585,0.22508906432200165,0.20987861143724976,0.2236446629161596,0.2518813211118042,0,0.00925779078590515,NA
Brandon Aiyuk,WR,SF,2,17,18,0,9.522979930400007e-5,2.4604703682335345e-4,3.4965439416998574e-4,0.1540938552695769,0.15936801216046953,0.16757263042637,0.14954119714122138,0,0.00994462273990609,NA
Charlie Woerner,TE,SF,2,17,0,0,0,0,0,0.008591696588769624,0.0062440269665626205,0.005407015300112675,0.006809040534017419,0,0.00270647060928084,NA
Jauan Jennings,WR,SF,2,16,10,0,0,0,0,0.08797778061112292,0.08908412384065925,0.09309900839419782,0.07962704904762997,0,0.00868177925125615,NA
