Player,Pos,Team,Opp,Salary,FPTS,ppd,min_sal,rep_points,PAR_PD
Ashton Jeanty,RB,LV,CHI,24,12.98418021282733,0.541,10,6.6506380900901805,0.45239586590979636
Jack Bech,WR,LV,CHI,10,2.428429720865063,0.2428,10,6.6506380900901805,0
Dont e Thornton,WR,LV,CHI,11,5.517828737134414,0.5016,10,6.6506380900901805,-1.1328093529557668
Alex Bachman,WR,LV,CHI,10,0.07009644400964457,0.007,10,6.6506380900901805,0
DeAndre Hopkins,WR,BAL,KC,14,5.2934825003894375,0.3781,10,6.6506380900901805,-0.33928889742518575
Derrick Henry,RB,BAL,KC,40,14.181665307247139,0.3545,10,6.6506380900901805,0.2510342405718986
Patrick Ricard,RB,BAL,KC,10,0.16735516108818607,0.0167,10,6.6506380900901805,0
Justice Hill,RB,BAL,KC,11,4.727324497180079,0.4298,10,6.6506380900901805,-1.9233135929101017
Rashod Bateman,WR,BAL,KC,18,7.0117568994118225,0.3895,10,6.6506380900901805,0.04513985116520525
Tylan Wallace,WR,BAL,KC,10,1.733618426478993,0.1734,10,6.6506380900901805,0
Zay Flowers,WR,BAL,KC,27,11.686663992852841,0.4328,10,6.6506380900901805,0.2962368178095683
Keaton Mitchell,RB,BAL,KC,10,0.22345938271880858,0.0223,10,6.6506380900901805,0
Devontez Walker,WR,BAL,KC,10,3.51966865240935,0.352,10,6.6506380900901805,0
Rasheen Ali,RB,BAL,KC,10,0.7119934003888245,0.0712,10,6.6506380900901805,0
LaJohntay Wester,WR,BAL,KC,10,0.21286726707515144,0.0213,10,6.6506380900901805,0
JuJu Smith Schuster,WR,KC,BAL,10,4.798675533906909,0.4799,10,6.6506380900901805,0
Kareem Hunt,RB,KC,BAL,14,6.9469822956423135,0.4962,10,6.6506380900901805,0.07408605138803326
Marquise Brown,WR,KC,BAL,16,7.920646350588574,0.495,10,6.6506380900901805,0.2116680434163989
Elijah Mitchell,RB,KC,BAL,10,0.22990348125130594,0.023,10,6.6506380900901805,0
Tyquan Thornton,WR,KC,BAL,12,6.627877252823456,0.5523,10,6.6506380900901805,-0.011380418633362144
Isiah Pacheco,RB,KC,BAL,14,7.043958897679127,0.5031,10,6.6506380900901805,0.09833020189723674
Jason Brownlee,WR,KC,BAL,10,0.13524356593584294,0.0135,10,6.6506380900901805,0
Nikko Remigio,WR,KC,BAL,10,0.5196370448085096,0.052,10,6.6506380900901805,0
Xavier Worthy,WR,KC,BAL,29,8.650909013669896,0.2983,10,6.6506380900901805,0.10527741703051134
Jalen Royals,WR,KC,BAL,10,1.5481546020972132,0.1548,10,6.6506380900901805,0
Brashard Smith,RB,KC,BAL,10,2.3842692074938823,0.2384,10,6.6506380900901805,0
Josh Jacobs,RB,GB,DAL,38,15.499078591435993,0.4079,10,6.6506380900901805,0.3160157321909219
Romeo Doubs,WR,GB,DAL,18,8.289453625487003,0.4605,10,6.6506380900901805,0.20485194192460277
Dontayvion Wicks,WR,GB,DAL,11,7.089402319645837,0.6445,10,6.6506380900901805,0.4387642295556562
Malik Heath,WR,GB,DAL,10,1.4519244618889247,0.1452,10,6.6506380900901805,0
Chris Brooks,RB,GB,DAL,10,2.918382184802638,0.2918,10,6.6506380900901805,0
Emanuel Wilson,RB,GB,DAL,10,2.8279960987060297,0.2828,10,6.6506380900901805,0
Matthew Golden,WR,GB,DAL,17,8.943562865549588,0.5261,10,6.6506380900901805,0.3275606822084867
Savion Williams,WR,GB,DAL,10,2.964700734956006,0.2965,10,6.6506380900901805,0
Miles Sanders,RB,DAL,GB,15,5.193739341839077,0.3462,10,6.6506380900901805,-0.29137974965022073
Javonte Williams,RB,DAL,GB,25,12.057598156982216,0.4823,10,6.6506380900901805,0.360464004459469
George Pickens,WR,DAL,GB,28,11.521549695448352,0.4115,10,6.6506380900901805,0.2706062002976762
Jalen Tolbert,WR,DAL,GB,10,5.7767953577187665,0.5777,10,6.6506380900901805,0
KaVontae Turpin,WR,DAL,GB,12,6.636964869449522,0.5531,10,6.6506380900901805,-0.006836610320329228
Hunter Luepke,RB,DAL,GB,10,0.7331784726683499,0.0733,10,6.6506380900901805,0
Jaydon Blue,RB,DAL,GB,10,0.9749999147811202,0.0975,10,6.6506380900901805,0
Ryan Flournoy,WR,DAL,GB,10,1.9686359049981053,0.1969,10,6.6506380900901805,0
Josh Reynolds,WR,NYJ,MIA,10,0.46323939993279717,0.0463,10,6.6506380900901805,0
Allen Lazard,WR,NYJ,MIA,11,2.923373656146433,0.2658,10,6.6506380900901805,-3.7272644339437475
Tyler Johnson,WR,NYJ,MIA,10,2.977137690415716,0.2977,10,6.6506380900901805,0
Kene Nwangwu,RB,NYJ,MIA,10,0.0032322146922546566,3e-4,10,6.6506380900901805,0
Garrett Wilson,WR,NYJ,MIA,25,12.216697679457605,0.4887,10,6.6506380900901805,0.37107063929116163
Breece Hall,RB,NYJ,MIA,27,12.146547655386549,0.4499,10,6.6506380900901805,0.3232887979586099
Braelon Allen,RB,NYJ,MIA,10,5.15390077673438,0.5154,10,6.6506380900901805,0
Isaiah Davis,RB,NYJ,MIA,10,2.180911888356134,0.2181,10,6.6506380900901805,0
Arian Smith,WR,NYJ,MIA,10,2.6915859089070224,0.2692,10,6.6506380900901805,0
Tyreek Hill,WR,MIA,NYJ,27,11.201247976484687,0.4149,10,6.6506380900901805,0.26768293449379454
Alec Ingold,RB,MIA,NYJ,10,0.9876390845546482,0.0988,10,6.6506380900901805,0
Nick Westbrook Ikhine,WR,MIA,NYJ,11,2.6577894840312353,0.2416,10,6.6506380900901805,-3.992848606058945
Jaylen Waddle,WR,MIA,NYJ,24,9.070326373771257,0.3779,10,6.6506380900901805,0.1728348774057912
D Wayne Eskridge,WR,MIA,NYJ,10,0.756969297865457,0.0757,10,6.6506380900901805,0
De Von Achane,RB,MIA,NYJ,39,15.992267497040116,0.4101,10,6.6506380900901805,0.3221251519637908
Jaylen Wright,RB,MIA,NYJ,10,1.0328188474003723,0.1033,10,6.6506380900901805,0
Malik Washington,WR,MIA,NYJ,10,5.5776696436641195,0.5578,10,6.6506380900901805,0
Tahj Washington,WR,MIA,NYJ,10,0.13885258798588967,0.0139,10,6.6506380900901805,0
Ollie Gordon,RB,MIA,NYJ,11,5.5792826519423535,0.5072,10,6.6506380900901805,-1.071355438147827
Isaiah Williams,WR,NYJ,MIA,10,0.023189257042805802,0.0023,10,6.6506380900901805,0
Samaje Perine,RB,CIN,DEN,10,2.4471879664465015,0.2447,10,6.6506380900901805,0
Tee Higgins,WR,CIN,DEN,30,8.72580184713988,0.2909,10,6.6506380900901805,0.103758187852485
Ja Marr Chase,WR,CIN,DEN,38,12.92123589039358,0.34,10,6.6506380900901805,0.22394992143940715
Charlie Jones,WR,CIN,DEN,10,0.043234920111594306,0.0043,10,6.6506380900901805,0
Chase Brown,RB,CIN,DEN,30,11.933364222294166,0.3978,10,6.6506380900901805,0.26413630661019927
Andrei Iosivas,WR,CIN,DEN,12,3.9729207606113044,0.3311,10,6.6506380900901805,-1.338858664739438
Mitchell Tinsley,WR,CIN,DEN,10,0.8714889541172103,0.0871,10,6.6506380900901805,0
Jermaine Burton,WR,CIN,DEN,10,0.07527005786465961,0.0075,10,6.6506380900901805,0
Tahj Brooks,RB,CIN,DEN,10,2.090691126097336,0.2091,10,6.6506380900901805,0
Courtland Sutton,WR,DEN,CIN,28,11.523296740466465,0.4115,10,6.6506380900901805,0.27070325835423803
Trent Sherfield,WR,DEN,CIN,10,1.2757340317270802,0.1276,10,6.6506380900901805,0
J K Dobbins,RB,DEN,CIN,26,12.519686557361842,0.4815,10,6.6506380900901805,0.36681552920447885
Tyler Badie,RB,DEN,CIN,10,1.8971674683777933,0.1897,10,6.6506380900901805,0
Marvin Mims,WR,DEN,CIN,15,5.824942052719755,0.3883,10,6.6506380900901805,-0.16513920747408511
Jaleel McLaughlin,RB,DEN,CIN,10,0.8283980680068639,0.0828,10,6.6506380900901805,0
Troy Franklin,WR,DEN,CIN,17,7.559645590837929,0.4447,10,6.6506380900901805,0.12985821439253556
RJ Harvey,RB,DEN,CIN,15,6.275837138068463,0.4184,10,6.6506380900901805,-0.0749601904043434
Pat Bryant,WR,DEN,CIN,10,4.064343917102865,0.4064,10,6.6506380900901805,0
Adam Prentice,RB,DEN,CIN,10,0.5518942353809401,0.0552,10,6.6506380900901805,0
Tyrone Tracy,RB,NYG,vs. LAC,18,0.21,0.0117,10,6.6506380900901805,-0.8050797612612726
CeeDee Lamb,WR,DAL,vs. GB,34,0.27999999999999997,0.0082,10,6.6506380900901805,-0.2654432537537575
Noah Brown,WR,WAS,ATL,10,0,0,10,6.6506380900901805,0
Eric Saubert,TE,SEA,ARI,10,0.9333033251191503,0.0933,10,4.405547099313553,0
AJ Barner,TE,SEA,ARI,10,3.8863690061020844,0.3886,10,4.405547099313553,0
Elijah Arroyo,TE,SEA,ARI,10,4.0209708817178385,0.4021,10,4.405547099313553,0
Nick Kallerup,TE,SEA,ARI,10,0,0,10,4.405547099313553,0
Trey McBride,TE,ARI,SEA,24,12.213296999951503,0.5089,10,4.405547099313553,0.5576964214741392
Elijah Higgins,TE,ARI,SEA,10,2.565111116473431,0.2565,10,4.405547099313553,0
Travis Vokolek,TE,ARI,SEA,10,0,0,10,4.405547099313553,0
Tip Reiman,TE,ARI,SEA,10,1.5794526832840938,0.1579,10,4.405547099313553,0
T J Hockenson,TE,MIN,PIT,15,7.742786274531173,0.5162,10,4.405547099313553,0.6674478350435239
Josh Oliver,TE,MIN,PIT,10,1.8401395094127593,0.184,10,4.405547099313553,0
Ben Yurosek,TE,MIN,PIT,10,0,0,10,4.405547099313553,0
Jonnu Smith,TE,PIT,MIN,16,6.423293606137124,0.4015,10,4.405547099313553,0.3362910844705951
Pat Freiermuth,TE,PIT,MIN,12,5.5467218134355765,0.4622,10,4.405547099313553,0.5705873570610116
Connor Heyward,TE,PIT,MIN,10,0.14247992880030252,0.0142,10,4.405547099313553,0
Darnell Washington,TE,PIT,MIN,10,1.1274164779745761,0.1127,10,4.405547099313553,0
Nick Vannett,TE,MIN,PIT,10,0.2041720345682185,0.0204,10,4.405547099313553,0
Juwan Johnson,TE,NO,BUF,17,7.816423841240605,0.4598,10,4.405547099313553,0.48726810598957876
Jack Stoll,TE,NO,BUF,10,1.1991009240459332,0.1199,10,4.405547099313553,0
Dawson Knox,TE,BUF,NO,10,3.507402416432776,0.3507,10,4.405547099313553,0
Dalton Kincaid,TE,BUF,NO,15,8.204203670435565,0.5469,10,4.405547099313553,0.7597313142244022
Jackson Hawes,TE,BUF,NO,10,1.4387948597283495,0.1439,10,4.405547099313553,0
Treyton Welch,TE,NO,BUF,10,0.13999999999999999,0.014,10,4.405547099313553,0
Chig Okonkwo,TE,TEN,HOU,13,6.251344311590186,0.4809,10,4.405547099313553,0.6152657374255442
David Martin Robinson,TE,TEN,HOU,10,0.03207895078625144,0.0032,10,4.405547099313553,0
Gunnar Helm,TE,TEN,HOU,10,2.9670299358846233,0.2967,10,4.405547099313553,0
Dalton Schultz,TE,HOU,TEN,13,5.81218901601419,0.4471,10,4.405547099313553,0.46888063890021225
Harrison Bryant,TE,HOU,TEN,10,1.0703887572195916,0.107,10,4.405547099313553,0
Brenden Bates,TE,HOU,TEN,10,0.044108528906257695,0.0044,10,4.405547099313553,0
David Njoku,TE,CLE,DET,16,7.847087887212526,0.4904,10,4.405547099313553,0.5735901313164954
Blake Whiteheart,TE,CLE,DET,10,0.4679444244383194,0.0468,10,4.405547099313553,0
Harold Fannin,TE,CLE,DET,12,7.098491605725645,0.5915,10,4.405547099313553,1.3464722532060458
Brock Wright,TE,DET,CLE,10,1.528342233105658,0.1528,10,4.405547099313553,0
Sam LaPorta,TE,DET,CLE,20,8.899163121401706,0.445,10,4.405547099313553,0.44936160220881527
Zach Ertz,TE,WAS,ATL,19,8.986650687969458,0.473,10,4.405547099313553,0.5090115098506561
John Bates,TE,WAS,ATL,10,0.6838044108307183,0.0684,10,4.405547099313553,0
Ben Sinnott,TE,WAS,ATL,10,1.3870747011456699,0.1387,10,4.405547099313553,0
Colson Yankoff,TE,WAS,ATL,10,0.42,0.042,10,4.405547099313553,0
Charlie Woerner,TE,ATL,WAS,10,1.1380707221318862,0.1138,10,4.405547099313553,0
Kyle Pitts,TE,ATL,WAS,12,7.100533433472124,0.5917,10,4.405547099313553,1.3474931670792856
Feleipe Franks,TE,ATL,WAS,10,0.04359055719712112,0.0044,10,4.405547099313553,0
Teagan Quitoriano,TE,ATL,WAS,10,0.2903199243382932,0.029,10,4.405547099313553,0
Dallas Goedert,TE,PHI,TB,16,6.852468928110611,0.4283,10,4.405547099313553,0.40782030479950954
Kylen Granson,TE,PHI,TB,10,1.097497671046047,0.1097,10,4.405547099313553,0
Grant Calcaterra,TE,PHI,TB,10,1.1073395124923475,0.1107,10,4.405547099313553,0
Cade Otton,TE,TB,PHI,11,5.126663699666879,0.4661,10,4.405547099313553,0.7211166003533256
Payne Durham,TE,TB,PHI,10,1.0521809508765514,0.1052,10,4.405547099313553,0
Devin Culp,TE,TB,PHI,10,0.22098339442672513,0.0221,10,4.405547099313553,0
Cameron Latu,TE,PHI,TB,10,0.23961453119852694,0.024,10,4.405547099313553,0
Tommy Tremble,TE,CAR,NE,10,3.5802633675416344,0.358,10,4.405547099313553,0
James Mitchell,TE,CAR,NE,10,0.5509832655426775,0.0551,10,4.405547099313553,0
Mitchell Evans,TE,CAR,NE,10,2.5914542185615965,0.2591,10,4.405547099313553,0
Hunter Henry,TE,NE,CAR,16,8.05511817941186,0.5034,10,4.405547099313553,0.608261846683051
Austin Hooper,TE,NE,CAR,10,3.9669392485981403,0.3967,10,4.405547099313553,0
Will Dissly,TE,LAC,NYG,10,0.9144202081179097,0.0914,10,4.405547099313553,0
Tyler Conklin,TE,LAC,NYG,10,3.407827009229493,0.3408,10,4.405547099313553,0
Tucker Fisk,TE,LAC,NYG,10,0.7454111523094478,0.0745,10,4.405547099313553,0
Oronde Gadsden,TE,LAC,NYG,10,3.3977998911581624,0.3398,10,4.405547099313553,0
Chris Manhertz,TE,NYG,LAC,10,0.7807045681127283,0.0781,10,4.405547099313553,0
Daniel Bellinger,TE,NYG,LAC,10,1.4209951416476785,0.1421,10,4.405547099313553,0
Theo Johnson,TE,NYG,LAC,10,4.405547099313553,0.4406,10,4.405547099313553,0
Thomas Fidone,TE,NYG,LAC,10,0.15024567359111443,0.015,10,4.405547099313553,0
Johnny Mundt,TE,JAC,SF,10,1.180310498392501,0.118,10,4.405547099313553,0
Hunter Long,TE,JAC,SF,10,1.4270789735172476,0.1427,10,4.405547099313553,0
Brenton Strange,TE,JAC,SF,12,6.2085893239412995,0.5174,10,4.405547099313553,0.9015211123138731
Luke Farrell,TE,SF,JAC,10,2.358698866921955,0.2359,10,4.405547099313553,0
Jake Tonges,TE,SF,JAC,10,4.1640518399100435,0.4164,10,4.405547099313553,0
Brayden Willis,TE,SF,JAC,10,0.42788637879397545,0.0428,10,4.405547099313553,0
Quintin Morris,TE,JAC,SF,10,0.27067690589811133,0.0271,10,4.405547099313553,0
Mo Alie Cox,TE,IND,LAR,10,1.3722471779780723,0.1372,10,4.405547099313553,0
Drew Ogletree,TE,IND,LAR,10,0.6760637752280461,0.0676,10,4.405547099313553,0
Will Mallory,TE,IND,LAR,10,0.06044584633382539,0.006,10,4.405547099313553,0
Tyler Warren,TE,IND,LAR,17,9.262129879269507,0.5448,10,4.405547099313553,0.6937975399937076
Tyler Higbee,TE,LAR,IND,12,3.7174402159246376,0.3098,10,4.405547099313553,-0.34405344169445784
Colby Parkinson,TE,LAR,IND,10,1.1975604987597814,0.1198,10,4.405547099313553,0
Davis Allen,TE,LAR,IND,10,1.9424058314332897,0.1942,10,4.405547099313553,0
Terrance Ferguson,TE,LAR,IND,10,0.8742398037995617,0.0874,10,4.405547099313553,0
Durham Smythe,TE,CHI,LV,10,0.6835711072208819,0.0684,10,4.405547099313553,0
Cole Kmet,TE,CHI,LV,10,3.9484115032248956,0.3948,10,4.405547099313553,0
Colston Loveland,TE,CHI,LV,10,3.9453389918138644,0.3945,10,4.405547099313553,0
Ian Thomas,TE,LV,CHI,10,0.7810709491388145,0.0781,10,4.405547099313553,0
Michael Mayer,TE,LV,CHI,10,1.498294960836896,0.1498,10,4.405547099313553,0
Brock Bowers,TE,LV,CHI,22,10.18469005835665,0.4629,10,4.405547099313553,0.4815952465869248
Mark Andrews,TE,BAL,KC,14,7.5938333479392295,0.5424,10,4.405547099313553,0.7970715621564191
Charlie Kolar,TE,BAL,KC,10,1.2470362278291605,0.1247,10,4.405547099313553,0
Isaiah Likely,TE,BAL,KC,13,3.046725351709671,0.2344,10,4.405547099313553,-0.4529405825346274
Travis Kelce,TE,KC,BAL,17,8.150624980983785,0.4794,10,4.405547099313553,0.5350111259528904
Robert Tonyan,TE,KC,BAL,10,0.5825580585514103,0.0583,10,4.405547099313553,0
Noah Gray,TE,KC,BAL,10,3.7702451157325862,0.377,10,4.405547099313553,0
Jared Wiley,TE,KC,BAL,10,0.050793445534441366,0.0051,10,4.405547099313553,0
John FitzPatrick,TE,GB,DAL,10,1.590463458202204,0.159,10,4.405547099313553,0
Luke Musgrave,TE,GB,DAL,10,2.568827030667814,0.2569,10,4.405547099313553,0
Tucker Kraft,TE,GB,DAL,19,9.395302383566808,0.4945,10,4.405547099313553,0.5544172538059171
Ben Sims,TE,GB,DAL,10,0.03463444876443918,0.0035,10,4.405547099313553,0
Jake Ferguson,TE,DAL,GB,15,9.58084906558864,0.6387,10,4.405547099313553,1.035060393255017
Luke Schoonmaker,TE,DAL,GB,10,2.262412083439583,0.2262,10,4.405547099313553,0
Brevyn Spann Ford,TE,DAL,GB,10,0.8685082430202377,0.0869,10,4.405547099313553,0
Andrew Beck,TE,NYJ,MIA,10,0.11148307744873642,0.0111,10,4.405547099313553,0
Jelani Woods,TE,NYJ,MIA,10,0.47703015311438846,0.0477,10,4.405547099313553,0
Jeremy Ruckert,TE,NYJ,MIA,10,1.9328639605399713,0.1933,10,4.405547099313553,0
Stone Smartt,TE,NYJ,MIA,10,0.6601534820274362,0.066,10,4.405547099313553,0
Mason Taylor,TE,NYJ,MIA,10,4.344921969792558,0.4345,10,4.405547099313553,0
Darren Waller,TE,MIA,NYJ,12,4.299658725103852,0.3583,10,4.405547099313553,-0.052944187104850826
Tanner Conner,TE,MIA,NYJ,10,2.3471565274247324,0.2347,10,4.405547099313553,0
Julian Hill,TE,MIA,NYJ,10,1.2372587621036815,0.1237,10,4.405547099313553,0
Mike Gesicki,TE,CIN,DEN,10,4.297319064893173,0.4297,10,4.405547099313553,0
Tanner Hudson,TE,CIN,DEN,10,0.9160285943847111,0.0916,10,4.405547099313553,0
Noah Fant,TE,CIN,DEN,10,4.172878986651599,0.4173,10,4.405547099313553,0
Drew Sample,TE,CIN,DEN,10,2.240312149806853,0.224,10,4.405547099313553,0
Cam Grandy,TE,CIN,DEN,10,0.5693639377111732,0.0569,10,4.405547099313553,0
Evan Engram,TE,DEN,CIN,13,2.4283824195562205,0.1868,10,4.405547099313553,-0.6590548932524443
Adam Trautman,TE,DEN,CIN,10,3.0737125091793067,0.3074,10,4.405547099313553,0
Lucas Krull,TE,DEN,CIN,10,2.5108448922758657,0.2511,10,4.405547099313553,0
Nate Adkins,TE,DEN,CIN,10,0.9317918369004898,0.0932,10,4.405547099313553,0
Ja Tavion Sanders,TE,CAR,NE,10,0.63,0.063,10,4.405547099313553,0
Ko Kieft,TE,TB,vs. PHI,10,0,0,10,4.405547099313553,0
Denver Broncos,DST,DEN,vs. CIN,18,9.9,0.55,10,6.4,0.4375
Houston Texans,DST,HOU,vs. TEN,13,9.4,0.7231,10,6.4,1
Buffalo Bills,DST,BUF,vs. NO,11,9.1,0.8273,10,6.4,2.6999999999999993
Detroit Lions,DST,DET,vs. CLE,11,8.8,0.8,10,6.4,2.4000000000000004
Los Angeles Chargers,DST,LAC,NYG,16,7.9,0.4938,10,6.4,0.25
Green Bay Packers,DST,GB,DAL,17,7.8,0.4588,10,6.4,0.19999999999999993
Minnesota Vikings,DST,MIN,PIT,20,7.5,0.375,10,6.4,0.10999999999999996
Philadelphia Eagles,DST,PHI,TB,13,7.1,0.5462,10,6.4,0.2333333333333331
New England Patriots,DST,NE,vs. CAR,15,6.9,0.46,10,6.4,0.1
Pittsburgh Steelers,DST,PIT,vs. MIN,15,6.9,0.46,10,6.4,0.1
Seattle Seahawks,DST,SEA,ARI,19,6.8,0.3579,10,6.4,0.044444444444444384
San Francisco 49ers,DST,SF,vs. JAC,12,6.6,0.55,10,6.4,0.09999999999999964
Arizona Cardinals,DST,ARI,vs. SEA,14,6.6,0.4714,10,6.4,0.04999999999999982
New York Jets,DST,NYJ,MIA,10,6.4,0.64,10,6.4,0
Washington Commanders,DST,WAS,ATL,14,6.3,0.45,10,6.4,-0.025000000000000133
Tennessee Titans,DST,TEN,HOU,10,6.2,0.62,10,6.4,0
Chicago Bears,DST,CHI,LV,12,6.1,0.5083,10,6.4,-0.15000000000000036
Baltimore Ravens,DST,BAL,KC,12,5.9,0.4917,10,6.4,-0.25
Miami Dolphins,DST,MIA,vs. NYJ,10,5.9,0.59,10,6.4,0
Los Angeles Rams,DST,LAR,vs. IND,16,5.9,0.3688,10,6.4,-0.08333333333333333
Atlanta Falcons,DST,ATL,vs. WAS,14,5.8,0.4143,10,6.4,-0.15000000000000013
Carolina Panthers,DST,CAR,NE,16,5.8,0.3625,10,6.4,-0.10000000000000009
Jacksonville Jaguars,DST,JAC,SF,16,5.7,0.3562,10,6.4,-0.1166666666666667
Cleveland Browns,DST,CLE,DET,11,5.6,0.5091,10,6.4,-0.8000000000000007
New York Giants,DST,NYG,vs. LAC,10,5.5,0.55,10,6.4,0
Indianapolis Colts,DST,IND,LAR,16,5.4,0.3375,10,6.4,-0.16666666666666666
Kansas City Chiefs,DST,KC,vs. BAL,11,5.3,0.4818,10,6.4,-1.1000000000000005
Tampa Bay Buccaneers,DST,TB,vs. PHI,12,5.3,0.4417,10,6.4,-0.5500000000000003
Las Vegas Raiders,DST,LV,vs. CHI,11,5.2,0.4727,10,6.4,-1.2000000000000002
Cincinnati Bengals,DST,CIN,DEN,10,5.2,0.52,10,6.4,0
Dallas Cowboys,DST,DAL,vs. GB,10,4.9,0.49,10,6.4,0
New Orleans Saints,DST,NO,BUF,10,3.7,0.37,10,6.4,0
