player,team,Position,player_games,player_gs,pl_cmp,pl_pas_att,pl_pas_yds,pl_pas_tds,pl_rus_att,pl_rus_yds,pl_rus_tds,pl_tgt,pl_rec,pl_rec_yds,pl_rec_tds,pl_int,pl_fmb,pl_fl,touches,fl_per_tou
Davis Mills,HOU,QB,11.4,11,23.07017543859649,34.56140350877193,233.68421052631575,1.4035087719298245,1.5789473684210529,3.8596491228070176,0,0,0,0,0,0.8771929824561403,0.43859649122807015,0.157353259692441,1.6666666666666663,0.0944119558154646
Kendrick Bourne,NE,WR,17,5,0.0588235294117647,0.0588235294117647,1.4705882352941178,0.0588235294117647,0.7058823529411765,7.352941176470588,0,4.117647058823529,3.235294117647059,47.05882352941177,0.29411764705882354,0,0.0588235294117647,0.03522149600580973,4,0.00880537400145243
Albert Okwuegbunam,DEN,TE,14,6,0,0,0,0,0,0,0,2.857142857142857,2.357142857142857,23.571428571428573,0.14285714285714285,0,0.07142857142857142,0.0427689594356261,2.4285714285714284,0.01761074800290486
Michael Carter,NYJ,RB,14,11,0,0,0,0,10.5,45.642857142857146,0.2857142857142857,3.928571428571429,2.5714285714285716,23.214285714285715,0,0,0.07142857142857142,0.0427689594356261,13.142857142857142,0.0032541599570585
DeVonta Smith,PHI,WR,17,16,0,0,0,0,0,0,0,6.117647058823529,3.764705882352941,53.88235294117647,0.29411764705882354,0,0.0588235294117647,0.03522149600580973,3.823529411764706,0.00921177587844254
Zach Wilson,NYJ,QB,13,13,16.384615384615383,29.46153846153846,179.53846153846155,0.6923076923076923,2.230769230769231,14.23076923076923,0.3076923076923077,0.07692307692307693,0,0,0,0.8461538461538461,0.38461538461538464,0.13798670465337132,2.3076923076923075,0.05979423868312757
Harrison Bryant,CLE,TE,16,3,0,0,0,0,0,0,0,1.75,1.3125,14.5625,0.1875,0,0,0,1.375,0
Rashaad Penny,SEA,RB,10,6,0,0,0,0,11.9,74.9,0.6,0.8,0.6,4.8,0,0,0,0,12.6,0
Van Jefferson,LAR,WR,17,17,0,0,0,0,0.1176470588235294,1.1764705882352942,0,5.235294117647059,2.9411764705882355,47.1764705882353,0.35294117647058826,0,0,0,3.1176470588235294,0
Justin Fields,CHI,QB,10.4,10,15.288461538461538,25.96153846153846,179.8076923076923,0.673076923076923,6.9230769230769225,40.38461538461538,0.1923076923076923,0,0,0,0,0.9615384615384616,1.1538461538461535,0.4889601139601139,7.019230769230769,0.06966007102993403
Devonta Freeman,BAL,RB,16,8,0,0,0,0,8.3125,36,0.3125,2.625,2.125,11.875,0.0625,0,0,0,10.5,0
Taysom Hill,NO,TE,9.6,9,8.124999999999998,13.958333333333332,101.875,0.41666666666666663,7.291666666666665,38.95833333333333,0.5208333333333333,0.6249999999999999,0.41666666666666663,5.416666666666666,0,0.5208333333333333,0.20833333333333331,0.06224279835390944,7.812499999999999,0.00796707818930041
