player,pos,team,games_played,py_games_played,touches,fmb,adj_rus_att_per,adj_rus_yds_per,adj_rus_tds_per,adj_tgt_per,adj_rec_per,adj_rec_yds_per,adj_rec_tds_per,py_qb_fl,py_fl_per_tou,injury_status
Sterling Shepard,WR,NYG,2,2,7,1,0,0,0,0.04339476484325521,0.03862547616369591,0.02959951792464051,0.0403582558336394,0,0.01263751108109249,NA
Matt Breida,RB,NYG,2,2,71,1,0.14173489239893647,0.16030281760577197,0.12392652123887922,0.0385456929131751,0.03874103170892894,0.033600754025572215,0.03327196502363704,0,0.01132424331968424,Q
Saquon Barkley,RB,NYG,2,1,227,2,0.5911171877077811,0.4246004053265541,0.5930401825622665,0.11585694891242942,0.1156890861849569,0.09719985169462952,0.10712829342166257,0,0.00700585363108053,NA
Parris Campbell,WR,NYG,1,2,20,0,0,0,0,0.033209609669628645,0.035149477746357946,0.030535272226534824,0.03378513090509401,0,0.01312008386452221,NA
Darius Slayton,WR,NYG,2,1,38,0,0,0,0,0.13264633168493264,0.12703637313383964,0.140365599264711,0.12234762223536418,0,0.01526038808448365,NA
Gunner Olszewski,WR,NYG,2,0,0,1,1.4400370908788922e-5,6.300826521885233e-6,1.6885958135397463e-5,0.0011504872456785022,0.0011491571043938489,9.675104965586887e-4,0.0011656549916227287,0,0.01597084441442582,NA
Isaiah Hodgins,WR,NYG,2,1,17,1,0,0,0,0.051849228666117395,0.04845459782499201,0.045450580814868226,0.07937235854168775,0,0.01378748223507394,NA
Lawrence Cager,TE,NYG,2,0,2,0,0,0,0,0.014907042437525933,0.01683812216234688,0.017251714220746738,0.014519191380989607,0,0.01268056904048292,Q
Wan Dale Robinson,WR,NYG,2,2,54,0,0.018473184503886554,0.039239736634431005,0.02904879368181452,0.14666322478971974,0.15560812433054888,0.14696068046131291,0.1381369476429009,0,0.01237916332474988,NA
Daniel Bellinger,TE,NYG,2,1,17,0,0,0,0,0.056855259034031186,0.06375984836073949,0.060839201188942524,0.05531335773996863,0,0.01391665611324524,NA
Jashaun Corbin,RB,NYG,1,1,4,0,8.497773836354108e-4,3.320973481744755e-4,9.381227627517233e-4,0.007394118889497169,0.008808796974793929,0.007048391634792488,0.007774130030212264,0,0.01291738781713031,NA
Jalin Hyatt,WR,NYG,2,0,19,1,0,0,0,0.09661199721059585,0.08287350064559945,0.08531491164609452,0.08970884515040907,0.21,0.007,NA
Eric Gray,RB,NYG,2,0,17,3,0.0049261219345861345,0.0032572209660076488,0.006358699411352933,0.029373033914486424,0.03187986366723967,0.016078392191055852,0.019435484738469788,0.21,0.007,NA
Julio Jones,WR,PHI,2,2,6,0,2.0194018743543304e-4,6.357344229897828e-4,4.5479839160416535e-4,0.0419068683123231,0.04422063878910719,0.03681526885961362,0.04102368556613974,0,0.01229304740596901,NA
Rashaad Penny,RB,PHI,1,2,6,0,0.0017475692502977487,0.0022351561345439427,0.0022199987841414687,0.0016862547606564377,0.0016864851740808675,0.0016579743391978538,0.0018510509761599748,0,0.01327078672238873,NA
Dallas Goedert,TE,PHI,2,2,47,0,0.011800604854532572,0.0032448716246651684,0.0043052712711424525,0.18578877965058616,0.18190853255541117,0.17611446741753162,0.1750295591497942,0,0.01339996060056003,NA
Boston Scott,RB,PHI,2,2,20,0,0.05002833771581506,0.04055885264093375,0.04229434828921499,0.009995752929688581,0.009728964901350447,0.012083345245743657,0.011496504283046828,0,0.0116471780151125,NA
A J Brown,WR,PHI,2,2,95,1,4.041607168452976e-11,6.072684542007122e-11,5.6839376428981555e-11,0.3000451344631969,0.2931489414461537,0.3005387412999321,0.2907374072447696,0,0.01435617093728453,NA
Olamide Zaccheaus,WR,PHI,2,2,8,0,8.178781583176864e-8,1.1938116532139796e-7,1.1321534596639284e-7,0.030614499803206484,0.031174220938438225,0.03982626113884785,0.03672316117156184,0,0.01367983733659786,NA
D Andre Swift,RB,PHI,2,2,234,3,0.4662594883785404,0.42264671773105517,0.3466117322357751,0.08420630313377761,0.08523538236728259,0.06493948311602098,0.07869425349037516,0,0.01141929446860005,NA
Albert Okwuegbunam,TE,PHI,1,2,0,0,0,0,0,0.004150499517956824,0.0032397355970318403,0.0027821317023063808,0.003859439153346506,0,0.01270209802017814,NA
