Contest ID,Entry ID,QB,RB1,RB2,WR1,WR2,WR3,TE,FLEX,DEF, ,Instructions,ID,First Name,Last Name,ID + Name,Position,Team,Opponent,Game,Time,Salary,FPPG,Injury Status,Starting
15095373,230439555, , , , , , , , , , ,1. The Contest ID column lists the contest you are editing; you may only edit one contest at a time, , , , , , , , , , , , , 
 , , , , , , , , , , , ,2. The Entry ID column lists all of your contest entries for this contest, , , , , , , , , , , , , 
 , , , , , , , , , , , ,3. Your current lineup is listed next to each entry (blank for reserved entries), , , , , , , , , , , , , 
 , , , , , , , , , , , ,4. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry, , , , , , , , , , , , , 
 , , , , , , , , , , , ,"5. Use values from the ""ID"" or ""ID + Name"" column (you cannot use just the player's name)", , , , , , , , , , , , , 
 , , , , , , , , , , , ,6. For faster processing only include entries you are changing in the file you upload, , , , , , , , , , , , , 
 , , , , , , , , , , , ,"Note: For each entry, the salary cap is 200", , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , ,nfl.p.7200$nfl.g.13553409,Aaron,Rodgers,nfl.p.7200$nfl.g.13553409 - Aaron Rodgers,QB,PIT,CIN,PIT@CIN,8:15PM EDT,30,17.6, , 
 , , , , , , , , , , , , ,nfl.p.30213$nfl.g.13553409,Jonnu,Smith,nfl.p.30213$nfl.g.13553409 - Jonnu Smith,TE,PIT,CIN,PIT@CIN,8:15PM EDT,12,5.8, , 
 , , , , , , , , , , , , ,nfl.p.31046$nfl.g.13553409,Mason,Rudolph,nfl.p.31046$nfl.g.13553409 - Mason Rudolph,QB,PIT,CIN,PIT@CIN,8:15PM EDT,20,0.2, , 
 , , , , , , , , , , , , ,nfl.p.31896$nfl.g.13553409,DK,Metcalf,nfl.p.31896$nfl.g.13553409 - DK Metcalf,WR,PIT,CIN,PIT@CIN,8:15PM EDT,28,12.6, , 
 , , , , , , , , , , , , ,nfl.p.32040$nfl.g.13553409,Scotty,Miller,nfl.p.32040$nfl.g.13553409 - Scotty Miller,WR,PIT,CIN,PIT@CIN,8:15PM EDT,10,0.7, , 
 , , , , , , , , , , , , ,nfl.p.33443$nfl.g.13553409,Pat,Freiermuth,nfl.p.33443$nfl.g.13553409 - Pat Freiermuth,TE,PIT,CIN,PIT@CIN,8:15PM EDT,10,7.4, , 
 , , , , , , , , , , , , ,nfl.p.33538$nfl.g.13553409,Kenneth,Gainwell,nfl.p.33538$nfl.g.13553409 - Kenneth Gainwell,RB,PIT,CIN,PIT@CIN,8:15PM EDT,17,9.2, , 
 , , , , , , , , , , , , ,nfl.p.33637$nfl.g.13553409,Ben,Skowronek,nfl.p.33637$nfl.g.13553409 - Ben Skowronek,WR,PIT,CIN,PIT@CIN,8:15PM EDT,10,1.4, , 
