player,team,pos,player_games,player_gs,pl_cmp,pl_pas_att,pl_pas_yds,pl_pas_tds,pl_rus_att,pl_rus_yds,pl_rus_tds,pl_tgt,pl_rec,pl_rec_yds,pl_rec_tds,pl_int,pl_fmb,pl_fl,touches,fl_per_tou
Chuba Hubbard,CAR,RB,17,10,0,0,0,0,10.117647058823529,36,0.29411764705882354,2.176470588235294,1.4705882352941178,10.235294117647058,0.058823529411764705,0,0.058823529411764705,0.03522149600580973,11.647058823529411,0.0030240678388826535
Jameis Winston,NOR,QB,7.000000000000001,7,13.57142857142857,22.999999999999996,167.1428571428571,1.9999999999999998,4.571428571428571,23.71428571428571,0.14285714285714285,0,0,0,0,0.4285714285714285,0.2857142857142857,0.12821869488536153,4.7142857142857135,0.027197904975682752
Jonnu Smith,NWE,TE,16,11,0,0,0,0,0.5625,2.5,0,2.8125,1.75,18.375,0.0625,0,0.0625,0.018672839506172836,2.375,0.007862248213125405
Trevor Siemian,NOR,QB,4.4,4,24.545454545454543,42.72727272727273,262.27272727272725,2.5,2.0454545454545454,4.545454545454545,0.22727272727272727,0,0,0,0,0.6818181818181818,0.6818181818181818,0.27188552188552184,2.2727272727272725,0.11962962962962961
Saquon Barkley,NYG,RB,13,13,0,0,0,0,12.461538461538462,45.61538461538461,0.15384615384615385,4.384615384615385,3.1538461538461537,20.23076923076923,0.15384615384615385,0,0.15384615384615385,0.06904083570750237,15.692307692307692,0.004399661099007504
Brandon Aiyuk,SFO,WR,17,16,0,0,0,0,0.29411764705882354,1,0,4.9411764705882355,3.2941176470588234,48.588235294117645,0.29411764705882354,0,0.11764705882352941,0.05279593318809005,3.6470588235294117,0.014476304261250498
Ricky Seals Jones,WAS,TE,13,6,0,0,0,0,0,0,0,3.769230769230769,2.3076923076923075,20.846153846153847,0.15384615384615385,0,0,0,2.3846153846153846,0
Devontae Booker,NYG,RB,16,4,0,0,0,0,9.0625,37.0625,0.125,2.8125,2.5,16.75,0.0625,0,0,0,11.625,0
K J Osborn,MIN,WR,17,9,0,0,0,0,0.058823529411764705,0.5882352941176471,0,4.823529411764706,2.9411764705882355,38.529411764705884,0.4117647058823529,0,0,0,3.0588235294117645,0
Cam Newton,CAR,QB,5.6,5,12.321428571428573,22.5,122.14285714285715,0.7142857142857143,8.392857142857144,41.07142857142858,0.8928571428571429,0,0,0,0,0.8928571428571429,0.7142857142857143,0.2669753086419753,8.571428571428571,0.03114711934156378
Donald Parham,LAC,TE,14,9,0,0,0,0,0,0,0,1.9285714285714286,1.4285714285714286,13.571428571428571,0.21428571428571427,0,0,0,1.5,0
Chase Claypool,PIT,WR,15,13,0,0,0,0,0.9333333333333333,6.4,0,7,3.933333333333333,57.333333333333336,0.13333333333333333,0,0,0,4.933333333333334,0
Andy Dalton,CHI,QB,6.4,6,23.28125,36.875,236.71875,1.25,2.5,11.875,0,0,0,0,0,1.40625,0.15625,0.0935570987654321,2.65625,0.03522149600580973
Rhamondre Stevenson,NWE,RB,12,2,0,0,0,0,11.083333333333334,50.5,0.4166666666666667,1.5,1.1666666666666667,10.25,0,0,0.16666666666666666,0.07479423868312757,12.333333333333334,0.006064397731064397
Geoff Swaim,TEN,TE,16,16,0,0,0,0,0,0,0,2.5,1.9375,13.125,0.1875,0,0,0,2,0
Marvin Jones,JAX,WR,17,16,0,0,0,0,0,0,0,7.0588235294117645,4.294117647058823,48.94117647058823,0.23529411764705882,0,0,0,4.352941176470588,0
Chase Edmonds,ARI,RB,12,11,0,0,0,0,9.666666666666666,49.333333333333336,0.16666666666666666,4.416666666666667,3.5833333333333335,25.916666666666668,0,0,0.08333333333333333,0.04989711934156379,13.333333333333334,0.003742283950617284
Tyler Huntley,BAL,QB,4.6000000000000005,4,26.521739130434778,40.8695652173913,234.99999999999997,0.6521739130434782,10.217391304347824,63.91304347826086,0.4347826086956521,0,0,0,0,0.8695652173913042,0.8695652173913042,0.4554482018250133,10.43478260869565,0.04364711934156378
Ryan Griffin,NYJ,TE,14,12,0,0,0,0,0,0,0,3,1.9285714285714286,18.642857142857142,0.14285714285714285,0,0.07142857142857142,0.02134038800705467,2,0.010670194003527336
Tyrod Taylor,HOU,QB,6.000000000000001,6,15.166666666666664,24.999999999999996,160.99999999999997,0.8333333333333333,3.166666666666666,25.166666666666664,0.49999999999999994,0,0,0,0,0.8333333333333333,0.49999999999999994,0.14938271604938266,3.333333333333333,0.04481481481481481
Marquez Callaway,NOR,WR,17,11,0,0,0,0,0,0,0,4.9411764705882355,2.7058823529411766,41.05882352941177,0.35294117647058826,0,0,0,2.764705882352941,0
Clyde Edwards Helaire,KAN,RB,10,10,0,0,0,0,11.9,51.7,0.4,2.3,1.9,12.9,0.2,0,0.2,0.11975308641975309,13.9,0.008615329958255617
DeAndre Hopkins,ARI,WR,10,10,0,0,0,0,0,0,0,6.4,4.2,57.2,0.8,0,0,0,4.3,0
Hayden Hurst,ATL,TE,13,5,0,0,0,0,0,0,0,2.3846153846153846,2,17,0.23076923076923078,0,0.23076923076923078,0.09202279202279201,2.076923076923077,0.04430727023319615
Jacoby Brissett,MIA,QB,6.2,5,22.741935483870968,36.29032258064516,206.93548387096774,0.8064516129032258,3.064516129032258,11.29032258064516,0.16129032258064516,0,0,0,0,0.6451612903225806,0.9677419354838709,0.43428912783751483,3.225806451612903,0.1346296296296296
Mike Davis,ATL,RB,17,8,0,0,0,0,8.117647058823529,29.58823529411765,0.17647058823529413,3.411764705882353,2.588235294117647,15.235294117647058,0.058823529411764705,0,0.23529411764705882,0.1232389251997095,10.764705882352942,0.011448424745328204
Jimmy Graham,CHI,TE,15,6,0,0,0,0,0,0,0,1.5333333333333334,0.9333333333333333,11.133333333333333,0.2,0,0,0,1,0
Trey Lance,SFO,QB,2.8000000000000003,2,14.642857142857142,25.357142857142854,215.35714285714283,1.7857142857142856,13.57142857142857,59.99999999999999,0.3571428571428571,0,0,0,0,0.7142857142857142,0,0,13.928571428571427,0
Tim Patrick,DEN,WR,16,16,0,0,0,0,0,0,0,5.3125,3.3125,45.875,0.3125,0,0,0,3.375,0
Alexander Mattison,MIN,RB,16,4,0,0,0,0,8.375,30.6875,0.1875,2.4375,2,14.25,0.0625,0,0.0625,0.03742283950617284,10.4375,0.003585421749094404
Josiah Deguara,GNB,TE,16,2,0,0,0,0,0,0,0,2.0625,1.5625,15.3125,0.125,0,0,0,1.625,0
Jamaal Williams,DET,RB,13,11,0,0,0,0,11.76923076923077,46.23076923076923,0.23076923076923078,2.1538461538461537,2,12.076923076923077,0,0,0.07692307692307693,0.022981956315289646,13.846153846153847,0.001659807956104252
Geno Smith,SEA,QB,3.2,3,20.3125,29.6875,219.375,1.5625,2.8125,13.125,0.3125,0,0,0,0,0.3125,0.3125,0.1871141975308642,3.125,0.059876543209876544
Jakobi Meyers,NWE,WR,17,16,0.11764705882352941,0.11764705882352941,2.6470588235294117,0,0.058823529411764705,0.5294117647058824,0,7.411764705882353,4.882352941176471,50.94117647058823,0.11764705882352941,0,0.058823529411764705,0.03522149600580973,5,0.007044299201161946
Latavius Murray,BAL,RB,14,6,0,0,0,0,8.5,35.785714285714285,0.42857142857142855,0.9285714285714286,0.7142857142857143,5.357142857142857,0,0,0,0,9.285714285714286,0
Cedrick Wilson,DAL,WR,16,4,0.1875,0.1875,5.5,0,0.125,0.6875,0,3.8125,2.8125,37.625,0.375,0,0.1875,0.05601851851851851,3,0.018672839506172836
Adam Trautman,NOR,TE,13,10,0,0,0,0,0,0,0,3.3076923076923075,2.076923076923077,20.23076923076923,0.15384615384615385,0,0.07692307692307693,0.046058879392212725,2.1538461538461537,0.02138447971781305
Drew Lock,DEN,QB,3.6000000000000005,3,18.611111111111107,30.83333333333333,218.6111111111111,0.5555555555555555,2.7777777777777772,14.72222222222222,0.5555555555555555,0.27777777777777773,0.27777777777777773,0.27777777777777773,0,0.5555555555555555,0.5555555555555555,0.2493141289437585,3.333333333333333,0.07479423868312757
Durham Smythe,MIA,TE,17,12,0,0,0,0,0.11764705882352941,0.17647058823529413,0,2.411764705882353,2,21,0,0,0,0,2.176470588235294,0
Josh Johnson,2TM,QB,1.6,1,35.625,53.125,398.75,3.125,5.625,17.5,0,0,0,0,0,1.25,1.25,0.37345679012345673,6.25,0.059753086419753076
A J Green,ARI,WR,16,9,0,0,0,0,0,0,0,5.75,3.375,53,0.1875,0,0,0,3.4375,0
Miles Sanders,PHI,RB,12,12,0,0,0,0,11.416666666666666,62.833333333333336,0,2.8333333333333335,2.1666666666666665,13.166666666666666,0,0,0.08333333333333333,0.04989711934156379,13.666666666666666,0.0036510087323095453
Brevin Jordan,HOU,TE,9,2,0,0,0,0,0,0,0,3.111111111111111,2.2222222222222223,19.77777777777778,0.3333333333333333,0,0,0,2.3333333333333335,0
Mike White,NYJ,QB,3.2,3,27.5,41.25,297.8125,1.5625,1.5625,-0.3125,0,0,0,0,0,2.5,0,0,1.875,0
Christian McCaffrey,CAR,RB,7,7,0,0,0,0,14.142857142857142,63.142857142857146,0.14285714285714285,5.857142857142857,5.285714285714286,49,0.14285714285714285,0,0.14285714285714285,0.04268077601410934,19.571428571428573,0.002180769577363251
Allen Lazard,GNB,WR,15,13,0,0,0,0,0.2,2.1333333333333333,0,4,2.6666666666666665,34.2,0.5333333333333333,0,0,0,2.933333333333333,0
Logan Thomas,WAS,TE,6,6,0,0,0,0,0,0,0,4.166666666666667,3,32.666666666666664,0.5,0,0.16666666666666666,0.09979423868312758,3.1666666666666665,0.03151397011046134
Colt McCoy,ARI,QB,4,3,18.5,24.75,185,0.75,5.5,9.25,0,0,0,0,0,0.25,1,0.3737654320987654,5.75,0.06500268384326355
Kenneth Gainwell,PHI,RB,16,1,0,0,0,0,4.25,18.1875,0.3125,3.125,2.0625,15.8125,0.0625,0,0.125,0.056095679012345676,6.375,0.008799322198015007
Russell Gage,ATL,WR,14,9,0,0,0,0,0,0,0,6.714285714285714,4.714285714285714,55,0.2857142857142857,0,0.14285714285714285,0.0855379188712522,4.785714285714286,0.017873594988022847
Gardner Minshew,PHI,QB,2.4000000000000004,2,17.083333333333332,24.999999999999996,182.91666666666663,1.6666666666666665,3.7499999999999996,8.749999999999998,0,0,0,0,0,0.41666666666666663,0.41666666666666663,0.12448559670781889,4.166666666666666,0.029876543209876538
MyCole Pruitt,TEN,TE,16,9,0,0,0,0,0,0,0,1.125,0.875,9.0625,0.1875,0,0,0,0.9375,0
Kareem Hunt,CLE,RB,8,1,0,0,0,0,9.75,48.25,0.625,3.375,2.75,21.75,0,0,0,0,12.625,0
Elijah Moore,NYJ,WR,11,6,0,0,0,0,0.45454545454545453,4.909090909090909,0.09090909090909091,7,3.909090909090909,48.90909090909091,0.45454545454545453,0,0,0,4.454545454545454,0
Kyle Rudolph,NYG,TE,16,13,0,0,0,0,0,0,0,2.4375,1.625,16.0625,0.0625,0,0,0,1.6875,0
Courtland Sutton,DEN,WR,17,16,0.058823529411764705,0.058823529411764705,0.9411764705882353,0,0,0,0,5.764705882352941,3.411764705882353,45.64705882352941,0.11764705882352941,0,0,0,3.4705882352941178,0
Boston Scott,PHI,RB,16,4,0,0,0,0,5.4375,23.3125,0.4375,1,0.8125,5.1875,0,0,0.0625,0.03742283950617284,6.3125,0.005928370614839262
Mike Glennon,NYG,QB,4.4,4,20.454545454545453,37.95454545454545,179.54545454545453,0.9090909090909091,1.5909090909090908,7.499999999999999,0.22727272727272727,0,0,0,0,2.2727272727272725,1.3636363636363635,0.6119528619528618,1.8181818181818181,0.336574074074074
Tommy Tremble,CAR,TE,16,11,0,0,0,0,0.1875,0.6875,0.0625,2.1875,1.25,11.25,0.0625,0,0,0,1.5,0
D Ernest Johnson,CLE,RB,17,2,0,0,0,0,5.882352941176471,31.41176470588235,0.17647058823529413,1.4705882352941178,1.1176470588235294,8.058823529411764,0,0,0.058823529411764705,0.017574437182280318,7.0588235294117645,0.002489711934156378
Robert Woods,LAR,WR,9,9,0,0,0,0,0.8888888888888888,5.111111111111111,0.1111111111111111,7.666666666666667,5,61.77777777777778,0.4444444444444444,0,0,0,6,0
Case Keenum,CLE,QB,3,2,15.666666666666666,24,154,1,4,7.333333333333333,0,0,0,0,0,0.3333333333333333,0.3333333333333333,0.19958847736625515,4.333333333333333,0.046058879392212725
Tim Boyle,DET,QB,3.4000000000000004,3,17.941176470588232,27.64705882352941,154.70588235294116,0.8823529411764705,0.588235294117647,3.8235294117647056,0,0,0,0,0,1.764705882352941,0.2941176470588235,0.08787218591140157,0.8823529411764705,0.09958847736625513
Robert Tonyan,GNB,TE,8,5,0,0,0,0,0,0,0,3.625,2.25,25.5,0.25,0,0,0,2.375,0
Gabriel Davis,BUF,WR,16,4,0,0,0,0,0,0,0,3.9375,2.1875,34.3125,0.375,0,0,0,2.25,0
D Onta Foreman,TEN,RB,9,3,0,0,0,0,14.777777777777779,62.888888888888886,0.3333333333333333,1.2222222222222223,1,13.666666666666666,0,0,0.2222222222222222,0.09972565157750342,15.88888888888889,0.006276439609772943
John Bates,WAS,TE,17,8,0,0,0,0,0,0,0,1.4705882352941178,1.1764705882352942,14.647058823529411,0.058823529411764705,0,0.058823529411764705,0.017574437182280318,1.2352941176470589,0.014226925338036447
J D McKissic,WAS,RB,11,3,0,0,0,0,4.363636363636363,19.272727272727273,0.18181818181818182,4.818181818181818,3.909090909090909,36.09090909090909,0.18181818181818182,0,0,0,8.363636363636363,0
Emmanuel Sanders,BUF,WR,14,13,0,0,0,0,0.14285714285714285,2.2142857142857144,0,5.142857142857143,3,44.714285714285715,0.2857142857142857,0,0,0,3.2142857142857144,0
Cooper Rush,DAL,QB,1.8,1,16.666666666666668,26.11111111111111,234.44444444444443,1.6666666666666665,5,-4.444444444444445,0,0,0,0,0,0.5555555555555556,0.5555555555555556,0.3326474622770919,5.555555555555555,0.059876543209876544
Will Dissly,SEA,TE,15,14,0,0,0,0,0,0,0,1.7333333333333334,1.4,15.4,0.06666666666666667,0,0.06666666666666667,0.019917695473251024,1.4666666666666666,0.013580246913580245
Brandon Bolden,NWE,RB,17,1,0,0,0,0,2.588235294117647,13.294117647058824,0.058823529411764705,2.8823529411764706,2.411764705882353,23.823529411764707,0.11764705882352941,0,0.058823529411764705,0.017574437182280318,5.0588235294117645,0.0034740166523112253
Robby Anderson,CAR,WR,17,16,0,0,0,0,0.17647058823529413,2.1176470588235294,0,6.470588235294118,3.1176470588235294,30.529411764705884,0.29411764705882354,0,0,0,3.3529411764705883,0
Joe Flacco,NYJ,QB,1.2000000000000002,1,22.499999999999996,34.99999999999999,281.66666666666663,2.4999999999999996,1.6666666666666665,2.4999999999999996,0,0,0,0,0,0,0.8333333333333333,0.4989711934156378,2.4999999999999996,0.19958847736625515
James O Shaughnessy,JAX,TE,7,6,0,0,0,0,0,0,0,4.857142857142857,3.4285714285714284,34.857142857142854,0,0,0,0,3.5714285714285716,0
Odell Beckham,2TM,WR,14,13,0,0,0,0,0.14285714285714285,1,0,5.857142857142857,3.142857142857143,38.357142857142854,0.35714285714285715,0,0,0,3.357142857142857,0
Jordan Love,GNB,QB,2,1,18,31,205.5,1,6,13.5,0,0,0,0,0,1.5,1.5,0.5981481481481481,6.5,0.09202279202279201
Ty Johnson,NYJ,RB,16,3,0,0,0,0,3.8125,14.875,0.125,3.4375,2.125,23.25,0.125,0,0.125,0.056095679012345676,6,0.009349279835390946
Mason Rudolph,PIT,QB,1.2000000000000002,1,29.16666666666666,48.33333333333333,230.8333333333333,0.8333333333333333,4.166666666666666,44.16666666666666,0,0,0,0,0,0.8333333333333333,0.8333333333333333,0.24897119341563778,4.999999999999999,0.049794238683127566
Maxx Williams,ARI,TE,5,5,0,0,0,0,0,0,0,3.4,3.2,38.6,0.2,0,0,0,3.4,0
Zack Moss,BUF,RB,13,0,0,0,0,0,7.384615384615385,26.53846153846154,0.3076923076923077,2.4615384615384617,1.7692307692307692,15.153846153846153,0.07692307692307693,0,0.15384615384615385,0.06904083570750237,9.23076923076923,0.0074794238683127566
Byron Pringle,KAN,WR,17,5,0,0,0,0,0,0,0,3.5294117647058822,2.4705882352941178,33.411764705882355,0.29411764705882354,0,0.11764705882352941,0.05279593318809005,2.5294117647058822,0.020872810795291415
Nick Foles,CHI,QB,1,1,24,35,250,1,4,8,0,0,0,0,0,0,1,0.2987654320987654,5,0.059753086419753076
Brock Wright,DET,TE,10,5,0,0,0,0,0,0,0,1.7,1.2,11.7,0.2,0,0,0,1.3,0
Kalif Raymond,DET,WR,16,14,0,0,0,0,0.25,1.75,0,4.4375,3,36,0.25,0,0,0,3.3125,0
Mark Ingram,2TM,RB,14,10,0,0,0,0,11.428571428571429,39.57142857142857,0.14285714285714285,2.5,1.9285714285714286,11.571428571428571,0,0,0.07142857142857142,0.0427689594356261,13.428571428571429,0.003184922511163646
Marcus Mariota,LVR,QB,2,0,0.5,1,2,0,6.5,43.5,0.5,0,0,0,0,0,0.5,0.1493827160493827,7,0.02134038800705467
Tyler Kroft,NYJ,TE,9,6,0,0,0,0,0,0,0,2.7777777777777777,1.7777777777777777,19.22222222222222,0.1111111111111111,0,0,0,1.8888888888888888,0
Rex Burkhead,HOU,RB,16,5,0,0.0625,0,0,7.625,26.6875,0.1875,2,1.5625,11.625,0,0,0.0625,0.018672839506172836,9.25,0.002018685352018685
Mecole Hardman,KAN,WR,17,8,0,0,0,0,0.47058823529411764,2.7058823529411766,0,4.882352941176471,3.4705882352941178,40.76470588235294,0.11764705882352941,0,0.17647058823529413,0.08801742919389977,4,0.02200435729847494
Brandon Allen,CIN,QB,2,1,8.5,17,74.5,1,3.5,-0.5,0,0,0,0,0,0,0.5,0.1493827160493827,4,0.03734567901234567
Stephen Anderson,LAC,TE,17,4,0,0,0,0,0,0,0,1.1176470588235294,0.9411764705882353,9.705882352941176,0.058823529411764705,0,0,0,1,0
Nyheim Hines,IND,RB,17,4,0,0,0,0,3.2941176470588234,16.235294117647058,0.11764705882352941,3.3529411764705883,2.3529411764705883,18.235294117647058,0.058823529411764705,0,0.17647058823529413,0.08801742919389977,5.705882352941177,0.015425735013363877
Jarvis Landry,CLE,WR,12,12,0,0,0,0,0.5,3.3333333333333335,0.16666666666666666,7.25,4.333333333333333,47.5,0.16666666666666666,0,0.25,0.12469135802469133,4.916666666666667,0.025360954174513492
Blake Jarwin,DAL,TE,8,5,0,0,0,0,0,0,0,2.125,1.375,12,0.25,0,0,0,1.5,0
Kenyan Drake,LVR,RB,12,2,0,0,0,0,5.25,21.166666666666668,0.16666666666666666,3.3333333333333335,2.5,24.25,0.08333333333333333,0,0.08333333333333333,0.024897119341563783,7.833333333333333,0.003178355660625164
Antonio Brown,TAM,WR,7,3,0,0,0,0,0.14285714285714285,0.8571428571428571,0,8.857142857142858,6,77.85714285714286,0.5714285714285714,0,0,0,6.285714285714286,0
P J Walker,CAR,QB,1.8,1,20,36.666666666666664,201.11111111111111,0.5555555555555556,3.888888888888889,7.222222222222222,0,0,0,0,0,1.6666666666666665,1.6666666666666665,0.6646090534979423,4.444444444444445,0.14953703703703702
Sean Mannion,MIN,QB,1,1,22,36,189,1,2,14,0,0,0,0,0,0,0,0,3,0
Marcedes Lewis,GNB,TE,17,17,0,0,0,0,0,0,0,1.6470588235294117,1.3529411764705883,12.588235294117647,0,0,0.058823529411764705,0.017574437182280318,1.411764705882353,0.012448559670781892
Cole Beasley,BUF,WR,16,8,0,0.0625,0,0,0,0,0,7,5.125,43.3125,0.0625,0,0.0625,0.018672839506172836,5.1875,0.0035995835192622334
Ronald Jones,TAM,RB,16,3,0,0,0,0,6.3125,26.75,0.25,0.8125,0.625,4,0,0,0.125,0.07484567901234568,7,0.010692239858906525
Brian Hoyer,NWE,QB,1,0,9,11,227,1,11,-8,0,0,0,0,0,0,0,0,12,0
Eric Ebron,PIT,TE,8,3,0,0,0,0,0.125,0.125,0.125,2.25,1.5,10.5,0.125,0,0,0,1.75,0
Khalil Herbert,CHI,RB,17,2,0,0,0,0,6.0588235294117645,25.470588235294116,0.11764705882352941,0.9411764705882353,0.8235294117647058,5.647058823529412,0,0,0.058823529411764705,0.017574437182280318,6.9411764705882355,0.002531910441514961
Deonte Harris,NOR,WR,13,1,0,0,0,0,0.38461538461538464,3.1538461538461537,0,4.538461538461538,2.769230769230769,43.84615384615385,0.23076923076923078,0,0.15384615384615385,0.06904083570750237,3.230769230769231,0.02136978248089359
O J Howard,TAM,TE,17,9,0,0,0,0,0,0,0,1.2352941176470589,0.8235294117647058,7.9411764705882355,0.058823529411764705,0,0,0,0.8823529411764706,0
Jake Fromm,NYG,QB,2.2,2,12.272727272727272,27.27272727272727,95.45454545454545,0.45454545454545453,3.6363636363636362,29.545454545454543,0,0,0,0,0,1.3636363636363635,0.9090909090909091,0.4079685746352412,4.090909090909091,0.09972565157750342
Justin Jackson,LAC,RB,14,2,0,0,0,0,4.857142857142857,26,0.14285714285714285,1.7857142857142858,1.5714285714285714,12.714285714285714,0,0,0.07142857142857142,0.0427689594356261,6.5,0.006579839913173247
Donovan Peoples Jones,CLE,WR,14,9,0,0,0,0,0,0,0,4.142857142857143,2.4285714285714284,42.642857142857146,0.21428571428571427,0,0.14285714285714285,0.06410934744268078,2.5,0.025643738977072308
Nick Mullens,CLE,QB,1,1,20,30,147,1,0,0,0,0,0,0,0,0,0,0,1,0
Nick Vannett,NOR,TE,7,2,0,0,0,0,0,0,0,2.142857142857143,1.2857142857142858,19,0.14285714285714285,0,0,0,1.4285714285714286,0
Jordan Howard,PHI,RB,7,0,0,0,0,0,12.285714285714286,58,0.42857142857142855,0.7142857142857143,0.2857142857142857,2.7142857142857144,0,0,0,0,12.714285714285714,0
Braxton Berrios,NYJ,WR,16,1,0,0,0,0,0.4375,2.5,0.125,4.0625,2.875,26.9375,0.125,0,0.0625,0.03742283950617284,3.375,0.01108824874256973
Mitchell Trubisky,BUF,QB,1.2000000000000002,0,4.999999999999999,6.666666666666666,35.83333333333333,0,10.833333333333332,19.999999999999996,0.8333333333333333,0,0,0,0,0.8333333333333333,0,0,11.666666666666664,0
Ian Thomas,CAR,TE,17,13,0,0,0,0,0,0,0,1.7647058823529411,1.0588235294117647,11.058823529411764,0,0,0,0,1.1176470588235294,0
Bryan Edwards,LVR,WR,16,12,0,0,0,0,0.0625,0,0,3.6875,2.125,35.6875,0.1875,0,0.0625,0.018672839506172836,2.25,0.00829903978052126
Alex Collins,SEA,RB,11,6,0,0,0,0,9.818181818181818,37.36363636363637,0.18181818181818182,0.9090909090909091,0.8181818181818182,7.909090909090909,0,0,0.09090909090909091,0.05443322109988777,10.727272727272727,0.005074283322870894
Samaje Perine,CIN,RB,16,0,0,0,0,0,3.4375,15.375,0.0625,1.9375,1.6875,12.25,0.0625,0,0,0,5.1875,0
Quez Watkins,PHI,WR,17,12,0,0,0,0,0.058823529411764705,0.17647058823529413,0,3.6470588235294117,2.5294117647058822,38.05882352941177,0.058823529411764705,0,0,0,2.6470588235294117,0
Kyle Allen,WAS,QB,0.4,0,30,47.5,300,2.5,5,27.5,0,0,0,0,0,0,2.5,1.4969135802469136,7.5,0.19958847736625515
Jordan Akins,HOU,TE,13,3,0,0,0,0,0.07692307692307693,0.23076923076923078,0,2.5384615384615383,1.8461538461538463,16.46153846153846,0,0,0.15384615384615385,0.09211775878442545,2,0.046058879392212725
Garrett Gilbert,WAS,QB,1,1,20,31,194,0,0,0,0,0,0,0,0,0,1,0.2987654320987654,1,0.2987654320987654
Joe Fortson,KAN,TE,6,0,0,0,0,0,0,0,0,0.8333333333333334,0.8333333333333334,7.833333333333333,0.3333333333333333,0,0,0,1,0
Duke Johnson,MIA,RB,5,4,0,0,0,0,14.2,66,0.6,1,0.8,8.2,0,0,0,0,15.2,0
Corey Davis,NYJ,WR,9,9,0,0,0,0,0,0,0,6.555555555555555,3.7777777777777777,54.666666666666664,0.4444444444444444,0,0.2222222222222222,0.09972565157750342,3.888888888888889,0.025643738977072308
Chad Henne,KAN,QB,0.8,0,13.75,20,102.5,0,10,0,0,0,0,0,0,0,2.5,0.7469135802469135,11.25,0.06639231824417008
Zach Gentry,PIT,TE,17,12,0,0,0,0,0,0,0,1.4705882352941178,1.1176470588235294,9.823529411764707,0,0,0,0,1.1764705882352942,0
Dontrell Hilliard,TEN,RB,8,5,0,0,0,0,7,43.75,0.25,3.25,2.375,10.875,0,0,0.25,0.11219135802469135,9.5,0.011809616634178037
Nick Westbrook Ikhine,TEN,WR,16,7,0,0,0,0,0,0,0,3.5625,2.375,29.75,0.25,0,0.0625,0.03742283950617284,2.4375,0.015352959797404241
Chris Streveler,ARI,QB,0.4,0,15,22.5,90,0,7.5,15,0,0,0,0,0,0,2.5,0.7469135802469135,10,0.07469135802469135
Ameer Abdullah,2TM,RB,17,1,0,0,0,0,3,9.764705882352942,0,3.1176470588235294,2.235294117647059,17,0.058823529411764705,0,0,0,5.294117647058823,0
Nelson Agholor,NWE,WR,15,13,0,0,0,0,0.2,0.7333333333333333,0,4.266666666666667,2.466666666666667,31.533333333333335,0.2,0,0,0,2.7333333333333334,0
Pharaoh Brown,HOU,TE,15,12,0,0,0,0,0,0,0,2.2666666666666666,1.5333333333333334,11.4,0,0,0.06666666666666667,0.03991769547325103,1.6,0.024948559670781894
Ian Book,NOR,QB,1,1,12,20,135,0,3,6,0,0,0,0,0,2,0,0,4,0
Jesper Horsted,CHI,TE,7,0,0,0,0,0,0,0,0,0.42857142857142855,0.2857142857142857,3,0.2857142857142857,0,0,0,0.42857142857142855,0
Jalen Guyton,LAC,WR,16,2,0,0,0,0,0.4375,2.125,0,3,1.9375,28,0.1875,0,0.0625,0.018672839506172836,2.4375,0.007660652105096548
David Johnson,HOU,RB,13,4,0,0,0,0,5.153846153846154,17.53846153846154,0,3.230769230769231,2.4615384615384617,17.307692307692307,0.07692307692307693,0,0.07692307692307693,0.046058879392212725,7.6923076923076925,0.005987654320987654
Blaine Gabbert,TAM,QB,1.2000000000000002,0,5.833333333333332,9.166666666666666,55.83333333333333,0,7.499999999999999,-5.833333333333332,0,0,0,0,0,0,0,0,8.333333333333332,0
Chris Manhertz,JAX,TE,17,10,0,0,0,0,0,0,0,0.5294117647058824,0.35294117647058826,4.176470588235294,0.058823529411764705,0,0,0,0.4117647058823529,0
Derrick Gore,KAN,RB,11,0,0,0,0,0,4.636363636363637,23.272727272727273,0.18181818181818182,0.8181818181818182,0.7272727272727273,9.545454545454545,0,0,0,0,5.454545454545454,0
Randall Cobb,GNB,WR,12,3,0,0,0,0,0.08333333333333333,0.08333333333333333,0,3.25,2.3333333333333335,31.25,0.4166666666666667,0,0.08333333333333333,0.04989711934156379,2.5,0.019958847736625516
C J Beathard,JAX,QB,0.4,0,5,5,82.5,0,2.5,5,0,0,0,0,0,0,0,0,5,0
Lee Smith,ATL,TE,16,6,0,0,0,0,0,0,0,0.6875,0.5625,4.0625,0.0625,0,0,0,0.625,0
Jaret Patterson,WAS,RB,17,1,0,0,0,0,4,15.647058823529411,0.11764705882352941,0.6470588235294118,0.5882352941176471,4.294117647058823,0,0,0.058823529411764705,0.017574437182280318,4.647058823529412,0.0037818409126426
Laviska Shenault,JAX,WR,16,10,0,0,0,0,0.6875,2.5625,0,6.25,3.9375,38.6875,0,0,0.0625,0.03742283950617284,4.6875,0.007983539094650206
Sam Ehlinger,IND,QB,0.6000000000000001,0,0,0,0,0,4.999999999999999,14.999999999999998,0,0,0,0,0,0,0,0,6.666666666666666,0
Jesse James,CHI,TE,14,9,0,0,0,0,0,0,0,0.5714285714285714,0.5,4.428571428571429,0.07142857142857142,0,0,0,0.5714285714285714,0
Travis Homer,SEA,RB,14,0,0,0,0,0,1.5,12.642857142857142,0.07142857142857142,1.4285714285714286,1.1428571428571428,11.5,0,0,0,0,2.7142857142857144,0
