player,Position,Team,player_games,pl_tgt,pl_rec,pl_rec_yds,pl_rec_tds,tgt_per,rec_per,rec_yds_per,rec_tds_per,Pick,rep,tot_tgt_per,tot_rec_per,tot_rec_yds_per,tot_rec_tds_per,adj_tgt_per,adj_rec_per,adj_rec_yds_per,adj_rec_tds_per
Mark Ingram,RB,NO,14,35,27,162,0,0.07268063274903805,0.08655580044079343,0.05068200561063052,0.03622172881444158,NA,NA,1.339856938061921,1.4050879149791224,1.4412510425516687,1.3531805799193999,0.05424506951777201,0.06160169731591459,0.03516528634796361,0.026767845586875824
Nick Vannett,TE,NO,7,15,9,133,1,0.07227891156462585,0.07459775719161385,0.10138104205900816,0.08126941685806537,NA,NA,1.339856938061921,1.4050879149791224,1.4412510425516687,1.3531805799193999,0.05394524557911085,0.05309116703400176,0.0703423894004737,0.06005807211843526
Alvin Kamara,RB,NO,13,67,47,439,5,0.17384004884004883,0.2097663428721449,0.18018735815345985,0.2056757949468961,NA,NA,1.339856938061921,1.4050879149791224,1.4412510425516687,1.3531805799193999,0.12974523167488713,0.1492905466169793,0.1250214937117731,0.15199434428710681
Taysom Hill,TE,NO,12,6,4,52,0,0.01686507936507936,0.01934015927189988,0.02312199204854572,0.009429492936909393,NA,NA,1.339856938061921,1.4050879149791224,1.4412510425516687,1.3531805799193999,0.012587223968459196,0.013764376638444896,0.016043001091336107,0.006968392154631015
Tre Quan Smith,WR,NO,11,50,32,377,3,0.15331890331890333,0.16878684455476264,0.1828739371112253,0.16187245029929787,NA,NA,1.339856938061921,1.4050879149791224,1.4412510425516687,1.3531805799193999,0.11442930880417455,0.12012546884461003,0.12688555408602195,0.11962368711272782
Adam Trautman,TE,NO,13,43,27,263,2,0.11156898656898656,0.12050406930953007,0.10794823506687912,0.10185551874165054,NA,NA,1.339856938061921,1.4050879149791224,1.4412510425516687,1.3531805799193999,0.08326932779134547,0.0857626544395413,0.0748989814264153,0.07527119458639984
Marquez Callaway,WR,NO,17,84,46,698,6,0.16666666666666666,0.15699658703071673,0.21908349026993096,0.19057277961033625,NA,NA,1.339856938061921,1.4050879149791224,1.4412510425516687,1.3531805799193999,0.12439138980594973,0.11173435153561154,0.1520092501595376,0.14083322095982742
Juwan Johnson,TE,NO,14,22,13,159,4,0.05300453514739228,0.05387615797172111,0.06059994619316653,0.1111363944664549,NA,NA,1.339856938061921,1.4050879149791224,1.4412510425516687,1.3531805799193999,0.03955984675801462,0.03834362063566793,0.04204676659652375,0.08212975867054977
Tony Jones,RB,NO,11,8,5,29,0,0.02453102453102453,0.02637294446168166,0.01406722593163271,0.011495420395171652,NA,NA,1.339856938061921,1.4050879149791224,1.4412510425516687,1.3531805799193999,0.018308689408667925,0.018769604506970315,0.0097604272373863,0.008495111861460765
Chris Olave,WR,NO,NA,NA,NA,NA,NA,0.25808291854092474,0.25808291854092474,0.25808291854092474,0.2580829185409247,11,0.25808291854092474,1.339856938061921,1.4050879149791224,1.4412510425516687,1.3531805799193999,0.19261975753488805,0.18367741675776883,0.17906867778149238,0.19072319125086543
Cordarrelle Patterson,RB,ATL,16,69,52,548,5,0.12794502617801048,0.14655172413793105,0.15681389711823324,0.2024629048770156,NA,NA,1.186499586800621,1.218562654647383,1.3667831964695205,1.2952956613092566,0.10783402506107263,0.12026605573296427,0.11473209322685013,0.15630632520792243
Damien Williams,RB,ATL,12,23,16,103,1,0.06011685116851169,0.0682730923694779,0.04549942833385303,0.07409095281426824,NA,NA,1.186499586800621,1.218562654647383,1.3667831964695205,1.2952956613092566,0.05066740168921248,0.0560275601004974,0.033289426187987,0.05720003164326106
Keith Smith,RB,ATL,17,10,9,56,0,0.01745200698080279,0.02387267904509284,0.01508214381901427,0.00945211798386605,NA,NA,1.186499586800621,1.218562654647383,1.3667831964695205,1.2952956613092566,0.0147088184226527,0.01959085070763219,0.01103477410168073,0.007297266767891476
Damiere Byrd,WR,ATL,17,38,26,329,1,0.07011070110701106,0.07831325301204818,0.10258808855628312,0.07078347208418831,NA,NA,1.186499586800621,1.218562654647383,1.3667831964695205,1.2952956613092566,0.05909037127949076,0.06426690717409995,0.07505805516286274,0.05464657544876042
Anthony Firkser,TE,ATL,15,43,34,291,2,0.09109034267912772,0.10733519034354688,0.09648917495611468,0.10003693323207696,NA,NA,1.186499586800621,1.218562654647383,1.3667831964695205,1.2952956613092566,0.07677233409305394,0.088083439890587,0.07059581593141602,0.07723096449729618
Qadree Ollison,RB,ATL,8,6,4,12,0,0.02225130890052356,0.02254641909814323,0.00686776191758685,0.00963156628161106,NA,NA,1.186499586800621,1.218562654647383,1.3667831964695205,1.2952956613092566,0.018753743488882195,0.01850247011276373,0.005024763207015329,0.007435805252273974
Olamide Zaccheaus,WR,ATL,17,53,31,406,3,0.0924956369982548,0.08222811671087533,0.10934554268785349,0.12139268102498035,NA,NA,1.186499586800621,1.218562654647383,1.3667831964695205,1.2952956613092566,0.07795673764005932,0.0674795968818442,0.08000211223718531,0.09371812525202106
Parker Hesse,TE,ATL,8,6,5,43,0,0.02225130890052356,0.02818302387267904,0.02460948020468624,0.01225122882650137,NA,NA,1.186499586800621,1.218562654647383,1.3667831964695205,1.2952956613092566,0.018753743488882195,0.023128087640954663,0.018005401491804948,0.009458248948443243
Kyle Pitts,TE,ATL,17,110,68,1026,1,0.19197207678883071,0.1803713527851459,0.276326420684083,0.12768136418338785,NA,NA,1.186499586800621,1.218562654647383,1.3667831964695205,1.2952956613092566,0.16179700264917973,0.1480197609021099,0.20217282550579344,0.09857314279454184
Drake London,WR,ATL,NA,NA,NA,NA,NA,0.26642184151664433,0.26642184151664433,0.26642184151664433,0.26642184151664433,8,0.26642184151664433,1.186499586800621,1.218562654647383,1.3667831964695205,1.2952956613092566,0.2245444031169425,0.21863614521629926,0.1949261903459358,0.20568419201477983
Tyler Allgeier,RB,ATL,NA,NA,NA,NA,NA,0.0658931473459288,0.0658931473459288,0.0658931473459288,0.0658931473459288,151,0.0658931473459288,1.186499586800621,1.218562654647383,1.3667831964695205,1.2952956613092566,0.0555357524595594,0.05407448447121202,0.04821038736511729,0.0508711248822724
John FitzPatrick,TE,ATL,NA,NA,NA,NA,NA,0.022930814812437986,0.022930814812437986,0.022930814812437986,0.022930814812437986,213,0.022930814812437986,1.186499586800621,1.218562654647383,1.3667831964695205,1.2952956613092566,0.01932644146490653,0.018817920215250243,0.016777214463617636,0.0177031511008537
Jarvis Landry,WR,NO,12,87,52,570,2,0.23701923076923076,0.23020833333333332,0.2432228915662651,0.18556866430925165,NA,NA,1.339856938061921,1.4050879149791224,1.4412510425516687,1.3531805799193999,0.17689890915673043,0.16383909567448943,0.16875817216107622,0.13713518141112013
Bryan Edwards,WR,ATL,16,59,34,571,3,0.09982085987261148,0.08420745920745921,0.1328415809065032,0.12016397020079164,NA,NA,1.186499586800621,1.218562654647383,1.3667831964695205,1.2952956613092566,0.08413054752237799,0.06910392246661001,0.09719286954188537,0.0927695303783636
MyCole Pruitt,TE,ATL,16,18,14,145,3,0.03574766355140187,0.04143454038997214,0.04507387361029841,0.09210266612555794,NA,NA,1.186499586800621,1.218562654647383,1.3667831964695205,1.2952956613092566,0.030128677623727562,0.03400279848717513,0.032978071230848324,0.07110551581131877
Duke Johnson,RB,BUF,5,5,4,41,0,0.02764227642276422,0.03366336633663366,0.03818132018625034,0.01577820607481114,NA,NA,1.0373556362469598,1.1178130582410994,1.1266051261014838,1.1247134278892348,0.026646865796932456,0.03011538117975077,0.033890596892962296,0.014028645594124645
Jamison Crowder,WR,BUF,12,71,51,447,2,0.1668048645660586,0.2023809523809524,0.17883366280711666,0.1607750586127025,NA,NA,1.0373556362469598,1.1178130582410994,1.1266051261014838,1.1247134278892348,0.16079814746034496,0.18105080352112077,0.15873677357208071,0.14294757635678917
Stefon Diggs,WR,BUF,17,164,103,1225,10,0.25038167938931294,0.24819277108433735,0.2859477124183007,0.2673079956406978,NA,NA,1.0373556362469598,1.1178130582410994,1.1266051261014838,1.1247134278892348,0.24136532413817763,0.2220342384216494,0.2538136085069994,0.2376676484981231
O J Howard,TE,HOU,17,21,14,135,1,0.02872777017783857,0.02845528455284552,0.02581755593803787,0.02565989779793444,NA,NA,1.1628150447972572,1.195382506249763,1.3020543113316905,1.1955095058200695,0.024705365059021406,0.023804334097306992,0.019828324911909917,0.02146356651537691
Isaiah McKenzie,WR,BUF,15,26,20,178,1,0.04498727735368957,0.05461847389558233,0.04708994708994709,0.03988932587249519,NA,NA,1.0373556362469598,1.1178130582410994,1.1266051261014838,1.1247134278892348,0.04336726555653436,0.04886190360088078,0.041798094113860144,0.03546621288887431
Devin Singletary,RB,BUF,17,50,40,228,1,0.07633587786259542,0.0963855421686747,0.05322128851540616,0.052752818531379565,NA,NA,1.0373556362469598,1.1178130582410994,1.1266051261014838,1.1247134278892348,0.07358698906651759,0.08622688870743667,0.047240410399670085,0.04690334197430319
Dawson Knox,TE,BUF,15,71,49,587,9,0.12284987277353689,0.1338152610441767,0.15529100529100529,0.20798052454577792,NA,NA,1.0373556362469598,1.1178130582410994,1.1266051261014838,1.1247134278892348,0.11842599440438228,0.11971166382215791,0.137839782274359,0.18491868185133864
Tommy Sweeney,TE,BUF,13,12,9,44,1,0.02395772166764533,0.0283595922150139,0.01343101343101343,0.029748863754657923,NA,NA,1.0373556362469598,1.1178130582410994,1.1266051261014838,1.1247134278892348,0.023094993491645514,0.025370603792765015,0.011921669021239279,0.026450172121166925
Zack Moss,RB,BUF,13,32,23,197,1,0.06388725778038755,0.07247451343836886,0.06013431013431013,0.051018815636676394,NA,NA,1.0373556362469598,1.1178130582410994,1.1266051261014838,1.1247134278892348,0.06158664931105471,0.0648359874703995,0.05337656357236677,0.045361613342186295
Gabriel Davis,WR,BUF,16,63,35,549,6,0.1021946564885496,0.08960843373493976,0.13616071428571427,0.14114766727761646,NA,NA,1.0373556362469598,1.1178130582410994,1.1266051261014838,1.1247134278892348,0.0985145816128004,0.08016406059519503,0.12085930654060331,0.12549656097065565
James Cook,RB,BUF,NA,NA,NA,NA,NA,0.09790860587820839,0.09790860587820839,0.09790860587820839,0.0979086058782084,63,0.09790860587820839,1.0373556362469598,1.1178130582410994,1.1266051261014838,1.1247134278892348,0.09438287358463787,0.08758942754906575,0.08690587643339806,0.08705204672620903
Khalil Shakir,WR,BUF,NA,NA,NA,NA,NA,0.0604055460642114,0.0604055460642114,0.0604055460642114,0.0604055460642114,148,0.0604055460642114,1.0373556362469598,1.1178130582410994,1.1266051261014838,1.1247134278892348,0.05823031557697234,0.05403904133957846,0.05361731867246103,0.05370749967622892
Allen Robinson,WR,LAR,12,66,38,410,1,0.17250922509225092,0.16214859437751003,0.18111422929009455,0.129831851692032,NA,NA,0.9536038421272663,0.9844371502162467,1.0324919927561986,0.9538886993336941,0.1809024014704296,0.16471198221429537,0.17541465750898166,0.13610796708538592
Tyler Higbee,TE,LAR,15,85,61,560,5,0.1587040087863811,0.1702791461412151,0.1367226770070372,0.1479958328753918,NA,NA,0.9536038421272663,0.9844371502162467,1.0324919927561986,0.9538886993336941,0.1664255131694412,0.17297106890349542,0.13242008457814877,0.15515000123050957
Cooper Kupp,WR,LAR,17,191,145,1947,16,0.31466227347611203,0.35714285714285715,0.4194312796208531,0.36930207612205407,NA,NA,0.9536038421272663,0.9844371502162467,1.0324919927561986,0.9538886993336941,0.3299716922010028,0.36278888608013754,0.4062319926580709,0.38715426273528264
Darrell Henderson,RB,LAR,12,40,29,176,3,0.09335529928610654,0.10119047619047618,0.05371248025276461,0.09571791256805745,NA,NA,0.9536038421272663,0.9844371502162467,1.0324919927561986,0.9538886993336941,0.09789736068790661,0.10279018438937229,0.05202217608427273,0.10034494866635686
Van Jefferson,WR,LAR,17,89,50,802,6,0.14662273476112028,0.12315270935960591,0.17277035760448084,0.14557635756198614,NA,NA,0.9536038421272663,0.9844371502162467,1.0324919927561986,0.9538886993336941,0.15375644296277097,0.1250996158897026,0.1673333631801607,0.15261356766640957
Brycen Hopkins,TE,LAR,5,1,1,9,0,0.00560131795716639,0.0083743842364532,0.00659198621283929,0.0033156857460435066,NA,NA,0.9536038421272663,0.9844371502162467,1.0324919927561986,0.9538886993336941,0.005873841641274394,0.008506773880499774,0.006384539792160741,0.0034759671105859245
Kyren Williams,RB,LAR,NA,NA,NA,NA,NA,0.062148982768129094,0.062148982768129094,0.062148982768129094,0.0621489827681291,164,0.062148982768129094,0.9536038421272663,0.9844371502162467,1.0324919927561986,0.9538886993336941,0.06517274786717438,0.063131488642497,0.06019318619820452,0.06515328550546948
Giovani Bernard,RB,TB,12,29,23,123,3,0.05620155038759689,0.06622628726287264,0.0333237712755785,0.07673531246505076,NA,NA,1.3986949442082506,1.4668594015078993,1.6261791270617825,1.5003669398618729,0.04018142098841324,0.04514835381959134,0.020492066784665138,0.05114436370619789
Mike Evans,WR,TB,16,114,74,1035,14,0.16569767441860464,0.1598069105691057,0.2103055077452668,0.2593911222436135,NA,NA,1.3986949442082506,1.4668594015078993,1.6261791270617825,1.5003669398618729,0.1184659136037701,0.1089449407385791,0.12932493367151476,0.17288512253375404
Cameron Brate,TE,TB,17,57,30,245,4,0.07797537619699042,0.06097560975609756,0.04685408299866132,0.07983722171950511,NA,NA,1.3986949442082506,1.4668594015078993,1.6261791270617825,1.5003669398618729,0.05574866522530358,0.041568816815992025,0.028812375106128895,0.053211797459930106
Breshad Perriman,WR,TB,6,18,11,167,1,0.06976744186046512,0.06334688346883469,0.09048893988653026,0.06893852340820303,NA,NA,1.3986949442082506,1.4668594015078993,1.6261791270617825,1.5003669398618729,0.04988038467527162,0.04318538191439171,0.05564512443965981,0.04594777555852415
Cyril Grayson,WR,TB,5,12,10,212,2,0.05581395348837209,0.06910569105691057,0.13784662459361255,0.11717377193185134,NA,NA,1.3986949442082506,1.4668594015078993,1.6261791270617825,1.5003669398618729,0.0399043077402173,0.04711132572479096,0.08476718357754165,0.07809674341573977
Leonard Fournette,RB,TB,14,84,69,454,2,0.13953488372093023,0.17029616724738678,0.10542851678824142,0.09921020035397202,NA,NA,1.3986949442082506,1.4668594015078993,1.6261791270617825,1.5003669398618729,0.09976076935054325,0.11609576696466345,0.0648320440434702,0.06612395789199776
Chris Godwin,WR,TB,14,127,98,1103,5,0.21096345514950168,0.241869918699187,0.25614020708685087,0.18523337894545686,NA,NA,1.3986949442082506,1.4668594015078993,1.6261791270617825,1.5003669398618729,0.15082878223236895,0.16488964003676837,0.15751045061662478,0.12345871801368127
Russell Gage,WR,TB,14,94,66,770,4,0.1992021939665919,0.2125805229253505,0.2518179369781848,0.22829799205684043,NA,NA,1.3986949442082506,1.4668594015078993,1.6261791270617825,1.5003669398618729,0.142420042906034,0.14492222138455968,0.1548525207264068,0.15216143863970907
Ke Shawn Vaughn,RB,TB,12,8,4,26,0,0.01550387596899224,0.01151761517615176,0.00704404921272391,0.006308016189943215,NA,NA,1.3986949442082506,1.4668594015078993,1.6261791270617825,1.5003669398618729,0.011084529927838132,0.007851887620798493,0.004331656393506451,0.004204315639295508
Tyler Johnson,WR,HOU,17,55,36,360,0,0.07523939808481532,0.07317073170731707,0.06884681583476765,0.036670140860778154,NA,NA,1.1628150447972572,1.195382506249763,1.3020543113316905,1.1955095058200695,0.06470452753553227,0.061211144821646565,0.05287553309842644,0.030673232360142525
