player,Position,Team,player_games,pl_rus_att,pl_rus_yds,pl_rus_tds,rus_att_per,rus_yds_per,rus_tds_per,Pick,tot_rus_att_per,tot_rus_yds_per,tot_rus_tds_per,adj_rus_att_per,adj_rus_yds_per,adj_rus_tds_per
Jamaal Williams,RB,NO,13,106,306,1,0.28878205128205126,0.22970944096087612,0.1887796225970738,NA,1.2911975388140022,1.2752670651272906,1.1909731776596317,0.22365443133302818,0.18012653760328054,0.1585087104715847
Taysom Hill,TE,NO,16,81,401,4,0.179296875,0.24458237657864523,0.25963852611940297,NA,1.2911975388140022,1.2752670651272906,1.1909731776596317,0.13886091756702754,0.19178914226427723,0.21800535141321636
James Robinson,RB,NO,1,1,2,0,0.03854875283446712,0.01784776902887139,0.017204278036673987,NA,1.2911975388140022,1.2752670651272906,1.1909731776596317,0.02985503896628794,0.013995318719447928,0.01444556297269593
Adam Prentice,RB,NO,13,2,12,0,0.00544871794871794,0.00900821337101475,0.0030803085165886507,NA,1.2911975388140022,1.2752670651272906,1.1909731776596317,0.004219894930811846,0.007063785788363942,0.00258637942009889
Rashid Shaheed,WR,NO,15,7,37,0,0.01652777777777778,0.02407194795254497,0.00901830590636561,NA,1.2911975388140022,1.2752670651272906,1.1909731776596317,0.012800347956795955,0.018876005356683646,0.007572215794219131
Kendre Miller,RB,NO,8,41,156,1,0.18151041666666667,0.19029850746268656,0.17336478664370458,NA,1.2911975388140022,1.2752670651272906,1.1909731776596317,0.14057524988266987,0.14922247477918826,0.14556565159962864
DeAndre Hopkins,WR,TEN,17,2,9,0,0.0045045045045045,0.00487540628385698,0.0022893424301874982,NA,0.9215453782396531,0.8715293050197049,0.7915845738613239,0.004887989903556413,0.005594081869394798,0.002892100864245194
Tyler Boyd,WR,TEN,17,2,11,0,0.0052219321148825,0.00720366732154551,0.002809139578107551,NA,0.9215453782396531,0.8715293050197049,0.7915845738613239,0.0056664948229217926,0.008265548020077923,0.003548754827806534
Calvin Ridley,WR,TEN,17,9,23,0,0.01986754966887417,0.01397326852976913,0.009344346720526583,NA,0.9215453782396531,0.8715293050197049,0.7915845738613239,0.021558948846149496,0.01603304495819931,0.01180460942403812
Tony Pollard,RB,TEN,17,252,1005,6,0.5384615384615384,0.5234375,0.4820140796703297,NA,0.9215453782396531,0.8715293050197049,0.7915845738613239,0.5843027930866671,0.600596557092438,0.6089230330993954
Treylon Burks,WR,TEN,11,5,18,0,0.0174037674037674,0.01506943760464887,0.008468450721971848,NA,0.9215453782396531,0.8715293050197049,0.7915845738613239,0.018885415536467973,0.01729079850540213,0.010698099737673031
Chigoziem Okonkwo,TE,TEN,17,2,6,0,0.0045045045045045,0.00325027085590465,0.002126828887392265,NA,0.9215453782396531,0.8715293050197049,0.7915845738613239,0.004887989903556413,0.0037293879129298617,0.0026867993106758797
Will Levis,QB,TEN,9,25,57,1,0.10635635635635636,0.05832430480317804,0.10740275080063813,NA,0.9215453782396531,0.8715293050197049,0.7915845738613239,0.11541087272285987,0.06692179421535269,0.1356807021601381
Tyjae Spears,RB,TEN,17,100,453,2,0.22522522522522528,0.24539544962080173,0.17712963505217028,NA,0.9215453782396531,0.8715293050197049,0.7915845738613239,0.24439949517782095,0.2815687874262053,0.22376590057602774
Keenan Allen,WR,CHI,13,2,6,0,0.00606817776191326,0.00477841281738967,0.002905112386504271,NA,1.0807278207231554,1.1233952593966199,0.8559942905925605,0.005614899186969033,0.004253545470679816,0.003393845517933551
D J Moore,WR,CHI,17,4,21,1,0.00749063670411985,0.00875364735306377,0.03512161941695432,NA,1.0807278207231554,1.1233952593966199,0.8559942905925605,0.006931103799204119,0.007792134851775491,0.041030202891471905
Khari Blasingame,RB,CHI,16,8,26,0,0.01591760299625468,0.01151521467278032,0.007518562665779904,NA,1.0807278207231554,1.1233952593966199,0.8559942905925605,0.01472859557330875,0.010250367870490381,0.008783426184507835
D Andre Swift,RB,CHI,16,229,1049,5,0.47708333333333336,0.5089326484018265,0.36246523453715235,NA,1.0807278207231554,1.1233952593966199,0.8559942905925605,0.44144633291118485,0.4530307958350975,0.4234435188653378
Cole Kmet,TE,CHI,17,3,2,0,0.00561797752808988,8.336807002917882e-4,0.0023305590812651308,NA,1.0807278207231554,1.1233952593966199,0.8559942905925605,0.005198327849403082,7.421080811214759e-4,0.002722633908751664
Khalil Herbert,RB,CHI,12,132,611,2,0.350187265917603,0.3608100597471168,0.26469757900841956,NA,1.0807278207231554,1.1233952593966199,0.8559942905925605,0.32402910261279255,0.32117819327536534,0.3092282062128979
Velus Jones,WR,CHI,14,8,51,0,0.01819154628143392,0.02581432739832073,0.009858051252405641,NA,1.0807278207231554,1.1233952593966199,0.8559942905925605,0.01683268065521,0.0229788466547257,0.011516491827978693
Tyler Scott,WR,CHI,17,7,41,0,0.01310861423220973,0.01709045435598166,0.006952491128482058,NA,1.0807278207231554,1.1233952593966199,0.8559942905925605,0.0121294316486072,0.015213215662990255,0.00812212324882355
Roschon Johnson,RB,CHI,15,81,352,2,0.1719101123595506,0.16629151035153533,0.1562265293123071,NA,1.0807278207231554,1.1233952593966199,0.8559942905925605,0.15906883219173454,0.14802582524769703,0.1825088450112904
DeAndre Carter,WR,CHI,17,3,18,0,0.0072639225181598,0.01167315175097276,0.004072884182361196,NA,1.0807278207231554,1.1233952593966199,0.8559942905925605,0.006721324628526022,0.010390956925741752,0.004758074004841492
Gerald Everett,TE,CHI,15,3,10,0,0.00788863109048724,0.00690215184734064,0.00384566762092896,NA,1.0807278207231554,1.1233952593966199,0.8559942905925605,0.007299368943059744,0.006144010124315295,0.00449263232616517
Robert Woods,WR,HOU,14,1,7,0,0.00273487773487773,0.00516089860352155,0.0016100409543032472,NA,1.7974594023150647,1.6378883910387307,1.9423522614125404,0.0015215240641069854,0.0031509464452877433,8.289129558468319e-4
Stefon Diggs,WR,HOU,17,1,5,0,0.001953125,0.00226039783001808,0.0010072897830018081,NA,1.7974594023150647,1.6378883910387307,1.9423522614125404,0.0010866031229881707,0.001380068289381159,5.185927408807272e-4
Joe Mixon,RB,HOU,17,257,1034,9,0.671018276762402,0.6771447282252783,0.7111217835274887,NA,1.7974594023150647,1.6378883910387307,1.9423522614125404,0.37331484421742933,0.4134254396881344,0.36611370535349663
Noah Brown,WR,WAS,10,1,-1,0,0.00382882882882882,-0.00103217972070431,0.001428313559461097,NA,1.258626995738494,1.1880909051077648,1.194021460567746,0.0030420679373576215,-8.68771670809724e-4,0.001196221011623985
Steven Sims,WR,HOU,3,1,1,0,0.01276276276276276,0.00344059906901436,0.00544916501200654,NA,1.7974594023150647,1.6378883910387307,1.9423522614125404,0.0071004456324992755,0.002100630963525158,0.002805446324161475
Andrew Beck,RB,HOU,15,5,3,1,0.01276276276276276,0.00206435944140862,0.06197820771591262,NA,1.7974594023150647,1.6378883910387307,1.9423522614125404,0.0071004456324992755,0.0012603785781150974,0.03190884009414446
Nico Collins,WR,HOU,15,1,7,0,0.00255255255255255,0.00481683869662011,0.0015027048906830313,NA,1.7974594023150647,1.6378883910387307,1.9423522614125404,0.0014200891264998542,0.002940883348935225,7.736520921237101e-4
Ben Skowronek,WR,HOU,17,2,9,0,0.00419287211740041,0.00440097799511002,0.0021172466464711662,NA,1.7974594023150647,1.6378883910387307,1.9423522614125404,0.0023326658237733423,0.002686982836674829,0.0010900425677325065
John Metchie,WR,HOU,16,1,4,0,0.00239301801801801,0.00258044930176077,0.001215252137383281,NA,1.7974594023150647,1.6378883910387307,1.9423522614125404,0.00133133355609361,0.0015754732226438686,6.256600110731258e-4
Dameon Pierce,RB,HOU,14,145,416,2,0.3965572715572716,0.30670483129499526,0.3107219631809796,NA,1.7974594023150647,1.6378883910387307,1.9423522614125404,0.2206209892955133,0.18725624589138606,0.15997199341947002
C J Stroud,QB,HOU,15,39,167,3,0.09954954954954956,0.11491600890507994,0.22131142071032783,NA,1.7974594023150647,1.6378883910387307,1.9423522614125404,0.05538347593349437,0.07016107418174047,0.11393989911458344
Tank Dell,WR,HOU,11,11,51,0,0.03828828828828828,0.04785560523265442,0.020100875838580754,NA,1.7974594023150647,1.6378883910387307,1.9423522614125404,0.021301336897497827,0.02921786703812274,0.010348728311497296
Xavier Hutchinson,WR,HOU,16,5,49,0,0.01196509009009009,0.03161050394656952,0.007947086430692987,NA,1.7974594023150647,1.6378883910387307,1.9423522614125404,0.006656667780468072,0.019299546977387446,0.004091475366529866
Jawhar Jordan,RB,HOU,NA,NA,NA,NA,0.1904840441431957,0.1904840441431957,0.1904840441431957,205,1.7974594023150647,1.6378883910387307,1.9423522614125404,0.10597404530965146,0.11629854951373873,0.09806874269277481
Jonathan Taylor,RB,IND,10,169,741,7,0.5997912317327766,0.6118018455560951,0.6142545719855622,NA,1.0250869867780097,1.115955503133745,1.282156660814052,0.5851125216387767,0.5482313979706877,0.4790791880264981
Trey Sermon,RB,IND,14,35,160,0,0.08872651356993737,0.0943592590022896,0.04492653132820391,NA,1.0250869867780097,1.115955503133745,1.282156660814052,0.08655510675129834,0.08455467869222097,0.035039814323219814
Kylen Granson,TE,IND,15,1,2,0,0.00236604036186499,0.00110085802169337,0.001056501946915333,NA,1.0250869867780097,1.115955503133745,1.282156660814052,0.002308136180034616,9.86471251409237e-4,8.240037892440937e-4
Tyler Goodson,RB,IND,6,13,87,0,0.07689631176061239,0.11971830985915492,0.04273035569016045,NA,1.0250869867780097,1.115955503133745,1.282156660814052,0.07501442585112522,0.10727874859075535,0.03332693811615079
Anthony Richardson,QB,IND,4,25,136,4,0.22181628392484343,0.28071879553181156,0.5641668141757501,NA,1.0250869867780097,1.115955503133745,1.282156660814052,0.21638776687824582,0.2515501691093574,0.44001394791924714
Evan Hull,RB,IND,1,1,1,0,0.03549060542797495,0.00825643516270033,0.015021885687460013,NA,1.0250869867780097,1.115955503133745,1.282156660814052,0.034622042700519336,0.0073985343855693265,0.011716107825640037
Dare Ogunbowale,RB,HOU,12,8,35,0,0.02552552552552552,0.03010524185387573,0.013220734395597782,NA,1.7974594023150647,1.6378883910387307,1.9423522614125404,0.014200891264998551,0.018380520930845183,0.006806558551837164
Cam Akers,RB,HOU,7,60,167,2,0.3192425813266564,0.21176245719786763,0.31422282232339765,NA,1.7974594023150647,1.6378883910387307,1.9423522614125404,0.17760767276049913,0.129289918871438,0.16177437458995456
Nick Bawden,RB,HOU,16,2,4,1,0.00547680412371134,0.00258044930176077,0.07834162372251777,NA,1.7974594023150647,1.6378883910387307,1.9423522614125404,0.0030469695819874475,0.0015754732226438686,0.04033337581389343
Chris Moore,WR,ARI,17,2,39,0,0.0045045045045045,0.02112676056338027,0.003914477858139827,NA,1.6580881068093605,1.7041707776399597,1.7705527039339446,0.0027166858540300766,0.012397091207395251,0.002210879037626133
James Conner,RB,ARI,13,208,1040,7,0.5774946921443737,0.5750528541226215,0.5577339315007809,NA,1.6580881068093605,1.7041707776399597,1.7705527039339446,0.3482895087255887,0.33743851359720534,0.31500555180400247
Kyler Murray,QB,ARI,8,44,244,3,0.19851380042462843,0.21923890063424947,0.2888294102332763,NA,1.6580881068093605,1.7041707776399597,1.7705527039339446,0.11972451862442111,0.12864843330893455,0.16312951859130417
Greg Dortch,WR,ARI,16,1,5,0,0.00225583864118895,0.00224630021141649,0.0011269654776172291,NA,1.6580881068093605,1.7041707776399597,1.7705527039339446,0.0013605058934593253,0.0013181191937390831,6.365049033068906e-4
DeeJay Dallas,RB,ARI,17,10,36,0,0.02617801047120419,0.02278481012658228,0.012749685201139904,NA,1.6580881068093605,1.7041707776399597,1.7705527039339446,0.01578806962289732,0.013370027479368048,0.007200963390026014
Tony Jones,RB,ARI,7,26,95,2,0.13833845190821778,0.120463673256272,0.2327312921618626,NA,1.6580881068093605,1.7041707776399597,1.7705527039339446,0.0834325096115796,0.07068755950803093,0.13144556027322038
Michael Carter,RB,ARI,15,30,187,0,0.07448993564288649,0.1106575075736562,0.04086172501452022,NA,1.6580881068093605,1.7041707776399597,1.7705527039339446,0.044925197483158236,0.06493334413755264,0.023078513801781005
Emari Demercado,RB,ARI,14,58,284,2,0.14952987564452533,0.14581697372395044,0.1458222190587766,NA,1.6580881068093605,1.7041707776399597,1.7705527039339446,0.09018210493787565,0.08556476594786278,0.08235971667761036
Curtis Samuel,WR,BUF,16,7,39,1,0.02071727019498607,0.02602858040201005,0.04883619468962401,NA,1.2925493194655668,1.349871014113423,1.3191513357839568,0.01602822413271788,0.01928227225406812,0.03702091895362499
Josh Allen,QB,BUF,17,111,524,15,0.216796875,0.23688969258589512,0.45131681016768044,NA,1.2925493194655668,1.349871014113423,1.3191513357839568,0.16772812590984107,0.1754906136283555,0.3421266369710856
Ty Johnson,RB,BUF,10,30,132,0,0.099609375,0.10144665461121156,0.04998841546112116,NA,1.2925493194655668,1.349871014113423,1.3191513357839568,0.07706427406668374,0.07515285056908964,0.03789437504637298
James Cook,RB,BUF,17,237,1122,2,0.462890625,0.5072332730560578,0.28133412276015124,NA,1.2925493194655668,1.349871014113423,1.3191513357839568,0.3581222147804715,0.3757642528454482,0.21326902769116898
Khalil Shakir,WR,BUF,17,1,10,0,0.001953125,0.00452079566003616,0.001233329566003616,NA,1.2925493194655668,1.349871014113423,1.3191513357839568,0.0015110641973859558,0.003349057511991512,9.349416799632486e-4
Darrynton Evans,RB,BUF,7,32,121,1,0.1702627100408834,0.15343267856851486,0.16612312390967898,NA,1.2925493194655668,1.349871014113423,1.3191513357839568,0.1317262772698548,0.11366469608156404,0.12593181646664814
Ray Davis,RB,BUF,NA,NA,NA,NA,0.3203193392296974,0.3203193392296974,0.32031933922969746,128,1.2925493194655668,1.349871014113423,1.3191513357839568,0.24781981964304506,0.23729625710948304,0.24282228319113613
Trey Benson,RB,ARI,NA,NA,NA,NA,0.4867829974278311,0.4867829974278311,0.4867829974278311,66,1.6580881068093605,1.7041707776399597,1.7705527039339446,0.29358089924698993,0.28564214561991147,0.2749327915211226
Jacoby Brissett,QB,NE,3,3,19,0,0.04735376044568245,0.06762981574539363,0.025704485752812346,NA,0.9586130416830655,1.033840852999188,1.0757016564704993,0.04939820176297836,0.06541607980493178,0.02389555282191506
Kendrick Bourne,WR,NE,8,1,4,0,0.00512048192771084,0.00522433927473878,0.002570626698558214,NA,0.9586130416830655,1.033840852999188,1.0757016564704993,0.005341552540032897,0.0050533302679836,0.002389720870183221
Jalen Reagor,WR,NE,11,1,17,0,0.00372398685651697,0.01614795775828351,0.003104390518435139,NA,0.9586130416830655,1.033840852999188,1.0757016564704993,0.0038847654836602842,0.015619384464676587,0.002885921481817738
Rhamondre Stevenson,RB,NE,12,156,619,4,0.5325301204819277,0.5389776685105512,0.5817246298586409,NA,0.9586130416830655,1.033840852999188,1.0757016564704993,0.5555214641634216,0.5213352393136417,0.5407862174046904
Tyquan Thornton,WR,NE,9,3,51,0,0.01365461847389558,0.05920917844703954,0.011382765234262186,NA,0.9586130416830655,1.033840852999188,1.0757016564704993,0.0142441401067544,0.057271076370480824,0.010581712099998383
Kevin Harris,RB,NE,4,16,65,1,0.163855421686747,0.16979102642901045,0.31863238242871095,NA,0.9586130416830655,1.033840852999188,1.0757016564704993,0.17092968128105282,0.16423323370946707,0.2962088795830067
Trayveon Williams,RB,CIN,17,15,69,0,0.03916449086161879,0.04518664047151276,0.020184460391798796,NA,0.8198182465089014,0.786462958636611,0.5663480305574472,0.04777216295001498,0.05745552282569924,0.03563967614036118
Joe Burrow,QB,CIN,10,31,88,0,0.13759791122715403,0.097969875573019,0.06483615204816352,NA,0.8198182465089014,0.786462958636611,0.5663480305574472,0.16783953249771932,0.12457023499600883,0.11448111152491577
Zack Moss,RB,CIN,14,183,794,5,0.46391291380852967,0.46825782279886213,0.3921653838935236,NA,0.8198182465089014,0.786462958636611,0.5663480305574472,0.5658728819272414,0.595397173708753,0.6924459214725645
Ja Marr Chase,WR,CIN,16,3,-6,0,0.00832245430809399,-0.00417485265225933,0.002911496458011663,NA,0.8198182465089014,0.786462958636611,0.5663480305574472,0.01015158462687818,-0.005308390695852645,0.005140825607084612
Charlie Jones,WR,CIN,11,2,13,0,0.00807025872300023,0.0131571113889385,0.004543814628093942,NA,0.8198182465089014,0.786462958636611,0.5663480305574472,0.009843960850306109,0.01672947370814168,0.008023007731873876
Chase Brown,RB,CIN,12,44,179,0,0.16275021758050476,0.16606636105653785,0.0817067231378557,NA,0.8198182465089014,0.786462958636611,0.5663480305574472,0.19851987714784003,0.21115598545724976,0.14426945752320017
Antonio Gibson,RB,NE,16,65,265,1,0.19237465181058497,0.17686086683417088,0.13258237597907965,NA,0.9586130416830655,1.033840852999188,1.0757016564704993,0.20068019466209958,0.17107165606881833,0.1232519957383887
Christian Kirk,WR,JAC,12,1,6,0,0.00312729948491537,0.0051640340218712,0.001767323196153268,NA,1.2635441578630342,1.2594629506350947,1.2618075711627927,0.0024750219178761488,0.004100187321323896,0.0014006281437387697
D Ernest Johnson,RB,JAC,17,41,108,0,0.09050772626931566,0.06561360874848116,0.042764451382574384,NA,1.2635441578630342,1.2594629506350947,1.2618075711627927,0.07163004609382756,0.05209649772976247,0.03389142081558893
Devin Duvernay,WR,JAC,13,4,15,0,0.00966870467794682,0.00737143352701413,0.004604625223880141,NA,1.2635441578630342,1.2594629506350947,1.2618075711627927,0.007652051270055328,0.005852838722486456,0.0036492293509039924
Gabriel Davis,WR,JAC,17,1,-2,0,0.001953125,-9.041591320072332e-4,6.908340867992767e-4,NA,1.2635441578630342,1.2594629506350947,1.2618075711627927,0.0015457512805118086,-7.178925998190764e-4,5.474955948811218e-4
Trevor Lawrence,QB,JAC,16,70,339,4,0.1641832229580574,0.2188259416767922,0.2125558833509022,NA,1.2635441578630342,1.2594629506350947,1.2618075711627927,0.1299386506884982,0.17374543774110018,0.168453485466905
Travis Etienne,RB,JAC,17,267,1008,11,0.5894039735099337,0.6123936816524909,0.6205303693339285,NA,1.2635441578630342,1.2594629506350947,1.2618075711627927,0.4664688367573648,0.48623397881111646,0.49177892375625193
Tank Bigsby,RB,JAC,17,50,132,2,0.11037527593818984,0.08019441069258809,0.11099308085629944,NA,1.2635441578630342,1.2594629506350947,1.2618075711627927,0.08735371474857019,0.06367349722526525,0.08796355592795822
Keilan Robinson,RB,JAC,NA,NA,NA,NA,0.2461813435551978,0.2461813435551978,0.24618134355519783,167,1.2635441578630342,1.2594629506350947,1.2618075711627927,0.19483398504374502,0.19546533181548437,0.1951021290261672
Raheem Mostert,RB,MIA,15,209,1012,18,0.5194444444444445,0.4969381860196419,0.6352493741575198,NA,1.63873093317729,1.7273103367811775,1.6040034788477582,0.31697970296887484,0.2876947908189332,0.3960398980018756
