player,Position,Team,player_games,pl_rus_att,pl_rus_yds,pl_rus_tds,rus_att_per,rus_yds_per,rus_tds_per,Pick,tot_rus_att_per,tot_rus_yds_per,tot_rus_tds_per,adj_rus_att_per,adj_rus_yds_per,adj_rus_tds_per
Tyreek Hill,WR,MIA,16,6,15,0,0.01398026315789473,0.00690532928942807,0.006282638192100699,NA,1.63873093317729,1.7273103367811775,1.6040034788477582,0.008531152292822584,0.003997735173805576,0.003916848233155863
Jonnu Smith,TE,MIA,17,1,0,0,0.00191570881226053,0,7.662835249042121e-4,NA,1.63873093317729,1.7273103367811775,1.6040034788477582,0.0011690197417255164,0,4.777318347555422e-4
Braxton Berrios,WR,MIA,16,1,11,0,0.00233004385964912,0.00506390814558059,0.0014384083584177071,NA,1.63873093317729,1.7273103367811775,1.6040034788477582,0.0014218587154704297,0.0029316724607907595,8.967613707739543e-4
Jeff Wilson,RB,MIA,10,41,188,0,0.15285087719298243,0.13847487001733105,0.07498783787892607,NA,1.63873093317729,1.7273103367811775,1.6040034788477582,0.09327393173486029,0.08016791601871459,0.04675042097339705
Alec Ingold,RB,MIA,17,2,0,0,0.0043859649122807,0,0.00175438596491228,NA,1.63873093317729,1.7273103367811775,1.6040034788477582,0.002676439935003164,0,0.0010937544637824289
Tua Tagovailoa,QB,MIA,17,35,74,0,0.07675438596491227,0.03206239168110918,0.03390799355407583,NA,1.63873093317729,1.7273103367811775,1.6040034788477582,0.04683769886255538,0.01856203312072865,0.021139601005375475
Jaylen Waddle,WR,MIA,14,3,12,0,0.00798872180451127,0.00631344392176281,0.003826833113980789,NA,1.63873093317729,1.7273103367811775,1.6040034788477582,0.0048749441673271885,0.003655072158907958,0.0023858010063231338
Erik Ezukanma,WR,MIA,2,5,22,0,0.09320175438596492,0.08102253032928944,0.04538295478731491,NA,1.63873093317729,1.7273103367811775,1.6040034788477582,0.056874348618817266,0.04690675937265215,0.028293551345609253
De Von Achane,RB,MIA,11,103,800,8,0.3490829346092504,0.5356861509374509,0.42215801789367424,NA,1.63873093317729,1.7273103367811775,1.6040034788477582,0.21302028755411553,0.31012733469522086,0.26319021340086685
Chris Brooks,RB,MIA,9,19,106,0,0.0787037037037037,0.08675139611014829,0.04015662109249631,NA,1.63873093317729,1.7273103367811775,1.6040034788477582,0.0480272277225568,0.050223398924253815,0.02503524563509237
Jaylen Wright,RB,MIA,NA,NA,NA,NA,0.3380921303294353,0.3380921303294353,0.33809213032943536,120,1.63873093317729,1.7273103367811775,1.6040034788477582,0.20631338768587096,0.19573328725599246,0.21078017272899252
Gary Brightwell,RB,JAC,7,9,19,0,0.04814348646947766,0.02462265589266656,0.021719660177057717,NA,1.2635441578630342,1.2594629506350947,1.2618075711627927,0.03810194219955099,0.01955012323328001,0.017213131917604846
C J Ham,RB,MIN,17,1,7,0,0.00254452926208651,0.00450740502253702,0.001468552207088306,NA,0.8508518302575336,0.8433126845972113,0.824984650875385,0.0029905668314967816,0.005344879906187913,0.0017800964000118504
Aaron Jones,RB,MIN,11,142,656,2,0.4976293547722119,0.5321880219518015,0.40681599864951945,NA,0.8508518302575336,0.8433126845972113,0.824984650875385,0.5848601802050432,0.6310684419575506,0.49311947588097554
Sam Darnold,QB,MIN,10,21,15,1,0.0715430861723447,0.01067392214315613,0.06116610816473498,NA,0.8508518302575336,0.8433126845972113,0.824984650875385,0.08408407154826267,0.012657134581408888,0.07414211658342017
Brandon Powell,WR,MIN,17,5,17,0,0.01272264631043257,0.01094655505473277,0.006183714029646305,NA,0.8508518302575336,0.8433126845972113,0.824984650875385,0.014952834157483932,0.012980422629313513,0.007495550399737514
Justin Jefferson,WR,MIN,10,1,-12,0,0.00432569974554707,-0.01313586606567933,4.1669329165089494e-4,NA,0.8508518302575336,0.8433126845972113,0.824984650875385,0.005083963613544532,-0.01557650715517622,5.050921749983406e-4
Kene Nwangwu,RB,NO,9,5,13,0,0.0240316652530393,0.015811690634614,0.01119383516467712,NA,1.2911975388140022,1.2752670651272906,1.1909731776596317,0.01861191996626093,0.01239872891490047,0.009398897787668066
Ty Chandler,RB,MIN,17,102,461,3,0.2595419847328244,0.29684481648422406,0.34778698982726647,NA,0.8508518302575336,0.8433126845972113,0.824984650875385,0.3050378168126722,0.35199851953609007,0.4215678309387118
Jordan Addison,WR,MIN,17,1,2,0,0.00254452926208651,0.00128783000643915,0.001146594705478519,NA,0.8508518302575336,0.8433126845972113,0.824984650875385,0.0029905668314967816,0.0015271085446251196,0.0013898376221446983
Isaiah McKenzie,WR,NYG,13,3,14,0,0.00819013971414806,0.00889154555983113,0.004165210441642337,NA,1.3118514807797403,1.4461889318401238,1.282526254029817,0.006243191271377757,0.006148259998448177,0.003247660957079715
Daniel Jones,QB,NYG,6,40,206,1,0.24963289280469897,0.3114549982212736,0.27266532361067364,NA,1.3118514807797403,1.4461889318401238,1.282526254029817,0.19029051417948759,0.21536259292551754,0.21260018869316225
Devin Singletary,RB,NYG,17,216,898,4,0.48648648648648646,0.5452337583485125,0.4491179704294459,NA,1.3118514807797403,1.4461889318401238,1.282526254029817,0.37083960617045447,0.37701419665462366,0.3501822820533111
Wan Dale Robinson,WR,NYG,15,9,87,1,0.0224669603524229,0.05261472785485592,0.07091492359312142,NA,1.3118514807797403,1.4461889318401238,1.282526254029817,0.01712614627615388,0.03638164191168937,0.05529315549705132
Eric Gray,RB,NYG,13,17,48,0,0.04896645205015249,0.0334947869633035,0.022936059516391348,NA,1.3118514807797403,1.4461889318401238,1.282526254029817,0.03732621624289949,0.023160726946433542,0.01788350097654852
Tyrone Tracy,RB,NYG,NA,NA,NA,NA,0.2478486885829683,0.2478486885829683,0.24784868858296832,166,1.3118514807797403,1.4461889318401238,1.282526254029817,0.18893044846483048,0.17138057353793107,0.1932503820519889
Joshua Kelley,RB,NYG,17,107,405,2,0.2482598607888631,0.2466504263093788,0.21487807785557403,NA,1.3118514807797403,1.4461889318401238,1.282526254029817,0.18924387739479626,0.1705520080253567,0.16754282977085816
Russell Wilson,QB,PIT,15,80,341,3,0.20103473762010343,0.21351749539594844,0.31426564458763623,NA,1.4952762178536108,1.5187472708330276,1.368735214224747,0.13444655590702706,0.14058790392349796,0.2296029511928913
Van Jefferson,WR,PIT,17,1,4,0,0.00219088046008489,0.00208853427317375,0.001085205611351331,NA,1.4952762178536108,1.5187472708330276,1.368735214224747,0.001465201167467093,0.0013751690707751504,7.928528469737607e-4
Najee Harris,RB,PIT,17,255,1035,8,0.5236139630390143,0.5149253731343284,0.5109381225290386,NA,1.4952762178536108,1.5187472708330276,1.368735214224747,0.3501787541238596,0.3390461224347706,0.37329215849716735
George Pickens,WR,PIT,17,3,18,0,0.00616016427104722,0.00895522388059701,0.003359588096478589,NA,1.4952762178536108,1.5187472708330276,1.368735214224747,0.004119750048515991,0.005896454303213399,0.0024545201011588373
Calvin Austin,WR,PIT,17,11,57,1,0.02258726899383983,0.02835820895522388,0.04312072849305832,NA,1.4952762178536108,1.5187472708330276,1.368735214224747,0.015105750177891982,0.018672105293509104,0.03150406889873286
Connor Heyward,TE,PIT,17,1,0,0,0.00205338809034907,0,8.21355236139628e-4,NA,1.4952762178536108,1.5187472708330276,1.368735214224747,0.0013732500161719946,0,6.000833671871621e-4
Jaylen Warren,RB,PIT,17,149,784,4,0.30595482546201236,0.3900497512437811,0.2863869053091831,NA,1.4952762178536108,1.5187472708330276,1.368735214224747,0.20461425240962783,0.25682334298440596,0.2092347024704796
Kirk Cousins,QB,ATL,8,14,25,0,0.07569974554707379,0.03420798454603992,0.033700696673433506,NA,1.075125759182232,1.037467884948792,0.9277860493350336,0.07041013100146809,0.03297257201144918,0.036323780356028845
Ray Ray McCloud,WR,ATL,12,3,30,0,0.00851703406813627,0.01778987023859355,0.005185800651113863,NA,1.075125759182232,1.037467884948792,0.9277860493350336,0.007921895643738033,0.01714739366556068,0.005589435899397981
KhaDarel Hodge,WR,ATL,17,1,0,0,0.00191570881226053,0,7.662835249042121e-4,NA,1.075125759182232,1.037467884948792,0.9277860493350336,0.0017818462592856734,0,8.259269747086904e-4
Darnell Mooney,WR,ATL,15,2,5,0,0.00424469413233458,0.0023620953174934,0.001934087184683172,NA,1.075125759182232,1.037467884948792,0.9277860493350336,0.0039480908127093916,0.002276788854635235,0.0020846262843350343
Kyle Pitts,TE,ATL,17,1,-4,0,0.00191570881226053,-0.00185270958777211,5.810125661270011e-4,NA,1.075125759182232,1.037467884948792,0.9277860493350336,0.0017818462592856734,-0.0017857994590970469,6.26235506066756e-4
Tyler Allgeier,RB,ATL,17,186,683,4,0.3563218390804598,0.31635016211208894,0.3170208947005356,NA,1.075125759182232,1.037467884948792,0.9277860493350336,0.3314234042271364,0.3049252576408219,0.3416961215656908
Bijan Robinson,RB,ATL,17,214,976,4,0.4099616858237547,0.4520611394163965,0.35204793112828436,NA,1.075125759182232,1.037467884948792,0.9277860493350336,0.3813150994871353,0.43573506801968104,0.3794494769355559
Jase McClellan,RB,ATL,NA,NA,NA,NA,0.21654934290595187,0.21654934290595187,0.21654934290595185,186,1.075125759182232,1.037467884948792,0.9277860493350336,0.20141768630924145,0.20872871926694914,0.23340439647821598
Jonathan Ward,RB,PIT,7,3,11,0,0.0164092664092664,0.01447144404890883,0.008010850968597443,NA,1.4952762178536108,1.5187472708330276,1.368735214224747,0.010974070351243216,0.00952853995317555,0.005852739730331843
La Mical Perine,RB,PIT,3,22,77,0,0.298960831334932,0.24458146487294471,0.1440424790212673,NA,1.4952762178536108,1.5187472708330276,1.368735214224747,0.1999368596686934,0.1610415831323882,0.10523765117189089
Cordarrelle Patterson,RB,PIT,14,50,181,0,0.11631089217296114,0.10179977502812149,0.05670433437199661,NA,1.4952762178536108,1.5187472708330276,1.368735214224747,0.07778555612950176,0.06702877890426408,0.04142827172318643
Michael Burton,RB,DEN,17,7,9,0,0.0155210643015521,0.00497237569060773,0.0067056632896816135,NA,0.9982270179540986,0.9852166419939855,0.9004130230410141,0.015548631746476936,0.005046987107875189,0.007447319305793924
Samaje Perine,RB,KC,17,53,238,1,0.11751662971175166,0.13149171270718232,0.1226558231554189,NA,1.3098251658842017,1.247310236129308,1.2463462751517966,0.0897193249699258,0.10542021455322254,0.09841231574305483
Javonte Williams,RB,DEN,16,217,774,3,0.5112250554323725,0.4543508287292818,0.44914385504587717,NA,0.9982270179540986,0.9852166419939855,0.9004130230410141,0.5121330581495843,0.4611684469820958,0.498819812189032
Marvin Mims,WR,DEN,16,9,30,0,0.02120288248337028,0.01761049723756906,0.010242202717105018,NA,0.9982270179540986,0.9852166419939855,0.9004130230410141,0.021240541582240816,0.017874746007057976,0.01137500508656957
Jaleel McLaughlin,RB,DEN,17,76,410,1,0.16851441241685144,0.2265193370165746,0.15255769866839805,NA,0.9982270179540986,0.9852166419939855,0.9004130230410141,0.1688137161046068,0.22991830158098103,0.16943079982690232
Audric Estime,RB,DEN,NA,NA,NA,NA,0.2817636033199523,0.2817636033199523,0.2817636033199523,147,0.9982270179540986,0.9852166419939855,0.9004130230410141,0.2822640524170912,0.28599151832198993,0.3129270635917023
Geno Smith,QB,SEA,15,37,155,1,0.10977312390924958,0.11118143459915612,0.10654254453876698,NA,1.119825185795243,1.1389850668927832,1.1192149446437392,0.09802701823614932,0.09761447961953133,0.09519399740742461
Laviska Shenault,WR,SEA,8,12,55,0,0.05730337078651686,0.06606840022611644,0.02952818833721839,NA,1.119825185795243,1.1389850668927832,1.1192149446437392,0.05117171100757384,0.05800637966778163,0.026382946795459026
Kenneth Walker,RB,SEA,15,219,905,8,0.649738219895288,0.64915611814346,0.7369321118936734,NA,1.119825185795243,1.1389850668927832,1.1192149446437392,0.580213972803154,0.569942606810812,0.6584366259764772
Zach Charbonnet,RB,SEA,16,108,462,1,0.3003926701570681,0.31068037974683543,0.19952056058296533,NA,1.119825185795243,1.1389850668927832,1.1192149446437392,0.26824961071378695,0.2727694934529646,0.17826831346187513
Jake Bobo,WR,SEA,17,1,3,1,0.00261780104712041,0.00189873417721519,0.04669153929111513,NA,1.119825185795243,1.1389850668927832,1.1192149446437392,0.0023376872393358256,0.0016670404489104024,0.04171811635876401
Ameer Abdullah,RB,LV,17,15,89,0,0.03631961259079903,0.05771725032425422,0.020299570068745033,NA,1.078093019393084,1.137898484498379,0.8593526467424274,0.03368875592130749,0.050722670880168866,0.02362193232975449
Alexander Mattison,RB,LV,16,180,700,0,0.4866412213740458,0.4789117836445589,0.24254766691407423,NA,1.078093019393084,1.137898484498379,0.8593526467424274,0.4513907544341601,0.4208739093766155,0.2822446266192425
Gardner Minshew,QB,LV,17,34,100,3,0.0709812108559499,0.04856726566294318,0.11219657932972693,NA,1.078093019393084,1.137898484498379,0.8593526467424274,0.06583959786318717,0.04268154525608067,0.1305594155729126
Jakobi Meyers,WR,LV,16,4,24,2,0.01029055690072639,0.01653696498054474,0.1023608283492541,NA,1.078093019393084,1.137898484498379,0.8593526467424274,0.009545147511037121,0.014532900083643883,0.11911388035782075
Harrison Bryant,TE,LV,17,5,8,0,0.00965250965250965,0.00396628656420426,0.0042576325174242865,NA,1.078093019393084,1.137898484498379,0.8593526467424274,0.00895331801512226,0.0034856242610716913,0.004954464891175719
Zamir White,RB,LV,17,104,451,1,0.25181598062953997,0.2924773022049287,0.17542866792685433,NA,1.078093019393084,1.137898484498379,0.8593526467424274,0.23357537438773196,0.2570328603028782,0.2041404871351206
Tre Tucker,WR,LV,16,10,77,0,0.02572639225181598,0.05305609597924773,0.015596166498651165,NA,1.078093019393084,1.137898484498379,0.8593526467424274,0.023862868777592805,0.04662638776835747,0.018148738539145715
Dylan Laube,RB,LV,NA,NA,NA,NA,0.18666553513769732,0.18666553513769732,0.18666553513769732,208,1.078093019393084,1.137898484498379,0.8593526467424274,0.1731441830898611,0.1640441020711837,0.21721645455482763
Gus Edwards,RB,LAC,17,198,810,13,0.36598890942698703,0.3043968432919955,0.4268352480999944,NA,1.2441162880652765,1.0496754920708877,1.2929270498118868,0.2941758040931494,0.2899913788512447,0.3301309599502125
Justin Herbert,QB,LAC,13,52,228,3,0.1577726218097448,0.18157968706080763,0.25958869575165705,NA,1.2441162880652765,1.0496754920708877,1.2929270498118868,0.12681501184675975,0.17298649766755247,0.2007759801989027
J K Dobbins,RB,LAC,1,8,22,1,0.2513863216266174,0.1405486659150695,0.26460939524215393,NA,1.2441162880652765,1.0496754920708877,1.2929270498118868,0.20206014826600166,0.13389725393872284,0.20465918419809767
Joshua Palmer,WR,LAC,10,1,6,0,0.00394431554524362,0.00621193666260657,0.0021989198843581047,NA,1.2441162880652765,1.0496754920708877,1.2929270498118868,0.0031703752961689934,0.005917959130732052,0.0017007300486736932
Isaiah Spiller,RB,LAC,9,37,96,0,0.16215519463779324,0.11043442955745024,0.07590552081086233,NA,1.2441162880652765,1.0496754920708877,1.2929270498118868,0.13033765106472528,0.10520816232412547,0.058708278105795784
Quentin Johnston,WR,LAC,17,3,9,0,0.00696055684454756,0.00548112058465286,0.00333233479628431,NA,1.2441162880652765,1.0496754920708877,1.2929270498118868,0.005594779934415867,0.0052217286447635795,0.0025773571654867495
Derius Davis,WR,LAC,17,14,101,0,0.03248259860788863,0.06151035322777101,0.019144074765932554,NA,1.2441162880652765,1.0496754920708877,1.2929270498118868,0.026108973027274062,0.058599399235680194,0.014806771015207628
Kimani Vidal,RB,LAC,NA,NA,NA,NA,0.22398261411401807,0.22398261411401807,0.22398261411401807,181,1.2441162880652765,1.0496754920708877,1.2929270498118868,0.1800335035098151,0.2133827223803486,0.17323685365435446
Elijah Dotson,RB,LAC,4,4,6,0,0.0394431554524362,0.01552984165651644,0.017330246346626128,NA,1.2441162880652765,1.0496754920708877,1.2929270498118868,0.03170375296168994,0.014794897826830144,0.013403885663268918
Brandin Cooks,WR,DAL,16,5,35,0,0.01135149572649572,0.01936848958333333,0.006477447248931621,NA,1.1573809553300631,1.1094078936491725,1.100430869909641,0.00980791646364916,0.017458402535450335,0.0058862827516493604
Ezekiel Elliott,RB,DAL,17,184,642,3,0.4433734939759037,0.39459127228027047,0.38347519148505527,NA,1.1573809553300631,1.1094078936491725,1.100430869909641,0.3830834540123066,0.3556773613556529,0.34847731190651104
Dak Prescott,QB,DAL,17,55,242,2,0.11752136752136752,0.12604166666666666,0.1310412851037851,NA,1.1573809553300631,1.1094078936491725,1.100430869909641,0.10154078221189725,0.11361165481893061,0.11908179667346593
Royce Freeman,RB,DAL,14,77,319,2,0.1960167714884696,0.189416695773664,0.16480869563307168,NA,1.1573809553300631,1.1094078936491725,1.100430869909641,0.16936236127418333,0.1707367478255596,0.14976742305184923
Rico Dowdle,RB,DAL,16,89,361,2,0.2020566239316239,0.19977213541666664,0.17669272025717336,NA,1.1573809553300631,1.1094078936491725,1.100430869909641,0.17458091305295514,0.1800709518656449,0.16056685166573165
Peyton Hendershot,TE,KC,8,1,0,0,0.00454059829059829,0,0.001816239316239316,NA,1.3098251658842017,1.247310236129308,1.2463462751517966,0.003466568217547679,0,0.0014572509682496625
KaVontae Turpin,WR,DAL,16,11,110,1,0.02497329059829059,0.06087239583333333,0.05402298439407815,NA,1.1573809553300631,1.1094078936491725,1.100430869909641,0.021577416220028157,0.05486926511141535,0.04909257443724212
Deuce Vaughn,RB,DAL,7,23,40,0,0.11935286935286936,0.05059523809523809,0.05280067155067156,NA,1.1573809553300631,1.1094078936491725,1.100430869909641,0.10312323596065409,0.04560562294974782,0.04798181602721409
Hunter Luepke,RB,DAL,17,6,19,1,0.01282051282051282,0.00989583333333333,0.04183207417582418,NA,1.1573809553300631,1.1094078936491725,1.100430869909641,0.011077176241297882,0.008919923312230085,0.038014268155944324
Deshaun Watson,QB,CLE,6,26,142,1,0.14221364221364222,0.19947116179143945,0.17127701750904525,NA,1.5223955324276353,1.8081292374287121,1.2869933589361475,0.09341438488515935,0.11031908431230368,0.13308306241038104
D Onta Foreman,RB,CLE,9,109,425,4,0.3855597170203912,0.33463016997823164,0.4237980149170908,NA,1.5223955324276353,1.8081292374287121,1.2869933589361475,0.25325857098750926,0.18506982966223115,0.3292930860710968
Nick Chubb,RB,CLE,2,28,170,0,0.4594594594594595,0.7164105106593952,0.25542483484972334,NA,1.5223955324276353,1.8081292374287121,1.2869933589361475,0.30180032039820714,0.3962164295723583,0.1984663192519208
Elijah Moore,WR,CLE,17,9,11,0,0.01737451737451737,0.00545364402578086,0.0074951713523850345,NA,1.5223955324276353,1.8081292374287121,1.2869933589361475,0.011412617157915394,0.0030161804327307534,0.005823784015933603
Pierre Strong,RB,CLE,17,63,291,1,0.12162162162162164,0.1442736737729301,0.096409349359275,NA,1.5223955324276353,1.8081292374287121,1.2869933589361475,0.07988832010540778,0.07979168235678634,0.07491052590898274
Jerome Ford,RB,CLE,17,204,813,4,0.3938223938223938,0.4030738720872583,0.3311696780710167,NA,1.5223955324276353,1.8081292374287121,1.2869933589361475,0.25868598891274897,0.2229231538009185,0.2573204249824317
Cedric Tillman,WR,CLE,14,1,8,0,0.00234418091560948,0.0048162051136766,0.0014192928776114522,NA,1.5223955324276353,1.8081292374287121,1.2869933589361475,0.0015397975530520728,0.0026636398626713126,0.0011027973592534043
CeeDee Lamb,WR,DAL,17,14,113,2,0.02991452991452991,0.05885416666666667,0.08927980006105006,NA,1.1573809553300631,1.1094078936491725,1.100430869909641,0.025846744563028386,0.05305007022536843,0.08113167533039221
Austin Ekeler,RB,WAS,14,179,628,5,0.5043089161418628,0.4644162171567774,0.5241392141464489,NA,1.258626995738494,1.1880909051077648,1.194021460567746,0.40068178884559974,0.3908928308096533,0.4389696763885849
Dyami Brown,WR,WAS,17,1,0,0,0.00278551532033426,0,0.0011142061281337041,NA,1.258626995738494,1.1880909051077648,1.194021460567746,0.002213138070107793,0,9.331541893760516e-4
Brian Robinson,RB,WAS,15,178,733,5,0.5619312906220985,0.5218174204355109,0.4793352106733429,NA,1.258626995738494,1.1880909051077648,1.194021460567746,0.44646372000974577,0.4392066450404987,0.401446059809866
Chris Rodriguez,RB,WAS,13,51,247,2,0.1857724448253696,0.2028894472361809,0.18800451606035934,NA,1.258626995738494,1.1880909051077648,1.194021460567746,0.14759928513718903,0.17076929582065775,0.15745488860054907
Chris Godwin,WR,TB,17,4,38,1,0.00911161731207289,0.02518223989396951,0.06866287091422611,NA,1.3087731333970483,1.3104205425247022,1.3179872710545133,0.006961953206070788,0.019216914781763513,0.05209676331645402
Baker Mayfield,QB,TB,17,62,163,1,0.14123006833712984,0.1080185553346587,0.1297938828683178,NA,1.3087731333970483,1.3104205425247022,1.3179872710545133,0.10791027469409724,0.08243045024809087,0.0984788591808406
Chase Edmonds,RB,TB,13,49,176,0,0.14596110040301383,0.1525207727991028,0.07363651744111581,NA,1.3087731333970483,1.3104205425247022,1.3179872710545133,0.11152513501263397,0.11639070653246243,0.05587043142093451
Rachaad White,RB,TB,17,272,990,6,0.6195899772209567,0.6560636182902584,0.6884423527174085,NA,1.3087731333970483,1.3104205425247022,1.3179872710545133,0.4734128180128136,0.5006512008933126,0.5223437037950982
Trey Palmer,WR,TB,17,3,22,0,0.00683371298405467,0.0145791915175613,0.004191404345377998,NA,1.3087731333970483,1.3104205425247022,1.3179872710545133,0.0052214649045530925,0.011125582242073615,0.0031801554062236745
Rakim Jarrett,WR,TB,10,1,0,0,0.00387243735763098,0,0.001548974943052392,NA,1.3087731333970483,1.3104205425247022,1.3179872710545133,0.002958830112580086,0,0.0011752578929029162
Sean Tucker,RB,TB,11,15,23,0,0.05280596396769517,0.02355563588167961,0.02347794917524603,NA,1.3087731333970483,1.3104205425247022,1.3179872710545133,0.0403476833533648,0.017975630812606537,0.017813487042603583
Bucky Irving,RB,TB,NA,NA,NA,NA,0.32687192688644734,0.32687192688644734,0.32687192688644734,125,1.3087731333970483,1.3104205425247022,1.3179872710545133,0.24975445976493985,0.2494404782885076,0.2480084095386742
Sterling Shepard,WR,TB,15,1,6,0,0.00249632892804698,0.00362860192102454,0.001361391763321246,NA,1.3087731333970483,1.3104205425247022,1.3179872710545133,0.0019073809389466261,0.0027690362011828264,0.0010329324062682374
Matthew Stafford,QB,LAR,15,21,65,0,0.04989517819706499,0.03602281988590056,0.023560353267416054,NA,1.405784190211053,1.5114863597598054,1.4026897204666504,0.03549277232202628,0.02383271251725027,0.016796553737898595
Demarcus Robinson,WR,LAR,16,1,23,0,0.00222746331236897,0.01194987775061124,0.002085973100008712,NA,1.405784190211053,1.5114863597598054,1.4026897204666504,0.0015844987643761712,0.007906044056203211,0.0014871236807201703
Cooper Kupp,WR,LAR,12,1,-3,0,0.00296995108315863,-0.00207823960880195,9.80156472383257e-4,NA,1.405784190211053,1.5114863597598054,1.4026897204666504,0.0021126650191682305,-0.0013749641836875123,6.9876927026825e-4
Boston Scott,RB,LAR,15,20,86,0,0.04444444444444444,0.04450532724505327,0.022228310502283105,NA,1.405784190211053,1.5114863597598054,1.4026897204666504,0.03161541063978811,0.029444742890121573,0.01584691908548965
Tutu Atwell,WR,LAR,16,5,31,0,0.01113731656184486,0.01610635696821516,0.0060655623215594605,NA,1.405784190211053,1.5114863597598054,1.4026897204666504,0.007922493821880863,0.01065597242357825,0.004324236666924139
Kyren Williams,RB,LAR,12,228,1144,12,0.6771488469601677,0.7925020374898125,0.8223319647552706,NA,1.405784190211053,1.5114863597598054,1.4026897204666504,0.48168762437035667,0.5243196753795061,0.5862536473723462
Ronnie Rivers,RB,LAR,9,32,129,0,0.12671791288143489,0.1191524042379788,0.06260240557637184,NA,1.405784190211053,1.5114863597598054,1.4026897204666504,0.09014037415117784,0.07883127986475091,0.044630259039429694
Puka Nacua,WR,LAR,17,12,89,0,0.02515723270440251,0.04352078239608802,0.014414971321369806,NA,1.405784190211053,1.5114863597598054,1.4026897204666504,0.017895515456483834,0.02879336761133857,0.010276664262267636
Zach Evans,RB,LAR,10,9,19,0,0.03207547169811321,0.01579462102689486,0.01440965078193477,NA,1.405784190211053,1.5114863597598054,1.4026897204666504,0.022816782207016894,0.010449727796025118,0.010272871164366223
Blake Corum,RB,LAR,NA,NA,NA,NA,0.43401037236805284,0.43401037236805284,0.43401037236805284,83,1.405784190211053,1.5114863597598054,1.4026897204666504,0.3087318632477251,0.28714144164491345,0.30941295572028943
Jared Goff,QB,DET,17,32,21,2,0.064,0.00908697533535266,0.06354573457057232,NA,1.503922208621337,1.5265354074260187,1.4941103480442826,0.04255539258155483,0.005952679047697127,0.04253081752211313
Kalif Raymond,WR,DET,17,7,75,0,0.014,0.03245348334054522,0.008845348334054523,NA,1.503922208621337,1.5265354074260187,1.4941103480442826,0.009308992127215119,0.021259568027489746,0.005920143947622511
David Montgomery,RB,DET,14,219,1015,13,0.5318571428571429,0.5333189095629598,0.5584027904271955,NA,1.503922208621337,1.5265354074260187,1.4941103480442826,0.3536467111185907,0.34936556791841483,0.37373597683606
Craig Reynolds,RB,DET,17,41,179,1,0.082,0.07745564690610125,0.059064083209128655,NA,1.503922208621337,1.5265354074260187,1.4941103480442826,0.05452409674511713,0.05073950235894219,0.03953127243007229
Amon Ra St Brown,WR,DET,16,4,24,0,0.0085,0.01103418433578537,0.004503418433578537,NA,1.503922208621337,1.5265354074260187,1.4941103480442826,0.005651888077237751,0.007228253129346511,0.0030141136760569874
Jake Funk,RB,DET,4,2,10,0,0.01774530271398747,0.02064108790675085,0.009162229876270073,NA,1.503922208621337,1.5265354074260187,1.4941103480442826,0.011799348804254175,0.01352152580696114,0.006132231055265084
Jameson Williams,WR,DET,12,3,29,1,0.0085,0.01777729698543199,0.03141229759977777,NA,1.503922208621337,1.5265354074260187,1.4941103480442826,0.005651888077237751,0.011645518930613826,0.021024081414665878
Zonovan Knight,RB,DET,2,3,13,0,0.051,0.04781479878840329,0.02518147987884033,NA,1.503922208621337,1.5265354074260187,1.4941103480442826,0.0339113284634265,0.03132243022716823,0.01685382870937321
Jahmyr Gibbs,RB,DET,15,182,945,10,0.41253333333333336,0.4634357421029857,0.42123345075350843,NA,1.503922208621337,1.5265354074260187,1.4941103480442826,0.27430496801527215,0.30358663143255354,0.28192927738227797
Sam LaPorta,TE,DET,17,1,4,0,0.002,0.00173085244482907,9.730852444829071e-4,NA,1.503922208621337,1.5265354074260187,1.4941103480442826,0.0013298560181735884,0.001133843628132781,6.512807074501747e-4
Sione Vaki,RB,DET,NA,NA,NA,NA,0.3117864297168734,0.3117864297168734,0.3117864297168734,132,1.503922208621337,1.5265354074260187,1.4941103480442826,0.20731552997192032,0.20424447949268004,0.20867697631904272
Mike Williams,WR,NYJ,3,1,3,0,0.01314771848414539,0.01035322777101096,0.0062944101707592525,NA,NA,NA,NA,NA,NA,NA
Tyler Conklin,TE,NYJ,17,1,0,0,0.00257731958762886,0,0.001030927835051544,NA,NA,NA,NA,NA,NA,NA
Garrett Wilson,WR,NYJ,17,4,0,0,0.01030927835051546,0,0.004123711340206184,NA,NA,NA,NA,NA,NA,NA
Breece Hall,RB,NYJ,17,223,994,5,0.5747422680412371,0.6035215543412265,0.6473919197934747,NA,NA,NA,NA,NA,NA,NA
Israel Abanikanda,RB,NYJ,6,22,70,0,0.1606529209621993,0.12042096741550294,0.07630326512643001,NA,NA,NA,NA,NA,NA,NA
Xavier Gipson,WR,NYJ,17,8,68,1,0.02061855670103092,0.04128718882817243,0.08380471299180103,NA,NA,NA,NA,NA,NA,NA
Braelon Allen,RB,NYJ,NA,NA,NA,NA,0.3076055970325186,0.3076055970325186,0.3076055970325186,134,NA,NA,NA,NA,NA,NA
Isaiah Davis,RB,NYJ,NA,NA,NA,NA,0.23641020034778912,0.23641020034778912,0.23641020034778915,173,NA,NA,NA,NA,NA,NA
