Team,Team_s,Games,QB_Games,QB,Off_Rus_Att_Rat,Off_Rus_Yds_Rat,Off_Rus_Tds_Rat,Off_Cmp_Rat,Off_Pas_Att_Rat,Off_Pas_Yds_Rat,Off_Pas_Tds_Rat,Off_Int_Rat
Dallas Cowboys,DAL,17,17,Dak Prescott,25.030351272058578,105.22068673260395,0.78970056622856,23.03498528368831,34.34229047299616,242.98527532684508,1.6611766829448547,0.5294117647058824
Miami Dolphins,MIA,17,17,Tua Tagovailoa,23.99956548041984,111.10452794644925,0.8905760886432135,21.60276363054552,31.876516550844055,243.50356489064123,1.494099658638049,0.8235294117647058
San Francisco 49ers,SF,17,16,Brock Purdy,25.55828416221153,115.19807900641135,0.88130434855314,19.5470322440682,28.622706559399937,241.58832654862178,1.5845221680278487,0.6470588235294118
Baltimore Ravens,BAL,17,16,Lamar Jackson,26.912637830356687,121.20947314505693,0.8730173582671129,19.22340450887097,28.752345571864748,217.70979505858656,1.4254740185837513,0.4117647058823529
Detroit Lions,DET,17,17,Jared Goff,25.878669805344284,114.53311377837665,0.8965423992533166,22.55206260637884,34.224664180200136,243.24165568078683,1.5257763721050974,0.7058823529411765
Buffalo Bills,BUF,17,17,Josh Allen,25.92585739772364,111.37816409234938,0.8399910843684331,21.678808929370124,32.75321958940497,233.8151326191958,1.4964983609006155,1.0588235294117647
Philadelphia Eagles,PHI,17,17,Jalen Hurts,25.470636540317848,108.65388209773326,0.841573397588235,20.641161496458523,31.763255614982768,220.6691769793765,1.362977560315023,0.8823529411764706
Los Angeles Rams,LAR,17,15,Matthew Stafford,24.366708986740967,104.17357203432869,0.8131895246946595,20.64155879727822,32.86344741854892,236.09163720718712,1.4015701604140487,0.6470588235294118
New Orleans Saints,NO,17,17,Derek Carr,24.79636064172903,97.394628513405,0.7763263818716074,21.339086806643436,32.18833519988685,220.87905156671837,1.4272855581835449,0.47058823529411764
Indianapolis Colts,IND,17,4,Anthony Richardson,23.378410824474557,99.53191862607873,0.798125409083017,18.87122047469994,29.706282077747442,205.99278350313355,1.2470865961947333,0.9274509803921569
Cleveland Browns,CLE,17,6,Deshaun Watson,24.602674393226227,98.90440210501963,0.7870130541064243,18.94382972370904,31.487059021355403,206.67917987417167,1.3328519317033594,0.9274509803921569
Green Bay Packers,GB,17,17,Jordan Love,23.708258215588966,100.46685830718101,0.7567824099889869,20.71231095399033,32.20286494454761,224.2300499905407,1.548241825912472,0.6470588235294118
Houston Texans,HOU,17,15,C J Stroud,23.764546006177312,96.03105279130756,0.7578936333208967,20.736984614181644,32.6626404230498,239.97641564713228,1.4351101486411921,0.29411764705882354
Jacksonville Jaguars,JAC,17,16,Trevor Lawrence,25.024128802332434,98.24655542982802,0.821143488889033,22.15369903367283,34.19604809211116,232.0771569226304,1.3424106970994631,0.8235294117647058
Kansas City Chiefs,KC,17,16,Patrick Mahomes,22.989301372243176,98.47160599719012,0.7408248253446252,23.013292003062144,35.16199778825836,236.25056077072665,1.481917629177727,0.8235294117647058
Cincinnati Bengals,CIN,17,10,Joe Burrow,22.604012193215084,93.38366571927824,0.7725968665787817,22.732392770386824,34.49943672057559,220.92921862794702,1.4192339177384174,0.35294117647058826
Seattle Seahawks,SEA,17,15,Geno Smith,22.811309346106498,95.57956154207162,0.7686137197393919,21.10975326142606,32.91577348764042,227.8971484750837,1.3606083048782067,0.5294117647058824
Chicago Bears,CHI,17,NA,Caleb Williams,26.42577462527258,114.80355510833559,0.7971425679510077,18.76460704931866,29.003071560678404,201.33448660732256,1.270026750499551,0.9274509803921569
Denver Broncos,DEN,17,NA,Bo Nix,24.510572671503155,102.15280016710535,0.7419395246946596,18.739920536530793,28.382231447385863,201.61630607854062,1.3644406581612651,0.9274509803921569
Tampa Bay Buccaneers,TB,17,17,Baker Mayfield,24.72105636305356,95.02230922530566,0.7426012894005419,20.988141843947027,32.75844373562889,226.366670160613,1.481707388069808,0.5882352941176471
Los Angeles Chargers,LAC,17,13,Justin Herbert,22.95954712804404,94.0946536153725,0.7627627015071622,21.417507383005486,33.454727455971685,220.0939263449385,1.3712267279412562,0.4117647058823529
Minnesota Vikings,MIN,17,5.5,Sam Darnold,22.304032922831823,92.51365431334153,0.7351740760909757,19.785693647374323,30.713824189851824,212.2813954320979,1.3783636524717897,0.9274509803921569
Las Vegas Raiders,LV,17,15,Gardner Minshew,23.896757489031902,96.61322403661632,0.7711637718097736,20.23078525949753,32.13905223191705,213.17042850618543,1.262145831479436,0.5294117647058824
Arizona Cardinals,ARI,17,8,Kyler Murray,24.390864691611256,111.83493110623272,0.7984996104826882,20.679536498053945,31.72168784530545,209.6135040090655,1.275260347223961,0.9274509803921569
Washington Commanders,WAS,17,NA,Jayden Daniels,21.685431604458827,91.85949832372707,0.7831679412214333,19.445652257850277,30.645618151525024,205.70563055981262,1.3106346820957604,0.9274509803921569
Atlanta Falcons,ATL,17,8,Kirk Cousins,27.213267242548255,114.15538838680725,0.7955424658711302,22.751297424494997,34.0891901894087,240.8539496768737,1.477738335837959,0.9274509803921569
Tennessee Titans,TEN,17,9,Will Levis,24.76174706241917,105.03531973454079,0.8070270597086652,18.661564884338116,29.29937548477552,203.56465729345788,1.2205514447443928,0.9274509803921569
Pittsburgh Steelers,PIT,17,15,Russell Wilson,25.276203079755973,106.70970851714776,0.8018398735865212,19.517013312732722,29.69318651298922,204.0369867529192,1.3254133615413948,0.47058823529411764
New York Jets,NYJ,17,1,Aaron Rodgers,22.92564857663866,97.26600548204476,0.7337777599887773,18.688166002424843,29.858125284118767,194.1061000385416,1.163886652947541,0.9274509803921569
New York Giants,NYG,17,6,Daniel Jones,24.204796907458412,99.73345401759887,0.7521646301820393,19.170954586143647,29.19832580171235,198.81384153385977,1.2204189109388128,0.9274509803921569
New England Patriots,NE,17,1.5,Jacoby Brissett,22.501247732314887,91.83228539966214,0.737738025247638,18.639467653623385,28.861043748035282,196.16381954290517,1.401083504253838,0.9274509803921569
Carolina Panthers,CAR,17,16,Bryce Young,24.924805861267068,102.02738575493848,0.73355912386176,19.727310674788388,32.23495414345018,188.1704140833595,1.111199819198666,0.5882352941176471
