player,pos,team,games_played,py_games_played,touches,fmb,adj_rus_att_per,adj_rus_yds_per,adj_rus_tds_per,adj_tgt_per,adj_rec_per,adj_rec_yds_per,adj_rec_tds_per,py_qb_fl,py_fl_per_tou,injury_status
Matt Breida,RB,NYG,2,9,10,0,0.07858046813666789,0.06505971836831778,0.05789115050273122,0.02376749255373674,0.02107728724530192,0.019749321524941695,0.02839117705288598,0,0.01151184461073328,NA
Saquon Barkley,RB,NYG,2,13,99,1,0.653576694170654,0.6169702141450095,0.5537642558069993,0.2697043577052057,0.2986998380924833,0.2663763236224871,0.2859805397927973,0,0.0049063011587846,NA
Richie James,WR,NYG,2,0,17,1,0.012613440375915733,0.008284840681816702,0.008402272979240288,0.24391359769442103,0.20706064838485921,0.20637537126965977,0.22299585119190718,0.21,0.007,NA
Tanner Hudson,TE,NYG,2,0,3,0,0,0,0,0.09541243437882763,0.08180282748437978,0.12477894606076916,0.08498958916569245,0.21,0.007,NA
Darius Slayton,WR,NYG,2,13,1,0,9.16634318349788e-4,2.505173326462135e-4,5.601136017277158e-4,0.15354595691422607,0.13299715081007424,0.1412899836069752,0.15369040242692503,0,0.01339871046818737,NA
David Sills V,WR,NYG,1,0,0,0,0,0,0,0,0,0,0,0.21,0.007,NA
Chris Myarick,TE,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Gary Brightwell,RB,NYG,2,0,2,0,0.015219063558657148,0.025276209438375986,0.014074117225411836,0,0,0,0,0.21,0.007,NA
Daniel Bellinger,TE,NYG,2,0,8,0,0,0,0,0.21365616075358287,0.2583622479829016,0.24143005391516703,0.22395244036979206,0,0.00649552946227403,NA
Marcedes Lewis,TE,GB,1,17,0,0,0,0,0,0.02607262289151808,0.027029752461227873,0.027491156792659423,0.026573739212397234,0,0.00893075044467179,NA
Randall Cobb,WR,GB,2,12,10,1,6.518076708780129e-4,3.1927456468407866e-4,4.8774291881698294e-4,0.10357897241651282,0.10815399684448469,0.13376135504256004,0.10066089777548551,0,0.0126858944775936,NA
Aaron Jones,RB,GB,2,15,60,1,0.41257694044869964,0.4825681632520369,0.35000147604026055,0.13430939518329615,0.13866836641890964,0.10995701597833821,0.11909584487685844,0,0.00470988771686461,NA
Robert Tonyan,TE,GB,2,8,13,0,0,0,0,0.1202661063319518,0.12441641190128867,0.11637174879338151,0.1452691652600447,0,0.00270647060928084,NA
Allen Lazard,WR,GB,2,15,12,0,0.0019289230795533098,0.003717240115560311,0.0026033032231129595,0.14496049102589695,0.14539887171126226,0.17785020253191156,0.1442822122960944,0,0.00270647060928084,NA
AJ Dillon,RB,GB,2,17,66,0,0.45280341766780885,0.3932372889266628,0.33918261454231075,0.08832131790062525,0.08565372202000006,0.07760201924589831,0.07729126381808707,0,0.00472793651963564,NA
Josiah Deguara,TE,GB,2,16,2,0,0,0,0,0.05119385602571935,0.04464605775106708,0.04443352869296835,0.04605237603851603,0,0.00270647060928084,NA
Tyler Davis,TE,GB,2,14,3,0,0,0,0,0.021522322417519318,0.02132155693596153,0.022472513626540788,0.019708611872612265,0,0.00270647060928084,NA
Amari Rodgers,WR,GB,1,0,0,1,0,0,0,0,0,0,0,0.21,0.007,NA
Christian Watson,WR,GB,2,0,8,0,0.016445344465808618,0.035211569122818434,0.21897868069017246,0.14180514007866923,0.13454469627802787,0.12682640394526587,0.12836538326656635,0,0.00649552946227403,NA
Romeo Doubs,WR,GB,2,0,20,2,0.0036826714098508796,0.005557233300252971,0.004184439285977559,0.1546329763921908,0.1564861874743726,0.1514009725915872,0.1800286734666182,0,0.00649552946227403,NA
Samori Toure,WR,GB,1,0,0,0,0,0,0,0.008767029548592592,0.008663493746487675,0.008714044129294121,0.008715150630483576,0,0.00649552946227403,NA
Jack Coco,TE,GB,1,0,0,0,0,0,0,0,0,0,0,0.21,0.007,NA
