player,team,py_games_played,games_played,pas_att_rat,cmp_rat,pas_yds_rat,pas_tds_rat,int_rat
Jared Goff,DET,17,1,35.018047065952416,23.731598841866663,262.009082071229,1.4276210527244573,-0.04011564005538612
Kirk Cousins,MIN,17,1,39.07025325526997,26.803728487257295,293.6842766738897,1.6923113967336838,0.04980005552706796
Justin Herbert,LAC,17,1,39.14852208771481,27.47544061980818,278.50855539429875,1.549230075090269,-0.02059227896779528
Patrick Mahomes,KC,17,1,37.711079925612,25.07737501072142,287.26965048322853,1.853333964109191,-0.028560681050300636
Dak Prescott,DAL,12,1,33.54462893073245,22.529274818484797,246.90579608106296,1.6352674035106154,0.13418822100610892
Mac Jones,NE,14,1,35.81145849299495,23.589724875562155,242.14028622041027,1.435461447486718,0.3038855181056721
Trevor Lawrence,JAC,17,1,34.038714610376225,23.19481679135296,243.71992092000235,1.3097797303778034,0.2817019178662225
Geno Smith,SEA,17,1,31.666477935599026,21.817163911517063,224.6727369961303,1.4762608051969701,0.08153962445421636
Brock Purdy,SF,6,1,25.072795970716847,14.681828159301025,199.16672840460916,1.315565193168033,0.2777479699736287
Deshaun Watson,CLE,6,1,24.518785508202154,12.823641220707703,167.82202746073852,1.06887856648457,0.4371348614700191
Baker Mayfield,TB,12,1,29.436271731193518,18.413345203734877,198.32533632939146,1.2909873479044953,0.24166157702569419
Desmond Ridder,ATL,4,1,22.459371517539605,13.105552474074994,159.99252569537742,0.9892087864768562,0.2773594299134702
Russell Wilson,DEN,15,1,31.429632388108978,21.195166698607427,229.75106890556566,1.472118212950565,0.036207078358993894
Kenny Pickett,PIT,12,1,30.724325497561114,18.801438145640986,202.49570384994502,0.9939870805208662,0.5759405907161974
Joshua Dobbs,ARI,2,1,25.57229069341651,14.168286614541811,169.6179306066651,0.9510044133965573,0.347541382906856
Josh Allen,BUF,16,1,36.16482627304019,23.758185789022498,255.78414782763252,1.7085194217759174,0.288103917830594
Joe Burrow,CIN,16,1,35.53461337829048,23.756230015853152,249.56651229642915,1.634278937974171,0.04041406771830017
Jalen Hurts,PHI,15,1,31.112703651723486,20.58846693521958,230.2149168341482,1.2936385282718912,0.05685713568549734
Sam Howell,WAS,1,1,23.01182789711543,12.029984508032694,174.48816895806888,1.0398228053867706,0.4384388514200629
Daniel Jones,NYG,16,1,31.49668287714779,22.200370249834513,209.94787209395832,1.0654322782834398,0.2724660568096738
Justin Fields,CHI,15,1,25.19834131726563,15.61584096927942,179.90923525818914,1.1334157589151126,0.3851230754950819
Derek Carr,NO,15,1,33.931373461243304,22.248454433459564,261.1359674877715,1.3994470531506804,0.28479444836727297
Tua Tagovailoa,MIA,13,1,34.01694662037572,22.24166888294424,300.410601089168,1.6456893887289092,0.2066659311949245
Zach Wilson,NYJ,9,1,26.00588618091841,14.655850706004852,184.8515141570745,1.0263891725814092,0.3860332241824815
Ryan Tannehill,TEN,12,1,30.681668691295215,19.521565965793812,228.61343241272692,1.1741159877421319,0.44161181427316054
Jimmy Garoppolo,LV,10,1,29.796811871074596,20.758392690897754,247.22085008821014,1.4857550698898054,0.23877404852917825
Lamar Jackson,BAL,11,1,28.234126821601897,18.826593453613654,213.02923822032486,1.2684922042942797,0.295677850953197
Jordan Love,GB,1,1,31.115502414251853,18.57760560426654,233.20468565572673,1.4407335300878148,0.467242627123021
Matthew Stafford,LAR,9,1,35.15695898677538,23.97367869325348,276.248518179297,1.501690904323183,0.21247717076804695
Bryce Young,CAR,0,1,35.87532015778433,21.797496291815293,226.91203992058698,1.217276606142502,1.019776606142502
