Rk,Season,Team,Cmp,Cmp,Att,G,W,L,T,W-L%,Pts,PtsO,PtDif,Cmp,Att,Inc,Cmp%,Yds,TD,Int,TD%,Int%,Rate,Sk,Yds,Sk%,Y/A,NY/A,AY/A,ANY/A,Y/C,Cmp,Att,Cmp%,Yds,TD,Sk,Yds,Int,Rate,Att,Yds,Y/A,TD
442,2018,JAX,329,312,434,16,5,11,0,.313,245,316,-71,329,536,207,61.4,3109,15,13,2.8,2.4,79.1,53,322,9.00,5.8,5.28,5.27,4.79,9.4,312,499,62.5,3113,17,37,241,11,84.4,434,1870,4.3,16
443,2006,HOU,329,328,446,16,6,10,0,.375,267,366,-99,329,481,152,68.4,2778,14,13,2.9,2.7,83.8,43,254,8.21,5.8,5.30,5.14,4.72,8.4,328,505,65.0,3444,22,28,191,11,91.6,446,1956,4.4,16
444,2002,NYJ,329,359,427,16,9,7,0,.563,359,336,23,329,485,156,67.8,3418,25,10,5.2,2.1,98.3,32,201,6.19,7.0,6.61,7.15,6.71,10.4,359,551,65.2,3490,17,30,195,15,83.2,427,1973,4.6,17
445,2023,BAL,328,384,415,17,13,4,0,.765,483,280,203,328,494,166,66.4,3635,27,7,5.5,1.4,102.5,41,246,7.66,7.4,6.79,7.81,7.21,11.1,384,634,60.6,3263,18,60,454,18,74.6,415,1860,4.5,6
446,2014,DAL,328,371,392,16,12,4,0,.750,467,352,115,328,476,148,68.9,3784,37,11,7.8,2.3,110.9,30,224,5.93,7.9,7.48,8.46,7.96,11.5,371,558,66.5,4031,22,28,156,18,88.5,392,1650,4.2,18
447,2013,TEN,328,344,446,16,7,9,0,.438,362,381,-19,328,533,205,61.5,3496,22,16,4.1,3.0,83.6,37,214,6.49,6.6,6.13,6.03,5.64,10.7,344,545,63.1,3612,15,36,227,13,83.3,446,1795,4.0,21
448,2012,CLE,328,378,457,16,5,11,0,.313,302,368,-66,328,566,238,58.0,3435,16,18,2.8,3.2,73.5,36,233,5.98,6.1,5.71,5.20,4.89,10.5,378,600,63.0,3923,27,38,233,17,86.6,457,1898,4.2,14
449,2012,JAX,328,341,545,16,2,14,0,.125,255,444,-189,328,586,258,56.0,3419,20,17,3.4,2.9,74.7,50,327,7.86,5.8,5.38,5.21,4.80,10.4,341,535,63.7,3832,21,20,128,12,89.8,545,2256,4.1,19
450,2008,DAL,328,308,402,16,9,7,0,.563,362,365,-3,328,547,219,60.0,3789,29,20,5.3,3.7,84.9,31,199,5.36,6.9,6.56,6.34,6.00,11.6,308,508,60.6,3003,19,59,374,8,86.2,402,1706,4.2,11
451,2006,BAL,328,279,367,16,13,3,0,.813,353,201,152,328,524,196,62.6,3435,21,14,4.0,2.7,84.6,17,100,3.14,6.6,6.35,6.15,5.96,10.5,279,509,54.8,3011,16,60,418,28,63.4,367,1214,3.3,5
452,2000,NWE,328,321,495,16,5,11,0,.313,276,338,-62,328,565,237,58.1,3181,18,15,3.2,2.7,75.5,48,280,7.83,5.6,5.19,5.07,4.68,9.7,321,544,59.0,3522,23,29,172,10,86.0,495,1831,3.7,12
453,2023,ATL,327,340,499,17,7,10,0,.412,321,373,-52,327,530,203,61.7,3524,17,17,3.2,3.2,80.5,40,251,7.02,6.6,6.18,5.85,5.44,10.8,340,549,61.9,3449,24,42,258,8,90.3,499,2009,4.0,11
454,2014,CAR,327,364,397,16,7,8,1,.469,339,374,-35,327,545,218,60.0,3511,23,12,4.2,2.2,86.2,42,317,7.16,6.4,5.98,6.30,5.84,10.7,364,562,64.8,3645,25,40,268,14,89.5,397,1792,4.5,14
455,2014,STL,327,368,425,16,6,10,0,.375,324,354,-30,327,515,188,63.5,3400,20,16,3.9,3.1,84.9,47,295,8.36,6.6,6.05,5.98,5.48,10.4,368,540,68.1,3861,18,40,265,13,91.8,425,1765,4.2,12
456,2007,CHI,327,343,454,16,7,9,0,.438,334,348,-14,327,569,242,57.5,3362,18,21,3.2,3.7,72.2,43,339,7.03,5.9,5.49,4.88,4.54,10.3,343,541,63.4,3708,19,41,245,16,84.7,454,1967,4.3,17
457,2006,CIN,327,349,448,16,8,8,0,.500,373,331,42,327,523,196,62.5,3833,28,13,5.4,2.5,94.1,36,233,6.44,7.3,6.86,7.28,6.81,11.7,349,555,62.9,3818,24,35,211,19,84.9,448,1863,4.2,15
458,2001,BUF,327,284,482,16,3,13,0,.188,265,420,-155,327,557,230,58.7,3451,18,20,3.2,3.6,74.7,46,271,7.63,6.2,5.72,5.23,4.83,10.6,284,453,62.7,3159,23,34,219,11,92.2,482,2133,4.4,20
459,2001,NYG,327,298,428,16,7,9,0,.438,294,321,-27,327,568,241,57.6,3558,19,16,3.3,2.8,77.1,36,206,5.96,6.3,5.89,5.67,5.33,10.9,298,521,57.2,3430,25,46,320,15,83.7,428,1545,3.6,7
460,2007,DEN,326,279,501,16,7,9,0,.438,320,409,-89,326,515,189,63.3,3584,21,15,4.1,2.9,86.7,32,175,5.85,7.0,6.55,6.46,6.09,11.0,279,458,60.9,3094,25,33,203,14,88.3,501,2282,4.6,14
461,2006,NWE,326,294,388,16,12,4,0,.750,385,237,148,326,527,201,61.9,3400,25,12,4.7,2.3,88.3,29,190,5.22,6.5,6.12,6.38,6.04,10.4,294,518,56.8,3203,10,44,281,22,66.1,388,1507,3.9,11
462,2016,DAL,325,425,340,16,13,3,0,.813,421,306,115,325,483,158,67.3,3631,25,6,5.2,1.2,103.0,28,168,5.48,7.5,7.11,7.99,7.56,11.2,425,633,67.1,4167,25,36,209,9,94.1,340,1336,3.9,9
463,2014,JAX,325,355,499,16,3,13,0,.188,249,412,-163,325,557,232,58.3,3001,15,18,2.7,3.2,72.0,71,450,11.31,5.4,4.78,4.47,3.97,9.2,355,541,65.6,3899,24,45,275,6,99.1,499,2033,4.1,15
464,2013,MIN,325,419,443,16,5,10,1,.344,391,480,-89,325,546,221,59.5,3427,18,19,3.3,3.5,76.0,44,218,7.46,6.3,5.81,5.37,4.97,10.5,419,648,64.7,4595,37,41,274,12,98.6,443,1767,4.0,14
465,2013,NYG,325,361,454,16,7,9,0,.438,294,383,-89,325,567,242,57.3,3588,18,29,3.2,5.1,67.6,40,287,6.59,6.3,5.91,4.66,4.35,11.0,361,601,60.1,3573,21,34,214,17,78.3,454,1743,3.8,12
466,2006,CAR,325,291,449,16,8,8,0,.500,270,305,-35,325,539,214,60.3,3264,19,17,3.5,3.2,77.9,32,222,5.60,6.1,5.72,5.34,5.04,10.0,291,500,58.2,3000,22,41,265,14,80.8,449,1737,3.9,10
467,2004,SFO,325,308,495,16,2,14,0,.125,259,452,-193,325,561,236,57.9,3136,16,21,2.9,3.7,69.9,52,319,8.48,5.6,5.12,4.48,4.10,9.6,308,490,62.9,3486,27,29,194,9,96.5,495,1995,4.0,22
468,2021,IND,324,390,420,17,9,8,0,.529,451,365,86,324,521,197,62.2,3361,27,8,5.2,1.5,93.5,32,227,5.79,6.5,6.08,6.80,6.40,10.4,390,597,65.3,3980,32,33,223,19,90.5,420,1854,4.4,10
469,2021,SEA,324,443,509,17,7,10,0,.412,395,366,29,324,495,171,65.5,3432,30,7,6.1,1.4,103.1,46,383,8.50,6.9,6.34,7.51,6.87,10.6,443,658,67.3,4513,24,34,253,11,93.6,509,1932,3.8,16
470,2010,SEA,324,339,452,16,7,9,0,.438,310,407,-97,324,544,220,59.6,3341,14,20,2.6,3.7,72.1,35,195,6.04,6.1,5.77,5.00,4.70,10.3,339,585,57.9,3994,31,37,246,12,89.7,452,1903,4.2,13
471,2004,CIN,324,313,474,16,8,8,0,.500,374,372,2,324,536,212,60.4,3301,23,22,4.3,4.1,77.0,31,219,5.47,6.2,5.82,5.17,4.89,10.2,313,520,60.2,3303,23,37,257,20,79.5,474,2062,4.4,11
472,2003,CIN,324,297,461,16,8,8,0,.500,346,384,-38,324,520,196,62.3,3342,26,15,5.0,2.9,87.4,37,249,6.64,6.4,6.00,6.13,5.72,10.3,297,508,58.5,3402,23,30,196,14,83.9,461,2218,4.8,18
473,2002,SDG,324,375,410,16,8,8,0,.500,333,367,-34,324,538,214,60.2,3188,17,16,3.2,3.0,76.5,24,180,4.27,5.9,5.67,5.22,5.00,9.8,375,607,61.8,4295,26,39,231,17,87.2,410,1739,4.2,15
474,2023,PIT,323,348,454,17,10,7,0,.588,304,324,-20,323,506,183,63.8,3163,13,9,2.6,1.8,84.6,36,258,6.64,6.3,5.84,5.96,5.57,9.8,348,573,60.7,3860,23,47,304,16,84.7,454,1956,4.3,9
475,2019,NYJ,323,363,417,16,7,9,0,.438,276,359,-83,323,521,198,62.0,3111,19,16,3.6,3.1,80.6,52,332,9.08,6.0,5.43,5.32,4.84,9.6,363,585,62.1,3779,25,35,222,12,88.0,417,1391,3.3,12
476,2017,NYJ,323,329,466,16,5,11,0,.313,298,382,-84,323,510,187,63.3,3182,19,12,3.7,2.4,86.1,47,319,8.44,6.2,5.71,5.93,5.43,9.9,329,558,59.0,3749,30,28,155,11,90.1,466,1887,4.0,13
477,2014,CIN,323,365,439,16,10,5,1,.656,365,344,21,323,503,180,64.2,3421,20,17,4.0,3.4,84.2,23,130,4.37,6.8,6.50,6.08,5.81,10.6,365,608,60.0,3888,18,20,125,20,75.8,439,1861,4.2,16
478,2012,NYG,323,341,449,16,9,7,0,.563,429,344,85,323,539,216,59.9,3825,26,15,4.8,2.8,87.2,20,142,3.58,7.1,6.84,6.81,6.57,11.8,341,534,63.9,4068,26,33,231,21,88.7,449,2066,4.6,9
479,2006,PHI,323,309,489,16,10,6,0,.625,398,328,70,323,544,221,59.4,4119,31,9,5.7,1.7,96.7,28,190,4.90,7.6,7.20,7.97,7.58,12.8,309,525,58.9,3067,17,40,300,19,73.6,489,2182,4.5,12
480,2005,MIN,323,319,462,16,9,7,0,.563,306,344,-38,323,510,187,63.3,3146,18,16,3.5,3.1,81.7,54,303,9.57,6.2,5.58,5.46,4.94,9.7,319,533,59.8,3332,23,34,207,24,75.2,462,1841,4.0,14
481,2015,SFO,322,375,504,16,5,11,0,.313,238,387,-149,322,526,204,61.2,3316,16,12,3.0,2.3,82.6,53,330,9.15,6.3,5.73,5.89,5.35,10.3,375,549,68.3,4179,21,28,196,9,98.1,504,2020,4.0,20
482,2014,MIN,322,353,450,16,7,9,0,.438,325,343,-18,322,517,195,62.3,3244,17,18,3.3,3.5,79.2,51,322,8.98,6.3,5.71,5.37,4.88,10.1,353,534,66.1,3572,26,41,217,13,92.8,450,1943,4.3,10
483,2006,ARI,322,321,458,16,5,11,0,.313,314,389,-75,322,545,223,59.1,3662,17,17,3.1,3.1,78.7,35,262,6.03,6.7,6.31,5.94,5.58,11.4,321,522,61.5,3694,21,38,238,16,85.4,458,1897,4.1,16
484,2001,CIN,322,311,453,16,6,10,0,.375,226,309,-83,322,602,280,53.5,3088,12,26,2.0,4.3,58.1,28,203,4.44,5.1,4.90,3.58,3.43,9.6,311,512,60.7,3157,23,48,320,13,85.4,453,1675,3.7,10
485,2024,PIT,321,382,412,17,10,7,0,.588,380,347,33,321,499,178,64.3,3264,21,6,4.2,1.2,94.8,49,343,8.94,6.5,5.96,6.84,6.23,10.2,382,582,65.6,3876,23,40,275,17,87.5,412,1678,4.1,14
486,2023,CHI,321,410,388,17,7,10,0,.412,360,379,-19,321,513,192,62.6,3096,19,15,3.7,2.9,82.2,50,325,8.88,6.0,5.50,5.46,4.98,9.6,410,617,66.5,4043,31,30,202,22,88.0,388,1468,3.8,8
487,2020,NYG,321,388,432,16,6,10,0,.375,280,357,-77,321,517,196,62.1,3026,12,11,2.3,2.1,79.6,50,310,8.82,5.9,5.34,5.36,4.89,9.4,388,574,67.6,3807,22,40,323,11,93.2,432,1782,4.1,14
488,2009,BAL,321,306,435,16,9,7,0,.563,391,261,130,321,510,189,62.9,3419,21,13,4.1,2.5,87.4,36,218,6.59,6.7,6.26,6.38,5.96,10.7,306,524,58.4,3316,17,32,190,22,71.9,435,1492,3.4,8
489,2001,JAX,321,354,469,16,6,10,0,.375,294,286,8,321,534,213,60.1,3240,20,14,3.7,2.6,82.4,63,430,10.55,6.1,5.43,5.64,5.04,10.1,354,544,65.1,3459,13,43,298,12,83.9,469,1611,3.4,15
490,2021,CLE,320,367,437,17,8,9,0,.471,349,371,-22,320,520,200,61.5,3320,21,14,4.0,2.7,84.6,49,299,8.61,6.4,5.83,5.98,5.47,10.4,367,576,63.7,3439,29,43,273,13,89.4,437,1857,4.2,13
491,2017,LAR,320,324,418,16,11,5,0,.688,478,329,149,320,518,198,61.8,3831,28,7,5.4,1.4,98.3,28,192,5.13,7.4,7.02,7.87,7.47,12.0,324,555,58.4,3475,21,48,324,18,78.4,418,1957,4.7,15
492,2014,ARI,320,365,396,16,11,5,0,.688,310,299,11,320,568,248,56.3,3808,21,12,3.7,2.1,81.8,28,182,4.70,6.7,6.39,6.49,6.19,11.9,365,579,63.0,4152,22,35,244,18,86.0,396,1739,4.4,9
493,2014,KAN,320,318,433,16,9,7,0,.563,353,281,72,320,493,173,64.9,3182,18,6,3.7,1.2,92.2,49,246,9.04,6.5,5.87,6.64,6.04,9.9,318,545,58.3,3252,22,46,253,6,86.4,433,2036,4.7,4
494,2011,CLE,320,265,534,16,4,12,0,.250,218,307,-89,320,570,250,56.1,3090,16,13,2.8,2.3,72.8,39,210,6.40,5.4,5.07,4.96,4.64,9.7,265,469,56.5,2959,16,32,199,9,80.6,534,2359,4.4,12
495,2003,NWE,320,328,401,16,14,2,0,.875,348,238,110,320,537,217,59.6,3432,23,13,4.3,2.4,84.3,32,219,5.62,6.4,6.03,6.16,5.81,10.7,328,618,53.1,3232,11,41,253,29,56.2,401,1434,3.6,10
496,2001,BAL,320,321,410,16,10,6,0,.625,303,265,38,320,557,237,57.5,3314,18,20,3.2,3.6,72.7,40,281,6.70,5.9,5.55,4.98,4.65,10.4,321,555,57.8,3035,16,45,290,16,72.8,410,1411,3.4,10
497,2019,MIN,319,394,404,16,10,6,0,.625,407,303,104,319,466,147,68.5,3523,26,8,5.6,1.7,103.9,28,206,5.67,7.6,7.13,7.90,7.46,11.0,394,601,65.6,3737,23,48,362,17,86.1,404,1728,4.3,8
498,2007,WAS,319,351,391,16,9,7,0,.563,334,310,24,319,525,206,60.8,3463,18,11,3.4,2.1,84.2,29,159,5.23,6.6,6.25,6.34,6.01,10.9,351,602,58.3,3424,20,33,198,14,77.1,391,1460,3.7,10
499,2003,DET,319,331,447,16,5,11,0,.313,270,379,-109,319,588,269,54.3,2924,17,24,2.9,4.1,61.1,11,64,1.84,5.0,4.88,3.71,3.65,9.2,331,522,63.4,3578,26,28,182,15,89.6,447,1782,4.0,14
500,2024,BAL,318,396,383,17,12,5,0,.706,518,361,157,318,477,159,66.7,4035,41,4,8.6,0.8,119.4,24,154,4.79,8.5,8.05,9.80,9.33,12.7,396,625,63.4,4150,27,54,318,12,91.1,383,1361,3.6,12
501,2019,CLE,318,318,463,16,6,10,0,.375,335,393,-58,318,539,221,59.0,3554,22,21,4.1,3.9,78.4,41,293,7.07,6.6,6.13,5.66,5.26,11.2,318,513,62.0,3470,25,38,270,14,89.0,463,2315,5.0,19
502,2012,TEN,318,374,483,16,6,10,0,.375,330,471,-141,318,540,222,58.9,3323,17,16,3.1,3.0,76.9,39,254,6.74,6.2,5.74,5.45,5.08,10.4,374,564,66.3,3964,31,39,241,19,92.7,483,2035,4.2,16
503,2008,WAS,318,290,398,16,8,8,0,.500,265,296,-31,318,510,192,62.4,3025,14,6,2.7,1.2,85.2,38,266,6.93,5.9,5.52,5.95,5.54,9.5,290,511,56.8,3095,16,24,141,13,75.6,398,1526,3.8,12
504,2007,MIA,318,242,544,16,1,15,0,.063,267,437,-170,318,558,240,57.0,3031,12,16,2.2,2.9,69.6,42,288,7.00,5.4,5.05,4.57,4.25,9.5,242,409,59.2,3019,28,30,167,14,92.4,544,2456,4.5,18
505,2006,CLE,318,283,514,16,4,12,0,.250,238,356,-118,318,512,194,62.1,2898,15,25,2.9,4.9,69.7,54,349,9.54,5.7,5.12,4.05,3.66,9.1,283,499,56.7,3242,20,28,137,18,75.9,514,2273,4.4,14
506,2002,PHI,318,333,390,16,12,4,0,.750,415,241,174,318,548,230,58.0,3384,27,11,4.9,2.0,85.9,36,222,6.16,6.2,5.79,6.26,5.87,10.6,333,563,59.1,3094,18,56,348,15,76.4,390,1660,4.3,5
507,2001,SFO,318,332,389,16,12,4,0,.750,409,282,127,318,506,188,62.8,3445,32,12,6.3,2.4,95.0,26,114,4.89,6.8,6.48,7.01,6.66,10.8,332,567,58.6,3383,18,32,220,24,70.3,389,1571,4.0,9
508,2020,DEN,317,374,434,16,5,11,0,.313,323,446,-123,317,556,239,57.0,3451,21,23,3.8,4.1,72.5,32,222,5.44,6.2,5.87,5.10,4.82,10.9,374,567,66.0,3807,21,42,282,10,92.1,434,2080,4.8,22
509,2005,KAN,317,325,383,16,10,6,0,.625,403,325,78,317,507,190,62.5,3810,17,10,3.4,2.0,90.1,32,204,5.94,7.5,7.07,7.30,6.86,12.0,325,559,58.1,3679,25,29,183,16,82.3,383,1570,4.1,11
510,2003,SEA,317,343,456,16,10,6,0,.625,404,327,77,317,521,204,60.8,3618,27,16,5.2,3.1,88.2,43,254,7.62,6.9,6.41,6.60,6.10,11.4,343,573,59.9,3480,24,40,248,16,81.4,456,1759,3.9,9
511,2020,TEN,316,423,427,16,11,5,0,.688,491,439,52,316,485,169,65.2,3653,33,7,6.8,1.4,105.9,25,173,4.90,7.5,7.16,8.24,7.84,11.6,423,630,67.1,4439,36,19,154,15,97.5,427,1933,4.5,18
512,2017,JAX,316,289,429,16,10,6,0,.625,417,268,149,316,527,211,60.0,3593,21,13,4.0,2.5,84.4,24,123,4.36,6.8,6.52,6.50,6.22,11.4,289,509,56.8,2718,17,55,356,21,68.5,429,1860,4.3,9
513,2016,MIA,316,368,464,16,10,6,0,.625,363,380,-17,316,477,161,66.2,3500,27,15,5.7,3.1,95.5,30,216,5.92,7.3,6.90,7.05,6.64,11.1,368,591,62.3,3875,30,33,226,16,88.5,464,2247,4.8,12
514,2009,DET,316,371,458,16,2,14,0,.125,262,494,-232,316,585,269,54.0,3168,16,32,2.7,5.5,58.1,43,303,6.85,5.4,5.04,3.50,3.26,10.0,371,545,68.1,4249,35,26,150,9,107.0,458,2025,4.4,18
515,2007,TAM,316,297,454,16,9,7,0,.563,334,270,64,316,490,174,64.5,3357,18,8,3.7,1.6,91.7,36,222,6.84,6.9,6.38,6.85,6.38,10.6,297,490,60.6,2725,18,33,207,16,76.2,454,1726,3.8,11
516,2005,OAK,316,296,507,16,4,12,0,.250,290,383,-93,316,591,275,53.5,3582,21,14,3.6,2.4,76.0,45,301,7.08,6.1,5.63,5.71,5.30,11.3,296,486,60.9,3243,18,36,238,5,90.7,507,2049,4.0,18
517,2000,ARI,316,296,578,16,3,13,0,.188,210,443,-233,316,554,238,57.0,3250,16,24,2.9,4.3,67.4,35,228,5.94,5.9,5.52,4.49,4.23,10.3,296,459,64.5,3128,19,25,135,10,90.2,578,2609,4.5,29
518,2020,CLE,315,371,412,16,11,5,0,.688,408,419,-11,315,501,186,62.9,3539,27,8,5.4,1.6,96.6,26,162,4.93,7.1,6.72,7.42,7.06,11.2,371,585,63.4,3962,31,38,262,11,94.8,412,1773,4.3,16
519,2019,PIT,315,314,462,16,8,8,0,.500,289,303,-14,315,510,195,61.8,2981,18,19,3.5,3.7,76.1,32,233,5.90,5.8,5.50,4.87,4.59,9.5,314,514,61.1,3113,23,54,342,20,79.7,462,1753,3.8,7
520,2011,OAK,315,324,430,16,8,8,0,.500,359,433,-74,315,524,209,60.1,3962,20,23,3.8,4.4,79.4,25,157,4.55,7.6,7.22,6.35,6.06,12.6,324,601,53.9,4023,31,39,239,18,81.3,430,2178,5.1,15
521,2009,JAX,315,345,458,16,7,9,0,.438,290,380,-90,315,519,204,60.7,3356,15,10,2.9,1.9,83.2,44,243,7.82,6.5,5.96,6.18,5.69,10.7,345,510,67.6,3774,28,14,79,15,96.0,458,1863,4.1,12
522,2003,TEN,315,332,342,16,12,4,0,.750,435,324,111,315,502,187,62.7,3878,30,9,6.0,1.8,100.3,25,153,4.74,7.7,7.36,8.11,7.73,12.3,332,546,60.8,3606,20,38,223,21,78.2,342,1295,3.8,10
523,2001,CHI,315,355,373,16,13,3,0,.813,338,203,135,315,528,213,59.7,2952,20,16,3.8,3.0,76.0,17,120,3.12,5.6,5.42,4.98,4.83,9.4,355,602,59.0,3665,12,48,294,20,71.4,373,1313,3.5,6
524,2011,BAL,314,288,419,16,12,4,0,.750,378,266,112,314,544,230,57.7,3423,21,12,3.9,2.2,81.7,33,206,5.72,6.3,5.93,6.07,5.72,10.9,288,535,53.8,3140,11,48,290,15,68.8,419,1482,3.5,10
525,2003,NOR,314,264,480,16,8,8,0,.500,340,326,14,314,535,221,58.7,3438,25,8,4.7,1.5,88.7,36,203,6.30,6.4,6.02,6.69,6.27,10.9,264,485,54.4,2993,20,32,171,14,76.3,480,2241,4.7,12
526,2001,CAR,314,306,521,16,1,15,0,.063,253,410,-157,314,579,265,54.2,2882,12,22,2.1,3.8,60.6,32,216,5.24,5.0,4.72,3.68,3.49,9.2,306,510,60.0,3642,25,26,167,24,79.9,521,2301,4.4,13
527,2001,GNB,314,341,406,16,12,4,0,.750,390,266,124,314,510,196,61.6,3770,32,15,6.3,2.9,94.1,22,151,4.14,7.4,7.09,7.32,7.02,12.0,341,583,58.5,3168,14,52,337,20,69.6,406,1769,4.4,10
528,2006,NYJ,313,316,453,16,10,6,0,.625,316,295,21,313,488,175,64.1,3153,17,16,3.5,3.3,82.1,34,199,6.51,6.5,6.04,5.68,5.31,10.1,316,532,59.4,3222,19,35,230,16,78.0,453,2084,4.6,14
529,2003,CLE,313,297,457,16,5,11,0,.313,254,322,-68,313,509,196,61.5,2834,17,18,3.3,3.5,75.2,40,282,7.29,5.6,5.16,4.64,4.31,9.1,297,502,59.2,2846,13,35,203,15,72.9,457,2113,4.6,14
530,2001,NOR,313,278,443,16,7,9,0,.438,333,409,-76,313,562,249,55.7,3514,27,22,4.8,3.9,76.7,50,330,8.17,6.3,5.74,5.45,5.01,11.2,278,452,61.5,3355,30,53,323,15,95.5,443,1715,3.9,15
531,2019,DEN,312,348,426,16,7,9,0,.438,282,316,-34,312,504,192,61.9,3115,16,10,3.2,2.0,84.1,41,286,7.52,6.2,5.72,5.92,5.48,10.0,348,537,64.8,3609,19,40,213,10,89.8,426,1783,4.2,9
532,2017,CLE,312,360,467,16,0,16,0,.000,234,410,-176,312,574,262,54.4,3228,15,28,2.6,4.9,61.4,50,309,8.01,5.6,5.17,3.95,3.63,10.3,360,525,68.6,3684,28,34,197,7,102.2,467,1566,3.4,14
533,2016,LAR,312,378,424,16,4,12,0,.250,224,394,-170,312,536,224,58.2,2951,14,20,2.6,3.7,69.5,49,362,8.38,5.5,5.04,4.35,3.98,9.5,378,582,64.9,3732,32,31,196,10,95.5,424,1660,3.9,12
534,2015,TAM,312,378,466,16,6,10,0,.375,342,417,-75,312,535,223,58.3,3852,22,15,4.1,2.8,84.2,27,190,4.80,7.2,6.85,6.76,6.44,12.3,378,541,69.9,3840,31,38,232,11,102.3,466,1606,3.4,12
535,2011,CAR,312,318,451,16,6,10,0,.375,406,429,-23,312,519,207,60.1,3829,21,17,4.0,3.3,84.8,35,260,6.32,7.4,6.91,6.71,6.29,12.3,318,490,64.9,3949,28,31,170,14,98.3,451,2093,4.6,18
536,2009,STL,312,315,500,16,1,15,0,.063,175,436,-261,312,543,231,57.5,2686,12,21,2.2,3.9,64.0,44,284,7.50,4.9,4.58,3.65,3.37,8.6,315,491,64.2,3764,22,25,149,8,96.9,500,2201,4.4,24
537,2009,SFO,312,352,426,16,8,8,0,.500,330,281,49,312,528,216,59.1,3052,23,14,4.4,2.7,80.8,40,241,7.04,5.8,5.37,5.46,5.07,9.8,352,580,60.7,3670,14,44,293,18,76.2,426,1552,3.6,12
538,2008,SDG,312,411,408,16,8,8,0,.500,439,347,92,312,478,166,65.3,3858,34,11,7.1,2.3,105.5,25,151,4.97,8.1,7.67,8.46,8.04,12.4,411,605,67.9,3958,25,28,132,15,90.3,408,1641,4.0,11
539,2006,PIT,312,319,408,16,8,8,0,.500,353,315,38,312,523,211,59.7,3733,23,23,4.4,4.4,80.2,49,293,8.57,7.1,6.53,6.04,5.52,12.0,319,529,60.3,3393,21,39,226,20,78.3,408,1412,3.5,9
540,2003,NYJ,312,281,542,16,6,10,0,.375,283,299,-16,312,496,184,62.9,3316,20,14,4.0,2.8,85.8,31,208,5.88,6.7,6.29,6.22,5.86,10.6,281,455,61.8,3025,14,35,218,11,83.4,542,2294,4.2,17
541,2001,DEN,312,308,406,16,8,8,0,.500,340,339,1,312,511,199,61.1,2940,26,19,5.1,3.7,80.6,42,268,7.59,5.8,5.32,5.10,4.71,9.4,308,515,59.8,3282,23,39,279,22,77.8,406,1492,3.7,9
542,2000,BUF,312,283,444,16,8,8,0,.500,315,350,-35,312,546,234,57.1,3576,20,10,3.7,1.8,84.3,59,360,9.75,6.5,5.91,6.46,5.83,11.5,283,480,59.0,2867,18,42,308,16,77.4,444,1559,3.5,13
543,2018,WAS,311,362,413,16,7,9,0,.438,281,359,-78,311,509,198,61.1,3021,16,15,3.1,2.9,78.1,44,266,7.96,5.9,5.46,5.24,4.82,9.7,362,537,67.4,3794,27,46,297,15,95.1,413,1860,4.5,12
544,2016,NYJ,311,347,428,16,5,11,0,.313,275,409,-134,311,550,239,56.5,3466,16,25,2.9,4.5,67.6,35,179,5.98,6.3,5.92,4.84,4.55,11.1,347,545,63.7,3898,30,27,179,8,98.5,428,1581,3.7,11
545,2012,TAM,311,410,377,16,7,9,0,.438,389,394,-5,311,566,255,54.9,3983,27,17,4.8,3.0,81.8,26,161,4.39,7.0,6.73,6.64,6.35,12.8,410,627,65.4,4758,30,27,193,18,93.5,377,1320,3.5,13
546,2004,CAR,311,303,474,16,7,9,0,.438,355,339,16,311,536,225,58.0,3643,29,15,5.4,2.8,87.0,33,246,5.80,6.8,6.40,6.62,6.24,11.7,303,513,59.1,3478,18,34,225,26,72.0,474,1904,4.0,19
547,2000,NYG,311,327,359,16,12,4,0,.750,328,246,82,311,529,218,58.8,3367,22,13,4.2,2.5,83.1,28,243,5.03,6.4,6.04,6.09,5.78,10.8,327,585,55.9,3390,23,44,279,20,73.7,359,1156,3.2,7
548,2000,SDG,311,326,470,16,1,15,0,.063,269,440,-171,311,578,267,53.8,3238,19,30,3.3,5.2,61.8,53,302,8.40,5.6,5.13,3.92,3.59,10.4,326,552,59.1,3537,33,39,249,16,87.7,470,1422,3.0,10
549,2015,KAN,310,349,383,16,11,5,0,.688,405,287,118,310,473,163,65.5,3255,20,7,4.2,1.5,95.4,46,238,8.86,6.9,6.27,7.06,6.44,10.5,349,607,57.5,3698,25,47,290,22,76.0,383,1571,4.1,7
550,2013,PHI,310,408,443,16,10,6,0,.625,442,382,60,310,508,198,61.0,4110,32,9,6.3,1.8,102.7,46,296,8.30,8.1,7.42,8.55,7.84,13.3,408,670,60.9,4636,25,37,271,19,84.0,443,1668,3.8,12
551,2011,NYJ,310,275,451,16,8,8,0,.500,377,363,14,310,547,237,56.7,3297,26,18,4.8,3.3,78.4,40,245,6.81,6.0,5.62,5.50,5.12,10.6,275,507,54.2,3216,15,35,198,19,69.6,451,1777,3.9,17
552,2008,KAN,310,348,509,16,2,14,0,.125,291,440,-149,310,541,231,57.3,3129,23,16,4.3,3.0,77.5,37,229,6.40,5.8,5.41,5.30,4.96,10.1,348,522,66.7,3748,21,10,62,13,91.1,509,2543,5.0,25
