"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS"
"1","Travis Kelce",KC,"vs. JAC","4 out of 5 stars","A+","15.2"
"2","Dallas Goedert",PHI,"vs. WAS","1 out of 5 stars","A","11.9"
"3","George Kittle",SF,"vs. LAC","3 out of 5 stars","A","10.3"
"4","T.J. Hockenson",MIN,"at BUF","2 out of 5 stars","A-","10.1"
"5","Zach Ertz",ARI,"at LAR","3 out of 5 stars","B+","9.5"
"6","Greg Dulcich",DEN,"at TEN","4 out of 5 stars","B+","9.1"
"7","Gerald Everett",LAC,"at SF","3 out of 5 stars","B","8.9"
"8","Pat Freiermuth",PIT,"vs. NO","1 out of 5 stars","B","8.3"
"9","Kyle Pitts",ATL,"at CAR","3 out of 5 stars","B-","7.7"
"10","Dalton Schultz",DAL,"at GB","3 out of 5 stars","C+","7.6"
"11","Taysom Hill",NO,"at PIT","3 out of 5 stars","C+","6.7"
"12","Tyler Higbee",LAR,"vs. ARI","4 out of 5 stars","C","6.7"
"13","Evan Engram",JAC,"at KC","4 out of 5 stars","C","6.5"
"14","Cole Kmet",CHI,"vs. DET","4 out of 5 stars","C-","6.0"
"15","Robert Tonyan",GB,"vs. DAL","2 out of 5 stars","D+","6.0"
"16","Foster Moreau",LV,"vs. IND","4 out of 5 stars","D+","5.9"
"17","Dawson Knox",BUF,"vs. MIN","4 out of 5 stars","D","5.7"
"18","Mike Gesicki",MIA,"vs. CLE","4 out of 5 stars","D","5.6"
"19","Noah Fant",SEA,"at TB","3 out of 5 stars","D","5.3"
"20","Cade Otton",TB,"vs. SEA","3 out of 5 stars","D","5.2"
"21","Juwan Johnson",NO,"at PIT","3 out of 5 stars","D-","4.4"
"22","Will Dissly",SEA,"at TB","3 out of 5 stars","F","4.2"
"23","Logan Thomas",WAS,"at PHI","2 out of 5 stars","F","3.9"
"24","Brevin Jordan",HOU,"at NYG","4 out of 5 stars","F","3.9"
"25","Austin Hooper",TEN,"vs. DEN","3 out of 5 stars","F","3.8"
"26","James Mitchell",DET,"at CHI","2 out of 5 stars","F","3.7"
"27","Tommy Tremble",CAR,"vs. ATL","2 out of 5 stars","F","3.6"
"28","Kylen Granson",IND,"at LV","4 out of 5 stars","F","3.5"
"29","Brock Wright",DET,"at CHI","2 out of 5 stars","F","3.5"
"30","Harrison Bryant",CLE,"at MIA","4 out of 5 stars","F","3.3"
"31","Jordan Akins",HOU,"at NYG","4 out of 5 stars","F","3.3"
"32","Mo Alie-Cox",IND,"at LV","4 out of 5 stars","F","3.2"
"33","Tanner Hudson",NYG,"vs. HOU","3 out of 5 stars","F","3.1"
"34","Noah Gray",KC,"vs. JAC","4 out of 5 stars","F","3.1"
"35","Chigoziem Okonkwo",TEN,"vs. DEN","3 out of 5 stars","F","2.9"
"36","Cameron Brate",TB,"vs. SEA","3 out of 5 stars","F","2.9"
"37","Josiah Deguara",GB,"vs. DAL","2 out of 5 stars","F","2.4"
"38","O.J. Howard",HOU,"at NYG","4 out of 5 stars","F","2.4"
"39","Dan Arnold",JAC,"at KC","4 out of 5 stars","F","2.4"
"40","Ian Thomas",CAR,"vs. ATL","2 out of 5 stars","F","2.4"
"41","Adam Trautman",NO,"at PIT","3 out of 5 stars","F","2.4"
"42","Colby Parkinson",SEA,"at TB","3 out of 5 stars","F","2.3"
"43","Geoff Swaim",TEN,"vs. DEN","3 out of 5 stars","F","2.2"
"44","Peyton Hendershot",DAL,"at GB","3 out of 5 stars","F","2.2"
"45","Jake Ferguson",DAL,"at GB","3 out of 5 stars","F","2.2"
"46","Chris Myarick",NYG,"vs. HOU","3 out of 5 stars","F","2.2"
"47","John Bates",WAS,"at PHI","2 out of 5 stars","F","2.2"
"48","Zach Gentry",PIT,"vs. NO","1 out of 5 stars","F","2.2"
"49","Pharaoh Brown",CLE,"at MIA","4 out of 5 stars","F","2.2"
"50","Johnny Mundt",MIN,"at BUF","2 out of 5 stars","F","2.1"
"51","Tre' McKitty",LAC,"at SF","3 out of 5 stars","F","2.0"
"52","Armani Rogers",WAS,"at PHI","2 out of 5 stars","F","2.0"
"53","Durham Smythe",MIA,"vs. CLE","4 out of 5 stars","F","1.9"
"54","Shane Zylstra",DET,"at CHI","2 out of 5 stars","F","1.9"
"55","Teagan Quitoriano",HOU,"at NYG","4 out of 5 stars","F","1.9"
"56","Quintin Morris",BUF,"vs. MIN","4 out of 5 stars","F","1.9"
"57","Chris Manhertz",JAC,"at KC","4 out of 5 stars","F","1.9"
"58","Ko Kieft",TB,"vs. SEA","3 out of 5 stars","F","1.8"
"59","Jack Stoll",PHI,"vs. WAS","1 out of 5 stars","F","1.7"
"60","Ross Dwelley",SF,"vs. LAC","3 out of 5 stars","F","1.7"
"61","Trey McBride",ARI,"at LAR","3 out of 5 stars","F","1.6"
"62","Marcedes Lewis",GB,"vs. DAL","2 out of 5 stars","F","1.6"
"63","Parker Hesse",ATL,"at CAR","3 out of 5 stars","F","1.6"
"64","Jesper Horsted",LV,"vs. IND","4 out of 5 stars","F","1.5"
"65","Trevon Wesco",CHI,"vs. DET","4 out of 5 stars","F","1.5"
"66","Eric Saubert",DEN,"at TEN","4 out of 5 stars","F","1.5"
"67","Eric Tomlinson",DEN,"at TEN","4 out of 5 stars","F","1.4"
"68","Kyle Rudolph",TB,"vs. SEA","3 out of 5 stars","F","1.4"
"69","Connor Heyward",PIT,"vs. NO","1 out of 5 stars","F","1.3"
"70","Richard Rodgers",LAC,"at SF","3 out of 5 stars","F","1.2"
"71","Tyler Kroft",SF,"vs. LAC","3 out of 5 stars","F","1.1"
"72","Brycen Hopkins",LAR,"vs. ARI","4 out of 5 stars","F","1.1"
"73","Ryan Griffin",CHI,"vs. DET","4 out of 5 stars","F","1.0"
"74","MyCole Pruitt",ATL,"at CAR","3 out of 5 stars","F","1.0"
"75","Luke Farrell",JAC,"at KC","4 out of 5 stars","F","1.0"
