player,pos,team,games_played,py_games_played,touches,fmb,adj_rus_att_per,adj_rus_yds_per,adj_rus_tds_per,adj_tgt_per,adj_rec_per,adj_rec_yds_per,adj_rec_tds_per,py_qb_fl,py_fl_per_tou,injury_status
Cordarrelle Patterson,RB,PIT,2,2,26,0,0.06334385798498983,0.07632703372138297,0.07308602761048673,0.03876445841462291,0.04043983422462981,0.029676963358694186,0.03579804372144408,0,0.01233548720961132,NA
MyCole Pruitt,TE,PIT,2,2,2,0,0,0,0,0.026894433102261545,0.02254576620699704,0.021290796217498274,0.022077225483218506,0,0.01332151498622358,NA
Mike Williams,WR,PIT,2,2,13,0,1.5810609040731784e-6,1.1350772941199597e-6,1.7425015271762866e-6,0.05599573775462869,0.056333704195767276,0.06522828957925336,0.07063732766560567,0,0.01143792220870222,NA
Van Jefferson,WR,PIT,2,2,14,0,4.103711542165788e-11,1.8005331017953927e-11,3.710753448686009e-11,0.08075236988129177,0.07167475423705523,0.06800330710307834,0.07868452511404406,0,0.01141820165316997,NA
Najee Harris,RB,PIT,2,2,196,0,0.5347204203189811,0.5146458561489428,0.55202211414504,0.08830788741106578,0.09072826595101788,0.08245324342078383,0.0801679354697883,0,0.00956502888152281,NA
Pat Freiermuth,TE,PIT,2,2,31,1,0,0,0,0.10405754204544335,0.11618782723286782,0.10511917937690719,0.11307185268952595,0,0.01120127554231527,NA
George Pickens,WR,PIT,2,2,50,1,0.005843879369773613,0.007267653147306469,0.006829678169008471,0.26311371174848064,0.2629781248096127,0.29980370106896614,0.26749647792313236,0,0.01553077665421894,NA
Calvin Austin,WR,PIT,2,2,17,0,2.2676527549364712e-7,9.917714219213075e-8,2.0489364283130506e-7,0.11514606902367287,0.10267120858327242,0.09640116629713633,0.11540325537403341,0,0.014613491097777591,NA
Connor Heyward,TE,PIT,2,2,4,0,2.767279934894633e-11,1.2129447739362337e-11,2.5016905083818064e-11,0.018571330409847077,0.018695727815189384,0.018001251715450278,0.01994012245667439,0,0.01135903998657323,NA
Jaylen Warren,RB,PIT,2,0,63,1,0.29020421318102224,0.3636905676487026,0.2949597191693067,0.1185736273795261,0.131033872754116,0.11733477539543966,0.11394631767162636,0,0.01435768332424229,NA
Darnell Washington,TE,PIT,2,2,14,0,0,0,0,0.0744715297291059,0.06936539076814241,0.08184425950999011,0.06853833427586138,0,0.0116942894306214,NA
David Njoku,TE,CLE,2,1,39,0,0,0,0,0.18820171614014253,0.2092274980968358,0.18634844394080333,0.16684252983302508,0,0.01356830165456859,NA
Nick Chubb,RB,CLE,2,2,55,0,0.6085518078954958,0.6555815605685609,0.6539832006427752,0.03989142099732463,0.03911753482580083,0.030767013271711736,0.035551357235666145,0,0.01120127554231527,NA
Jordan Akins,TE,CLE,2,2,20,0,0,0,0,0.07208794056508336,0.0656463175546017,0.07227931848391396,0.062150667277434526,0,0.01153652498636344,NA
Jerry Jeudy,WR,CLE,2,2,39,0,0,0,0,0.19552454353920037,0.1866907938647515,0.23237967574975577,0.2207858891146805,0,0.01243408998727254,NA
Elijah Moore,WR,CLE,2,2,39,0,0,0,0,0.16267617795344294,0.1614412866084735,0.15060444690773722,0.18193299349600175,0,0.01382466887648778,NA
Jaelon Darden,WR,CLE,1,0,0,0,0,0,2.2202778640348218e-12,0.004403525589260985,0.004700868442298581,0.00418205443144378,0.004261426523660603,0,0.01183233331934712,NA
Pierre Strong,RB,CLE,2,2,26,0,0.09357911639033906,0.07894348508684387,0.09143112592523568,0.028563368040448265,0.027928174361118146,0.027794739382568684,0.027753484824993162,0,0.01215800220982111,NA
Jerome Ford,RB,CLE,2,2,82,0,0.15651277948608097,0.1218855071573945,0.11307234042693386,0.09445496815205957,0.10180387928992839,0.07934537143866909,0.07978207768679073,0,0.00860830221401698,NA
Cedric Tillman,WR,CLE,2,2,28,0,0.0012378381513968337,3.267027000538031e-4,0.0015163594600393494,0.15122758028954963,0.1397479559403634,0.15794513947449101,0.16269988037759775,0,0.01139848109763773,Q
Jamari Thrash,WR,CLE,2,0,1,0,0,0,0,0.011412351099795638,0.013311572843433834,0.012583283961062933,0.009533982767453793,0.21,0.007,NA
Ben Skowronek,WR,PIT,2,0,1,0,0,0,0,0.015351303100053422,0.017345523221332083,0.01484306695680231,0.01423858215504551,0,0.01163512776402467,NA
Kadarius Toney,WR,CLE,2,0,1,0,0.03192992260659312,0,0.0037615661983856543,0.05155640763369209,0.0503841181723943,0.04577051295784246,0.04870571086269599,0,0.01274961887578847,NA
Mike Evans,WR,TB,2,2,26,0,1.6742148364490462e-12,1.6054970797108258e-12,1.848179789336213e-12,0.22406250119689228,0.21024720059478777,0.22060109876778713,0.24364208895065748,0,0.01027440943229975,Q
