"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS"
"1","San Francisco 49ers",SF,"vs. NO","5 out of 5 stars","A+","8.6"
"2","Dallas Cowboys",DAL,"vs. NYG","3 out of 5 stars","A+","8.3"
"3","Denver Broncos",DEN,"at CAR","4 out of 5 stars","A","8.2"
"4","Kansas City Chiefs",KC,"vs. LAR","5 out of 5 stars","A-","7.9"
"5","New York Jets",NYJ,"vs. CHI","5 out of 5 stars","B+","7.9"
"6","Baltimore Ravens",BAL,"at JAC","2 out of 5 stars","B+","7.9"
"7","Buffalo Bills",BUF,"at DET","2 out of 5 stars","B","7.9"
"8","Miami Dolphins",MIA,"vs. HOU","5 out of 5 stars","B","7.8"
"9","Philadelphia Eagles",PHI,"vs. GB","3 out of 5 stars","B","7.6"
"10","Washington Commanders",WAS,"vs. ATL","3 out of 5 stars","B","7.5"
"11","New England Patriots",NE,"at MIN","2 out of 5 stars","B-","7.3"
"12","Indianapolis Colts",IND,"vs. PIT","4 out of 5 stars","B-","7.1"
"13","Pittsburgh Steelers",PIT,"at IND","5 out of 5 stars","C+","6.9"
"14","Tennessee Titans",TEN,"vs. CIN","2 out of 5 stars","C","6.8"
"15","Tampa Bay Buccaneers",TB,"at CLE","2 out of 5 stars","C+","6.8"
"16","Minnesota Vikings",MIN,"vs. NE","4 out of 5 stars","C","6.5"
"17","Cincinnati Bengals",CIN,"at TEN","3 out of 5 stars","C-","6.5"
"18","Carolina Panthers",CAR,"vs. DEN","5 out of 5 stars","D+","6.1"
"19","Chicago Bears",CHI,"at NYJ","3 out of 5 stars","C-","6.1"
"20","Seattle Seahawks",SEA,"vs. LV","2 out of 5 stars","D+","6.0"
"21","Los Angeles Chargers",LAC,"at ARI","3 out of 5 stars","D","6.0"
"22","Atlanta Falcons",ATL,"at WAS","4 out of 5 stars","D","6.0"
"23","New Orleans Saints",NO,"at SF","3 out of 5 stars","D-","6.0"
"24","New York Giants",NYG,"at DAL","1 out of 5 stars","F","6.0"
"25","Green Bay Packers",GB,"at PHI","2 out of 5 stars","F","5.9"
"26","Arizona Cardinals",ARI,"vs. LAC","2 out of 5 stars","F","5.8"
"27","Cleveland Browns",CLE,"vs. TB","1 out of 5 stars","F","5.5"
"28","Las Vegas Raiders",LV,"at SEA","3 out of 5 stars","F","5.5"
"29","Jacksonville Jaguars",JAC,"vs. BAL","2 out of 5 stars","F","5.4"
"30","Los Angeles Rams",LAR,"at KC","1 out of 5 stars","F","5.3"
"31","Detroit Lions",DET,"vs. BUF","3 out of 5 stars","F","5.0"
"32","Houston Texans",HOU,"at MIA","1 out of 5 stars","F","5.0"
