"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS"
"1","Josh Allen",BUF,"at NYJ","3 out of 5 stars","A+","25.1"
"2","Jalen Hurts",PHI,"at HOU","2 out of 5 stars","A","24.0"
"3","Patrick Mahomes II",KC,"vs. TEN","3 out of 5 stars","A","23.0"
"4","Lamar Jackson",BAL,"at NO","4 out of 5 stars","A","22.1"
"5","Kyler Murray",ARI,"vs. SEA","4 out of 5 stars","A","21.2"
"6","Justin Herbert",LAC,"at ATL","4 out of 5 stars","B+","20.4"
"7","Joe Burrow",CIN,"vs. CAR","3 out of 5 stars","B+","19.8"
"8","Tua Tagovailoa",MIA,"at CHI","3 out of 5 stars","B","19.4"
"9","Geno Smith",SEA,"at ARI","3 out of 5 stars","B","18.9"
"10","Justin Fields",CHI,"vs. MIA","4 out of 5 stars","B","18.7"
"11","Aaron Rodgers",GB,"at DET","5 out of 5 stars","B","18.3"
"12","Kirk Cousins",MIN,"at WAS","4 out of 5 stars","B-","18.0"
"13","Tom Brady",TB,"vs. LAR","2 out of 5 stars","B-","17.7"
"14","Trevor Lawrence",JAC,"vs. LV","5 out of 5 stars","C+","17.4"
"15","Marcus Mariota",ATL,"vs. LAC","4 out of 5 stars","C+","17.0"
"16","Derek Carr",LV,"at JAC","4 out of 5 stars","C","16.7"
"17","Jared Goff",DET,"vs. GB","2 out of 5 stars","C","16.3"
"18","Taylor Heinicke",WAS,"vs. MIN","4 out of 5 stars","C-","15.8"
"19","Andy Dalton",NO,"vs. BAL","3 out of 5 stars","C-","15.3"
"20","Matthew Stafford",LAR,"at TB","3 out of 5 stars","D+","15.0"
"21","Mac Jones",NE,"vs. IND","3 out of 5 stars","D","14.3"
"22","Sam Ehlinger",IND,"at NE","3 out of 5 stars","D-","13.6"
"23","PJ Walker",CAR,"at CIN","2 out of 5 stars","D","13.1"
"24","Zach Wilson",NYJ,"vs. BUF","2 out of 5 stars","F","12.4"
"25","Davis Mills",HOU,"vs. PHI","1 out of 5 stars","F","11.8"
"26","Ryan Tannehill",TEN,"at KC","4 out of 5 stars","F","11.2"
"27","Malik Willis",TEN,"at KC","4 out of 5 stars","F","7.4"
"28","Bailey Zappe",NE,"vs. IND","3 out of 5 stars","F","6.8"
"29","Jameis Winston",NO,"vs. BAL","3 out of 5 stars","F","1.8"
"30","Baker Mayfield",CAR,"at CIN","2 out of 5 stars","F","1.0"
"31","Teddy Bridgewater",MIA,"at CHI","3 out of 5 stars","F","1.0"
"32","Jeff Driskel",HOU,"vs. PHI","1 out of 5 stars","F","0.9"
"33","Sam Howell",WAS,"vs. MIN","4 out of 5 stars","F","0.9"
"34","Desmond Ridder",ATL,"vs. LAC","4 out of 5 stars","F","0.9"
"35","Logan Woodside",TEN,"at KC","4 out of 5 stars","F","0.9"
"36","Nick Foles",IND,"at NE","3 out of 5 stars","F","0.9"
"37","Case Keenum",BUF,"at NYJ","3 out of 5 stars","F","0.9"
