player,pos,team,games_played,py_games_played,touches,fmb,adj_rus_att_per,adj_rus_yds_per,adj_rus_tds_per,adj_tgt_per,adj_rec_per,adj_rec_yds_per,adj_rec_tds_per,py_qb_fl,py_fl_per_tou,injury_status
Taiwan Jones,RB,BUF,1,0,0,0,0,0,0,0,0,0,0,0.21,0.007,NA
Stefon Diggs,WR,BUF,2,17,84,1,0,0,0,0.3069180705449669,0.30462616321458197,0.3100964024772399,0.332999352524484,0,0.00414284287898644,NA
Isaiah McKenzie,WR,BUF,2,15,37,0,0.04442683332630224,0.04043138483414674,0.029827519996118896,0.11572144900030039,0.11419495201300829,0.12431722127895804,0.1313553561169168,0,0.01766531834590636,NA
Nyheim Hines,RB,BUF,2,17,46,1,0.040225232937025956,0.014167418211195212,0.02652594264666979,0.06347502827551331,0.06116338606199738,0.05946161503800643,0.06134500380591816,0,0.01041933811596278,NA
Devin Singletary,RB,BUF,2,17,155,2,0.5046841631417112,0.4517676958717733,0.42099840342667516,0.0835348245717309,0.08891349984185073,0.07513365182184585,0.07622732360388408,0,0.00596810196407086,NA
Dawson Knox,TE,BUF,2,15,33,0,0,0,0,0.1383069511923234,0.15074672479375176,0.14562632900884115,0.12915681689101938,0,0.00270647060928084,NA
Tommy Sweeney,TE,BUF,1,13,1,0,0,0,0,0.004740911332310607,0.004849723960892171,0.004527150943814137,0.004677693606408614,0,0.01764474221421911,NA
Gabriel Davis,WR,BUF,2,16,33,0,0,0,0,0.18094029289762056,0.17956448486172513,0.19115124777071046,0.17410507917257212,0,0.00270647060928084,NA
Reggie Gilliam,RB,BUF,2,0,7,0,0,0,0,0.008629108040797943,0.008914756721682295,0.008179270211890168,0.00848433915047818,0.21,0.007,NA
James Cook,RB,BUF,2,0,55,1,0.1431256514894085,0.14539783863398748,0.10428123184708156,0.06257964678940679,0.052671086220403326,0.0478500246257924,0.04739847752395399,0,0.00649552946227403,NA
Khalil Shakir,WR,BUF,1,0,7,0,0,0,0,0.03515371735502924,0.034355222310106855,0.03365708682290143,0.034250557604364726,0,0.00649552946227403,NA
Matt Slater,WR,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
DeVante Parker,WR,NE,2,10,21,0,0,0,0,0.10899222643755026,0.11171133627912608,0.13064562296231155,0.10611614971665166,0,0.00270647060928084,NA
Nelson Agholor,WR,NE,2,15,23,2,1.1107521444959953e-4,1.5829940890933693e-4,2.0887735099247478e-4,0.10327782180349956,0.09954536644537032,0.0920197421431233,0.11965996788289437,0,0.00270647060928084,NA
Hunter Henry,TE,NE,2,17,23,0,0,0,0,0.10763623529718881,0.10612105937039762,0.12906477403728994,0.13993808714449957,0,0.00270647060928084,NA
Jonnu Smith,TE,NE,1,16,21,1,0.015014733316351314,0.016378429526944436,0.015660510936267896,0.078868968734674,0.08233191976328452,0.07885355977878432,0.07596118572086713,0,0.00663759471584354,NA
Kendrick Bourne,WR,NE,2,17,22,2,0.04976901151050628,0,0.010587509092097469,0.0814049409171772,0.08130515899437407,0.07473889972867126,0.07149579224347838,0,0.00710915761000706,NA
Jakobi Meyers,WR,NE,2,17,49,1,0.008365728418678341,0.007988381910304525,0.010512023067121642,0.20979879486080627,0.20836556371184256,0.2221208724466862,0.2059028621371327,0,0.00622862020986182,Q
Rhamondre Stevenson,RB,NE,2,12,201,0,0.8474908587828275,0.8955359479371304,0.8527395879311737,0.1979033073540143,0.20664198189848412,0.1776331968843315,0.1759894913780927,0,0.00573866947481304,NA
Tyquan Thornton,WR,NE,1,0,13,0,0.001021081630907721,0.0031732288994262598,0.0032407425282501893,0.09668723028332464,0.0881265608135821,0.0794892568966707,0.08921875506613944,0,0.00649552946227403,NA
Pierre Strong,RB,NE,1,0,1,0,3.8578063259171296e-4,0.0011739742541128037,0.0011401463525823068,0.004367345142727674,0.004365525406156958,0.004443638709772094,0.004479190455982003,0,0.00649552946227403,NA
Kevin Harris,RB,NE,1,0,3,0,0.00310873031260364,0.009522805072336198,0.00912734266770893,0.01106312916903732,0.011485527317381592,0.010990436412359141,0.01123851825426204,0,0.00649552946227403,NA
Raleigh Webb,WR,NE,1,0,0,0,0,0,0,0,0,0,0,0.21,0.007,NA
Darren Andrews,WR,NE,1,0,0,0,0,0,0,0,0,0,0,0.21,0.007,NA
Derek Watt,RB,PIT,2,0,8,0,0.022625419749620818,0.017019985433322272,0.011500202982324171,0.015566004765834255,0.018896812860628203,0.008164148433895908,0.01567159932888199,0.21,0.007,NA
Diontae Johnson,WR,PIT,2,16,62,1,0.017875129676340924,0.01292792516613463,0.013985138254541422,0.2558592713753447,0.2520250863522452,0.24763073061507385,0.2475468642666694,0,0.00800527974289824,NA
Miles Boykin,WR,PIT,1,0,1,0,0,0,0,0.0019692865557037497,0.002036631962791413,0.002145986499875381,0.0020801518265135942,0.21,0.007,NA
Benny Snell,RB,PIT,2,17,13,0,0.12212481504502223,0.11519221894458856,0.14241148330339998,0.008393272767179806,0.010565402095889976,0.008054323888052894,0.005749188686632028,0,0.00270647060928084,NA
