"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS"
"1","Patrick Mahomes II",KC,"at LAC","3 out of 5 stars","A+","25.4"
"2","Josh Allen",BUF,"vs. CLE","4 out of 5 stars","A+","24.1"
"3","Justin Fields",CHI,"at ATL","4 out of 5 stars","A","23.1"
"4","Jalen Hurts",PHI,"at IND","3 out of 5 stars","A-","21.9"
"5","Lamar Jackson",BAL,"vs. CAR","3 out of 5 stars","A-","20.9"
"6","Joe Burrow",CIN,"at PIT","4 out of 5 stars","B+","20.1"
"7","Dak Prescott",DAL,"at MIN","3 out of 5 stars","B+","19.3"
"8","Justin Herbert",LAC,"vs. KC","4 out of 5 stars","B","18.5"
"9","Daniel Jones",NYG,"vs. DET","4 out of 5 stars","B","18.0"
"10","Kirk Cousins",MIN,"vs. DAL","2 out of 5 stars","B","17.4"
"11","Aaron Rodgers",GB,"vs. TEN","3 out of 5 stars","B-","17.0"
"12","Jimmy Garoppolo",SF,"at ARI","4 out of 5 stars","B-","16.5"
"13","Russell Wilson",DEN,"vs. LV","5 out of 5 stars","C+","16.2"
"14","Marcus Mariota",ATL,"vs. CHI","4 out of 5 stars","C+","15.9"
"15","Kyler Murray",ARI,"vs. SF","2 out of 5 stars","C-","15.5"
"16","Taylor Heinicke",WAS,"at HOU","2 out of 5 stars","C","15.2"
"17","Jared Goff",DET,"at NYG","3 out of 5 stars","C-","14.9"
"18","Derek Carr",LV,"at DEN","1 out of 5 stars","D+","14.6"
"19","Kenny Pickett",PIT,"vs. CIN","2 out of 5 stars","D+","14.2"
"20","Matt Ryan",IND,"vs. PHI","2 out of 5 stars","D","14.0"
"21","Ryan Tannehill",TEN,"at GB","2 out of 5 stars","D","13.8"
"22","Jacoby Brissett",CLE,"at BUF","2 out of 5 stars","D","13.6"
"23","Andy Dalton",NO,"vs. LAR","2 out of 5 stars","D","13.4"
"24","Matthew Stafford",LAR,"at NO","4 out of 5 stars","D-","13.2"
"25","Davis Mills",HOU,"vs. WAS","4 out of 5 stars","F","13.1"
"26","Mac Jones",NE,"vs. NYJ","2 out of 5 stars","F","12.8"
"27","Zach Wilson",NYJ,"at NE","3 out of 5 stars","F","12.7"
"28","Baker Mayfield",CAR,"at BAL","3 out of 5 stars","F","12.2"
"29","Colt McCoy",ARI,"vs. SF","2 out of 5 stars","F","6.1"
"30","Jameis Winston",NO,"vs. LAR","2 out of 5 stars","F","1.6"
"31","John Wolford",LAR,"at NO","4 out of 5 stars","F","1.3"
"32","Desmond Ridder",ATL,"vs. CHI","4 out of 5 stars","F","1.1"
"33","Malik Willis",TEN,"at GB","2 out of 5 stars","F","1.0"
"34","Bailey Zappe",NE,"vs. NYJ","2 out of 5 stars","F","0.9"
"35","Sam Darnold",CAR,"at BAL","3 out of 5 stars","F","0.9"
"36","Case Keenum",BUF,"vs. CLE","4 out of 5 stars","F","0.9"
"37","Trace McSorley",ARI,"vs. SF","2 out of 5 stars","F","0.9"
"38","Sam Ehlinger",IND,"vs. PHI","2 out of 5 stars","F","0.9"
"39","Bryce Perkins",LAR,"at NO","4 out of 5 stars","F","0.9"
