"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS"
"1","Travis Kelce",KC,"at LAC","3 out of 5 stars","A+","16.3"
"2","Mark Andrews",BAL,"vs. CAR","3 out of 5 stars","A","11.2"
"3","T.J. Hockenson",MIN,"vs. DAL","2 out of 5 stars","A","10.8"
"4","George Kittle",SF,"at ARI","4 out of 5 stars","A-","10.7"
"5","Dalton Schultz",DAL,"at MIN","4 out of 5 stars","B+","10.3"
"6","Pat Freiermuth",PIT,"vs. CIN","2 out of 5 stars","B","9.6"
"7","Greg Dulcich",DEN,"vs. LV","5 out of 5 stars","B","8.5"
"8","Tyler Higbee",LAR,"at NO","1 out of 5 stars","B","8.1"
"9","Cole Kmet",CHI,"at ATL","3 out of 5 stars","B-","7.8"
"10","Kyle Pitts",ATL,"vs. CHI","2 out of 5 stars","B-","7.3"
"11","Foster Moreau",LV,"at DEN","3 out of 5 stars","C+","7.0"
"12","Hayden Hurst",CIN,"at PIT","3 out of 5 stars","C-","6.8"
"13","Dawson Knox",BUF,"vs. CLE","4 out of 5 stars","D+","6.5"
"14","Juwan Johnson",NO,"vs. LAR","3 out of 5 stars","D+","6.3"
"15","Taysom Hill",NO,"vs. LAR","3 out of 5 stars","D+","6.1"
"16","Robert Tonyan",GB,"vs. TEN","3 out of 5 stars","D","5.8"
"17","Tyler Conklin",NYJ,"at NE","3 out of 5 stars","D","5.6"
"18","Isaiah Likely",BAL,"vs. CAR","3 out of 5 stars","D-","5.1"
"19","Gerald Everett",LAC,"vs. KC","4 out of 5 stars","D-","5.0"
"20","Trey McBride",ARI,"vs. SF","3 out of 5 stars","D-","5.0"
"21","Hunter Henry",NE,"vs. NYJ","2 out of 5 stars","F","4.9"
"22","Logan Thomas",WAS,"at HOU","3 out of 5 stars","F","4.8"
"23","David Njoku",CLE,"at BUF","2 out of 5 stars","D","4.5"
"24","Austin Hooper",TEN,"at GB","4 out of 5 stars","F","4.5"
"25","Kylen Granson",IND,"vs. PHI","3 out of 5 stars","F","4.1"
"26","Harrison Bryant",CLE,"at BUF","2 out of 5 stars","F","4.0"
"27","Brock Wright",DET,"at NYG","4 out of 5 stars","F","3.9"
