player,Position,Team,player_games,pl_tgt,pl_rec,pl_rec_yds,pl_rec_tds,tgt_per,rec_per,rec_yds_per,rec_tds_per,Pick,rep,tot_tgt_per,tot_rec_per,tot_rec_yds_per,tot_rec_tds_per,adj_tgt_per,adj_rec_per,adj_rec_yds_per,adj_rec_tds_per
Hayden Hurst,TE,CAR,13,68,52,414,2,0.14577553593947035,0.16267942583732056,0.12768505079825834,0.11097694030292889,NA,NA,1.3953281856847293,1.46312985024636,1.538652718150931,1.3418597840983797,0.10447401366577708,0.11118591135976673,0.08298497074226292,0.08270382764134804
DJ Chark,WR,CAR,11,52,30,502,3,0.13667285095856527,0.12105388084500354,0.18122358837145103,0.15038595777877206,NA,NA,1.3953281856847293,1.46312985024636,1.538652718150931,1.3418597840983797,0.09795032621052932,0.08273625257841649,0.11778069621144636,0.11207278104680599
Ian Thomas,TE,CAR,17,30,21,197,0,0.06564551422319474,0.07865168539325844,0.0657543391188251,0.03478456527666996,NA,NA,1.3953281856847293,1.46312985024636,1.538652718150931,1.3418597840983797,0.04704664816254717,0.05375577935206172,0.04273500988439099,0.025922652790464504
Miles Sanders,RB,CAR,17,26,20,78,0,0.04850746268656716,0.05714285714285714,0.01900121802679659,0.02259841604575002,NA,NA,1.3953281856847293,1.46312985024636,1.538652718150931,1.3418597840983797,0.03476419611115581,0.039055219284355035,0.012349257114777152,0.016841115825625787
Laviska Shenault,WR,CAR,13,32,27,272,1,0.0915670762497896,0.13223854796888507,0.11872239909623086,0.09546517578278788,NA,NA,1.3953281856847293,1.46312985024636,1.538652718150931,1.3418597840983797,0.06562404256519401,0.0903805960534664,0.07715997099001325,0.07114392793799441
Stephen Sullivan,TE,CAR,14,6,2,46,0,0.01594248202563301,0.00909577314071696,0.01864390616059507,0.007214377093575304,NA,NA,1.3953281856847293,1.46312985024636,1.538652718150931,1.3418597840983797,0.011425614553761456,0.006216654755000333,0.012117033259461108,0.005376401602513766
Giovanni Ricci,TE,CAR,15,9,8,100,0,0.02231947483588621,0.03395755305867665,0.03782821539830885,0.014456323207603936,NA,NA,1.3953281856847293,1.46312985024636,1.538652718150931,1.3418597840983797,0.015995860375266034,0.02320884441866791,0.024585284874268924,0.010773348585983151
Terrace Marshall,WR,CAR,14,47,28,490,1,0.12488277586745858,0.12734082397003746,0.1985981308411215,0.10812805921791098,NA,NA,1.3953281856847293,1.46312985024636,1.538652718150931,1.3418597840983797,0.08950064733779807,0.08703316657000468,0.12907274558991186,0.08058074360620637
Tommy Tremble,TE,CAR,17,32,19,174,3,0.0700218818380744,0.07116104868913858,0.05807743658210947,0.12773737142110034,NA,NA,1.3953281856847293,1.46312985024636,1.538652718150931,1.3418597840983797,0.05018309137338365,0.04863618131853203,0.03774564324814229,0.09519427658153526
Chuba Hubbard,RB,CAR,15,17,14,171,0,0.04215900802334062,0.05942571785268415,0.06468624833110814,0.025922234516848594,NA,NA,1.3953281856847293,1.46312985024636,1.538652718150931,1.3418597840983797,0.03021440293105807,0.04061547773266885,0.04204083713499986,0.019318139513560442
Shi Smith,WR,CAR,17,41,22,296,2,0.08971553610503281,0.08239700374531836,0.0987983978638184,0.1071682743744378,NA,NA,1.3953281856847293,1.46312985024636,1.538652718150931,1.3418597840983797,0.0642970858221478,0.05631557836882656,0.06421097931867883,0.07986547897509734
Spencer Brown,RB,CAR,2,4,2,10,0,0.07439824945295405,0.06367041198501873,0.02837116154873164,0.030987240315864487,NA,NA,1.3953281856847293,1.46312985024636,1.538652718150931,1.3418597840983797,0.05331953458422013,0.04351658328500234,0.018438963655701694,0.02309275580286161
Raheem Blackshear,RB,CAR,13,12,10,93,0,0.0343376535936711,0.04897723998847594,0.04059258498510835,0.019990257895200002,NA,NA,1.3953281856847293,1.46312985024636,1.538652718150931,1.3418597840983797,0.024609015961947752,0.033474294834617176,0.02638190184585012,0.014897426789365942
Cordarrelle Patterson,RB,ATL,13,31,21,122,0,0.09768303985171456,0.10685423525890451,0.05911021175934107,0.046359916427698426,NA,NA,1.281740108189119,1.2599977623042509,1.2852249695996714,1.2042423562334246,0.07621126874911022,0.08480509922770997,0.04599211278765696,0.03849716478392348
Keith Smith,RB,ATL,17,2,1,8,0,0.00481927710843373,0.00389105058365758,0.00296406076324564,0.0020848829409816335,NA,NA,1.281740108189119,1.2599977623042509,1.2852249695996714,1.2042423562334246,0.003759948742840348,0.003088140868235931,0.0023062583075777786,0.0017312818555084188
Jonnu Smith,TE,ATL,14,38,27,245,0,0.08544973544973546,0.09158020750199522,0.08413461538461539,0.04351292652619469,NA,NA,1.281740108189119,1.2599977623042509,1.2852249695996714,1.2042423562334246,0.06666697476640675,0.07268283344766878,0.06546294802443971,0.03613303111368087
Mack Hollins,WR,ATL,17,94,57,690,4,0.16040955631399317,0.15877437325905294,0.17539400101677682,0.15288651659760533,NA,NA,1.281740108189119,1.2599977623042509,1.2852249695996714,1.2042423562334246,0.12514982974249328,0.12601163113868594,0.1364694937971906,0.12695660122418959
KhaDarel Hodge,WR,ATL,17,20,13,202,1,0.04819277108433735,0.05058365758754864,0.07484253427195259,0.056531759542294245,NA,NA,1.281740108189119,1.2599977623042509,1.2852249695996714,1.2042423562334246,0.03759948742840352,0.04014583128706719,0.05823302226633905,0.04694383921116324
Scott Miller,WR,ATL,15,40,23,185,0,0.06036395916555703,0.05223780895123581,0.04571885448466347,0.027498546582540976,NA,NA,1.281740108189119,1.2599977623042509,1.2852249695996714,1.2042423562334246,0.047095318918311015,0.04145865216117898,0.03557264725326977,0.022834727943426357
Penny Hart,WR,ATL,9,4,3,20,0,0.01318596082993988,0.01420217209690894,0.00960289216516974,0.006387105238538285,NA,NA,1.281740108189119,1.2599977623042509,1.2852249695996714,1.2042423562334246,0.010287546395477475,0.011271585174037436,0.0074717597248059224,0.005303837060270482
Parker Hesse,TE,ATL,17,11,9,89,0,0.02650602409638554,0.03501945525291829,0.03297517599110782,0.015176941911144909,NA,NA,1.281740108189119,1.2599977623042509,1.2852249695996714,1.2042423562334246,0.020679718085621936,0.027793267814123435,0.025657123671802846,0.01260289661178724
Kyle Pitts,TE,ATL,10,59,28,356,2,0.24168674698795184,0.18521400778210115,0.2242311967395332,0.21062690758825647,NA,NA,1.281740108189119,1.2599977623042509,1.2852249695996714,1.2042423562334246,0.18856142945344367,0.1469955053280306,0.17446844096825936,0.17490408512705524
Drake London,WR,ATL,17,117,72,866,4,0.28192771084337354,0.2801556420233463,0.32085957762134126,0.2622382906000088,NA,NA,1.281740108189119,1.2599977623042509,1.2852249695996714,1.2042423562334246,0.21995700145616062,0.22234614251298748,0.2496524617952951,0.21776205532267276
Tyler Allgeier,RB,ATL,16,17,16,139,1,0.04352409638554217,0.06614785992217899,0.05471934049648018,0.05752513713436041,NA,NA,1.281740108189119,1.2599977623042509,1.2852249695996714,1.2042423562334246,0.03395703708377693,0.05249839476001094,0.04257569047504924,0.047768737610496416
Josh Ali,WR,ATL,2,1,0,0,0,0.02048192771084337,0,0,0.005120481927710843,NA,NA,1.281740108189119,1.2599977623042509,1.2852249695996714,1.2042423562334246,0.015979782157071493,0,0,0.004252036063343974
Bijan Robinson,RB,ATL,NA,NA,NA,NA,NA,0.12540323815280602,0.12540323815280602,0.12540323815280602,0.12540323815280602,8,0.12540323815280602,1.281740108189119,1.2599977623042509,1.2852249695996714,1.2042423562334246,0.0978382726354561,0.09952655624044274,0.09757298614566078,0.10413455190617664
Jonathan Mingo,WR,CAR,NA,NA,NA,NA,NA,0.1918053245437864,0.1918053245437864,0.1918053245437864,0.1918053245437864,39,0.1918053245437864,1.3953281856847293,1.46312985024636,1.538652718150931,1.3418597840983797,0.13746251707060717,0.13109248267437812,0.12465797010665772,0.14293991579206908
MyCole Pruitt,TE,ATL,13,21,16,150,4,0.06617238183503245,0.08141275067345106,0.0726764898680423,0.18986881089273389,NA,NA,1.281740108189119,1.2599977623042509,1.2852249695996714,1.2042423562334246,0.051626988507461766,0.06461340893539808,0.05654767965695528,0.1576666108029924
Godwin Igwebuike,RB,ATL,5,1,1,3,0,0.00593368237347295,0.00852130325814536,0.00259278088459583,0.003020894170549624,NA,NA,1.281740108189119,1.2599977623042509,1.2852249695996714,1.2042423562334246,0.004629395877964866,0.006762951104422459,0.002017375125697599,0.0025085433633128813
Tyler Boyd,WR,CIN,16,82,58,762,5,0.14282786885245902,0.14742822966507177,0.19094929245283015,0.1528089880510157,NA,NA,1.2804926982032685,1.3141355340912548,1.4060220034409516,1.3547250836977434,0.11154133799659213,0.11218647227815864,0.1358081822229814,0.11279704634531544
Joe Mixon,RB,CIN,14,75,60,441,2,0.14929742388758782,0.1742993848257006,0.12629716981132075,0.11079285822790452,NA,NA,1.2804926982032685,1.3141355340912548,1.4060220034409516,1.3547250836977434,0.11659373309748307,0.13263425293969494,0.08982588430496409,0.08178253991244754
Trent Taylor,WR,CHI,16,10,6,62,0,0.01741803278688524,0.0152511961722488,0.01553655660377358,0.008195843282935988,NA,NA,1.6010234270226966,1.6382738348034005,1.806531814010372,1.6835072033340976,0.010879311628360274,0.00930930827817256,0.008600212010262653,0.004868314947928082
Tanner Hudson,TE,CIN,11,15,10,132,0,0.04458041958041958,0.04466631634261692,0.06461830852074754,0.024306883198572188,NA,NA,1.2804926982032685,1.3141355340912548,1.4060220034409516,1.3547250836977434,0.03481505177106662,0.03398912454909331,0.045958248421864974,0.01794229950494913
Irv Smith,TE,CIN,8,36,25,182,2,0.11383928571428573,0.11858258928571427,0.08625111507582515,0.1257056546623444,NA,NA,1.2804926982032685,1.3141355340912548,1.4060220034409516,1.3547250836977434,0.08890272148683084,0.09023619422003985,0.06134407204492047,0.09279052715199518
Drew Sample,TE,CIN,2,2,2,-2,0,0.02786885245901639,0.04066985645933014,-0.00400943396226415,0.012666748187427202,NA,NA,1.2804926982032685,1.3141355340912548,1.4060220034409516,1.3547250836977434,0.02176416351153017,0.030947992352595488,-0.0028516153747607646,0.009350050678070501
Trayveon Williams,RB,CIN,8,3,2,30,0,0.01045081967213114,0.01016746411483253,0.01503537735849056,0.005641362271106721,NA,NA,1.2804926982032685,1.3141355340912548,1.4060220034409516,1.3547250836977434,0.00816156131682381,0.007736998088148868,0.010693557655352863,0.004164211867775072
Trenton Irwin,WR,CIN,9,23,15,231,4,0.07122040072859745,0.06778309409888357,0.10290880503144656,0.14619995273663453,NA,NA,1.2804926982032685,1.3141355340912548,1.4060220034409516,1.3547250836977434,0.05561952897391044,0.05157998725432581,0.07319146128552631,0.10791853970665359
Stanley Morgan,WR,CIN,14,1,0,0,0,0.00199063231850117,0,0,4.976580796252925e-4,NA,NA,1.2804926982032685,1.3141355340912548,1.4060220034409516,1.3547250836977434,0.00155458310796644,0,0,3.673498672268819e-4
Tee Higgins,WR,CIN,16,109,74,1029,7,0.1898565573770492,0.1880980861244019,0.2578567216981132,0.20771452443273392,NA,NA,1.2804926982032685,1.3141355340912548,1.4060220034409516,1.3547250836977434,0.1482683639222993,0.14313446463075413,0.1833945137893017,0.15332596032382736
Devin Asiasi,TE,CIN,12,4,2,5,0,0.00928961748633879,0.00677830940988835,0.00167059748427672,0.003506210531495622,NA,NA,1.2804926982032685,1.3141355340912548,1.4060220034409516,1.3547250836977434,0.007254721170510052,0.0051579987254325764,0.0011881730728169786,0.00258813435558849
Ja Marr Chase,WR,CIN,12,134,87,1046,9,0.3112021857923497,0.29485645933014354,0.34948899371069186,0.33912077186153533,NA,NA,1.2804926982032685,1.3141355340912548,1.4060220034409516,1.3547250836977434,0.2430331592120869,0.2243729445563173,0.2485658068333134,0.2503244207569405
Chris Evans,RB,CIN,12,4,3,38,1,0.00928961748633879,0.01016746411483253,0.01269654088050314,0.025355273314955133,NA,NA,1.2804926982032685,1.3141355340912548,1.4060220034409516,1.3547250836977434,0.007254721170510052,0.007736998088148868,0.009030115353409087,0.018716176160071915
Chase Brown,RB,CIN,NA,NA,NA,NA,NA,0.062429283393986706,0.062429283393986706,0.062429283393986706,0.062429283393986706,163,0.062429283393986706,1.2804926982032685,1.3141355340912548,1.4060220034409516,1.3547250836977434,0.048754111196092534,0.04750597010311994,0.04440135591136112,0.046082621592555884
Amari Cooper,WR,CLE,17,132,78,1160,9,0.24444444444444444,0.23283582089552235,0.33681765389082463,0.3665603548976798,NA,NA,1.4203271864950497,1.4739460523691346,1.6706428511961162,1.5699184626954028,0.1721043198839709,0.15796766816619623,0.20160961012682999,0.23349005926609082
David Njoku,TE,CLE,14,80,58,628,4,0.17989417989417988,0.21023454157782517,0.22142027542724405,0.2264703026251236,NA,NA,1.4203271864950497,1.4739460523691346,1.6706428511961162,1.5699184626954028,0.1266568587890695,0.14263381026727978,0.13253597276564266,0.14425609227901895
Nick Chubb,RB,CLE,17,37,27,239,1,0.0685185185185185,0.08059701492537312,0.06939605110336818,0.062474576452456625,NA,NA,1.4203271864950497,1.4739460523691346,1.6706428511961162,1.5699184626954028,0.04824136239171911,0.05468111590368331,0.04153853174164859,0.03979479058115772
Jordan Akins,TE,CLE,15,54,37,495,5,0.10569948186528497,0.11912878787878788,0.16776315789473684,0.2027371711042798,NA,NA,1.4203271864950497,1.4739460523691346,1.6706428511961162,1.5699184626954028,0.07441910770300766,0.080823031268551,0.10041832566106206,0.12913866288074546
Harrison Bryant,TE,CLE,17,42,31,239,1,0.07777777777777778,0.09253731343283582,0.06939605110336818,0.06658043604339084,NA,NA,1.4203271864950497,1.4739460523691346,1.6706428511961162,1.5699184626954028,0.05476046541762711,0.06278202196348825,0.04153853174164859,0.04241012359908073
Donovan Peoples Jones,WR,CLE,17,96,61,839,3,0.17777777777777778,0.18208955223880596,0.24361207897793263,0.17506645359911122,NA,NA,1.4203271864950497,1.4739460523691346,1.6706428511961162,1.5699184626954028,0.1251667780974334,0.12353881741202528,0.145819364565871,0.11151308667237311
Elijah Moore,WR,CLE,16,65,37,446,1,0.1101475279106858,0.11011904761904762,0.12728310502283105,0.09219971628947836,NA,NA,1.4203271864950497,1.4739460523691346,1.6706428511961162,1.5699184626954028,0.07755081290987434,0.0747103650381564,0.07618810024638194,0.05872898400798478
Jaelon Darden,WR,CLE,14,2,2,26,0,0.00430097325332258,0.00669662091463039,0.008530080837955,0.0029327445343207033,NA,NA,1.4203271864950497,1.4739460523691346,1.6706428511961162,1.5699184626954028,0.0030281566770091325,0.004543328369356961,0.0051058673802409586,0.0018680871675879624
Demetric Felton,RB,CLE,8,4,2,8,0,0.01574074074074074,0.0126865671641791,0.00493612078977932,0.0063317823387899815,NA,NA,1.4203271864950497,1.4739460523691346,1.6706428511961162,1.5699184626954028,0.01108247514404358,0.008607212688542741,0.0029546235966862976,0.004033191843555305
David Bell,WR,CLE,16,35,24,214,0,0.06886574074074074,0.07611940298507462,0.06602061556329848,0.035236407189276224,NA,NA,1.4203271864950497,1.4739460523691346,1.6706428511961162,1.5699184626954028,0.04848582875519067,0.051643276131256466,0.039518090605679276,0.022444737116333175
Charlie Jones,WR,CIN,NA,NA,NA,NA,NA,0.07233303373711139,0.07233303373711139,0.07233303373711139,0.07233303373711139,131,0.07233303373711139,1.2804926982032685,1.3141355340912548,1.4060220034409516,1.3547250836977434,0.056488439050535744,0.055042293477841925,0.051445164841013205,0.053393145670320975
Andrei Iosivas,WR,CIN,NA,NA,NA,NA,NA,0.032664240700702285,0.032664240700702285,0.032664240700702285,0.032664240700702285,206,0.032664240700702285,1.2804926982032685,1.3141355340912548,1.4060220034409516,1.3547250836977434,0.025509119065290513,0.024856066861695596,0.023231671069701063,0.024111342658205404
Cedric Tillman,WR,CLE,NA,NA,NA,NA,NA,0.1323541021601571,0.1323541021601571,0.1323541021601571,0.1323541021601571,74,0.1323541021601571,1.4203271864950497,1.4739460523691346,1.6706428511961162,1.5699184626954028,0.09318564301143045,0.08979575741420039,0.0792234570455299,0.0843063543140435
Anthony Schwartz,WR,CLE,11,10,4,51,0,0.02861952861952861,0.01845318860244233,0.02288565093443142,0.012211425538691645,NA,NA,1.4203271864950497,1.4739460523691346,1.6706428511961162,1.5699184626954028,0.02014995480735196,0.01251958209242581,0.013698709402818306,0.007778382017194557
Miller Forristall,TE,CLE,4,1,0,0,0,0.00787037037037037,0,0,0.0019675925925925924,NA,NA,1.4203271864950497,1.4739460523691346,1.6706428511961162,1.5699184626954028,0.00554123757202179,0,0,0.001253308779625676
Marquise Goodwin,WR,CLE,13,42,27,387,4,0.09585179218687072,0.08849045691150956,0.1286418208126393,0.13728018584419524,NA,NA,1.4203271864950497,1.4739460523691346,1.6706428511961162,1.5699184626954028,0.06748571251628632,0.060036428585208516,0.07700138944750322,0.08744415019395213
Michael Woods,WR,CLE,10,10,5,45,0,0.03148148148148148,0.0253731343283582,0.02221254355400696,0.013897594875024795,NA,NA,1.4203271864950497,1.4739460523691346,1.6706428511961162,1.5699184626954028,0.02216495028808716,0.017214425377085483,0.013295806185088351,0.008852431005342741
Mitchell Wilcox,TE,CIN,16,18,17,139,1,0.03135245901639344,0.04321172248803828,0.03483195754716981,0.03298164031059252,NA,NA,1.2804926982032685,1.3141355340912548,1.4060220034409516,1.3547250836977434,0.02448468395047144,0.032882241874632706,0.024773408568234147,0.0243456334480562
Jordan Wilkins,RB,CLE,4,8,6,29,0,0.05629139072847682,0.06407035175879397,0.03591200466200466,0.027274600912138767,NA,NA,1.4203271864950497,1.4739460523691346,1.6706428511961162,1.5699184626954028,0.03963269256810287,0.04346858669339426,0.021495919751066506,0.01737325954197063
Kyle Juszczyk,RB,SF,16,23,19,200,1,0.0477294921875,0.05972633136094674,0.05510892116182573,0.044110548200532916,NA,NA,1.2714271561492374,1.2792371510284106,1.32459844028087,1.268074528281379,0.037540091822529556,0.04668902190100659,0.04160424735978124,0.034785454022419275
Chris Conley,WR,SF,9,7,4,46,0,0.02341640993475627,0.02083393173440566,0.02347594897283341,0.011326787141133257,NA,NA,1.2714271561492374,1.2792371510284106,1.32459844028087,1.268074528281379,0.01841742157346819,0.01628621535706397,0.01772306856095613,0.008932272424464238
Christian McCaffrey,RB,SF,17,108,85,741,5,0.1912668105595218,0.23438173201206375,0.2002060149614144,0.20966123060449812,NA,NA,1.2714271561492374,1.2792371510284106,1.32459844028087,1.268074528281379,0.1504347375580763,0.1832199227669697,0.1511446857199699,0.16533825570067393
George Kittle,TE,SF,15,86,60,765,11,0.19036458333333336,0.20118343195266272,0.22484439834024897,0.30803087823803543,NA,NA,1.2714271561492374,1.2792371510284106,1.32459844028087,1.268074528281379,0.14972511984869763,0.15726828429812748,0.16974532922790744,0.24291228265227405
Ray Ray McCloud,WR,SF,17,25,14,243,1,0.04882812500000001,0.04142011834319526,0.06301867219917014,0.04138858288806298,NA,NA,1.2714271561492374,1.2792371510284106,1.32459844028087,1.268074528281379,0.03840418600770288,0.03237876441432036,0.04757568051024397,0.03263891984657787
Ross Dwelley,TE,SF,12,5,3,105,1,0.01383463541666666,0.01257396449704142,0.03857624481327801,0.03281348912116179,NA,NA,1.2714271561492374,1.2792371510284106,1.32459844028087,1.268074528281379,0.010881186035515808,0.009829267768632967,0.02912297315184687,0.025876625063697086
Deebo Samuel,WR,SF,13,94,56,632,2,0.2400841346153846,0.216659080564406,0.21433131184168527,0.1575427705124192,NA,NA,1.2714271561492374,1.2792371510284106,1.32459844028087,1.268074528281379,0.1888304284317206,0.16936584462875268,0.16180851896234916,0.12423778492415335
Brandon Aiyuk,WR,SF,17,114,78,1015,8,0.22265625,0.23076923076923075,0.2632261410788382,0.24993539455660174,NA,NA,1.2714271561492374,1.2792371510284106,1.32459844028087,1.268074528281379,0.1751230881951251,0.18039597316549916,0.19872146385966097,0.19709834791440775
Charlie Woerner,TE,SF,17,2,0,0,0,0.00390625,0,0,9.765625e-4,NA,NA,1.2714271561492374,1.2792371510284106,1.32459844028087,1.268074528281379,0.00307233488061623,0,0,7.701144358790448e-4
Jauan Jennings,WR,SF,16,56,35,416,1,0.1162109375,0.11002218934911244,0.11462655601659752,0.07472705171235995,NA,NA,1.2714271561492374,1.2792371510284106,1.32459844028087,1.268074528281379,0.09140196269833284,0.08600609297553848,0.08653683450834498,0.05892954242495313
Elijah Mitchell,RB,SF,5,4,3,7,0,0.0265625,0.0301775147928994,0.00617219917012448,0.011784472135947358,NA,NA,1.2714271561492374,1.2792371510284106,1.32459844028087,1.268074528281379,0.020891877188190362,0.023590242644719116,0.004659675704295497,0.009293201521774
Tyrion Davis Price,RB,SF,6,2,0,0,0,0.01106770833333333,0,0,0.0027669270833333326,NA,NA,1.2714271561492374,1.2792371510284106,1.32459844028087,1.268074528281379,0.00870494882841265,0,0,0.002181990901657293
Danny Gray,WR,SF,13,7,1,10,0,0.01787860576923076,0.0038689121529358202,0.00339131822534312,0.005389120087782375,NA,NA,1.2714271561492374,1.2792371510284106,1.32459844028087,1.268074528281379,0.014061840415128124,0.003024390082656297,0.0025602613759865365,0.004249844916517839
Allen Robinson,WR,PIT,10,52,33,339,3,0.1664783427495292,0.161671469740634,0.18542471042471045,0.24378777719094846,NA,NA,1.175650047940962,1.2548226258664212,1.298389047725816,1.2382550590303492,0.14160535530203058,0.1288400977221814,0.14281136362748112,0.1968800978546806
Diontae Johnson,WR,PIT,17,147,86,882,0,0.2574430823117338,0.23626373626373623,0.25857519788918204,0.1256578508064121,NA,NA,1.175650047940962,1.2548226258664212,1.298389047725816,1.2382550590303492,0.21897934913762868,0.18828456818795603,0.19915078484533397,0.10147977986442636
Miles Boykin,WR,PIT,16,3,2,11,0,0.00558231173380035,0.00583791208791208,0.00342641454119026,0.0026139062007559254,NA,NA,1.175650047940962,1.2548226258664212,1.298389047725816,1.2382550590303492,0.004748276703239397,0.004652380318597746,0.002638973693741311,0.0021109594357747417
Zach Gentry,TE,PIT,17,23,19,132,0,0.04028021015761822,0.0521978021978022,0.03869832893579595,0.02176955576265448,NA,NA,1.175650047940962,1.2548226258664212,1.298389047725816,1.2382550590303492,0.034262075035139186,0.04159775343687402,0.029804879364607805,0.017580833289469255
Gunner Olszewski,WR,PIT,16,7,5,53,0,0.01302539404553415,0.01459478021978022,0.01650908824391674,0.007096474368742245,NA,NA,1.175650047940962,1.2548226258664212,1.298389047725816,1.2382550590303492,0.011079312307558594,0.011630950796494378,0.012715055069844524,0.005731027963091337
Anthony McFarland,RB,PIT,1,2,2,11,0,0.0595446584938704,0.0934065934065934,0.05482263265904427,0.03437941690036103,NA,NA,1.175650047940962,1.2548226258664212,1.298389047725816,1.2382550590303492,0.050648284834553574,0.07443808509756401,0.04222357909986106,0.027764406573297436
Cody White,WR,PIT,1,1,1,2,0,0.0297723292469352,0.0467032967032967,0.0099677513925535,0.015445351956483654,NA,NA,1.175650047940962,1.2548226258664212,1.298389047725816,1.2382550590303492,0.025324142417276787,0.03721904254878201,0.007677014381792918,0.01247348181123409
Najee Harris,RB,PIT,17,53,41,229,3,0.09281961471103328,0.11263736263736264,0.06713573732043389,0.1718140818054061,NA,NA,1.175650047940962,1.2548226258664212,1.298389047725816,1.2382550590303492,0.07895173812445117,0.08976357320588603,0.05170694980678173,0.13875500087998835
Pat Freiermuth,TE,PIT,16,98,63,732,2,0.18235551663747812,0.1838942307692308,0.22801231310466136,0.18451591175188692,NA,NA,1.175650047940962,1.2548226258664212,1.298389047725816,1.2382550590303492,0.15511037230582034,0.1465499800358292,0.17561170398351303,0.14901284707560764
George Pickens,WR,PIT,17,84,52,801,4,0.1471103327495622,0.14285714285714285,0.2348284960422163,0.2483556708868503,NA,NA,1.175650047940962,1.2548226258664212,1.298389047725816,1.2382550590303492,0.12513105665007354,0.11384648309039203,0.1808614270534155,0.20056907425949244
Connor Heyward,TE,PIT,17,17,12,151,1,0.0297723292469352,0.03296703296703297,0.04426854294928174,0.05848165821838358,NA,NA,1.175650047940962,1.2548226258664212,1.298389047725816,1.2382550590303492,0.025324142417276787,0.026272265328552008,0.03409497563678621,0.04722908886330681
Jaylen Warren,RB,PIT,16,33,28,214,0,0.06140542907180386,0.08173076923076923,0.06665933743770155,0.0342769063963365,NA,NA,1.175650047940962,1.2548226258664212,1.298389047725816,1.2382550590303492,0.05223104373563338,0.06513332446036853,0.05134003367824015,0.027681620314297772
Cameron Latu,TE,SF,NA,NA,NA,NA,NA,0.08221038489591166,0.08221038489591166,0.08221038489591166,0.08221038489591168,101,0.08221038489591166,1.2714271561492374,1.2792371510284106,1.32459844028087,1.268074528281379,0.06465992526453633,0.0642651636796357,0.06206438298272467,0.0648308778880145
Brayden Willis,TE,SF,NA,NA,NA,NA,NA,0.015562771673674999,0.015562771673674999,0.015562771673674999,0.015562771673674999,247,0.015562771673674999,1.2714271561492374,1.2792371510284106,1.32459844028087,1.268074528281379,0.012240395840537068,0.012165665811975285,0.01174904876860269,0.012272757891263078
Ronnie Bell,WR,SF,NA,NA,NA,NA,NA,0.019847556929923994,0.019847556929923994,0.019847556929923994,0.019847556929923994,253,0.019847556929923994,1.2714271561492374,1.2792371510284106,1.32459844028087,1.268074528281379,0.015610455411410396,0.01551515050510224,0.014983829307329916,0.015651727471273618
Darnell Washington,TE,PIT,NA,NA,NA,NA,NA,0.0900604967851279,0.0900604967851279,0.0900604967851279,0.0900604967851279,93,0.0900604967851279,1.175650047940962,1.2548226258664212,1.298389047725816,1.2382550590303492,0.07660485102931795,0.07177149577052258,0.06936325975860064,0.07273178181533321
James Conner,RB,ARI,13,58,46,300,1,0.11422613531047264,0.13892343222597264,0.10819296533582248,0.09867588365663478,NA,NA,1.172371993641642,1.2706925024346345,1.3098420763881577,1.2529370861785714,0.09743164791548924,0.1093289147136673,0.08260000750179035,0.07875565720350246
Zach Pascal,WR,ARI,17,19,15,150,1,0.03544776119402985,0.04285714285714285,0.03654080389768575,0.03894459211684746,NA,NA,1.172371993641642,1.2706925024346345,1.3098420763881577,1.2529370861785714,0.03023593312214957,0.03372739098958165,0.027897106495804208,0.031082639780124596
Corey Clement,RB,ARI,9,7,5,54,0,0.01991298527443105,0.02181164998716962,0.02813017098731384,0.01106301091541459,NA,NA,1.172371993641642,1.2706925024346345,1.3098420763881577,1.2529370861785714,0.01698521065193394,0.017165167769054048,0.02147600195046549,0.00882966194987213
Marquise Brown,WR,ARI,12,107,67,709,3,0.22828815261044172,0.21920708237105463,0.27700404486118774,0.24265350499438737,NA,NA,1.172371993641642,1.2706925024346345,1.3098420763881577,1.2529370861785714,0.1947233078310999,0.17250993607899315,0.21147896365111157,0.19366774890068492
Greg Dortch,WR,ARI,16,64,52,467,2,0.10240963855421686,0.12759815242494227,0.1368415609487038,0.12092628859716593,NA,NA,1.172371993641642,1.2706925024346345,1.3098420763881577,1.2529370861785714,0.08735251192423174,0.10041623144896618,0.1044718011548686,0.09651425433178634
Andre Baccellia,WR,ARI,8,10,7,45,0,0.03200301204819277,0.03435334872979215,0.02637203530060673,0.015790958851577688,NA,NA,1.172371993641642,1.2706925024346345,1.3098420763881577,1.2529370861785714,0.027297659976322417,0.027035139236260122,0.0201337518285614,0.012603153842097325
Noah Togiai,TE,ARI,2,1,0,0,0,0.01585820895522388,0,0,0.00396455223880597,NA,NA,1.172371993641642,1.2706925024346345,1.3098420763881577,1.2529370861785714,0.01352660165990902,0,0,0.0031642069522403245
Ty Son Williams,RB,ARI,1,1,1,5,0,0.02560240963855421,0.03926096997690531,0.02344180915609487,0.014633928821783836,NA,NA,1.172371993641642,1.2706925024346345,1.3098420763881577,1.2529370861785714,0.021838127981057928,0.030897301984297285,0.017896668292054576,0.011679699629944688
Rondale Moore,WR,ARI,8,56,41,414,1,0.1792168674698795,0.20121247113163973,0.24262272476558192,0.16174836001377402,NA,NA,1.172371993641642,1.2706925024346345,1.3098420763881577,1.2529370861785714,0.15286689586740554,0.15834867266952357,0.18523051682276487,0.12909535666080627
