player,Position,Team,player_games,pl_tgt,pl_rec,pl_rec_yds,pl_rec_tds,tgt_per,rec_per,rec_yds_per,rec_tds_per,Pick,rep,tot_tgt_per,tot_rec_per,tot_rec_yds_per,tot_rec_tds_per,adj_tgt_per,adj_rec_per,adj_rec_yds_per,adj_rec_tds_per
Damien Harris,RB,BUF,11,23,17,97,0,0.06582491582491581,0.0733875063484002,0.04239510489510489,0.03170386539799947,NA,NA,1.4535522732389392,1.4156821574993206,1.5078105593150974,1.330689249323001,0.045285551154096895,0.05183897102866144,0.028116996948451066,0.023825145813817217
Dawson Knox,TE,BUF,15,65,48,517,6,0.12833914053426249,0.15069252077562328,0.1419068378138371,0.16602220417414998,NA,NA,1.4535522732389392,1.4156821574993206,1.5078105593150974,1.330689249323001,0.08829344695549571,0.10644516495270981,0.0941145006162421,0.12476406813883492
Deonte Harty,WR,BUF,4,2,2,13,0,0.0166015625,0.02514792899408284,0.01496478873239436,0.009419058847351862,NA,NA,1.4535522732389392,1.4156821574993206,1.5078105593150974,1.330689249323001,0.011421372870895704,0.017763824217792268,0.00992484675209591,0.0070783309117015
Gabriel Davis,WR,BUF,15,93,48,836,7,0.18362369337979095,0.15069252077562328,0.22946637603939615,0.2047897723985642,NA,NA,1.4535522732389392,1.4156821574993206,1.5078105593150974,1.330689249323001,0.1263275471824785,0.10644516495270981,0.1521851499326468,0.15389751777340402
Dezmon Patmon,WR,BUF,1,6,2,24,0,0.1688741721854305,0.08542713567839197,0.11888111888111888,0.0669207252862283,NA,NA,1.4535522732389392,1.4156821574993206,1.5078105593150974,1.330689249323001,0.11618032271321725,0.060343443071495355,0.07884353783483186,0.05029027274419987
Reggie Gilliam,RB,BUF,15,10,8,69,1,0.0197444831591173,0.02511542012927054,0.01893921046258173,0.026787831045904268,NA,NA,1.4535522732389392,1.4156821574993206,1.5078105593150974,1.330689249323001,0.013583607223922413,0.01774086082545163,0.01256073605903424,0.020130793917161948
Quintin Morris,TE,BUF,14,11,8,84,1,0.02327028372324539,0.02690937870993272,0.02470331799467183,0.02967124831227864,NA,NA,1.4535522732389392,1.4156821574993206,1.5078105593150974,1.330689249323001,0.016009251371051417,0.019008065170126747,0.016383568772653363,0.022297653886791474
James Cook,RB,BUF,16,32,21,180,1,0.05923344947735191,0.06180747922437673,0.04631872124000968,0.043889927805566886,NA,NA,1.4535522732389392,1.4156821574993206,1.5078105593150974,1.330689249323001,0.040750821671767246,0.043659149687634874,0.030719191448725054,0.03298285292971011
Khalil Shakir,WR,BUF,14,20,10,161,1,0.04230960676953708,0.03363672338741591,0.04734802615645435,0.037704651591652295,NA,NA,1.4535522732389392,1.4156821574993206,1.5078105593150974,1.330689249323001,0.029107729765548034,0.023760081462658438,0.03140184014758562,0.028334678145806654
Corey Davis,WR,NYJ,13,64,32,536,2,0.1334805545331861,0.11721611721611722,0.1882683526519143,0.15695887866039274,NA,NA,1.4285574764063869,1.5314634958442743,1.6730906100217875,1.5630633117695998,0.09343730073007886,0.07653862957503771,0.11252729022815006,0.10041747987974588
Tyler Conklin,TE,NYJ,17,87,58,552,3,0.138755980861244,0.16246498599439776,0.1482675261885576,0.17388549573332643,NA,NA,1.4285574764063869,1.5314634958442743,1.6730906100217875,1.5630633117695998,0.09713013522584484,0.10608479172716624,0.08861894586009708,0.1112466106932447
Allen Lazard,WR,NYJ,15,100,60,788,6,0.20130254588513916,0.1868131868131868,0.24588839941262847,0.2288623803604516,NA,NA,1.4285574764063869,1.5314634958442743,1.6730906100217875,1.5630633117695998,0.1409131583501467,0.12198344088521633,0.1469665766694049,0.14641913647205262
Mecole Hardman,WR,NYJ,8,34,25,297,4,0.11098310291858678,0.1221264367816092,0.12467898064006322,0.16219117589626028,NA,NA,1.4285574764063869,1.5314634958442743,1.6730906100217875,1.5630633117695998,0.07768893079315978,0.0797449218430653,0.07452016041046314,0.10376494328475912
Michael Carter,RB,NYJ,16,54,41,288,0,0.09150717703349284,0.12202380952380952,0.0821917808219178,0.04939954376913642,NA,NA,1.4285574764063869,1.5314634958442743,1.6730906100217875,1.5630633117695998,0.0640556495239408,0.07967790930370136,0.04912571998766252,0.03160431403972334
Garrett Wilson,WR,NYJ,17,147,83,1103,4,0.2344497607655502,0.23249299719887956,0.2962664517861939,0.25644636828317224,NA,NA,1.4285574764063869,1.5314634958442743,1.6730906100217875,1.5630633117695998,0.1641164353815999,0.15181099505784135,0.17707735015160703,0.1640665265137854
Jeremy Ruckert,TE,NYJ,9,2,1,8,0,0.00602516391990076,0.00529100529100529,0.00405885337392186,0.0027058271110181695,NA,NA,1.4285574764063869,1.5314634958442743,1.6730906100217875,1.5630633117695998,0.004217655935732725,0.0034548686960954515,0.002425961480872219,0.0017311052537947462
Zonovan Knight,RB,NYJ,7,14,13,100,0,0.05422647527910686,0.08843537414965986,0.06523157208088716,0.03334508215031441,NA,NA,1.4285574764063869,1.5314634958442743,1.6730906100217875,1.5630633117695998,0.03795890342159454,0.05774566249188113,0.038988666656875025,0.021333161554769817
Zack Kuntz,TE,NYJ,NA,NA,NA,NA,NA,0.02117204397470859,0.02117204397470859,0.02117204397470859,0.02117204397470859,220,0.02117204397470859,1.4285574764063869,1.5314634958442743,1.6730906100217875,1.5630633117695998,0.014820575527677056,0.013824713440549061,0.012654451497060808,0.013545224825691139
Justin Shorter,WR,BUF,NA,NA,NA,NA,NA,0.05913842740292189,0.05913842740292189,0.05913842740292189,0.0591384274029219,150,0.05913842740292189,1.4535522732389392,1.4156821574993206,1.5078105593150974,1.330689249323001,0.04068544935858701,0.04177380289046291,0.03922139093506861,0.04444195174268452
Israel Abanikanda,RB,NYJ,NA,NA,NA,NA,NA,0.068308516439845,0.068308516439845,0.068308516439845,0.068308516439845,143,0.068308516439845,1.4285574764063869,1.5314634958442743,1.6730906100217875,1.5630633117695998,0.04781642850778307,0.04460342451857625,0.04082774479199035,0.04370169520677347
Dalton Kincaid,TE,BUF,NA,NA,NA,NA,NA,0.1955237061230395,0.1955237061230395,0.1955237061230395,0.1955237061230395,25,0.1955237061230395,1.4535522732389392,1.4156821574993206,1.5078105593150974,1.330689249323001,0.1345143960233061,0.13811271484018356,0.12967392018520782,0.14693415928813866
Darrynton Evans,RB,BUF,6,1,1,33,0,0.00751547303271441,0.01270553064275037,0.04213609734114466,0.007998307588705624,NA,NA,1.4535522732389392,1.4156821574993206,1.5078105593150974,1.330689249323001,0.005170418134304685,0.008974846914220904,0.02794521969675316,0.006010650189572681
C J Uzomah,TE,NYJ,15,27,21,232,2,0.04880382775119617,0.06666666666666667,0.07062404870624049,0.10481891736397865,NA,NA,1.4285574764063869,1.5314634958442743,1.6730906100217875,1.5630633117695998,0.03416301307943508,0.043531345570802696,0.04221172976717669,0.06705993069807864
Andy Isabella,WR,BUF,5,5,2,21,0,0.03010681277325806,0.0187505385609651,0.01929110589506746,0.012268394566966026,NA,NA,1.4535522732389392,1.4156821574993206,1.5078105593150974,1.330689249323001,0.02071257658052523,0.013244878775675394,0.012794117786142966,0.009219578931149908
Randall Cobb,WR,NYJ,13,50,34,417,1,0.11613608416450336,0.12214708368554524,0.15013978312436463,0.08658658612291831,NA,NA,1.4285574764063869,1.5314634958442743,1.6730906100217875,1.5630633117695998,0.08129605289431541,0.07975840365571839,0.08973798682810698,0.05539544397909931
Breece Hall,RB,NYJ,7,31,19,218,1,0.12007290954659376,0.1292517006802721,0.14220482713633398,0.14457884615470362,NA,NA,1.4285574764063869,1.5314634958442743,1.6730906100217875,1.5630633117695998,0.08405185757638792,0.0843975067189032,0.08499529331198753,0.092497114522521
Dalvin Cook,RB,NYJ,17,56,39,295,2,0.08333333333333333,0.08705357142857142,0.06578947368421052,0.07380364974937342,NA,NA,1.4285574764063869,1.5314634958442743,1.6730906100217875,1.5630633117695998,0.05833390305230337,0.05684338651544549,0.03932212235854566,0.047217313075960866
Robert Woods,WR,HOU,17,91,53,527,2,0.1995614035087719,0.18596491228070175,0.18085106382978725,0.15837019410227696,NA,NA,1.4573973268278155,1.4634360852082144,1.4183042746612646,1.3154613762233884,0.13692999145479368,0.12707416071009556,0.12751217567399642,0.1203913675952603
Noah Brown,WR,HOU,16,74,43,555,3,0.14141187050359713,0.12869718309859154,0.1578392665952891,0.12736111460735977,NA,NA,1.4573973268278155,1.4634360852082144,1.4183042746612646,1.3154613762233884,0.09703041710073361,0.08794178604683019,0.1112873093701886,0.09681858921088658
Mason Schreck,TE,HOU,3,2,2,6,0,0.01957397812320091,0.03219696969696969,0.01016746411483253,0.010739786396828934,NA,NA,1.4573973268278155,1.4634360852082144,1.4183042746612646,1.3154613762233884,0.013430776743501932,0.02200094013151847,0.0071687467185141485,0.008164273456406773
Dare Ogunbowale,RB,HOU,17,26,20,104,0,0.04490500863557858,0.05681818181818181,0.03110047846889951,0.022859027278511867,NA,NA,1.4573973268278155,1.4634360852082144,1.4183042746612646,1.3154613762233884,0.030811781940975037,0.03882518846738554,0.021927931138984457,0.017377193805673548
Dalton Schultz,TE,HOU,15,89,57,577,5,0.1814148681055156,0.1819718309859155,0.17503568879371878,0.1913435367441143,NA,NA,1.4573973268278155,1.4634360852082144,1.4183042746612646,1.3154613762233884,0.12447866121751772,0.1243455951545878,0.12341194475742716,0.1454573583098656
Mike Boone,RB,HOU,9,15,9,96,0,0.04962054874489201,0.04927536231884058,0.05048255382331106,0.024844696916380193,NA,NA,1.4573973268278155,1.4634360852082144,1.4183042746612646,1.3154613762233884,0.03404737186728382,0.03367100402736741,0.03559359914879187,0.018886679126762236
Devin Singletary,RB,HOU,16,52,38,280,1,0.09625435540069686,0.1118421052631579,0.07205134415112618,0.06322361048333194,NA,NA,1.4573973268278155,1.4634360852082144,1.4183042746612646,1.3154613762233884,0.06604537666485569,0.0764243183515905,0.050801048433936576,0.04806192840480287
Steven Sims,WR,HOU,12,23,14,104,0,0.05706363105662581,0.05448717948717949,0.04319358936773184,0.026758343624006562,NA,NA,1.4573973268278155,1.4634360852082144,1.4183042746612646,1.3154613762233884,0.039154477647376396,0.037232360222569726,0.030454388483069205,0.020341413368462537
Andrew Beck,RB,HOU,13,11,5,69,0,0.02519197090125286,0.0189520624303233,0.02511992461881103,0.011652794551742812,NA,NA,1.4573973268278155,1.4634360852082144,1.4183042746612646,1.3154613762233884,0.017285588794159475,0.01295038616437208,0.017711238037980567,0.008858332720643835
Nico Collins,WR,HOU,10,66,37,481,2,0.1937823834196891,0.1786931818181818,0.24452751196172248,0.18470232432382178,NA,NA,1.4573973268278155,1.4634360852082144,1.4183042746612646,1.3154613762233884,0.1329646897606692,0.12210521772992754,0.17240835858026535,0.14040877798639073
Brevin Jordan,TE,HOU,11,28,14,128,0,0.07473700737949442,0.06146694214876033,0.05915615484993475,0.033819908652181124,NA,NA,1.4573973268278155,1.4634360852082144,1.4183042746612646,1.3154613762233884,0.05128114756609831,0.04200179479653527,0.04170907181680961,0.025709541354437995
Jalen Camp,WR,HOU,2,1,1,7,0,0.01468048359240068,0.02414772727272727,0.01779306220095693,0.009071586209104953,NA,NA,1.4573973268278155,1.4634360852082144,1.4183042746612646,1.3154613762233884,0.010073082557626447,0.016500705098638855,0.012545306757399762,0.006896125095781177
Dameon Pierce,RB,HOU,13,39,30,165,1,0.08808290155440414,0.11145104895104892,0.0645242914979757,0.077883119573363635,NA,NA,1.4573973268278155,1.4634360852082144,1.4183042746612646,1.3154613762233884,0.06043849534575873,0.07615710045525624,0.045493969559801346,0.05920593411640975
Nelson Agholor,WR,BAL,16,53,31,362,2,0.1042824074074074,0.09200418994413408,0.10877403846153846,0.10666968682120476,NA,NA,1.4244106844357856,1.4825081313213566,1.6045192853187569,1.4436040772432606,0.07321091350049375,0.06205982146089878,0.067792291097286,0.07389123410132205
Mark Andrews,TE,BAL,15,113,73,847,5,0.262431693989071,0.27577777777777773,0.31576754385964917,0.2876741515674432,NA,NA,1.4244106844357856,1.4825081313213566,1.6045192853187569,1.4436040772432606,0.18423878510362424,0.1860210894978212,0.1967988460773896,0.1992749647235635
Gus Edwards,RB,BAL,9,2,0,0,0,0.00774134790528233,0,0,0.0019353369763205825,NA,NA,1.4244106844357856,1.4825081313213566,1.6045192853187569,1.4436040772432606,0.005434772421935818,0,0,0.0013406286438428093
Justice Hill,RB,BAL,15,12,12,58,0,0.02786885245901639,0.04533333333333333,0.02162280701754386,0.015929493816508482,NA,NA,1.4244106844357856,1.4825081313213566,1.6045192853187569,1.4436040772432606,0.019565180718968945,0.030578809232518555,0.013476190168227384,0.011034530913024164
Devin Duvernay,WR,BAL,14,49,37,407,3,0.12192622950819672,0.1497619047619047,0.16257048872180452,0.16506755361765071,NA,NA,1.4244106844357856,1.4825081313213566,1.6045192853187569,1.4436040772432606,0.08559766564548914,0.10101928050028448,0.10132037066136476,0.11434406165772786
James Proche,WR,BAL,15,17,8,62,0,0.03948087431693989,0.03022222222222222,0.0231140350877193,0.016714955421340237,NA,NA,1.4244106844357856,1.4825081313213566,1.6045192853187569,1.4436040772432606,0.027717339351872674,0.020385872821679037,0.014405582593622375,0.011578628576097887
Tylan Wallace,WR,BAL,9,7,4,33,0,0.02709471766848816,0.02518518518518518,0.02050438596491228,0.012601895791391045,NA,NA,1.4244106844357856,1.4825081313213566,1.6045192853187569,1.4436040772432606,0.019021703476775367,0.016988227351399193,0.012779145849181139,0.0087294681346813
Charlie Kolar,TE,BAL,2,6,4,49,0,0.10450819672131148,0.11333333333333331,0.13700657894736842,0.05682770707506471,NA,NA,1.4244106844357856,1.4825081313213566,1.6045192853187569,1.4436040772432606,0.07336942769613355,0.07644702308129638,0.08538792908316489,0.03936516110676565
Isaiah Likely,TE,BAL,16,60,36,373,3,0.13063524590163933,0.1275,0.13036595394736844,0.1487019858175151,NA,NA,1.4244106844357856,1.4825081313213566,1.6045192853187569,1.4436040772432606,0.09171178462016694,0.08600290096645845,0.08124922843882783,0.10300745762749564
Xavier Hutchinson,WR,HOU,NA,NA,NA,NA,NA,0.03301232323033011,0.03301232323033011,0.03301232323033011,0.03301232323033011,205,0.03301232323033011,1.4573973268278155,1.4634360852082144,1.4183042746612646,1.3154613762233884,0.022651560163202054,0.022558090212483173,0.023275910409432058,0.025095623350878254
Tank Dell,WR,HOU,NA,NA,NA,NA,NA,0.13955808897082544,0.13955808897082544,0.13955808897082544,0.13955808897082544,69,0.13955808897082544,1.4573973268278155,1.4634360852082144,1.4183042746612646,1.3154613762233884,0.0957584362217741,0.09536329627335206,0.09839784837718005,0.10609060174118409
Laquon Treadwell,WR,BAL,6,10,6,42,0,0.04944735311227458,0.04260651629072682,0.03024911032028469,0.021777726753706136,NA,NA,1.4244106844357856,1.4825081313213566,1.6045192853187569,1.4436040772432606,0.03471425316629162,0.028739482361389623,0.01885244421619734,0.015085664481700123
Zay Flowers,WR,BAL,NA,NA,NA,NA,NA,0.2296785960089711,0.2296785960089711,0.2296785960089711,0.2296785960089711,22,0.2296785960089711,1.4244106844357856,1.4825081313213566,1.6045192853187569,1.4436040772432606,0.16124464560580548,0.15492569056215497,0.14314480237820432,0.1591008224689768
Melvin Gordon,RB,BAL,10,32,25,223,0,0.09527145359019264,0.12318840579710146,0.1055400890868597,0.05285013317579935,NA,NA,1.4244106844357856,1.4825081313213566,1.6045192853187569,1.4436040772432606,0.06688482095171171,0.08309459030575696,0.06577676569708099,0.03660985308154794
Eric Tomlinson,TE,HOU,17,13,9,79,2,0.02276707530647986,0.02608695652173913,0.02199331848552338,0.06735969970898872,NA,NA,1.4573973268278155,1.4634360852082144,1.4183042746612646,1.3154613762233884,0.015621735327341986,0.01782582566154745,0.015506770217396455,0.051206140238320354
Nick Vannett,TE,HOU,9,9,6,55,0,0.03010681277325806,0.0312508976016085,0.02806906942403995,0.015021244775959784,NA,NA,1.4573973268278155,1.4634360852082144,1.4183042746612646,1.3154613762233884,0.020657930558160707,0.021354467009170538,0.019790583674820922,0.011418993402212148
Patrick Ricard,RB,BAL,17,13,11,74,0,0.02663934426229508,0.03666666666666667,0.02434210526315789,0.014594046591889558,NA,NA,1.4244106844357856,1.4825081313213566,1.6045192853187569,1.4436040772432606,0.018702010981367374,0.024732860408654717,0.015170964591006484,0.010109452322799395
J K Dobbins,RB,BAL,8,8,7,42,1,0.03483606557377049,0.04958333333333332,0.02935855263157895,0.07500342428817947,NA,NA,1.4244106844357856,1.4825081313213566,1.6045192853187569,1.4436040772432606,0.024456475898711184,0.033445572598067165,0.018297413374963906,0.05195567501541539
Rashod Bateman,WR,BAL,6,28,15,285,2,0.16256830601092898,0.14166666666666666,0.265625,0.23757738352027608,NA,NA,1.4244106844357856,1.4825081313213566,1.6045192853187569,1.4436040772432606,0.1141302208606522,0.0955587788516205,0.16554802577348296,0.16457239714503943
Teagan Quitoriano,TE,HOU,9,14,7,113,2,0.04567261562080214,0.03756313131313131,0.0638290802764487,0.11787997607425954,NA,NA,1.4573973268278155,1.4634360852082144,1.4183042746612646,1.3154613762233884,0.031338479068171186,0.025667763486771553,0.04500379884400551,0.08961112671562121
Adam Thielen,WR,CAR,17,107,70,716,6,0.1592261904761905,0.15625,0.15967885816235505,0.17921193343528313,NA,NA,1.3953281856847293,1.46312985024636,1.538652718150931,1.3418597840983797,0.11411379208831321,0.1067916152306583,0.10377836160082204,0.13355488819250882
Damiere Byrd,WR,CAR,14,23,13,268,2,0.06729776247848537,0.06142301278488049,0.120573757476314,0.10952383971355624,NA,NA,1.3953281856847293,1.46312985024636,1.538652718150931,1.3418597840983797,0.048230776937585006,0.04198056158483689,0.07836320441510218,0.08162092717246708
