player,Position,Team,player_games,pl_rus_att,pl_rus_yds,pl_rus_tds,rus_att_per,rus_yds_per,rus_tds_per,Pick,tot_rus_att_per,tot_rus_yds_per,tot_rus_tds_per,adj_rus_att_per,adj_rus_yds_per,adj_rus_tds_per
Marquez Valdes Scantling,WR,KC,17,1,-3,0,0.00239808153477218,-0.0015228426395939,8.069483499494821e-4,NA,1.0657961672951102,1.103437909514784,1.045942431266739,0.002250037679210542,-0.0013800891073821647,7.71503598885637e-4
Richie James,WR,KC,17,2,6,0,0.00384615384615384,0.00238189757840412,0.001776651296301948,NA,1.0657961672951102,1.103437909514784,1.045942431266739,0.003608714277810751,0.0021586149595417786,0.0016986128903387627
Clyde Edwards Helaire,RB,KC,10,71,302,3,0.28944844124700236,0.26060913705583755,0.2835069568710514,NA,1.0657961672951102,1.103437909514784,1.045942431266739,0.2715795478807126,0.23617924924333578,0.2710540737196182
Kadarius Toney,WR,KC,9,7,82,1,0.02864665613480779,0.07521844848460321,0.08103845847737771,NA,1.0657961672951102,1.103437909514784,1.045942431266739,0.026878175221356156,0.06816735933758077,0.07747888990336896
Ihmir Smith Marsette,WR,CAR,8,1,-1,0,0.00460392687880839,-0.00103196042128266,0.0017383747093950902,NA,0.9511175617763472,0.9955380653137622,0.8861707030367869,0.004840544496108244,-0.0010365855985199506,0.001961670255446175
Noah Gray,TE,KC,17,1,1,1,0.00239808153477218,5.076142131979696e-4,0.028787771813006447,NA,1.0657961672951102,1.103437909514784,1.045942431266739,0.002250037679210542,4.6002970246072423e-4,0.02752328517559196
Skyy Moore,WR,KC,16,3,24,0,0.00764388489208633,0.01294416243654822,0.004351970200489354,NA,1.0657961672951102,1.103437909514784,1.045942431266739,0.007171995102483608,0.011730757412748464,0.004160812364423051
Isiah Pacheco,RB,KC,17,170,830,5,0.40767386091127095,0.4213197969543147,0.34409041294882875,NA,1.0657961672951102,1.103437909514784,1.045942431266739,0.3825064054657924,0.38182465304240104,0.3289764356649166
Jahmyr Gibbs,RB,DET,NA,NA,NA,NA,0.7008672054979022,0.7008672054979022,0.7008672054979023,12,1.3480729117081447,1.2761159130184965,1.1960938031785031,0.5199030404148041,0.5492190782576218,0.5859634115948229
Devine Ozigbo,RB,DET,4,3,4,0,0.02871621621621621,0.00878552971576227,0.012365039458062712,NA,1.3480729117081447,1.2761159130184965,1.1960938031785031,0.02130167883859476,0.006884585973840864,0.010337850948816741
Benny Snell,RB,DET,17,20,90,1,0.04,0.04341534008683068,0.05159153400868307,NA,1.3480729117081447,1.2761159130184965,1.1960938031785031,0.029671985582230827,0.03402147065475972,0.04313335113983834
Latavius Murray,RB,BUF,13,171,760,6,0.4844747669392218,0.48263995087681616,0.4998330836671928,NA,1.4771618814158092,1.541149073144316,1.5146906598663958,0.3279767593751264,0.3131688940980344,0.32999020652261823
Stefon Diggs,WR,BUF,16,1,-3,0,0.00247093023255813,-0.00142809139784946,8.45562953238306e-4,NA,1.4771618814158092,1.541149073144316,1.5146906598663958,0.0016727552095981706,-9.266406623051779e-4,5.582413463306688e-4
Josh Allen,QB,BUF,16,124,762,7,0.3063953488372093,0.3627352150537635,0.4067483277069267,NA,1.4771618814158092,1.541149073144316,1.5146906598663958,0.20742164599017396,0.2353667282255156,0.26853557527238214
Damien Harris,RB,BUF,11,106,462,3,0.3854545454545455,0.3940397350993377,0.38676760987357006,NA,1.4771618814158092,1.541149073144316,1.5146906598663958,0.26094265652529597,0.2556791824786953,0.2553442891815845
James Cook,RB,BUF,16,89,507,2,0.2199127906976744,0.24134744623655915,0.182933194236059,NA,1.4771618814158092,1.541149073144316,1.5146906598663958,0.14887521365423775,0.15660227192957532,0.12077264294492628
Aaron Rodgers,QB,NYJ,17,34,94,1,0.07456140350877193,0.04448651206814955,0.07593987927699039,NA,2.346162935671328,2.430140681996109,2.297790234812479,0.031780147224701176,0.018306146799537747,0.03304909130801829
Tyler Conklin,TE,NYJ,17,2,3,0,0.00493827160493827,0.00177935943060498,0.0021532445850358057,NA,2.346162935671328,2.430140681996109,2.297790234812479,0.002104828922943171,7.322042891539186e-4,9.370936269173982e-4
Allen Lazard,WR,NYJ,15,2,0,0,0.00497076023391812,0,0.0019883040935672483,NA,2.346162935671328,2.430140681996109,2.297790234812479,0.002118676481646742,0,8.653114037319914e-4
Mecole Hardman,WR,NYJ,8,4,31,2,0.02038369304556354,0.03343908629441625,0.1295529414032226,NA,2.346162935671328,2.430140681996109,2.297790234812479,0.00868809780243629,0.013760144234509707,0.05638153537274273
Michael Carter,RB,NYJ,16,114,402,3,0.29907407407407405,0.25333629893238435,0.26755941336902195,NA,2.346162935671328,2.430140681996109,2.297790234812479,0.12747370164574584,0.10424758566828929,0.11644205346309922
Garrett Wilson,WR,NYJ,17,4,4,0,0.00987654320987654,0.00237247924080664,0.0041878652080312795,NA,2.346162935671328,2.430140681996109,2.297790234812479,0.004209657845886342,9.762723855385581e-4,0.0018225620183180248
Zonovan Knight,RB,NYJ,7,85,300,1,0.509700176366843,0.4321301474326385,0.3404996786965944,NA,2.346162935671328,2.430140681996109,2.297790234812479,0.21724841383234877,0.17782104165166615,0.14818571057439558
Israel Abanikanda,RB,NYJ,NA,NA,NA,NA,0.28947485404154283,0.28947485404154283,0.28947485404154283,143,2.346162935671328,2.430140681996109,2.297790234812479,0.12338224666340697,0.11911855810905943,0.12597966936053528
Darrynton Evans,RB,BUF,6,14,64,0,0.07108721624850659,0.06016368060163681,0.03445125455956632,NA,1.4771618814158092,1.541149073144316,1.5146906598663958,0.04812418810886991,0.039038196661201875,0.02274474615338627
Andy Isabella,WR,BUF,5,1,1,0,0.00736628300609343,0.00165113667405226,0.003111626869842598,NA,1.4771618814158092,1.541149073144316,1.5146906598663958,0.0049867811366978276,0.0010713672692827456,0.0020542985787718932
Breece Hall,RB,NYJ,7,80,463,4,0.4797178130511464,0.6669208608710387,0.6322055849339361,NA,2.346162935671328,2.430140681996109,2.297790234812479,0.20446909537162242,0.2744371409490714,0.27513633549127253
Dalvin Cook,RB,NYJ,17,264,1173,8,0.6534653465346535,0.7062010836845274,0.5542284692045364,NA,2.346162935671328,2.430140681996109,2.297790234812479,0.2785251342092623,0.29060090591317383,0.24120063738096903
Dare Ogunbowale,RB,HOU,17,42,123,1,0.1055276381909548,0.08333333333333333,0.12197296003828667,NA,1.410553224881465,1.4525350984757515,1.3316130781884397,0.07481294312720653,0.05737096020659393,0.09159789884627882
Mike Boone,RB,HOU,9,24,102,0,0.1021021021021021,0.0995693367786391,0.05079777451870476,NA,1.410553224881465,1.4525350984757515,1.3316130781884397,0.07238443775184888,0.06854866149749105,0.0381475485264919
Devin Singletary,RB,HOU,16,177,819,5,0.4373546511627907,0.3898689516129033,0.39101208895974,NA,1.410553224881465,1.4525350984757515,1.3316130781884397,0.3100589495299219,0.26840587330524446,0.29363791582137566
Steven Sims,WR,HOU,12,13,70,0,0.03683333333333333,0.04783727287345232,0.019517060620678567,NA,1.410553224881465,1.4525350984757515,1.3316130781884397,0.026112685918979483,0.032933643340977696,0.014656705420188628
Andrew Beck,RB,HOU,13,2,0,0,0.00589050589050589,0,0.002356202356202356,NA,1.410553224881465,1.4525350984757515,1.3316130781884397,0.004176025254914359,0,0.0017694346764810945
Dameon Pierce,RB,HOU,13,220,939,4,0.7228449942017782,0.8319262038774233,0.7459569916948273,NA,1.410553224881465,1.4525350984757515,1.3316130781884397,0.5124549584171288,0.5727408616496928,0.5601904967091839
Lamar Jackson,QB,BAL,12,112,764,3,0.30164765525982257,0.39791666666666664,0.31223644305631,NA,1.48338691760745,1.5401233090135278,1.4512322803809439,0.20335062395342485,0.25836675825751787,0.21515263082099367
Mark Andrews,TE,BAL,15,3,8,0,0.00646387832699619,0.00333333333333333,0.002918884664131809,NA,1.48338691760745,1.5401233090135278,1.4512322803809439,0.004357513370430527,0.002164328864984441,0.0020113145935298595
Gus Edwards,RB,BAL,9,87,433,3,0.3124207858048162,0.3006944444444445,0.3574187111473233,NA,1.48338691760745,1.5401233090135278,1.4512322803809439,0.2106131462374757,0.19524049969547166,0.24628635675985794
Justice Hill,RB,BAL,15,49,262,0,0.1055766793409379,0.10916666666666666,0.053147338403041824,NA,1.48338691760745,1.5401233090135278,1.4512322803809439,0.0711727183836987,0.07088177032824051,0.0366222134950656
Devin Duvernay,WR,BAL,14,12,84,1,0.02770233568712656,0.0375,0.058198281213626135,NA,1.48338691760745,1.5401233090135278,1.4512322803809439,0.018675057301845138,0.024348699731074983,0.04010266447377347
Melvin Gordon,RB,BAL,10,90,318,2,0.3445945945945946,0.2793798449612403,0.32032127687941647,NA,1.48338691760745,1.5401233090135278,1.4512322803809439,0.23230257089660072,0.18140095882334728,0.2207236437679936
Patrick Ricard,RB,BAL,17,7,16,0,0.01330798479087452,0.00588235294117647,0.005911429210467456,NA,1.48338691760745,1.5401233090135278,1.4512322803809439,0.008971351056768741,0.003819403879384311,0.004073385970242975
J K Dobbins,RB,BAL,8,92,520,2,0.37167300380228135,0.40625,0.3410799158066269,NA,1.48338691760745,1.5401233090135278,1.4512322803809439,0.2505570187997556,0.263777580419979,0.2350277901185429
Adam Thielen,WR,CAR,17,1,4,0,0.00247524752475247,0.00240818783865141,0.0012309177937661292,NA,0.9511175617763472,0.9955380653137622,0.8861707030367869,0.0026024622236283743,0.0024189811746599815,0.0013890301152452238
Miles Sanders,RB,CAR,17,259,1269,11,0.47610294117647056,0.5057791948983659,0.4128940959604248,NA,0.9511175617763472,0.9955380653137622,0.8861707030367869,0.5005721272639322,0.5080460632501884,0.4659306548337614
Laviska Shenault,WR,CAR,13,9,65,1,0.02436693741041567,0.03846153846153846,0.05445831342570473,NA,0.9511175617763472,0.9955380653137622,0.8861707030367869,0.02561926978291406,0.03863392049144459,0.061453524968816356
Chuba Hubbard,RB,CAR,15,95,466,2,0.22291235334713597,0.23897435897435895,0.18389571056962362,NA,0.9511175617763472,0.9955380653137622,0.8861707030367869,0.2343688754214731,0.24004542598684236,0.20751725366166804
Spencer Brown,RB,CAR,2,9,43,0,0.15838509316770188,0.16538461538461538,0.0798924988055423,NA,0.9511175617763472,0.9955380653137622,0.8861707030367869,0.16652525358894144,0.16612585811321173,0.09015475069505406
Raheem Blackshear,RB,CAR,13,23,77,3,0.06227106227106227,0.04556213017751479,0.15206079177233023,NA,0.9511175617763472,0.9955380653137622,0.8861707030367869,0.06547146722300261,0.045766336582172815,0.17159311547000877
Cordarrelle Patterson,RB,ATL,13,144,695,8,0.33686528140910965,0.3343804833871059,0.4758764685946622,NA,1.6186376894849912,1.5962020976293592,1.5685417937199235,0.2081165436820463,0.20948505448258697,0.30338781567693057
Keith Smith,RB,ATL,17,1,2,0,0.00178890876565295,7.358351729212656e-4,7.891470235533066e-4,NA,1.6186376894849912,1.5962020976293592,1.5685417937199235,0.0011051940636709965,4.6099123288592984e-4,5.031087005222734e-4
Jonnu Smith,TE,ATL,14,1,5,0,0.00285714285714285,0.00335067801955219,0.0014779249448123592,NA,1.6186376894849912,1.5962020976293592,1.5685417937199235,0.0017651528045488174,0.0020991565068912863,9.42228604127494e-4
Mack Hollins,WR,ATL,17,4,40,0,0.00934579439252336,0.01942690626517727,0.005681008383527071,NA,1.6186376894849912,1.5962020976293592,1.5685417937199235,0.005773864313944742,0.012170705886196767,0.0036218406205512066
Scott Miller,WR,ATL,15,1,8,0,0.00293609671848013,0.00693170234454638,0.00186760892184669,NA,1.6186376894849912,1.5962020976293592,1.5685417937199235,0.001813930774968128,0.004342621999332777,0.0011906657057683522
Desmond Ridder,QB,ATL,4,16,64,0,0.12164579606440072,0.10007358351729212,0.0586656767774895,NA,1.6186376894849912,1.5962020976293592,1.5685417937199235,0.07515319632962783,0.06269480767248646,0.03740141130594876
Tyler Allgeier,RB,ATL,16,210,1035,3,0.3991502683363149,0.40459437086092714,0.2938695444206187,NA,1.6186376894849912,1.5962020976293592,1.5685417937199235,0.24659642545659136,0.25347314820712297,0.18735206520935813
Bijan Robinson,RB,ATL,NA,NA,NA,NA,0.7200484009413667,0.7200484009413667,0.7200484009413667,8,1.6186376894849912,1.5962020976293592,1.5685417937199235,0.4448484090163918,0.4511010241189165,0.45905592303901177
Godwin Igwebuike,RB,ATL,5,3,4,0,0.024,0.00666013712047012,0.010266013712047013,NA,1.6186376894849912,1.5962020976293592,1.5685417937199235,0.014827283558210103,0.004172489893580265,0.006544941137781437
Joe Mixon,RB,CIN,14,210,814,7,0.6390977443609023,0.6468773373223636,0.623898260048026,NA,1.146176235188169,1.1412382772005591,1.1923572862287288,0.5575911668208519,0.5668205757251188,0.5232477439889976
Trent Taylor,WR,CHI,16,4,15,0,0.0106516290726817,0.01043030104712042,0.005303681733784722,NA,1.6137200745047162,1.7402858821704832,1.587118206219881,0.006600667142317668,0.005993441166178833,0.003341705559799964
Trayveon Williams,RB,CIN,8,6,30,0,0.03195488721804512,0.04172120418848168,0.016954075306066217,NA,1.146176235188169,1.1412382772005591,1.1923572862287288,0.027879558341042596,0.0365578381149493,0.01421895559483664
Trenton Irwin,WR,CIN,9,1,11,0,0.00473405736563631,0.01359802210587551,0.0032534251568420752,NA,1.146176235188169,1.1412382772005591,1.1923572862287288,0.004130304939413715,0.011915147237464957,0.002728565669382737
Joe Burrow,QB,CIN,16,75,257,5,0.19971804511278196,0.17870582460732987,0.28748994336298866,NA,1.146176235188169,1.1412382772005591,1.1923572862287288,0.1742472396315162,0.1565894065923662,0.24111056868892208
Ja Marr Chase,WR,CIN,12,5,8,0,0.01775271512113617,0.00741710296684118,0.007842796345138587,NA,1.146176235188169,1.1412382772005591,1.1923572862287288,0.015488643522801436,0.006499171220435425,0.006577555599919495
Chase Brown,RB,CIN,NA,NA,NA,NA,0.2529187860096673,0.2529187860096673,0.2529187860096673,163,1.146176235188169,1.1412382772005591,1.1923572862287288,0.22066308674437426,0.22161786110966533,0.21211661045794128
Deshaun Watson,QB,CLE,6,36,175,1,0.1917293233082707,0.19912985274431055,0.17116611810651125,NA,0.980620059471366,1.048726155434247,0.975363595206506,0.19551845942416107,0.18987783580343398,0.17548954968969455
David Njoku,TE,CLE,14,2,-8,0,0.00456498388829215,-0.00390131956397016,0.001435861598919844,NA,0.980620059471366,1.048726155434247,0.975363595206506,0.004655201414860968,-0.0037200555585978844,0.0014721295791400133
Joshua Dobbs,QB,ARI,2,8,44,0,0.13963039014373715,0.17550445800093853,0.07340260185758872,NA,0.8960658427366849,0.8423736198647613,0.8579770893945403,0.15582603809256962,0.20834514977939936,0.08555310248364287
Nick Chubb,RB,CLE,17,302,1525,12,0.5676691729323309,0.6124497991967871,0.6041021227768216,NA,0.980620059471366,1.048726155434247,0.975363595206506,0.5788879877068298,0.5839940160004776,0.6193609498506246
Harrison Bryant,TE,CLE,17,1,8,0,0.0018796992481203,0.00321285140562249,0.001073164839810369,NA,0.980620059471366,1.048726155434247,0.975363595206506,0.001916847641413343,0.0030635751659041453,0.0011002715757329003
Donovan Peoples Jones,WR,CLE,17,1,2,0,0.0018796992481203,8.032128514056225e-4,8.322009843886823e-4,NA,0.980620059471366,1.048726155434247,0.975363595206506,0.001916847641413343,7.658937914760363e-4,8.532212894541005e-4
Elijah Moore,WR,CLE,16,5,5,0,0.01311728395061728,0.00315094899169632,0.005562008479416544,NA,0.980620059471366,1.048726155434247,0.975363595206506,0.013376520114924595,0.003004548876147371,0.005702497516568623
Jaelon Darden,WR,CLE,14,1,2,0,0.00263081535931908,0.00117938333860876,0.001170264477588508,NA,0.980620059471366,1.048726155434247,0.975363595206506,0.0026828080191805413,0.0011245865591293577,0.001199823822972127
Demetric Felton,RB,CLE,8,1,-4,0,0.00399436090225563,-0.00341365461847389,0.0012563788990548632,NA,0.980620059471366,1.048726155434247,0.975363595206506,0.004073301238003347,-0.003255048613773149,0.0012881133817475114
Jerome Ford,RB,CLE,13,8,12,0,0.01966454598033545,0.00630213160333642,0.008496031552467823,NA,0.980620059471366,1.048726155434247,0.975363595206506,0.02005317532555498,0.006009320517735051,0.008710630163174202
Anthony Schwartz,WR,CLE,11,4,57,1,0.01161995898838004,0.03537787513691128,0.048855627568373285,NA,0.980620059471366,1.048726155434247,0.975363595206506,0.011849603601464306,0.033734140179103596,0.05008965662495274
Marquise Goodwin,WR,CLE,13,2,5,0,0.00615384615384615,0.00320198900022602,0.002781737361561062,NA,0.980620059471366,1.048726155434247,0.975363595206506,0.006275464278350143,0.003053217452081348,0.0028520003978332892
Michael Woods,WR,CLE,10,1,-5,0,0.00319548872180451,-0.00341365461847389,9.368300268744151e-4,NA,0.980620059471366,1.048726155434247,0.975363595206506,0.003258640990402683,-0.003255048613773149,9.60493124285685e-4
Jordan Wilkins,RB,CLE,4,13,58,0,0.12585421412300682,0.13210075026795284,0.06355176067599802,NA,0.980620059471366,1.048726155434247,0.975363595206506,0.12834146406392347,0.1259630548770415,0.06515699477438741
Kyle Juszczyk,RB,SF,16,7,26,1,0.01475694444444444,0.01170550847457627,0.0336358286252354,NA,1.3346801217111248,1.3885373119555606,1.3289836007438331,0.011056540218434751,0.00843010005837776,0.025309438435816213
Christian McCaffrey,RB,SF,17,244,1139,8,0.5286391333784699,0.5531307858075091,0.5296024074968206,NA,1.3346801217111248,1.3885373119555606,1.3289836007438331,0.396079273811862,0.39835500353137915,0.39850183794623334
Ray Ray McCloud,WR,SF,17,4,78,1,0.0079365079365079309,0.03305084745762712,0.03147968792036588,NA,1.3346801217111248,1.3885373119555606,1.3289836007438331,0.0059463745712590235,0.02380263545894897,0.023687040158167996
Deebo Samuel,WR,SF,13,42,232,3,0.10897435897435898,0.12855280312907433,0.1545219469795741,NA,1.3346801217111248,1.3885373119555606,1.3289836007438331,0.08164829699767204,0.09258145389555696,0.11627077030377805
Brandon Aiyuk,WR,SF,17,2,23,0,0.00396825396825396,0.0097457627118644,0.0025618778584880243,NA,1.3346801217111248,1.3885373119555606,1.3289836007438331,0.002973187285629508,0.007018725840459308,0.0019276971191022518
Elijah Mitchell,RB,SF,5,45,279,2,0.30357142857142855,0.4019491525423729,0.3316234866828087,NA,1.3346801217111248,1.3885373119555606,1.3289836007438331,0.22744882735065777,0.2894766666199871,0.249531662013887
Tyrion Davis Price,RB,SF,6,34,99,0,0.1911375661375661,0.11885593220338984,0.08834061967536543,NA,1.3346801217111248,1.3885373119555606,1.3289836007438331,0.14320852092448821,0.08559793905429727,0.06647231736036556
Danny Gray,WR,SF,13,1,9,0,0.00259462759462759,0.00498696219035202,0.001536547256886238,NA,1.3346801217111248,1.3885373119555606,1.3289836007438331,0.0019440070713731402,0.0035915219183621223,0.0011561822553914371
Brock Purdy,QB,SF,9,22,13,1,0.0824514991181658,0.01040489642184557,0.0812433115116731,NA,1.3346801217111248,1.3885373119555606,1.3289836007438331,0.06177622471252435,0.007493422274113561,0.0611319142434874
Jordan Mason,RB,SF,16,43,258,1,0.09064980158730158,0.11615466101694916,0.074437886736615555,NA,1.3346801217111248,1.3885373119555606,1.3289836007438331,0.0679187470560992,0.08365253134851779,0.05601114016377073
Diontae Johnson,WR,PIT,17,7,25,0,0.014,0.0120598166907863,0.006805981669078631,NA,1.0964711538461538,1.1452233849122417,0.9589100788758396,0.012768233756894934,0.010530536530836247,0.007097622414249204
Gunner Olszewski,WR,PIT,16,8,39,0,0.017,0.01998914616497829,0.00879891461649783,NA,1.0964711538461538,1.1452233849122417,0.9589100788758396,0.015504283847658135,0.017454364299861073,0.009175953835851923
Anthony McFarland,RB,PIT,1,6,30,0,0.204,0.24602026049204057,0.10620202604920406,NA,1.0964711538461538,1.1452233849122417,0.9589100788758396,0.1860514061718976,0.21482294522905945,0.11075285200225243
Najee Harris,RB,PIT,17,272,1034,7,0.544,0.49879401833092135,0.48622940183309216,NA,1.0964711538461538,1.1452233849122417,0.9589100788758396,0.49613708312506033,0.43554299091538706,0.5070646482338721
Kenny Pickett,QB,PIT,13,55,237,3,0.14384615384615385,0.14950461983747076,0.19508507736836248,NA,1.0964711538461538,1.1452233849122417,0.9589100788758396,0.13119009409556884,0.13054625133150533,0.20344459993273492
George Pickens,WR,PIT,17,3,24,1,0.006,0.01157742402315484,0.03480774240231548,NA,1.0964711538461538,1.1452233849122417,0.9589100788758396,0.0054721001815264,0.01010931506960279,0.03629927682387247
Connor Heyward,TE,PIT,17,2,27,0,0.004,0.0130246020260492,0.00290246020260492,NA,1.0964711538461538,1.1452233849122417,0.9589100788758396,0.003648066787684267,0.011372979453303142,0.0030268325117695765
Jaylen Warren,RB,PIT,16,77,379,1,0.16362500000000002,0.19425349734684033,0.11807847473468404,NA,1.0964711538461538,1.1452233849122417,0.9589100788758396,0.14922873203370957,0.16962061717044483,0.12313821424539739
James Conner,RB,ARI,13,183,782,7,0.5514002126905352,0.5459772475255658,0.5802860149569757,NA,0.8960658427366849,0.8423736198647613,0.8579770893945403,0.6153568034760677,0.6481414358787964,0.6763420866709549
Zach Pascal,WR,ARI,17,1,0,0,0.00183823529411764,0,7.352941176470561e-4,NA,0.8960658427366849,0.8423736198647613,0.8579770893945403,0.0020514511394647793,0,8.570090352481795e-4
Corey Clement,RB,ARI,9,15,55,1,0.065284178187404,0.05546657175060805,0.09462329141298537,NA,0.8960658427366849,0.8423736198647613,0.8579770893945403,0.07285645214197524,0.0658455707094827,0.11028650133275633
Marquise Brown,WR,ARI,12,1,1,0,0.00326420890937019,7.563623420537462e-4,0.001381319797953451,NA,0.8960658427366849,0.8423736198647613,0.8579770893945403,0.003642822607098751,8.978941460384007e-4,0.0016099728244820903
Greg Dortch,WR,ARI,16,7,44,0,0.01713709677419354,0.02495995728777362,0.009350834438454778,NA,0.8960658427366849,0.8423736198647613,0.8579770893945403,0.01912481868726849,0.029630506819267214,0.010898699457177233
Rondale Moore,WR,ARI,8,6,-5,0,0.02937788018433179,-0.00567271756540309,0.011183880317192408,NA,0.8960658427366849,0.8423736198647613,0.8579770893945403,0.03278540346388885,-0.006734206095287997,0.01303517361411676
Keaontay Ingram,RB,ARI,12,27,60,1,0.08813364055299538,0.04538174052322477,0.08701385249574285,NA,0.8960658427366849,0.8423736198647613,0.8579770893945403,0.09835621039166656,0.05387364876230404,0.1014174545816218
Jonathan Williams,RB,WAS,13,37,152,0,0.0899342293394338,0.09275279083958504,0.045248970819732025,NA,1.5782429907514288,1.7029323473997269,1.4567199597570057,0.0569837660401169,0.054466515349956716,0.031062230263722047
Curtis Samuel,WR,WAS,17,38,187,1,0.07063197026022305,0.08726084927671489,0.09253442858731627,NA,1.5782429907514288,1.7029323473997269,1.4567199597570057,0.044753545983812,0.05124152430949876,0.06352245534052534
Terry McLaurin,WR,WAS,17,7,29,0,0.01301115241635687,0.01353243117125524,0.006557704083668273,NA,1.5782429907514288,1.7029323473997269,1.4567199597570057,0.00824407426017589,0.007946546550670924,0.004501691653049196
Antonio Gibson,RB,WAS,15,149,546,3,0.31387856257744734,0.28875408306112926,0.3433157222259807,NA,1.5782429907514288,1.7029323473997269,1.4567199597570057,0.19887847715262422,0.16956286226052317,0.2356772280948556
Dyami Brown,WR,WAS,15,1,15,0,0.00210656753407682,0.00793280447970135,0.0016359074616008628,NA,1.5782429907514288,1.7029323473997269,1.4567199597570057,0.0013347548802189494,0.004658320391772612,0.0011230075146864515
Jahan Dotson,WR,WAS,12,2,-7,0,0.00526641883519206,-0.00462746927982579,0.0016438206060942452,NA,1.5782429907514288,1.7029323473997269,1.4567199597570057,0.00333688720054738,-0.0027173535618673582,0.0011284396805879213
Brian Robinson,RB,WAS,12,205,797,2,0.539807930607187,0.5268704308601649,0.42601762273629873,NA,1.5782429907514288,1.7029323473997269,1.4567199597570057,0.342030938056107,0.3093901126868978,0.2924499111053317
Sam Howell,QB,WAS,1,5,35,1,0.15799256505576206,0.27764815678954735,0.24096184170125956,NA,1.5782429907514288,1.7029323473997269,1.4567199597570057,0.10010661601642157,0.1630412137120415,0.16541397685074227
Chris Rodriguez,RB,WAS,NA,NA,NA,NA,0.20655535372921943,0.20655535372921943,0.20655535372921943,193,1.5782429907514288,1.7029323473997269,1.4567199597570057,0.13087677559136496,0.12129392811441791,0.14179482634649612
Jaret Patterson,RB,WAS,3,17,78,0,0.17905824039653037,0.2062529164722352,0.09224858780583567,NA,1.5782429907514288,1.7029323473997269,1.4567199597570057,0.11345416481861113,0.12111633018608799,0.06332623315000337
Chris Godwin,WR,TB,15,3,5,0,0.00880829015544041,0.00433231396534148,0.003956547458710312,NA,0.6983398605012926,0.7023934734792429,0.5820451488642945,0.012613185432544999,0.0061679302683177745,0.006797664178509961
Baker Mayfield,QB,TB,12,31,89,1,0.09514782216204017,0.06122965166277153,0.09072555741233894,NA,0.6983398605012926,0.7023934734792429,0.5820451488642945,0.13624859118558658,0.08717286531646708,0.155873745515044
Chase Edmonds,RB,TB,13,68,245,2,0.192656632467059,0.1555878789010789,0.178547834811539,NA,0.6983398605012926,0.7023934734792429,0.5820451488642945,0.27587804071324723,0.22151099743337355,0.30675942435037445
Ke Shawn Vaughn,RB,TB,15,17,53,0,0.04991364421416235,0.04592252803261978,0.02455771048892692,NA,0.6983398605012926,0.7023934734792429,0.5820451488642945,0.07147471745108835,0.06538006084416854,0.0421921057788124
Rachaad White,RB,TB,17,129,481,1,0.3341968911917098,0.367737003058104,0.2704524567824943,NA,0.6983398605012926,0.7023934734792429,0.5820451488642945,0.47855909435244276,0.5235484339519156,0.4646588968402365
