team,off_rus_att_rat,off_rus_yds_rat,off_rus_tds_rat,off_pas_att_rat,off_cmp_rat,off_pas_yds_rat,off_pas_tds_rat,off_int_rat
ARI,25.450796795880354,111.8715498353875,0.8623860592685579,37.751001811942274,26.411491072405543,237.3699291005138,1.3283258433654317,0.8118968318442406
ATL,28.976167280387006,135.50641452622094,0.8834282470569896,31.079212803774574,20.864810571996294,215.91845974550304,1.3583993858988221,0.675712360914249
BAL,28.02477988928296,135.07412229505803,0.8224878820789314,30.483696246830625,19.323127928222455,203.8037143079002,1.424380938897185,0.7050382814175982
BUF,26.07290865066278,124.83540958493799,0.8484317037414453,33.85344185872458,22.095076421194985,243.379620800623,1.6708792547455125,1.091908405205796
CAR,26.952445671299255,120.37580174164552,0.8682042957717141,28.663460339530424,17.64669674953727,203.8316779239015,1.2896246896647934,0.6067832064746549
CHI,28.641680183873675,140.37479396596814,0.8782221527065164,27.246737190212365,16.47057614986845,180.96984252180815,1.3690185892087472,0.6386890681826259
CIN,25.406204360974517,104.33352322293952,0.8265757793366517,35.751567873936956,24.77735442798585,251.63233814256836,1.6254314976165647,1.0625695550756271
CLE,28.408728684219952,131.95088269052678,0.9243829899208743,31.01251289826167,19.67798772767554,223.8699217547403,1.3938778829999912,0.883008970302615
DAL,28.199106222766606,122.01035543452838,0.951486883269169,33.83587901036042,21.94975336815797,223.31941506616363,1.4316119718345803,0.9195528571029884
DEN,25.828819353793016,114.95714374846273,0.7722174909745387,34.32097726922091,22.76731720951372,242.54169025971072,1.2682337001037103,0.7513198104777941
DET,26.37584962619797,117.29825471434776,0.9739971116955539,33.54151822479833,22.50277867816896,245.43623675109995,1.5362772858042948,0.48693279878095774
GB,26.063035169331044,116.98870045023236,0.7967283097087835,32.99976785406957,21.754607304004146,226.9937632192599,1.40315643026012,0.7153198720989711
HOU,24.601881447297764,97.8292888907565,0.711576919823508,32.767990839401094,21.19530737252061,212.24521976438444,1.303461103913824,0.8626208062452259
IND,25.9371050679283,113.1155339975589,0.753814627628151,34.81954003440401,23.94829795534462,228.86648392918232,1.333890345855205,1.090225335116744
JAC,25.439750800098825,115.86752176628589,0.8574757208315045,33.72594514561925,22.895480663014233,239.02450399387072,1.469044996323657,0.7262451523222928
KC,24.87423547715624,114.49891542072913,0.8908054401888744,35.08134773116052,23.939441427578956,268.0279634104485,1.7617065588289962,0.9207798194545372
LAC,24.82050639706234,101.79395419509423,0.8311947576600526,36.922508240162585,25.98762339189871,254.05916051072745,1.4652984019633208,0.8945088322091577
LAR,24.687582852045047,103.19629495362229,0.8254716166053635,33.11148728541333,22.98730131093057,219.76633316269533,1.3236915818954982,1.1447936604516995
LV,25.110752301900277,114.23555190355272,0.7859445497287919,34.08621071816206,21.98615231155812,239.43437077115948,1.5260566850038302,1.1431665207986703
MIA,24.112617127988628,103.43345078732168,0.7767926708755494,34.59925788791587,22.578151418099306,269.7578053062439,1.580246509172218,0.7487926276449839
MIN,24.45252776830621,102.39782754599186,0.8534856738210526,36.054899440166,24.6174550482044,260.2902012761853,1.5110194253483216,0.890387529728444
NE,25.074805995109717,109.63420064349927,0.8016847700242973,32.46421369805248,22.104028019855143,231.14064942876053,1.3606592488450935,0.8786396001996708
NO,26.485654411490106,114.86593607971415,0.7952338511094468,29.81337880417918,19.72832121724135,227.67174447350754,1.4623457952266716,0.9198306058558144
NYG,27.367133563608547,128.48335227751687,0.9104194505851979,31.915835934004427,22.552824113148777,213.26641157135845,1.326376108757993,0.2917883792043252
NYJ,24.093119070980045,103.07043194321169,0.793828122722511,36.233754978884065,22.139831875870495,231.20556053517123,1.2301806227544547,0.5272124162996468
PHI,28.433695286526074,129.56675686740928,1.1525931842341435,32.39378892645171,21.48158541469944,252.21929054922094,1.4135501813670261,0.4871631028825626
PIT,27.62051576501126,117.6225410315645,0.8340131120198292,36.624109366981536,25.334477392575515,241.12620607889403,1.2989373791446392,0.8032875633113808
SEA,24.941751126163346,115.89486629757678,0.7823749464070312,32.80021516410033,22.61232631629978,236.3389080021459,1.522959908819558,1.0096574998418706
SF,27.797834104250164,127.46078870617798,0.9324856272377935,31.31143981091013,20.02940206821593,226.22773947150438,1.5131407865228645,0.8157156687117364
TB,24.061897809395035,95.09089756682562,0.6867816913814654,37.44805339048774,25.735028128566015,242.72602525274175,1.38822694475625,0.8548878355831129
TEN,26.836798306872346,117.23710673141555,0.8588075469043039,29.926679963617627,19.27982322894048,207.69442135950504,1.3155925443272443,0.6869598094413522
WAS,28.494933658128307,116.70480156767763,0.7367653365950193,33.22760656553091,21.68309079680302,230.33001650468572,1.4852011142670727,0.767755561320086
