"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS"
"1","Derrick Henry",TEN,"at HOU","4 out of 5 stars","A+","18.3"
"2","Saquon Barkley",NYG,"at SEA","4 out of 5 stars","A+","18.1"
"3","Josh Jacobs",LV,"at NO","2 out of 5 stars","A+","17.1"
"4","Kenneth Walker III",SEA,"vs. NYG","3 out of 5 stars","A","16.9"
"5","Nick Chubb",CLE,"vs. CIN","3 out of 5 stars","A","16.0"
"6","Christian McCaffrey",SF,"at LAR","2 out of 5 stars","A","15.5"
"7","Alvin Kamara",NO,"vs. LV","2 out of 5 stars","A","15.5"
"8","Jonathan Taylor",IND,"vs. WAS","3 out of 5 stars","A","15.3"
"9","Tony Pollard",DAL,"vs. CHI","3 out of 5 stars","A","15.2"
"10","Dalvin Cook",MIN,"vs. ARI","3 out of 5 stars","A","15.2"
"11","Joe Mixon",CIN,"at CLE","4 out of 5 stars","A","14.9"
"12","Travis Etienne Jr.",JAC,"vs. DEN","3 out of 5 stars","A-","14.4"
"13","Dameon Pierce",HOU,"vs. TEN","2 out of 5 stars","A-","14.4"
"14","Rhamondre Stevenson",NE,"at NYJ","3 out of 5 stars","B+","14.3"
"15","Leonard Fournette",TB,"vs. BAL","3 out of 5 stars","B+","14.2"
"16","Raheem Mostert",MIA,"at DET","5 out of 5 stars","B+","13.3"
"17","Aaron Jones",GB,"at BUF","2 out of 5 stars","B","13.2"
"18","D'Andre Swift",DET,"vs. MIA","3 out of 5 stars","B","12.7"
"19","Miles Sanders",PHI,"vs. PIT","2 out of 5 stars","B","12.6"
"20","D'Onta Foreman",CAR,"at ATL","5 out of 5 stars","B","12.3"
"21","Devin Singletary",BUF,"vs. GB","4 out of 5 stars","B","10.9"
"22","Eno Benjamin",ARI,"at MIN","3 out of 5 stars","B-","10.8"
"23","Michael Carter",NYJ,"vs. NE","2 out of 5 stars","B-","10.6"
"24","Najee Harris",PIT,"at PHI","4 out of 5 stars","B-","10.6"
"25","David Montgomery",CHI,"at DAL","3 out of 5 stars","C+","9.4"
"26","Darrell Henderson Jr.",LAR,"vs. SF","1 out of 5 stars","C+","9.1"
"27","Tyler Allgeier",ATL,"vs. CAR","3 out of 5 stars","C+","9.1"
"28","Brian Robinson Jr.",WAS,"at IND","3 out of 5 stars","C+","9.0"
"29","Gus Edwards",BAL,"at TB","3 out of 5 stars","C+","9.0"
"30","Melvin Gordon III",DEN,"at JAC","4 out of 5 stars","C","8.6"
"31","Jamaal Williams",DET,"vs. MIA","3 out of 5 stars","C","8.0"
"32","Kareem Hunt",CLE,"vs. CIN","3 out of 5 stars","C","7.4"
"33","Damien Harris",NE,"at NYJ","3 out of 5 stars","C","6.8"
"34","Khalil Herbert",CHI,"at DAL","3 out of 5 stars","C-","6.7"
"35","Latavius Murray",DEN,"at JAC","4 out of 5 stars","C-","6.5"
"36","AJ Dillon",GB,"at BUF","2 out of 5 stars","C-","6.2"
"37","Antonio Gibson",WAS,"at IND","3 out of 5 stars","C-","5.9"
"38","Rachaad White",TB,"vs. BAL","3 out of 5 stars","D+","5.8"
"39","Chase Edmonds",MIA,"at DET","5 out of 5 stars","D+","5.7"
"40","Caleb Huntley",ATL,"vs. CAR","3 out of 5 stars","D+","5.7"
"41","James Robinson",NYJ,"vs. NE","2 out of 5 stars","D","5.6"
"42","Jeff Wilson Jr.",SF,"at LAR","2 out of 5 stars","D","5.6"
"43","Alexander Mattison",MIN,"vs. ARI","3 out of 5 stars","D","5.5"
"44","Nyheim Hines",IND,"vs. WAS","3 out of 5 stars","D","5.5"
"45","Rex Burkhead",HOU,"vs. TEN","2 out of 5 stars","D","5.4"
"46","Mark Ingram II",NO,"vs. LV","2 out of 5 stars","D-","5.3"
"47","Dontrell Hilliard",TEN,"at HOU","4 out of 5 stars","D-","5.0"
"48","Kenyan Drake",BAL,"at TB","3 out of 5 stars","F","4.8"
"49","Kenneth Gainwell",PHI,"vs. PIT","2 out of 5 stars","F","4.4"
"50","Jaylen Warren",PIT,"at PHI","4 out of 5 stars","F","4.3"
"51","JaMycal Hasty",JAC,"vs. DEN","3 out of 5 stars","F","4.3"
"52","J.D. McKissic",WAS,"at IND","3 out of 5 stars","F","4.1"
"53","Samaje Perine",CIN,"at CLE","4 out of 5 stars","F","4.1"
"54","James Cook",BUF,"vs. GB","4 out of 5 stars","F","4.1"
"55","Keaontay Ingram",ARI,"at MIN","3 out of 5 stars","F","4.0"
"56","DeeJay Dallas",SEA,"vs. NYG","3 out of 5 stars","F","4.0"
"57","Justice Hill",BAL,"at TB","3 out of 5 stars","F","4.0"
"58","Malcolm Brown",LAR,"vs. SF","1 out of 5 stars","F","3.8"
"59","Raheem Blackshear",CAR,"at ATL","5 out of 5 stars","F","3.7"
"60","Ty Johnson",NYJ,"vs. NE","2 out of 5 stars","F","3.6"
"61","Matt Breida",NYG,"at SEA","4 out of 5 stars","F","3.6"
"62","Craig Reynolds",DET,"vs. MIA","3 out of 5 stars","F","3.6"
"63","Avery Williams",ATL,"vs. CAR","3 out of 5 stars","F","3.5"
"64","Boston Scott",PHI,"vs. PIT","2 out of 5 stars","F","3.4"
"65","Brandon Bolden",LV,"at NO","2 out of 5 stars","F","3.1"
"66","Deon Jackson",IND,"vs. WAS","3 out of 5 stars","F","2.8"
"67","Ameer Abdullah",LV,"at NO","2 out of 5 stars","F","2.7"
"68","Zamir White",LV,"at NO","2 out of 5 stars","F","2.7"
"69","Trestan Ebner",CHI,"at DAL","3 out of 5 stars","F","2.6"
"70","Ronnie Rivers",LAR,"vs. SF","1 out of 5 stars","F","2.6"
"71","Hassan Haskins",TEN,"at HOU","4 out of 5 stars","F","2.4"
"72","Zack Moss",BUF,"vs. GB","4 out of 5 stars","F","2.3"
"73","Tyrion Davis-Price",SF,"at LAR","2 out of 5 stars","F","2.3"
"74","Malik Davis",DAL,"vs. CHI","3 out of 5 stars","F","2.2"
"75","Snoop Conner",JAC,"vs. DEN","3 out of 5 stars","F","2.2"
"76","Travis Homer",SEA,"vs. NYG","3 out of 5 stars","F","2.1"
"77","Justin Jackson",DET,"vs. MIA","3 out of 5 stars","F","2.1"
"78","Dare Ogunbowale",HOU,"vs. TEN","2 out of 5 stars","F","2.0"
"79","Patrick Ricard",BAL,"at TB","3 out of 5 stars","F","1.8"
"80","Alec Ingold",MIA,"at DET","5 out of 5 stars","F","1.8"
"81","Reggie Gilliam",BUF,"vs. GB","4 out of 5 stars","F","1.7"
"82","Chris Evans",CIN,"at CLE","4 out of 5 stars","F","1.7"
"83","Darrel Williams",ARI,"at MIN","3 out of 5 stars","F","1.6"
"84","D'Ernest Johnson",CLE,"vs. CIN","3 out of 5 stars","F","1.5"
"85","Gary Brightwell",NYG,"at SEA","4 out of 5 stars","F","1.5"
"86","C.J. Ham",MIN,"vs. ARI","3 out of 5 stars","F","1.5"
"87","Pierre Strong Jr.",NE,"at NYJ","3 out of 5 stars","F","1.4"
"88","Myles Gaskin",MIA,"at DET","5 out of 5 stars","F","1.4"
"89","Keith Smith",ATL,"vs. CAR","3 out of 5 stars","F","1.4"
"90","Ezekiel Elliott",DAL,"vs. CHI","3 out of 5 stars","F","1.3"
"91","Ke'Shawn Vaughn",TB,"vs. BAL","3 out of 5 stars","F","1.2"
"92","Jakob Johnson",LV,"at NO","2 out of 5 stars","F","1.1"
"93","Khari Blasingame",CHI,"at DAL","3 out of 5 stars","F","1.1"
"94","Phillip Lindsay",IND,"vs. WAS","3 out of 5 stars","F","1.1"
"95","Qadree Ollison",DAL,"vs. CHI","3 out of 5 stars","F","1.1"
"96","Corey Clement",ARI,"at MIN","3 out of 5 stars","F","1.0"
"97","Marlon Mack",DEN,"at JAC","4 out of 5 stars","F","1.0"
"98","Kevin Harris",NE,"at NYJ","3 out of 5 stars","F","1.0"
"99","Dwayne Washington",NO,"vs. LV","2 out of 5 stars","F","0.9"
"100","Patrick Taylor Jr.",GB,"at BUF","2 out of 5 stars","F","0.8"
"101","Tony Jones Jr.",SEA,"vs. NYG","3 out of 5 stars","F","0.8"
"102","Tevin Coleman",SF,"at LAR","2 out of 5 stars","F","0.8"
"103","Zonovan Knight",NYJ,"vs. NE","2 out of 5 stars","F","0.7"
"104","Benny Snell Jr.",PIT,"at PHI","4 out of 5 stars","F","0.7"
"105","Spencer Brown",CAR,"at ATL","5 out of 5 stars","F","0.7"
"106","Demetric Felton Jr.",CLE,"vs. CIN","3 out of 5 stars","F","0.6"
"107","Derek Watt",PIT,"at PHI","4 out of 5 stars","F","0.6"
"108","Devine Ozigbo",DEN,"at JAC","4 out of 5 stars","F","0.6"
"109","Salvon Ahmed",MIA,"at DET","5 out of 5 stars","F","0.5"
"110","Jonathan Williams",WAS,"at IND","3 out of 5 stars","F","0.5"
"111","Cullen Gillaspia",SEA,"vs. NYG","3 out of 5 stars","F","0.4"
"112","Kene Nwangwu",MIN,"vs. ARI","3 out of 5 stars","F","0.3"
"113","Alex Armah Jr.",WAS,"at IND","3 out of 5 stars","F","0.2"
"114","Jordan Mason",SF,"at LAR","2 out of 5 stars","F","0.1"
"115","Adam Prentice",NO,"vs. LV","2 out of 5 stars","F","0.0"
"116","Trayveon Williams",CIN,"at CLE","4 out of 5 stars","F","0.0"
