player,pos,team,games_played,py_games_played,touches,fmb,adj_rus_att_per,adj_rus_yds_per,adj_rus_tds_per,adj_tgt_per,adj_rec_per,adj_rec_yds_per,adj_rec_tds_per,py_qb_fl,py_fl_per_tou,injury_status
David Njoku,TE,CLE,2,1,56,0,0,0,0,0.26654738176493414,0.247602706891153,0.19717382642471595,0.27455468428901897,0,0.01356830165456859,Q
D Onta Foreman,RB,CLE,1,1,51,1,0.013864506594507336,0.007213867568938887,0.009746898297655422,0.00496787198063479,0.005072723388275858,0.005284544126065237,0.00566563474435071,0,0.01113253332214436,NA
Jordan Akins,TE,CLE,2,2,27,1,0,0,0,0.07649608371377473,0.08143170622577993,0.09559273899157394,0.07500857268003899,0,0.01153652498636344,NA
Jerry Jeudy,WR,CLE,2,2,70,0,0,0,0,0.2543457175664352,0.28196394623587084,0.3540182295656294,0.2761226541244581,0,0.01243408998727254,NA
Elijah Moore,WR,CLE,2,2,56,0,0.01191576885475164,0.0034409222991596323,0.005838315314755739,0.16924873695696047,0.15466765346263786,0.13222717282749097,0.1542360162639814,0,0.01382466887648778,NA
Pierre Strong,RB,CLE,2,2,28,0,0.01518862301904854,0.008045216312231958,0.010149414827876771,0.019275823548155394,0.021931965887628597,0.01810565517815793,0.01942233596892016,0,0.01215800220982111,NA
Jerome Ford,RB,CLE,2,2,119,0,0.7849372215779837,0.7024094229960427,0.7850523048791098,0.07219187390301979,0.08193532799152943,0.08391874886354447,0.07228131379635815,0,0.00860830221401698,NA
Blake Whiteheart,TE,CLE,2,0,1,0,0,0,0,0.024769037801811875,0.016428055124107582,0.01771890758591778,0.0217995749875157,0,0.01183233331934712,NA
Jamari Thrash,WR,CLE,2,0,3,0,0,0,0,0.019528872847399674,0.016322920944158756,0.01210543441399814,0.015453999198421017,0.21,0.007,NA
Mike Gesicki,TE,CIN,2,2,45,1,0,0,0,0.10649698885223495,0.10975452823123741,0.11130952453606781,0.09460141449326312,0,0.01126043720891201,NA
Drew Sample,TE,CIN,2,2,15,1,0.0021681775268209027,5.991704470735735e-4,0.0015384505345142814,0.03924109443160304,0.04291397916758532,0.034225258627859245,0.03317145032581785,0,0.01139848109763773,NA
Trayveon Williams,RB,CIN,1,2,0,0,8.467921384385779e-6,9.417048130542864e-6,1.0515297166495255e-5,4.3452368090804417e-4,4.357386192563405e-4,4.228644649431697e-4,4.2882683436834627e-4,0,0.01139848109763773,NA
Tee Higgins,WR,CIN,2,2,50,0,0,0,0,0.24867668174424085,0.23639566113293273,0.2636936675974296,0.27023635332326007,0,0.01100406998699282,NA
Ja Marr Chase,WR,CIN,2,2,104,0,0.013116595799708244,0.041682091910946455,0.021152594237014165,0.30793630463667004,0.3136884137974208,0.3253599314364072,0.294537635169316,0,0.01146778276619253,NA
Khalil Herbert,RB,CIN,2,2,15,0,0.05400116108177171,0.051715783656985696,0.039615365352153556,0.007927514241333523,0.008559026993836545,0.007421287246536688,0.007140033798504783,0,0.01050147554511252,NA
Charlie Jones,WR,CIN,1,2,1,2,4.8674495916243573e-4,4.963983654861198e-4,7.047968747095759e-4,0.008076431482966195,0.008364293520689538,0.008614335894381438,0.008152481115106741,0,0.01165484831955691,Q
Chase Brown,RB,CIN,2,2,238,2,0.8660263269535735,0.860568503081407,0.8810390383172523,0.12424409975155444,0.1322162197297215,0.1158489365566235,0.1571402782978743,0,0.01235520776514356,NA
Andrei Iosivas,WR,CIN,2,2,28,0,0,0,0,0.10176488311252142,0.09152204031273993,0.08613233203985948,0.08750481609110003,0,0.01153652498636344,NA
Jermaine Burton,WR,CIN,2,0,4,0,0,0,0,0.030282015353256277,0.02788718343618861,0.026122444016571742,0.02830995010695387,0.21,0.007,NA
Tanner McLachlan,TE,CIN,1,0,0,0,0,0,0,0.0020878618703091354,0.0020958002536135708,0.0020694216850998008,0.0020752596530323195,0.21,0.007,NA
Cam Grandy,TE,CIN,2,0,2,0,0,0,0,0.014138553379822205,0.01761477156979091,0.011279736949323464,0.008514528455240289,0.21,0.007,NA
Isaiah Williams,WR,CIN,1,0,2,0,0,0,0,0.008693047462579867,0.008552343234986784,0.007500258948896911,0.008186972336162186,0.21,0.007,NA
Michael Woods,WR,CLE,2,0,3,0,0,1.0455258945743947e-6,1.529647710732548e-5,0.06977245130377088,0.06746759393120356,0.058225753134250734,0.060833130166027746,0,0.01183233331934712,NA
James Proche,WR,CLE,2,0,2,1,0,0,0,0.022856148613103137,0.0251753999176546,0.025628988888655384,0.02462208378090906,0,0.01349899998601379,NA
Robert Woods,WR,HOU,2,2,13,1,9.623187445613989e-8,2.2132657111803506e-7,2.0518823925643514e-7,0.0791680905997697,0.08429313839942676,0.0773962349736535,0.06329738739258883,0,0.01102379054252507,NA
Joe Mixon,RB,HOU,2,2,249,0,0.7421367541306321,0.6262414350477848,0.7415379831944994,0.2221118629844804,0.23179823013279555,0.20540215737694914,0.16748899616965246,0,0.00573868165988335,NA
Dare Ogunbowale,RB,HOU,2,2,42,0,0.030933289382094668,0.23164303911787737,0.07949544759018516,0.024660972431576555,0.023774516848478443,0.02285931535426438,0.023158887610872987,0,0.01163512776402467,NA
Dalton Schultz,TE,HOU,2,2,43,0,0,0,0,0.2131498697134554,0.20591339628810204,0.2073056408833416,0.21448072070019367,0,0.01233548720961132,NA
Steven Sims,WR,HOU,1,1,1,2,3.191041429378195e-7,3.5473785844274256e-7,4.584418320043313e-7,8.110248519059913e-4,8.03972472114426e-4,7.984690741235105e-4,7.861830587802934e-4,0,0.01179289220828263,NA
Nico Collins,WR,HOU,2,2,53,0,7.199734790496459e-7,1.6385453024624295e-6,1.4574007695637715e-6,0.35735977108582784,0.3518203445250071,0.3847726389508698,0.44246149754632785,0,0.01190163498790193,NA
Dameon Pierce,RB,HOU,2,1,17,0,0.005145854813086817,0.006073550652993985,0.007402720485815081,0.011983775548081516,0.013874912063222737,0.007490681908137427,0.009044937227628834,0,0.00871648554525238,NA
Xavier Hutchinson,WR,HOU,2,2,8,0,7.049052210302012e-9,1.2810846260259124e-8,1.421908509880938e-8,0.06314310164107016,0.05990057741472871,0.06572575038724328,0.05280669309373653,0,0.01157596609742793,NA
DeAndre Hopkins,WR,KC,2,2,50,1,0,0,7.157957964869759e-11,0.1522181236144973,0.15589939316183446,0.15886479972975784,0.15880002229848852,0,0.01031385054336424,NA
Travis Kelce,TE,KC,2,1,85,2,0,0,0,0.19230467727975287,0.19284790725203257,0.18309830160208557,0.16908172894329693,0,0.01166498832151498,NA
JuJu Smith Schuster,WR,KC,2,0,15,0,0,0,0,0.052335132785432434,0.05106269548808628,0.05662688044262387,0.08289288568750569,0,0.01126043720891201,NA
Kareem Hunt,RB,KC,2,0,201,0,0.32958948147630746,0.26581460708575655,0.22749843834816688,0.057205512112278714,0.057598615467403885,0.049750552117972885,0.049719923526878027,0,0.00887424998951034,NA
Samaje Perine,RB,KC,2,2,39,0,0.024793346725862475,0.04286994243665326,0.02151098003606527,0.046762267903901804,0.04945334924825216,0.06397488414305419,0.04719544272221096,0,0.01480111609952586,NA
Justin Watson,WR,KC,2,2,19,0,0,0,0,0.03840600079452917,0.03452972803204155,0.0349961539830119,0.042251630943561824,0,0.01296654498664317,NA
